price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Hướng,Số toilet
6 tỷ VNĐ,"Thanh Xuân, Hà Nội", 45m2,,,,,"Gia đình cần bán nhà Cù Chính Lan trước tết:+ Diện tích: 45 m².+ Mặt tiền: 4 m.+ Sổ đỏ phân lô, chính chủ.+ Giá bán: 6 tỷ.- Vị trí:+ Nhà đầu phố Cù Chính Lan, Hoàng Văn Thái, Nguyễn Ngọc Nại kinh doanh sầm uất.+ Gần Đại Học Y, Thủy Lợi, Kinh Tế Quốc Dân, Bách Khoa, Bênh viện Bưu điện, Bệnh viện Đại học Y, Bệnh viện Bạch Mai...+ Nhà trong khu phân lô quân đội, trước nhà ngõ dải nhựa ô tô thông tứ tung.- Khu vực:+ Giáp ranh Thanh Xuân - Đống Đa - Hai Bà Trưng - Hoàng Mai di chuyển các quận lân cận rất dễ dàng Hô Hoàn Kiếm hay sân bay Nội Bài 20 phút.+ Cơ sở hạ tầng đang quy hoạch phát triển mạnh.+ Tiềm năng giá trị nhà đất tăng cao.- Thiết kế:+ Nhà hai thoáng phong thủy tốt.+ Phong cách hiện đại tối ưu hóa công năng sử dụng có ô chờ thang máy.+ Tổng 5 ngủ, bếp, phòng khách, khu tiểu cảnh.- Nhà phù hợp nhiều đối tượng khách hàng:+ Mua để ở.+ Vừa ở vừa kinh doanh.+ Đầu tư lướt sóng.- Liên hệ: Mr Hải, 0946 921 974, Chuyên gia tư vấn, mua bán Bất động sản khu vực, Cù Chính Lan, Hà Kế Tấn, Hồ Rùa, Hoàng Văn Thái, Lê Trọng Tấn, Nguyễn Lân, Nguyễn Ngọc Nại, Nguyễn Trãi, Nguyễn Văn Trỗi, Nguyễn Viết Xuân, Phương Liệt, Tô Vĩnh Diện, Trần Điền, Trịnh Đình Cửu, Trường Chinh, Đường Vành Đai 2, Đường Vành Đai 3, Vũ Tông Phan, Vương Thừa Vũ,...(Anh, chị, em môi giới, QC xin không làm phiền).",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785247.083595,,
"2,7 tỷ VNĐ","Đường Văn Chương, Văn Chương, Đống Đa", 42m2, 4, 3, 5, 4,"+ Vị trí đắc địa, nhà đẹp diện tích 42 m2 x5 tầng giá 2,7 tỷ, nhà gần ngõ Văn Chương đi lại rất thuận tiện, thông Khâm Thiên, Tôn Đức Thắng. An ninh tốt gần ủy ban phường Văn Chương, Trường THCS Huy Văn 300M + Nhà thiết kế rất đẹp cầu thang cuối có ô chờ thang máy rất phù hợp.  + Tầng 1 thông sàn wc.  + Tầng 2  phòng ngủ WC ngoài.  + Tầng 3 Phòng khép kín   + Tầng 4 Bếp   + Tầng 5 đã làm hàng rào mái tôn có thể sửa được thêm phòng, sân phơi. + Sổ đỏ vuông đẹp sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785248.2844338,,
28 tỷ VNĐ,"Đường Hoàng Hoa Thám, Bưởi, Tây Hồ", 85m2, 5, 15, 4, 4,"Bán Nhà Ngõ 628 Hoàng Hoa Thám, 85m Mt 5,5m, Không Gian Sống Đẳng Cấp, Phân Lô Cán Bộ. + Nơi hội tụ của các quan chức nhà nước, 1 quần thể riêng biệt thiết kế theo kiểu biệt thự liền kê, không gian sống trong lành nhiều cây xanh thoáng mát, sân chơi rộng rãi sạch sẽ có bảo vệ ngày đêm. + Nhà cách mặt Phố vài bước chân, đường Hoàng Hoa Thám sầm uất kinh doanh nhiều mặt hàng, đặc biệt là cây cảnh và hoa nên rất nhộn nhịp nhưng không ảnh hưởng đến ngôi nhà . + Với thiêt kế hiện đại gồm 4 phòng ngủ, phòng khách và bếp được bố trí tại tầng 1 với không gian bếp rộng rãi phía sau có khoảng trống tạo sự thông thoáng cho không gian bếp và phòng khách. Mỗi tầng thiết kế 2 ngủ rộng rãi, rất phù hợp cho Cán Bộ công chức nghỉ hưu an dưỡng tuổi già, + Sổ đỏ chính chủ vuông vắn sẵn sàng giao dịch. + Lh: Mr Quân ( Tư Vấn miễn phí, Hiệu Quả và Tận Tâm).",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785249.556021,, 4
32 tỷ VNĐ,"Đường Cầu vượt Mai Dịch, Dịch Vọng, Cầu Giấy", 185m2, 10, 2, 4, 4,"Cường ơi - Tớ đang cần tìm nhà ở Hà Nội Có Sân Vườn?👍Hiện nay Cường đang có 1 căn Biệt Thự Nhà Vườn. Khu Vực Cầu Giấy. Nằm Ngay Khu Trung Tâm Cầu Giấy.🏠Lối Nhà Vườn 185m2  Biệt Thự Trung Tâm Quận, Để ở hay giữ tiền cực tiềm năng      Mặt Tiền 10m      Khu Vực Được Phân Lô. Biệt Thự 4 TẦNG - 4 PHÒNG NGỦ, Rộng.CÓ SÂN CHƠI - (Thiết Kế Vườn Hoa)CÓ SÂN THƯỢNG- Rộng Rãi.Đường oto. Đất Ở Hay Đầu Tư Đều Đẹp Sổ Đỏ Chính Chủ. ☎️Liên Hệ Với Cường : 0398 218 398 - 0869 356 605",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785250.6870816, Tây nam, 5
"3,3 tỷ VNĐ","Đường Nguyễn Cảnh Dị, Đại Kim, Hoàng Mai", 78m2, 6, 30, 1, 2,"CĂN HỘ VIEW HỒ ĐIỀU HOÀ - 2 NGỦ ĐẸP LONG LANH - TẶNG 90% NỘI THẤT - KHÁCH XEM LÀ MÊ Mô tả:+ Toà Smile Building là toà chung cư cao cấp đẹp nhất Đại Kim. Giao thông thuận tiện, tiện ích ngập tràn.+ Chủ nhà trẻ tuổi, yêu cái đẹp, không tiếc tiền đầu tư cho tổ ấm của mình, nay gia đình làm ăn có Lộc, đổi nhà to hơn nên cần bán. Tặng 90% nội thất cho khách thiện chí. Giá thương lượng nhẹ nhàng.+ Nhà thiết kế cgồm 2 phòng ngủ, 2 vệ sinh, 1 phòng khách, 1 bếp, 1 logia.+ Pháp lý: Sổ đỏ chính chủ -------------------------Liên hệ xem nhà MIỄN PHÍ: 0965 399 689 (Mr Châu) ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785251.7871952,, 2
"6,8 tỷ VNĐ","Đường Chùa Bộc, Quang Trung, Đống Đa", 40m2, 4, 10, 5, 6,"+  Vị trí trung tâm, kinh doanh đỉnh nhất quận Đống Đa.  + Căn nhà 3 thoáng với diện tích 40m2, 5 tầng, mặt tiền 4.6m, nằm sau 3 toà nhà cao tầng Giảng đường của trường Đại học Thuỷ Lợi), ngõ thẳng rộng thẳng tắp, ô tô tránh, thông tứ tung. + Nhà 5 tầng:     - Tầng 1: phòng khách, bếp nhà vệ sinh, đi 2 cửariêng biệt nên có thể cho thuê 2 căn hộ nhỏ.    - Tầng 2;3;4 mỗi tầng 2 phòng ngủ    - Tầng 5: Phòng Thờ rất rộng và 1 sân phơi.  + Sổ đỏ chính chủ, sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785253.1495497,,
"2,7 tỷ VNĐ",Phồ Vọng, 30m2,,,,,"BÁN NHÀ PHỐ VỌNG, Khu vực VIP hiếm, 50m ra Giải Phóng 4T MT 3,3M nhỉnh 2.5 tỷ.Gần bệnh viện BẠCH MAI, Tai Mũi Họng, Việt Pháp…Gần các trường đại học lớn Kinh Tế Quốc Dân, Bách Khoa, Xây Dựng, 50m ra mặt đường Giải Phóng, 5 phút ra bến xe Giáp Bát.Nhà mới, đẹp, thiết kế tỉ mỉ, cửa sổ khóa bằng vân tay, mã số.Nhà thiết kế 4 tầng mỗi tầng một phòng đầy đủ công năng sử dụng khách mua về ở luôn.Sổ đỏ chính chủ, vuông như tớ A4, sẵn sàng giao dịch.Lh.0986.270.765 để biết thêm thông tin.",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785254.6056569,,
"3,7 tỷ VNĐ",Mậu Lương - Hà Đông, 37m2,,, 4,,"Bán nhà Mậu Lương, Hà Đông 37mx 4T ô tô kinh doanh gần phố hơn 3 tỷ Bạn tôi chính chủ bán nhà phố Mậu Lương, Hà Đông thiết kế 4 tầng hiện đại, ngõ thông nông ô tô cách phố chỉ 20m, nhà xây chắc chắn mới đẹp về ở ngay kết hợp kinh doanh online. Bán kính xung quanh nhà đầy đủ tiện ích gần sân bóng, chợ trường học các cấp, hàng xóm văn minh ở tĩnh. Giáp Đa Sỹ gần Xa La hàng xóm Thanh Trì xuống Văn Phú sang Phú Lương. Sổ vuông sẵn sàng giao dịch. Giá: 3.7 tỷ ( gia lộc). Liên hệ : Huyền Ba La Sat ( 0363703491- 0965472910) – Gặp trực tiếp chủ nhà.",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785255.7595692,,
"3,6 tỷ VNĐ",Mậu Lương - Hà Đông, 38m2,,, 4,,"Bán nhà Mậu Lương, Hà Đông 38mx4T ô tô kinh doanh gần phố hơn 3 tỷ Bán nhà đẹp mặt ngõ thông ô tô kinh doanh cách mặt phố chỉ 20 thiết kế 4 tầng rộng đẹp về ở ngay diện tích 38m thông số lý tưởng vị trí đắc địa không có căn thứ 2. Cạnh nhà đầy đủ tiện ích vài bước chân ra phố, hàng xóm thân thiện văn minh, kinh doanh nhỏ hoặc online thuận tiện. Giáp Đa Sỹ gần Xa La hàng xóm Thanh Trì xuống Văn Phú sang Phú Lương. Sổ vuông sẵn sàng giao dịch. Giá: 3.6 tỷ ( gia lộc). Liên hệ : Huyền Ba La Sat ( 0363703491- 0965472910) – Gặp trực tiếp chủ nhà.",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785256.8825629,,
"10,5 tỷ VNĐ",Văn Phú - Hà Đông, 90m2,,, 4,,"Bán liền kề Văn Phú, Hà Đông 90mx4 tầng thang máy vỉa hè hơn 10 tỷ Bán nhà liền kề Văn Phú, Hà Đông cực hiếm vị trí đẹp diện tích 90m thiết kế 4 tầng có ô chờ thang máy, vỉa hè rộng ô tô thông vòng quanh, trước nhà là công viên và trường học ở sướng, làm văn phòng tuyệt vời. Giao thông thuận lợi thông các ngả giáp Khu đô thị Phú Lương gần Thanh Hà sang Kiến Hưng xuống Văn La vài bước ra Quang Trung. Sổ vuông sẵn sàng giao dịch. Giá: 10.5 tỷ ( gia lộc). Liên hệ : Huyền Ba La Sat Thổ cư ( 0363703491- 0965472910) – Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785257.9706535,,
