price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet,Hướng
"2,35 tỷ VNĐ","Đường Ngọc Lâm, Ngọc Lâm, Long Biên", 35m2, 4, 3,"Căn nhà nằm đoạn giữa phố, với đủ mọi tiện ích chỉ trong vài bước chân.Nhà gần Trường học cấp 1,2 Ái Mộ, cấp 3 Nguyễn Gia Thiều trẻ em đi bộ tới trường.Cách chợ lớn Gia lâm 300m, chỉ vài bước chân ra phố xá cực kỳ sầm uất buôn bán kinh doanh không thiếu mặt hàng gì.Hiện trạng đang là 2 nhà 3 tầng xây dựng chắc chắn, Ở một nhà, 1 nhà cho thuê cũng 4 triệu / tháng.Nhà đẹp đón tết - xách vali về ở luôn Diện tích 35m, nhà 4 tầng, MT: 3.5m, giá: 2.35 tỷ.Giao thông vô cùng thuận tiện - Chỉ 5 phút qua trung tâm Hà Nội.Nhà đẹp còn rất mới có thể về ở luôn không phải sửa chữa gì.Liên hệ: Mr Khanh.Điện thoại: 0936 018 488 - 0977 811 387.Để được tư vấn và xem chi tiết căn nhà.",24/12/2022,Tin thường,batdongsan_so_com_vn_1673782254.8006184, 3, 3, 3, Đông
"2,35 tỷ VNĐ","Đường Ngọc Lâm, Ngọc Lâm, Long Biên", 35m2, 4, 3,"Căn nhà nằm đoạn giữa phố, với đủ mọi tiện ích chỉ trong vài bước chân.Nhà gần Trường học cấp 1,2 Ái Mộ, cấp 3 Nguyễn Gia Thiều trẻ em đi bộ tới trường.Cách chợ lớn Gia lâm 300m, chỉ vài bước chân ra phố xá cực kỳ sầm uất buôn bán kinh doanh không thiếu mặt hàng gì.Hiện trạng đang là 2 nhà 3 tầng xây dựng chắc chắn, Ở một nhà, 1 nhà cho thuê cũng 4 triệu / tháng.Nhà đẹp đón tết - xách vali về ở luôn Diện tích 35m, nhà 4 tầng, MT: 3.5m, giá: 2.35 tỷ.Giao thông vô cùng thuận tiện - Chỉ 5 phút qua trung tâm Hà Nội.Nhà đẹp còn rất mới có thể về ở luôn không phải sửa chữa gì.Liên hệ: Mr Khanh.Điện thoại: 0936 018 488 - 0977 811 387.Để được tư vấn và xem chi tiết căn nhà.",24/12/2022,Tin thường,batdongsan_so_com_vn_1673782255.8169034, 3, 3, 3, Đông
"2,35 tỷ VNĐ","Đường Ngọc Lâm, Ngọc Lâm, Long Biên", 35m2, 4, 3,"Căn nhà nằm đoạn giữa phố, với đủ mọi tiện ích chỉ trong vài bước chân.Nhà gần Trường học cấp 1,2 Ái Mộ, cấp 3 Nguyễn Gia Thiều trẻ em đi bộ tới trường.Cách chợ lớn Gia lâm 300m, chỉ vài bước chân ra phố xá cực kỳ sầm uất buôn bán kinh doanh không thiếu mặt hàng gì.Hiện trạng đang là 2 nhà 3 tầng xây dựng chắc chắn, Ở một nhà, 1 nhà cho thuê cũng 4 triệu / tháng.Nhà đẹp đón tết - xách vali về ở luôn Diện tích 35m, nhà 4 tầng, MT: 3.5m, giá: 2.35 tỷ.Giao thông vô cùng thuận tiện - Chỉ 5 phút qua trung tâm Hà Nội.Nhà đẹp còn rất mới có thể về ở luôn không phải sửa chữa gì.Liên hệ: Mr Khanh.Điện thoại: 0936 018 488 - 0977 811 387.Để được tư vấn và xem chi tiết căn nhà.",24/12/2022,Tin thường,batdongsan_so_com_vn_1673782257.0599446, 3, 3, 3, Đông
"3,95 tỷ VNĐ","Giáp bát, Hoàng mai,Hà nội", 30m2, 5, 4,"-Nhà đẹp chỉ việc ở, 4 ngủ xây mới kiên cố,đá vân mây, ốp gỗ,trần thạch cao xịn sò - Gần đường Giải phóng, đi 1 đoạn đến bệnh viện Bạch mai, BV Tai mũi họng, trường tiểu học - Ngõ thông , rộng oto đỗ cổng - Ngõ toàn bộ dân trí thức cao, viên chức,bộ đội - Sổ vuông vức sẵn sàng kí",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782258.3412635,,, 5,
"3,5 tỷ VNĐ",Lạc Trung - Hà Nội, 35m2,,,"+ Oto Vào Nhà – Hai Bà Trưng – Ngõ Thông, Kinh Doanh – Oto tải đua nhau vèo vèo. + Vị trí phố Lạc Trung gần Minh Khai, Time City, Kim Ngưu, Thanh Nhàn, Võ Thị Sáu, Trần Khát Chân...xung quanh nhiều trường ĐH Bách Khoa, Kinh Tế, bệnh viện Thanh Nhàn...tiện ích nhiều vô kể. đi khắp ngả ra Lò Đúc, Trần Khát Chân, Võ Thị Sáu, Ngay Time city, Gần VTC con phố tập trung các ngân hàng lớn... + Phố Lạc Trung ít ngõ, hiếm nhà bán, khu vực văn minh đời sống cao, tiện ích nhiều. + Chủ tự xây nắn nót từng viên gạch đường vừa nhà 5 tầng đẹp như lau như ly giá chỉ 3.5 tỷ.Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Phương châm làm việc: -Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu - Không kênh giá chủ nhà - Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý.",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782259.458589,,,,
"3,4 tỷ VNĐ","Đường Thái Thịnh, Trung Liệt, Đống Đa", 32m2, 5, 3,"- Nhà xây 5 tầng chắc chắn, chủ mới về chỉ cần sơn lại là đón tết  - Sổ đỏ nở hậu  -Thiết kế       T1 Khách, bếp      T2+3+4 Mỗi tầng 1 ngủ 1 wc rộng rãi       T5 Phòng thờ+sân phơi  -Tiện ích xung quanh không thiếu thứ gì, gần các trường đại học, khu vực rất nhiều sinh viên thuê nhà, nhà có thể đầu tư khai thác dòng tiền  Chủ cần bán trước tết, thiện trí đàm phán giá  LH ngay em Hùng: 094 665 8282 (Miễn trung gian-xem nhà 24/7)",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782260.3835747,, 4, 3,
,"Đường Láng, Láng Hạ, Đống Đa",, 4, 4,"LOA LOA BÁN NHÀ ĐƯỜNG LÁNg 48M 5.4 TỶ  TRUNG TÂM QUẬN ĐỐNG ĐA  - NGÕ THÔNG TỨ TUNG -  DÂN TRÍ CAO - TIỆN ÍCH NGẬP TRÀN   + Vị trí nhà trung tâm quận, vào từ nhiều lối, ngõ thông tứ tung + Pháp lý sạch, sổ nở hậu nhẹ,",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782261.5296695,, 3, 4,
"22,8 tỷ VNĐ","Đường Triều Khúc, Thanh Xuân Nam, Thanh Xuân", 96m2, 7, 4,"+ Nhà mặt phố Triều Khúc, 50m ra phố Nguyễn Trãi. Giao thông vô cùng thuận tiện. Có vỉa hè nhỏ để xe máy. + Khu vực mật độ dân cư cực cao, tập trung nhiều sinh viên sinh sống. Con phố tấp nập ngày đêm, kinh doanh bất chấp mọi loại hình.  + Thiết kế xây dựng khung cột BTCT vô cùng chắc chắn, lắp đặt thang máy chạy vù vù, nhà lô góc 3 mặt thoáng sáng vĩnh viễn. Bố trí hợp lý có thể vừa ở, kinh doanh buôn bán hoặc văn phòng. + Giá 22.8 tỷ, thương lượng mạnh. + Sổ đỏ đẹp chính chủ sẵn sàng sang tên.+ Liên hệ, tôi Nguyễn Luận, tôi cam kết hỗ trợ chuẩn pháp lý, giá tốt nhất cho anh chị. Trân trọng!",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782262.5578315, 4, 9, 7,
"11,8 tỷ VNĐ","Đường Triều Khúc, Thanh Xuân Nam, Thanh Xuân", 100m2, 5, 6,"+ Diện tích 100m2, mặt tiền 9m. Thiết kế xây dựng khung cột BTCT chắc chắn, đầy đủ công năng, để lại toàn bộ nội thất. Chủ mới có thể cải tạo lên tầng để ở hoặc làm CCMN khép kín tuyệt đỉnh, có sẵn ô chờ thang máy. + Nhà nằm trong ngõ rộng ô tô tránh, thông các ngã, khuc vực tập trung nhiều sinh viên….. Gần chợ, trường học các cấp. tiện ích bạt ngàn. + Khu vực dân trí cao, an sinh đỉnh, nhiều cán bộ sinh sống. + Sổ đỏ chính chủ vuông đẹp sẵn sàng sang tên. Liên hệ: Tôi Nguyễn Luận, tôi cam kết hỗ trợ pháp lý chuẩn, giá tốt nhất cho anh chị. Trân trọng! ",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782263.7084491, 9, 3, 7,
"9,4 tỷ VNĐ","Đường Triều Khúc, Thanh Xuân Nam, Thanh Xuân", 60m2, 5, 4,"+ Nhà thuộc khu phân lô Quân Khu Thủ Đô ô tô tránh, ô tô vào nhà. Khu vực dân trí cao, an sinh tuyệt đỉnh, quanh nhà cán bộ sinh sống. Giao thông vô cùng thuận lợi. + Hưởng trọn tiện ích KĐT Pandora, gần nhiều trường đại học như Bưu Chính Viễn Thông, Công Nghệ GTVT, Hà Nội, Kiến Trúc, HV An Ninh. 3 bước chân vào TTTM BiC....Tiện ích bạt ngàn. + Nhà thiết kế xây dựng khung cột BTCT chắc chắn, bố trí hợp lý, đầy đủ công năng. Sau nhà có khe thoáng 1.5m. Nhà lô góc haithoáng vĩnh viễn. Để lại nội thất cho chủ mới. + Giá 9.4 tỷ, có thương lượng. + Sổ đỏ phân lô chính chủ sẵn sàng sang tên.Liên hệ: Tôi Nguyễn Luận, tôi cam kết hỗ trợ chuẩn pháp lý, giá tốt nhất cho anh chị. Trân trọng !",23/12/2022,Tin thường,batdongsan_so_com_vn_1673782264.9026558, 4, 6, 5,
