price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"3,5 tỷ VNĐ","Đường Tô Hiệu, Hà Cầu, Hà Đông", 139m2,,,"1 căn 2 ngủ tầng trung Hyundai cực đẹp ban công Đông Nam.Chủ chuyển lên 3 ngủ nên cần bán 2 ngủ.Ban công Đông Nam, cửa Tây Bắc.Để lại full đồ, các bác chỉ cần dọn quần áo về ở.Có slot ô tô đỗ hầm Hyundai.E Đạt chuyên mua bán và cho thuê chung cư Hyundai Hillstate.",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782570.9001088, 2, 2, 2,
"4,7 tỷ VNĐ","Đường Tô Hiệu, Hà Cầu, Hà Đông", 134m2,,,"Lên sóng căn 134m², 3PN ban công Đông Bắc, cửa Tây Nam rất hiếm có.Tầng trung đẹp.Để lại đồ cơ bản.Trước giờ chỉ cho Hàn Quốc thuê nên còn rất mới không thấm ẩm sổ lệch sàn.Giá cực đẹp cho căn 134m².E Đạt cư dân Hyundai P1404 CT2.",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782571.9004338, 2, 3, 2,
4 tỷ VNĐ,"Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 33m2, 4, 5,"BÁN NHÀ SIÊU HÓT HIẾM TẠI NGỌC THỤY LONG BIÊN, Ô TÔ TRÁNH, SỔ ĐỎ VUÔNG, THÔNG SỐ ĐẸP LUNG LINH 32M 5 TẦNG MT 4.1 GIÁ 4 TỶ + KHU VỰC ĐẸP NHẤT PHỐ NGỌC THỤY, DÂN TRÍ CAO, PHÂN LÔ 2 THOÁNG, Ô TÔ 7 CHỖ VÀO NHÀ + KINH DOANH HOẶC LÀM VĂN PHÒNG QUÁ ĐỈNH + Cách Chợ NGỌC THỤY 30M, cách MIPEC 800m, cách CẦU LONG BIÊN 1km +7 PHút sang PHỐ CỔ + Gần Trường VIỆT PHÁP, gần khu ĐTC NGỌC THỤY + Nhà còn mới, xây chắc chắn, chủ mới chỉ cần xách vali vào ở + SỔ ĐỎ VUÔNG + LH ; C HUYỀN THỔ CƯ 0912361312",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782573.320634, 6, 4, 5,
"4,3 tỷ VNĐ","Đường Lĩnh Nam, Vĩnh Hưng, Hoàng Mai", 32m2, 3, 5,"bán nhà phố lĩnh nam , hoàng mai , hà nội , DT 32m2, xây 5 tầng , ô tô 7 chỗ đỗ cửa , giá 3.6 tỷ , 7 giá trị và tiện ích khách hàng nhận được  giá trị thứ nhất , nhà mới koong thiết kế hiện đại theo phong cách thời đại mới  giá trị thứ 2 , nhà móng dầm khung cột bê tông cốt thép rất chắc chắn  giá trị thứ 3 , ô tô 5 chỗ vào cửa  , không gian thoáng mát , dân trí thân thiện , an ninh tốt  giá trị thứ 4 , gần trường học 1.2.3 , gần chợ , đường thông ngõ thoáng  giá trị thứ 5 , gần các trường đại học ;lớn , vài phút đến bệnh viện vinmec , bệnh viện thanh nhàn , bệnh viện 108 quân đội  giá trị thứ 6 , gần đường vành đai 2, đường vành đai 3 , vài chục phút đến sân bay nội bài  giá trị thứ 7 , pháp lý rõ ràng sổ đỏ chính chủ , có thể vay ngân hàng , và nhiều tiện ích khác  khách hàng thiện trí xem nhà miễn phí , liên hệ xuân hùng 1975 , đt 0836 058 085 , zano 0976 581 469 ",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782574.4526064, 4, 3, 4, Nam
"4,7 tỷ VNĐ","Đường Xuân La, Xuân La, Tây Hồ", 65m2, 4, 4,"
    
Bán nhà 65m2 4tầng mặt tiền 4.2m 4.7tỷ gần ôtô phố Xuân La Tây Hồ (1)

DIỆN TÍCH RỘNG - NGÕ THÔNG TỨ TUNG - NHÀ ĐẸP - GẦN PHỐ, Ô TÔ, Hồ TÂY.

- Nhà đẹp vuông vắn thoáng sáng, có sân để xe riêng khu VIP an ninh, dân trí cao, gần Phố, Ô tô, Hồ Tây. Tiện ích phong phú, giao thông thuận tiện khắp các tuyến phố Xuân La, Võ Chí Công, Xuân Đỉnh, Lạc Long Quân, Võng Thị, Trích Sài...
- Nhà dân xây KCBT chắc chắn đẹp ở luôn:
T1: Sân để xe, phòng khách, bếp, vs.
T2,3: mỗi tầng 1 phòng rộng, 1 phòng sinh hoạt chung, vs.
T4: Phòng thờ, sân phơi.
- Sổ đỏ chính chủ , pháp lý chuẩn. Sẵn giao dịch
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Link kho nhà đẹp Quận Tây Hồ: https://www.facebook.com/372025316791911
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782575.5865734, 6, 4, 4,
"3,35 tỷ VNĐ","Đường Vành Đai 3, Đại Kim, Hoàng Mai", 76m2,,,"
    Cần nhượng lại căn hộ tầng trung cực xịn toà B Vinaconex đầy đủ sổ đỏ lâu dài.Diện tích : 76m2.- Thiết kế : từ 2 ngủ đã thiết kế thành 3 phòng ngủ.- Tiện ích đầy đủ : Trung tâm thương maị , chợ , siêu thị , khu vui chơi. Mẫu giáo, Có trường học liên cấp 1-2-3. - Đi lại thuận tiện về tất cả mọi nơi trong và nội ngoại thành Hà Nội.Bàn giao Full nội thất, full đồGiá :3tỷ 350Lh: 0868708617
",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782576.7524526, 1, 3, 2,
,bình minh thanh oai, 92m2, 5, 3,"-VỊ TRÍ; nằm ở mặt phố bình đà kinh doanh sầm uất và ngày đêm. -đường trước nhà QI21b đã được phê duyệt va đang thi công,đường rộng 35m co 6làn xe,có dải phân cách ở 2 bên vỉ hè đá bóng ok. -chỉ 10p ra trung thành phố ,bích hòa,xốm,bala,hà đông.. -pháp lý sổ đỏ chuẩn,sẵn sàng giao dịch. lh;em để biết thêm thông tin",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782577.6530435, 35, 3, 3,
"13,5 tỷ VNĐ","Đường Huỳnh Thúc Kháng, Láng Hạ, Đống Đa", 50m2, 4, 6,"   + Sổ đỏ chính chủ sẵn giao dịch. Chủ thiện chí bán. + Quanh nhà nhiều công ty chọn làm trụ sở, nhiều cán bộ sinh sống, dân trí cao an sinh đỉnh…An ninh tuyệt đối. + Xây dựng kết cấu BTCT chắc chắn, còn mới đẹp. Thang máy nhập khẩu chạy vù vù, nội thất sang xịn. Các tầng để thông sàn tùy nhu cầu sử dụng chủ mới… + Khu vực Víp nhất quận Đống Đa, Nhà 2 mặt ngõ thoáng sáng vĩnh viễn, ngõ chính ô tô tránh, ngõ sau nhà ba gác tránh xe máy… Khu vực kinh doanh tấp nập, bất chấp các loại hình kinh doanh…. + Gần chợ, các TTTM, siêu thị, nhiều trường ĐH vây quanh như HV Ngân Hàng, ĐH Ngoại Thương, ĐH Luật, HV Hành Chính….Đầy đủ tiện ích. + Ngõ rộng thoáng, thông các ngã giao thông vô cùng thuận lợi. Gần các tuyến phố Nguyễn Chí Thanh, Hoàng Cầu, Huỳnh Thúc Kháng, Yên Lãng, Thái Hà….    + Giá 13.5 tỷ, có thương thượng. Liên hệ, tôi Nguyễn Luận, tôi cam kết hỗ trợ chuẩn pháp lý và giá tốt nhất cho anh chị..Trân trọng!",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782578.9685261, 6, 6, 6,
"13,5 tỷ VNĐ","Đường Chùa Bộc, Quang Trung, Đống Đa", 53m2, 4, 6,"+ Sổ đỏ chính chủ sẵn giao dịch. + Giá 13.5 tỷ có thương lượng. + Ngõ thông thoáng, rộng ô tô tránh, ra tuyến phố Thái Hà, Tây Sơn, Nguyễn Lương Bằng, Tôn Thất Tùng…. + Khu vực nhiều cán bộ sinh sống, dân trí cao, an sinh tuyệt đỉnh….An ninh tuyệt đối. + Gần chợ, trường học các cấp, bên cạnh HV Ngân Hàng, ĐH Thủy Lợi, ĐH Công Đoang, gần ĐH Ngoại Thương, ĐH Luật Hà Nội….. Bệnh viện Y Hà Nội, BV Bach Mai….. trung tâm chiếu phim Quốc Gia…Đầy đủ tiện ích + Xây dựng khung cột BTCT chắc chắn còn mới đón tết. Thang máy nhập khẩu chạy vù vù, nội thất sang xịn…..Đầy đủ công năngLiên hệ, tôi Nguyễn Luận, tôi cam kết hỗ trợ chuẩn pháp lý và giá tốt nhất cho anh chị..Trân trọng!",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782580.0805523, 4, 4, 5,
"5,9 tỷ VNĐ",Số 8 - Lê Đức Thọ - Nam Từ Liêm - Hà Nội, 107m2, 60, 6,"* Dự án The Zei – Giải thưởng chung cư cao cấp tốt nhất Hà Nội - Chỉ 5.9 tỷ căn 3PN, tòa B tầng 6, 107 m2 (Giá niêm yết 7.3 tỷ) - Hướng Tây Bắc (View hồ điều hòa 18ha & Hồ Tùng Mậu) - Chiết khấu cực cao 15.5 % - Quà tân gia 400 triệu (có hạn) -Ngân hàng miễn lãi 0% trong 24 tháng.Thông tin dự án.- Chủ đầu tư: Công ty CP Đầu tư Địa Ốc Hải Đăng (HD Mon).- Tổng diện tích khu đất: 7.700m².- Quy mô: Tòa nhà cao 42 tầng nổi, 4 tầng hầm.- Tổng số căn hộ: 891 căn.- Đa dạng các loại hình căn hộ:+ Căn 2 Phòng ngủ: 84 - 89 - 92 - 94m².+ Căn 3 Phòng ngủ: 103 - 104 - 106 - 107.7m².+ Căn hộ Duplex: 185.8m².+ Căn hộ Penthouse: 190 - 240 - 315m².+ Bàn giao full nội thất liền tường.- Tiện ích: TTTM, bể bơi, vườn BBQ, vườn thiền, Gym, Yoga, thư viện chuẩn 5 sao...Căn hộ cao cấp nhất khu vực Mỹ Đình và là top 10 tòa nhà cao nhất Hà Nội.Tìm mua ngay quỹ căn đẹp cuối cùng tại The Zei để hưởng trọn ưu đãi độc quyền!Hotline: 0969817600 The Zei - Thành phố thẳng đứng nơi trái tim Mỹ Đình.Địa chỉ: 8 Lê Đức Thọ, Mỹ Đình, Nam Từ Liêm, Hà Nội.",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782581.1756203, 60, 3, 2, Tây bắc
