price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"2,7 tỷ VNĐ","kim chung, hoài đức", 35m2,,,,,"Nhà sát đường Lai Xá, cách mặt phố chưa đến 10m. Hưởng trọn tiện ích tương lai khi gần trung tâm hành chính huyện Hoài Đức, sát KĐT Kim Chung- Di Trạch. Nhà gần đường quốc lộ 32, đi Nhổn, Cầu Diễn, Xuân Phương, Trịnh Văn Bô, Nhổn, Hồ Tùng Mậu, SVĐ Mỹ Đình... rất nhanh chóng. Nhà 5 tầng xây dựng theo phong cách hiện đại, đầy đủ công năng. Nổi bật nhất là chất lượng hoàn thiện cực cao với nội thất gỗ cao cấp, thiết bị xịn xò. Xung quanh nhà công viên, sân bóng, trường học, siêu thị...không thiếu thứ gì, cách nhà 20m lại có hồ điều hòa, không khí cực trong lành mát mẻ. Khu vực dân trí cao và cực tiềm năng khi Hoài Đức sắp lên quận. Giá chào thiện chí 2 tỷ 700 triệu (khách gặp chủ thương lượng trực tiếp). Sổ đỏ cất két, sẵn giao dịch ngay (hỗ trợ pháp lý và các thủ tục liên quan đến ngân hàng).    Anh chị liên hệ em Sơn (thổ cư) ngay để xem nhà và rất nhiều căn nhà khác hoàn toàn miễn phí: 0932382236",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818848.5908213,,
"4,9 tỷ VNĐ",Triều Khúc, 45m2, 3,, 5, 4,"NHÀ ĐẸP, CHỦ NHÀ DÂN THIẾT KẾ, NGÕ THÔNG, TRƯỚC NHÀ THOÁNG, TẶNG TOÀN BỘ NỘI THẤT. + Triều Khúc – Tranh Trì + Diện tích 45m – 5 Tầng – MT3.4m – 4.9 Tỷ + Nhà chủ tự xây, thiết kế rất đẹp, khách xem là thích ngay. + Thiết kế 5 tầng bao gồm: - Tầng 1, chỗ để xe, phòng khách, bếp ăn, vệ sinh. - Tầng 2, 3 Mỗi tầng 2 ngủ vệ sinh giữa. - Tầng 4: Phòng thờ, Sân phơi, khu giặt giũ. - Tầng 5: Là khu vườn cung cấp đủ loại rau xanh sạch cho gia đình. + Nhà có giếng trời giữa nhà và phòng trong nên không bị bí. +Trước nhà rộng thoáng, ngõ thông khắp ngả, vài bước chân ra hồ Triều Khúc. + Sổ đỏ chính chủ, giao dịch ngay. + Liên hệ xem nhà: 0902083139",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818849.7716656, 4,
"1,98 tỷ VNĐ",Tổ 7 Đồng Mai- Hà Đông- Hà Nội, 35m2, 3,, 3, 3,"- Chính chủ bán nhà mới ở được 3 tháng. - DT : 35m2           - Hướng : Đông - MT : 3,1m - Vị trí : chợ tổ 7 Đồng Mai – Hà Đông – Hà Nội - Xung quanh nhà dân đã ở kín, an ninh tốt. Nhà gần chợ, trường mầm non, cấp 1,2,3 cách nhà chỉ 300m - Nhà xây mới + Tầng 1: phòng khách, bếp, WC + Tầng 2 : mỗi tầng 2 phòng ngủ và WC + Tầng 3 : 1 phòng ngủ, phòng thờ, sân phơi - Pháp lý: SĐCC - Giá : 1,98 tỷ ( có thương lượng nhẹ, bao phí sang tên ) - Liên hệ : 0989677971 ( Mạnh 34t )",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818851.1589508, 3, Đông
"4,5 tỷ VNĐ","Phố Hoàng Văn Thái, Khương Trung", 40m2, 4,, 5, 4,"Bán nhà phố Hoàng Văn Thái trung tâm quận Thanh Xuân phân khúc 4 tỷ với các thông số sau: + Diện tích: 40m2 x 5 tầng + Mặt tiền: 4.5m Căn nhà được thiết kế với 4 phòng ngủ thoáng sáng. Nội thất mới toanh sang chảnh được lửa chọn tỷ mỉ hướng tới mục đích sử dụng lâu dài.Ngõ trước nhà rộng rãi thông thoáng ô tô đỗ cửa. Thuận tiện đi lại ra các tuyến phố nội đô cực kỳ thuận tiện.Khu vực dân trí cao cực kỳ thoáng mát bởi gần hồ điều hòa Đầm Hồng. Xung quanh tiện ích tràn ngập chỉ vài bước chân là tiếp cận chợ, trung tâm thương mại Vincom Royal, trường học các cấp, bãi gửi xe, bệnh viện,....+ Sổ đỏ vuông đẹp chính chủ.+ Giá bán: 4.5 tỷ (có thương lượng)Liên hệ: Phạm Long 0948555185 ( Gọi hoặc inbox 24/24g) Trăm nghe không bằng một thấy, khuyến khích quý anh chị gọi ngay để đi xem nhà hưn là việc chỉ nghe và đọc thông tin. Miễn phí 100% dịch vụ kể từ lúc xem nhà đến lúc mua được nhà,",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818852.2460437, 5,
4 tỷ VNĐ,Đường lê đức thọ phường Mai Dịch, 45m2,, 4, 5, 4,"
    - Nhà lô góc 3 mặt thoáng, thiết kế hiện đại, nội thất đầy đủ.- Khu vực dân trí cao, an ninh cực kỳ tốt.- Giá: 4 tỷ (Có thương lượng).
",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818853.4957063, 4,
"7,5 tỷ VNĐ","Hồ Đắc Di, Đống Đa, Hà Nội", 50m2,,,,,"Mô tả Nhà cần tiền bán nhà Hồ Đắc Di, Đống Đa 50m2x 5 Tầng. + Lô góc, 2 mặt thoáng. + Gần ngã 6 Xã Đàn, Ô Chợ Dừa, Tôn Đức Thắng, Khâm Thiên, Nguyễn Lương Bằng, + Khu dân cư đông đúc kinh doanh ngày đêm + Sổ đỏ chính chủ, pháp lý sạch. + Giá 7.5 tỷ Liên hệ: Nghĩa – 0868181683 (để làm việc trực tiếp chủ nhà)",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818854.7303965,,
"5,95 tỷ VNĐ",Đường Biến Thế phường Hạ Đình, 30m2, 3, 1, 5, 3,"+ Nhà mới xây, công năng thông minh thiết kế đẹp, nội thất sang trọng. - Tầng 2,3,4 : Mỗi tầng 1 phòng ngủ + wc khép kín.  + Liên hệ: Mr Hùng 0983 99 66 29 để được tư vấn và đi xem nhà. ",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818856.017146, 3,
"12,6 tỷ VNĐ",Trần Phú- Hà Đông, 90m2,,, 5,,"Nhà mặt phố Trần Phú, Hà Đông, 90mx5T, vỉa hè, ô tô tránh, kinh doanh sầm uất Cần tiền bán gấp nhà mặt phố Trần Phú , Hà Đông, nhà đẹp khung cột chắc chắn, có vỉa hè rộng, ô tô tránh, vị trí đắc địa đông dân cư gần các trường đại học lớn Học viện An Ninh, Công nghệ Bưu chính Viễn thông,, ngân hàng, siêu thị tiện ích đầy đủ. Nhà vừa ở vừa kinh doanh cho dòng tiền cao hơn ngân hàng rất nhiều, kinh doanh đa dạng các loại hình. Giao thông trục chính di chuyển thuận lợi các phố Yết Kiên, chạy dọc xuống Vạn Phúc, đối diện Văn Quán, song song Phúc La, hàng xóm Nguyễn Khuyến, nhà giáp vách làng Việt Kiều Châu Âu. Nhà đẹp gia chủ thịnh vượng rất có lộc, cần tiền mua thêm máy móc kinh doanh nên cần bán gấp. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 12.6 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818857.1890118,,
"12,5 tỷ VNĐ",An Hoà- Hà Đông, 90m2, 4,,,,"Mặt phố An Hoà, Hà Đông, 90m, Mt 4.5m, ô tô tránh, vỉa hè kinh doanh đỉnh Bán mặt phố hiếm An Hoà, Hà Đông. Vị trí đoạn đẹp nhất phố gần hồ gần siêu thị, giáp khu nhà ở Bộ công an và làng Việt Kiều, khu toàn nhà giàu, xung quanh dân cư đông đúc, nhiều trường học và văn phòng kinh doanh đa dạng sầm uất, khu cực hiếm nhà bán. Nhà thiết kế hiện đại, diện tích rộng với 5 tầng thoáng sáng, có vỉa hè, đường ô tô tránh., Xung quanh nhà đầy đủ tiện ích, giao thông thuận lợi đi các phố Ao Sen, hàng xóm Nguyễn Văn Lộc, lên Thanh Xuân hay sang Nam Từ Liêm thuận tiện, đối diện Chiến Thắng, xuôi xuống Nguyễn Văn Trỗi và cùng đường Trần Phú,.. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 12.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818860.2062795,,
"12,5 tỷ VNĐ",An Hoà- Hà Đông, 90m2, 4,,,,"Mặt phố An Hoà, Hà Đông, 90m, Mt 4.5m, ô tô tránh, vỉa hè kinh doanh đỉnh Bán mặt phố hiếm An Hoà, Hà Đông. Vị trí đoạn đẹp nhất phố gần hồ gần siêu thị, giáp khu nhà ở Bộ công an và làng Việt Kiều, khu toàn nhà giàu, xung quanh dân cư đông đúc, nhiều trường học và văn phòng kinh doanh đa dạng sầm uất, khu cực hiếm nhà bán. Nhà thiết kế hiện đại, diện tích rộng với 5 tầng thoáng sáng, có vỉa hè, đường ô tô tránh., Xung quanh nhà đầy đủ tiện ích, giao thông thuận lợi đi các phố Ao Sen, hàng xóm Nguyễn Văn Lộc, lên Thanh Xuân hay sang Nam Từ Liêm thuận tiện, đối diện Chiến Thắng, xuôi xuống Nguyễn Văn Trỗi và cùng đường Trần Phú,.. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 12.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818864.1905236,,
