price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới
"11,6 tỷ VNĐ","Hoàng Cầu, Trung Liệt, Đống Đa", 60m2,,,,,"Bán nhà Hoàng Cầu, tuyệt đẹp để vừa ở vừa kinh doanh, ngõ rộng thông thoáng ô tô tránh, thuận tiện đi lại ra nhiều tuyến phố lớn Mô tả: +Vị trí đẹp, nhà mặt ngõ rộng, ô tô tránh, rất phù hợp cho việc vừa ở vừa kinh doanh vì đi lại thuận tiện ra Xã Đàn, Đê La Thành, Láng Hạ, Hào Nam, Trường Đại Học Văn Hóa, Học viện Âm Nhạc Quốc Gia... + Xung quang đầy đủ tiện ích, an sinh tuyệt đỉnh, nhà có thể đi được từ nhiều hướng vào đều đẹp. rất thoáng và sáng, kinh doanh để xe thoải mái + Nhà thiết kế hiện đại, khung cột bê tông chắc chắn .Chủ tặng lại cho khách mua toàn bộ nội thất xịn, thiết kế theo từng phòng -Tầng 1: Gara ô tô, bếp -Tầng 2: Phòng khách, phòng ngủ -Tầng 3, 4: Mỗi tầng 2 phòng ngủ -Tầng 5: Phòng thờ, sân phơi và 1 phòng ngủ *Pháp lý: +Sổ đỏ chính chủ, nở hậu, sẵn sàng giao dịch, sang tên nhanh *Diện tích: 55m2 *Giá tiền: 11.6 tỷ (Có thương lượng) Liên hệ: Minh 0964 915 213 / 0389 609 210 Chúng tôi còn hàng trăm căn khác tại Hà Nội, hãy gọi điện ngay để được tư vấn miễn phí những căn nhà phù hợp với quý khách! Dịch vụ môi giới Bất Động Sản cùng nhiều dịch vụ khác theo tiêu chuẩn Nhật Bản. 0964 915 213 / 0389 609 210 (Minh) ",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826188.6081824,,
"11,8 tỷ VNĐ","Cầu Giấy, Dịch Vọng, Cầu Giấy", 55m2,,,,,"Bán nhà Cầu Giấy siêu đẹp, gara ô tô rộng để được 2 chiếc, ngõ rộng ô tô tránh đỗ, nhà thiết kế cực chuẩn cho kinh doanh, thang máy nhập khẩu chạy êm ru. Nhà hoàn thiện với nội thất cao cấp. Sàn gỗ, Thiết bị vệ sinh Toto, hệ thống đèn Led tiết kiệm điện kết hợp trần thạch cao tạo không gian sang trọng, cực kỳ hiếm gặp căn tương tự. Mô tả: +Vị trí đẹp, lô góc, ánh sáng ngập tràn, rất phù hợp cho việc vừa ở vừa kinh doanh +Nằm trong khu Quận ủy Cầu Giấy nên an ninh cực tốt, dân trí cao, giao thông thuận tiện kết nối dễ dàng các tuyến phố chính như Cầu Giấy, Nguyễn Khánh Toàn, Quan Hoa,v.v… +Gần các trường đại học lớn: ĐH Quốc Gia, Giao Thông Vận Tải, Báo Chí Tuyên Truyền +Đường trước nhà 2 ô tô tránh đỗ thoải mái +Sổ đỏ 47m2, từ tầng 2 đua ra 55m2 mở 2 cửa, cực kỳ thoáng đãng -Tầng 1: Gara ô tô rộng 2 chiếc, có thể để được thêm nhiều xe máy -Tầng 2, 3, 4, 5: Mỗi tầng 1 phòng ngủ khép kín -Tầng 6: Bếp, khu ăn uống -Tầng 7: Sân phơi, bàn trà *Pháp lý: +Sổ đỏ chính chủ, vuông đét, sẵn sàng giao dịch, sang tên nhanh *Diện tích: 55m2 *Giá tiền: 11.8 tỷ (Có thương lượng) Liên hệ: Minh 0964 915 213 / 0389 609 210 Chúng tôi còn hàng trăm căn khác tại Hà Nội, hãy gọi điện ngay để được tư vấn miễn phí những căn nhà phù hợp với quý khách! Dịch vụ môi giới Bất Động Sản cùng nhiều dịch vụ khác theo tiêu chuẩn Nhật Bản. 0964 915 213 / 0389 609 210 (Minh) ",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826189.714223,,
5 tỷ VNĐ,Khương Đình - Thanh Xuân, 48m2, 4, 5, 6,,"+ Hiện nay do cần tiền nên gia đình cần bán gấp nhà tại Khương Đình – Thanh Xuân, 48m2, MT 4m, 5 tầng , nhỉnh 5 tỷ, nội thất đầy đủ, tiện nghi đặc biệt chủ tặng toàn bộ nội thất cho khách.+ Căn nhà với vị trí đắc địa, thông ra nhiều tuyến đường lớn như: Nguyễn Trãi, Khương Đình, Nguyễn Xiển,…. Đặc biệt với trường Tiểu học và trường THCS Hạ Đình, trường Đại học Xã hội và Nhân văn, bệnh viện Thanh Xuân, hồ Hạ Đình, khu tập gym và chơ Kim Giang, chợ Cóc.+ Căn nhà với thiết kế hiện đại, nội thất cao cấp, xây dựng kiên cố, chắc chắn, đầy đủ công năng sử dụng.+ khu dân cư hiện hữu: An ninh tốt, dân trí cao, hàng xóm hiền lành, thân thiện, không ngập nước, không ô nhiễm, không khí thoáng mát trong lành. Thích hợp cho hộ gia đình ở và cho thuê phòng kinh doanh mỗi tháng mang lại thu nhập cao.+ Giá thỏa thuận.+ Pháp lý chuẩn, sổ đỏ vuông đẹp, sang tên nhanh, sẵn sàng dao dịch.+ Liên hệ: Mr. Hoan – chuyên thổ cư Hà Nội, 0925088355, tư vấn hỗ trợ pháp lý, vay vốn, miễn phí xem nhà 24/7.",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826190.8132823,,
"3,5 tỷ VNĐ","Ngõ 639 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội", 39m2,, 3,,,"BÁN NHÀ CHÍNH CHỦ NGÕ 639 HOÀNG HOA THÁM, CÁCH VÀI MÉT RA MẶT ĐƯỜNG, QUẬN BA ĐÌNHDiện tích: 39m2 - Nhà nở hậu - Sổ đỏ chính chủ- Nhà 2 mặt thoáng vĩnh viễn- Nhà xây 3 tầng kiên cố, thiết kế hợp lý gồm cod 2 phòng ngủ, 3 vệ sinh+ Tầng 1: Nhà xây lùi đất, mặt tiền rộng để xe, phòng khách, bếp, vệ sinh+ Tầng 2 có 1 phòng ngủ, 1 vệ sinh, 1 ban công rộng thoáng+ Tầng 3 có 1 phòng ngủ, 1 vệ sinh rộng, 1 khoang có thể ngăn thnahf phòng ngủ- Nhà đã setup lại rất đẹp, nội thất mới, Sofa, giường, điều hòa, nóng lạnh, tủ bếp, bếp từ, ...- Vị trí vô cùng đẹp, giao thông thuận tiện, ngõ thông thoáng, ngập tràn tiện ích- Gần trường học, gần bệnh viện, cách chợ Vĩnh Phúc 400m, cách chợ Bưởi 300m, rất gần Võ Chí Công - Lạc Long Quân- Khu dân trí cao, yên tĩnh, an ninh vô cùng tốt. Người dân thân thiện, văn minhGiá bán: 3,5 tỷChính chủ: Mr. Lan: 0985883152 - Miễn MG, Trung Gian làm phiền",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826192.0390038,,
"3,5 tỷ VNĐ","Trương Định, Hai Bà Trưng, Hà nội", 60m2, 4,,,,"VỊ TRÍ ĐẸP – THỬA ĐẤT ĐẸP – GIÁ CỰC TỐT S = 60m2, mặt tiền 4.5m, giá 3.5 tỷ Nhà nằm trên ngõ 663 Trương Định, là ngõ thông các ngả, đường trải nhựa to đẹp. + Hiện trạng nhà cấp 4, chủ mới về phá đi xây tòa chung cư mini thì đẹp hết ý, đảm bảo hái ra tiền. Ngoài ra nếu mua mảnh đất về xây nhà ở cũng là lựa chọn không thể tốt hơn. + Giao thông: Giáp Nhị, Trương Định, Giải Phóng, Tân Mai, Kim Đồng, Giáp Bát, Bờ Sông Sét,… + Sổ đỏ chính chủ vuông như tờ A4, giao dịch ngay. + Lh: Em Bình, 0345752279 để được tư vấn và xem đất miễn phí. * Không tiếp môi giới.",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826193.0453124,,
,267 Hồ Tùng Mậu quận Cầu Giấy HN, 86m2, 86, 5, 6, 5,"nhà tọa lạc tại khu vực trung tâm , linh doanh sầm uất , tiện ích ngập tràn gần các trường Đại Học , TTTM , VinHome Garden......... nhà xây chắc chắn , thoáng trước sau. ô chờ thang máy. DT 86m2 MT 5.3m x 5 Tầng Tầng 1 : phòng khách + Bếp , chỗ để xe. Tầng 2+ 3 + 4 : mỗi tầng 2 phòng ngủ rộng, sáng , thoáng Tầng 5: sân phơi........ sổ đỏ, pháp lý rõ ràng. sẵn sàng giao dịch ngay. Giá 12.2 tỷ. LH 0346238889 để được tư vấn , hướng dẫn xem nhà miễn phí. (tân tình, tâm huyết , chu đáo chân thành).",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826194.1543458,, 4
"3,22 tỷ VNĐ",Trần Phú- Hà Đông, 36m2,, 5,,,"Bán nhà Trần Phú, Hà Đông, 36mx5 tầng,nội thất vip, ngõ thông gần phố Chú tôi cần bán nhà đẹp 5 tầng thoáng sáng khu Trần Phú, Hà Đông, xây khung cột chắc chắn hiện đại, đầy đủ công năng sử dụng, ngõ thông thoáng gần ô tô tránh. Nhà có đầy đủ tiện ích vài bước ra hồ Văn Quán, gần chợ, siêu thị Big C, ngân hàng, các trường đại học lớn. Khu vực văn minh, hiện đại trung tâm. Giao thông thuộc trục chính Hà Đông, thông ra Thanh Xuân, giáp với Nam Từ Liêm, chạy song song với Mỗ Lao, phía trên Chiến Thắng, dưới là Nguyễn Khuyến. Chủ nhà là doanh nhân, con cái đuề huề, nhà rất có lộc Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.22 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826195.2853296,,
"3,23 tỷ VNĐ",Thanh Bình- Hà Đông, 36m2,, 5,,,"Cần bán nhà Thanh Bình, Hà Đông, 36mx5 tầng,nội thất xịn, ngõ thông gần phố Anh tôi gửi bán nhà đẹp tự xây khung cột chắc chắn trung tâm phường Mỗ Lao, Hà Đông, khu cực hiếm nhà bán giá trị đất gia tăng hàng ngày. Nhà thiết kế 5 tầng hiện đại đầy đủ công năng sử dụng chỉ việc đến ở, ngõ thoáng rất gần ô tô. Xung quanh đầy đủ tiện ích của Khu đô thị Mỗ Lao, gần hồ, công viên, ngân hàng, siêu thị, trường Đại học lớn,... Vị trí trung tâm đi đâu cũng thuận tiện giáp Yết Kiêu và vạn Phúc, gần các bệnh viện lớn thông ra trục chính Quang Trung, đối diện Phúc La, vài phút ra bưu điện Hà Đông, cạnh ngay Khu đô thị Văn Quán và vườn hoa Nguyễn Trãi,... Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.23 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826196.4621904,,
"3,23 tỷ VNĐ",Thanh Bình- Hà Đông, 36m2,, 5,,,"Cần bán nhà Thanh Bình, Hà Đông, 36mx5 tầng,nội thất xịn, ngõ thông gần phố Anh tôi gửi bán nhà đẹp tự xây khung cột chắc chắn trung tâm phường Mỗ Lao, Hà Đông, khu cực hiếm nhà bán giá trị đất gia tăng hàng ngày. Nhà thiết kế 5 tầng hiện đại đầy đủ công năng sử dụng chỉ việc đến ở, ngõ thoáng rất gần ô tô. Xung quanh đầy đủ tiện ích của Khu đô thị Mỗ Lao, gần hồ, công viên, ngân hàng, siêu thị, trường Đại học lớn,... Vị trí trung tâm đi đâu cũng thuận tiện giáp Yết Kiêu và vạn Phúc, gần các bệnh viện lớn thông ra trục chính Quang Trung, đối diện Phúc La, vài phút ra bưu điện Hà Đông, cạnh ngay Khu đô thị Văn Quán và vườn hoa Nguyễn Trãi,... Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.23 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826197.5462918,,
"3,22 tỷ VNĐ",Trần Phú- Hà Đông, 36m2,, 5,,,"Bán nhà Trần Phú, Hà Đông, 36mx5 tầng,nội thất vip, ngõ thông gần phố Chú tôi cần bán nhà đẹp 5 tầng thoáng sáng khu Trần Phú, Hà Đông, xây khung cột chắc chắn hiện đại, đầy đủ công năng sử dụng, ngõ thông thoáng gần ô tô tránh. Nhà có đầy đủ tiện ích vài bước ra hồ Văn Quán, gần chợ, siêu thị Big C, ngân hàng, các trường đại học lớn. Khu vực văn minh, hiện đại trung tâm. Giao thông thuộc trục chính Hà Đông, thông ra Thanh Xuân, giáp với Nam Từ Liêm, chạy song song với Mỗ Lao, phía trên Chiến Thắng, dưới là Nguyễn Khuyến. Chủ nhà là doanh nhân, con cái đuề huề, nhà rất có lộc Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.22 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/05/2022,Tin thường,batdongsan_so_com_vn_1673826198.5924919,,
