price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet,Hướng
"7,85 tỷ VNĐ",91 Nguyễn Chí Thanh - Láng Hạ - Đống Đa - Hà Nội, 36m2, 3, 4, 4,"91 NGUYỄN CHÍ THANH, PHÂN LÔ – Ô TÔ – VỈA HÈ – KINH DOANH, 36M2 – 7.85 TỶ Chủ định cư nước ngoài, bán gấp nhà 4 tầng 36m2, phân lô – ô tô – vỉa hè ngõ 91 Nguyễn Chí Thanh Nhà cũ, sửa sang dung tạm vẫn tốt. Chủ xác định bán đất. Sổ đỏ vuông. Chủ thiện chí Liên hệ: K.S Phương – 0918120568 để xem nhà và gặp trực tiếp chủ đàm phán để có giá tốt nhất.",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816867.838867,, 3,
"3,7 tỷ VNĐ","Cổ Điển B, Thanh Trì, HàNooij", 34m2,,,,"+ Vị trí cực đẹp, lô góc 3 thoáng, ngõ thông, ô tô vào nhà. Nhà mới đẹp hiện đại. Thiết kế cực kỳ hợp lý: - Tầng 1:WC, Gara, xe máy, hoặc kinh doanh. - Tầng 2: Phòng khách, Phòng ăn, WC. - Tầng 3,4: Mỗi tầng 2 Phòng ngủ, WC. - Tầng 5: Phòng thờ, sân phơi. + Khu vực đang phát triển thần tốc, ba bước ra ô tô tránh, Trường, Chợ, Trung tâm Thương mai. Thanh Trì sắp lên Quận tương lai tăng giá mạnh. + Sổ đỏ chính chủ, vuông đẹp. ",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816869.536551,,,
,Đường Mậu Lương phường Kiến Hưng,,, 5, 5,"- Tầng 1: Gara ô tô, Bếp, WC. - Tầng 5: phòng thờ, sân phơi, khu giặt giũ phơi đồ. ",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816871.582467, 10, 4,
"2,7 tỷ VNĐ/m2","789 Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội", 60.3m2,,, 2,"Do không có nhu cầu sử dụng nên bán lại căn góc tòa CT1 tại chung cư 789 Bộ quốc phòng. DT 60.3m, cửa Nam, bc Đông, full nội thất như trong ảnh, đã có sổ, bao phí sang tên. Ai có nhu cầu liên hệ A Kiên 0932.326.626",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816874.7993546,, 2, Nam
"4,7 tỷ VNĐ",phương Liệt Trường Chinh HN, 43m2, 4, 5, 3,"(ẢNH THẬT+NHÀ THẬT+TT THẬT 100%)Bán nhà mặt ngõ phố Phương Liệt, Thanh Xuân, Cách hồ Sen (Phương Liệt) chỉ 100 mDiện tích 43m2 xây 5 tầng mới đẹp- Tầng 1 : Phòng khách, bếp ăn, vệ sinh- Tầng 2,3,4 : Mỗi tầng 1 phòng, cầu thang, vệ sinh các tầng- Tầng 5 : Phòng thờ và sân phơiNội thất hiện đại, phong cách Châu Âu, thiết bị trong nhà toàn đồ cao cấp chính hãng.- Ngõ rộng đều 2.8m, ô tô cách nhà 50m. Khu cán bộ dân trí cực kỳ cao Thuận tiện di chuyển, nằm gần trường đại học KTQD, Xây Dựng, gần bệnh viện Bạch Mai, Tai Mũi Họng, gần bến xe Giáp Bát, Nước Ngầm.Sổ đỏ chính chủ, giá: 4.7 tỷ (có thương lượng) liên hệ chị Yến ĐT:0702138238",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816876.3620758, 3, 4,
"8,15 tỷ VNĐ",mặt ngõ Chùa Quỳnh, 55m2, 4, 5, 5,"Bán nhà mặt ngõ phố Thanh Nhàn, Hai Bà Trưng. Ô tô vào nhà, ngõ thông, kinh doanh sâm uấtNhà 55m2 xây 5 tầng đẹp long lanh, vuông vắn, thông thoáng, lô góc 2 mặt thoáng rộng rãi, gia đình ở hoặc cho thuê cực tốt vì gần nhiều trường Đại Học: Bách Khoa, Kinh Tế, Xây Dựng- Thiết kế Châu Âu hiện đại, tối ưu mọi công năng sử dụng+ Tầng 1: Phòng khách, bếp ăn, vệ sinh+ Tầng 2,3,4: Mỗi tầng 2 phòng ngủ rộng, vệ sinh khép kín+ Tầng 5: Phòng thờ, sân phơi- Nội thất mới 100% cao cấp: cầu thang + sàn nhà các tầng + tủ bếp tất cả đều được làm bằng gỗ tự nhiên cao cấp, được chính tay chủ nhà là dân trong nghề nội thất thiết kế và sản xuất.- Vị trí: Nhà nằm trong trung tâm Quận Hai Bà Trưng, giao thông thuận tiện, xung quanh đầy đủ mọi tiện ích: Trường học, Bệnh Viện, khu vui chơi giải trí và chỉ mất 5 phút đi lên Hồ Hoàn Kiếm.  gần nhiều trường đại học, công sở, bênh viện, buôn bán sầm uất, thuận lợi cả sinh hoạt và làm ăn kinh liên hệ chị Yến ĐT:0702138238",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816879.4976609, 5, 4, Đông bắc
"3,85 tỷ VNĐ",ngõ phố Đại La, 33m2, 4, 5, 3,"Bán nhà ngõ phố Đại La, gần ngã tư Trần Đại Nghĩa, HBT Hà Nội Diện tích 33m2 x 5 tầng xây mới, giá 3,85 tỷ, xây dựng khung cột bê tông, móng bè chắc chắn. Nội thất cao cấp, chính hãng, trang trí ấm cúng bắt mắt, trần thạch cao, cửa chính 2 lớp, cửa thông phòng và tay vịn cầu thang làm bằng gỗ lim. - Thiết kế hiện đại bao gồm: - Tầng 1: Sân để xe. Phòng khách, vệ sinh, bếp ăn. - Tầng 2,3,4 Mỗi tầng 1 phòng ngủ rộng, 1WC. - Tầng 5: Phòng thờ, sân phơi. - Nhà nằm ở vị trí trung tâm quận HBT rất đắc địa, vô cùng thuận tiện, dân trí cao, an ninh tốt. + Chỉ vài trăm mét tới các trường ĐH: Bách Khoa, Kinh Tế, Xây Dựng+ Chỉ vài bước chân ra tới TTTM Chợ Mơ, Chợ Đồng Tâm, Siêu thị lớn Vinmart Đại La+ Chỉ gần 1 km tới bệnh viện Bạch Mai, Thanh Nhàn, Công viên Lê NinSĐCC, giá 3,85 tỷ (có thương lượng).liên hệ Chị yến ĐT:0702138238",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816883.7929478, 3, 4, Nam
"3,85 tỷ VNĐ",Đường Đình Yên Xá phường Văn Quán, 34m2,, 6, 4,"CHỦ BÁN NHÀ PHỐ TRIỀU KHÚC 34M2*6 TẦNG, NGÕ THOÁNG, KINH DOANH ĐỈNH, HƠN 3 TỶ, 0978637436 Chính chủ chuyển công tác vào Nam, nay cần bán nhà riêng phố Triều Khúc, 34m2*6 tầng,mặt tiền 4m, ngõ thoáng, hợp với  kinh doanh nhỏ đẹp + Vị trí trung tâm quận , giáp ranh quận Thanh Xuân, Đống Đa  . Tiếp giáp phố lớn:  đô thị  Văn Quán , Mỗ Lao Vài bước ra bến xe buyt, ga tàu điện  gần các đường lớn như Đường  Trần Phú,Nguyễn trãi,Nguyễn Xiển, tiện ích ngập tràn không thiếu thứ gì.+ Thiết kế chắc chắn, khung cột BTCT, mỗi tầng 1 phòng ngủ đều có cửa sổ thoáng.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Giá chào: 3.95 tỷ, có thương lượng. Liên hệ ngay Hạnh Land: 0978637436, để được tư vấn và xem nhà miễn phí. Trân trọng. + Ngoài ra tôi còn rất nhiều phân khúc ở các quận :- Quận Từ Liêm - QuậnThanh Xuân- Quận Hà Đông.- Chung cư mi ni dòng tiền. - Căn 35m2 * 5 tầng đường ô tô tránh kinh doanh tốt, ở nguyễn viết xuân giá 4,5 tỷ.- Căn 45m2 x 5 tâng đường ô tô, kinh doanh đỉnh phan Đình Giót giá 5.3 tỷ. Các căn nhà từ 2 tỷ đến 20 tỷ tôi có rất nhiều, cứ liên hệ với tôi. Trân trọng.",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816885.0276437, 4, 5,
"2,75 tỷ VNĐ",Đường Thạch Bàn phường Thạch Bàn, 36m2, 4, 5,,"+ Chủ nhà là chị Mai công tác trong quân đội thiện chí bán để xây nhà to hơn + Vị trí nhà tuyệt vời, hiếm có nhà bán, đường ô tô tải đi, trước nhà rất rộng, thoáng vô cùng.   + Tầng 1 kinh doanh, buôn bán được nếu cho thuê hoặc gia chủ tự buôn bán + Nhà nằm trên tuyến phố kinh doanh tấp nập các loại mặt hàng. Ở trung tâm Nguyễn Văn Linh–Long Biên, Vị trí trung tâm quận Long Biên, gần chợ, gần cầu Vĩnh Tuy, AEON Long Biên, Vinhomes Riversite, bênh viện Đức Giang + Gía 2.75 tỷ đã làm việc sát với chủ nhà ( nếu khách thiện trí tự đàm phán với chủ nhà thêm) + MIỄN TIẾP TẤT CẢ CÁC MÔI GIỚI, KHÁCH GỌI TRỰC TIẾP ĐỂ CÓ THÔNG TIN + Liên hệ Mr Chượng 0962963121",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816886.2633362,,,
"3,2 tỷ VNĐ",La Khê- Hà Đông, 35m2,, 5,,"Nhỉnh 3 tỷ nhà La Khê, Hà Đông, ngõ thông, ô tô đỗ cửa, 35m, 5 tầng, nội thất Vip + Siêu hiếm chỉ hơn 3 tỷ là có nhà đẹp trung tâm phường La Khê gần chợ Bông đỏ thiết kế phong cách Chấu Âu hiện đại, 5 tầng ngập tràn ánh sáng, ngõ rộng thông thoáng, vài bước chân ra phố, nhà đẹp chỉ việc đến ở. + Xung quanh nhà hưởng trọn lợi ích Khu đô thị Ngô Thì Nhậm, có chợ, ngân hàng, công viên, siêu thị,..dân cư đông đúc, hàng xóm thân thiện, toàn trí thức. + Giao thông thuận tiện gần tàu điện trên cao, vài bước ra Quang Trung, đối diện văn Phú, thông sang Lê Trọng Tấn, giáp ranh Ngô Quyền,… Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.2 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",02/07/2022,Tin thường,batdongsan_so_com_vn_1673816887.3973026,,,
