price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"11,8 tỷ VNĐ","Đường Nguyễn Văn Huyên, Nghĩa Tân, Cầu Giấy", 55m2, 4, 6, 7, 5,"
    
Tòa nhà 7 tầng Nguyễn Văn Huyên. 55m2, MT 4.8m. Gara, ngõ 2 ô tô tránh, kinh doanh. 11.8 tỷ. 0836797686

Vị trí: Nguyễn Văn Huyên một trong những con phố đẹp nhất quận Cầu Giấy. Thông các tuyến phố Nguyễn Khánh Toàn, Cầu Giấy, Hoàng Quốc Việt. Đườngtrước nhà 2 ô tô tránh, kinh doanh tốt.

Nhà xây mới, đẹp vô cùng, thiết kế đầy đủ công năng thích hợp vừa ở vừa kinh doanh văn phòng. Gara, phòng khách, bếp, ngủ, phòng thờ, sân phơi.

Sổ đỏ: Vuông đẹp.

LH: Ngọc Duyên.
",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789413.3696134, 5,
50 tỷ VNĐ,"Đường Xuân Diệu, Quảng An, Tây Hồ", 420m2, 12, 30, 3, 4,"Bán nhà 12m x40m mặt phố Quảng An Tây Hồ Hà Nội kinh doanh 50 tỷ. Nhà mặt phố vỉa hè rộng mặt tiền 12m kinh doanh nhà 2 mặt thoáng 1 mặt phố và 1 mặt hồ, khu Xuân Diệu Âu Cơ hạ tầng càng ngày càng đẹp khi xong hạ để và kè hồ Tứ Liên, nhà mặt phố 420m2 cha ông để lại hiện tại 3 tầng gồm sân vườn cây của hàng mặt phố kinh doanh phố nhiều nhà cao tầng kinh doanh nhà hàng khách sạn... Gia đình cần bán chia tài sản cho các con giá chào bán nhỉnh 50 tỷ có thương lượng trực tiếp liên hệ Hoàng Sơn 0773266603.",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789414.877578, 5,
2 tỷ VNĐ,"Đường Ngọc Thụy, Long Biên, Long Biên", 35m2, 5,,,,"HIẾM! Đất tặng nhà C4 Ngọc Thụy, 35M, MT 5.2,ngõ rộng, ô tô đỗ ngày đêm, hơn 2 tỷ + Vị trí: Nằm ngay tại trung tâm phường Ngọc Thụy,vị trí cực đẹp, thửa đất vuông vắn, mặt tiền to có sẵn nhà C4 có thể về ở ngay hoặc sửa xây lại 5 tầng cực đẹp, xung quanh toàn nhà cao tầng thoáng mát. Giao thông thuận tiện thông thương giữa cầu Long Biên, CHương Dương.. + Tiện ích: Xung quanh nhiều tiện ích gần chợ, trường quốc tế Pháp, cực gần cầu Long Biên, Chương Dương, buôn bán kinh doanh sầm uất, dân trí cao an ninh tuyệt đối  + Pháp lý: Sổ đỏ chính chủ, vuông vắn, giao dịch ngay  - LH: Ms Trang- 0944342668 để, được hỗ trợ xem đất hoàn toàn miễn phí 24/7",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789416.3566217,,
"5,5 tỷ VNĐ","Đường Láng Thượng, Láng Thượng, Đống Đa", 45m2, 4, 3, 5, 6,"+ Chính chủ cần bán căn nhà Phố Đường Láng, Phường Láng Thượng, Quận Đống Đa, diện tích 45m2 x 5 tầng mặt tiền rộng giá 5,5 tỷ kinh doanh nhỏ. + Vị trí tuyệt đẹp, cách ô tô chỉ 30m, ngõ thông các ngả, xung quanh nhiều trường ĐH danh tiếng, khu vực Sinh viên nhiều nhất Hà Nội, nên đầu tư cho Sinh viên thuê tuyệt vời. + Thiết kế: Nhà chủ tự xây 5 tầng kiên cố và chắc chắn, kiểu cách cổ kính, chỉ cần thêm nước sơn là long lanh. Nhà lên thêm tầng và cải tạo thành nhiều phòng thoải mái. - Tầng 1: phòng khách, bếp và wc. - Tầng 2, 3 và 4 là 6 phòng ngủ, Wc ở giữa. - Tầng 5 là phòng thờ, sân phơi. + Truóc nhà có sân để xe thoải mái, khu dân trí cực kỳ thân thiện, sạch sẽ và yên tĩnh, an sinh không thiếu thứ gì, giá cả Sinh viên. + Sổ đỏ chính chủ vuông đẹp như tờ A4. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789417.657142,,
13 tỷ VNĐ,"Đản Dị, Đông Anh", 53m2,,, 4, 5,"- Nhà mình bán gần ngã ba Đản Dị - Cao Lỗ là đoạn phố kinh doanh đủ loại hình sầm uất bậc nhất Đông Anh. - Mặt tiền 4.5m diện tích 53m2 thông số quá đẹp đối với nhà phố kinh doanh, vỉa hè thì rộng như sân đá bóng. - Hiện tại đang kinh doanh cực kỳ sầm uất, khách có thể kinh doanh luôn hoặc cho người khác thuê 30tr/ tháng. - Thiết kế: + Tầng 1: 1 sàn tầng lễ tân, tiếp khác và vệ sinh + Tầng 2: 1 sàn rộngkinh doanh, WC + Tầng 3: 1 sàn (khu ăn, ở của nhân viên) - Tầng 4: sân phơi. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Lh Mr Trác: 0965 492 571 ( để được biết thêm chi tiết ) ",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789419.2129812,,
"3,4 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 45m2, 4, 3, 2, 2,"Cần bán nhà 45m2 x 2 tầng tại tổ 18 Ngọc Thụy Long Biên Hà Nội - Nhà có đầy đủ nóng lạnh, tủ lạnh, điều hòa, giường,... chỉ việc mang quần áo vào ở - Ngõ gần đối diện tổ dân phố 18, Ô tô đỗ cách nhà mấy mét - Đi bộ vài bước là tới trường quốc tế Việt Pháp, các trường mẫu giáo, cấp 1 cấp 2 công lập, gần khu đô thị Khai Sơn và chợ Ngọc Thụy. Qua cầu Long Biên hoặc cầu Chương Dương là tới khu phố cổ - Đi bộ 1 chút qua đê là được ngắm cảnh bờ bãi sông Hồng, khí hậu ở đây trong lành yên tĩnh khác hẳn với không khí ồn ào bụi bặm của nội thành bên kia cầu Long Biên_Chương Dương. Khu dân trí cao toàn cán bộ nhà nước và nhân viên văn phòng, hàng xóm vô cùng thân thiện, tốt bụng ạ. Giá bán 3,4 tỷ có thương lượng Liên hệ chính chủ: 0972444479/ 0866220209 / 0904140653 Miễn quảng cáo",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789420.6092443, 2,
777 triệu VNĐ,"Đường Võ Nguyên Giáp, Quang Tiến, Sóc Sơn", 42m2, 4,,,,,07/11/2022,Tin thường,batdongsan_so_com_vn_1673789422.205012,,
706 tỷ VNĐ,"Đường Trần Hưng Đạo, Trần Hưng Đạo, Hoàn Kiếm", 830m2, 20, 30, 1, 30,"
    💥 MẶT PHỐ TRẦN HƯNG ĐẠO HOÀN KIẾM 830 M2 C4 MẶT TIỀN KHỦNG 20M GIÁ CHỈ 706 TỶ 💥⭕️ LH NGAY 0982833366 ( ĐẲNG CẤP VIP NHẤT THỦ ĐÔ)---------------------------- Trần Hưng Đạo 830 C4 20 706 tỷ Hoàn Kiếm 830M2 ĐẤT VÀNG-MẶT PHỐ VIP TRẦN HƯNG ĐẠO HOÀN KIẾM-CẠNH ĐẠI SỨ QUÁN- Mảnh đất có vị trí vô cùng đắc địa tại trung tậm quận Hoàn Kiếm. Hàng xóm cạnh nhà là Đại Sứ Quán Philippines.- Vị trí luôn sầm uất, tấp nập, nhộn nhịp kinh doanh không có giờ nghỉ ngơi.- Mảnh đất có mặt tiền thuộc loại cực hiếm, khó tìm được mảnh thứ 2 trong khu vực. Thửa đất vuông vắn, nở hậu chút xíu. - Phù hợp cho đại gia mua về xây biệt thự ở hoặc xây toà văn phòng cho thuê.- Phương án bán toàn bộ 830m2+ Giá 850triệu/m2 - đã bao gồm ra 1 chủ, 1 sổ và có giấy phép xây dựng+ 830m2 x 850triệu/m2 = 706 tỷ- Sổ đỏ thổ cư chính chủ sẵn sàng giao dịch---------------------------- 🚀 GIÁ BÁN CHỈ: 706 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789423.437679, 30,
4 tỷ VNĐ,"Đường Quang Trung, Quang Trung, Hà Đông", 45m2, 3, 1, 4,,"LÔ GÓC - PHÂN LÔ CB - GẦN Ô TÔ - QUANG TRUNG, Hà Đông 42m2 x 4 tầng x NHỈNH 4 tỷ  - Nhà thuộc KV Phân lô cán bộ, xây chắc chắn, cách đường ô tô chỉ 15-20m, khu vực an ninh, dân trí cao, hiếm nhà bán  - Thiết kế phòng ngủ, phòng khách, bếp, sân phơi...đầy đủ công năng sử dụng  - Vị trí đắc địa, gần bưu điện Hà Đông, tiếp giáp Trần Phú, xung quanh tiện ích không thiếu thứ gì... - Sổ đỏ chính chủ, sẵn sàng giao dịch  ☎LH Ms Giang để được tư vấn & dẫn đi xem miễn phí. Hỗ trợ tư vấn pháp lý, vay vốn ngân hàng.",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789425.2209084,,
2 tỷ VNĐ,"Đường Số 84 võ thị sáu, Thanh Nhàn, Hai Bà Trưng", 65m2,, 5, 5, 2,"Chính chủ cần bán căn nhà tại Địa chỉ trung tâm Hà Nội: Số 84 Võ Thị Sáu, phường Thanh Nhàn, quận Hai Bà Trưng, Hà Nội. - Diện tích sử dụng: 65m2 (sổ đỏ 53m2) - Tầng 5, đối diện cổng công viên Tuổi trẻ. - Nhà 3 mặt thoáng, phòng nào cũng có ánh sáng. - Bao gồm 2 phòng ngủ to, 1 wc, full nội thất. - Sạch sẽ, thoáng mát, an ninh rất tốt. - Khu vực dân trí cao, giao thông đi lại thuận tiện. - Cách bờ Hồ chỉ 7p đi xe máy. - Xung quanh đầy đủ các tiện ích: trường học, chợ, bệnh viện…. - Pháp lí rõ ràng, Sổ đỏ chính chủ. - Phù hợp để an cư, sinh sống. - Giá: 2 tỷ, có thương lượng cho khách thiện chí, mua nhanh. Liên hệ chính chủ: 0983301883 (chị Quyên).",07/11/2022,Tin thường,batdongsan_so_com_vn_1673789426.5603232, 1,
