price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số phòng ngủ,Số toilet,Lộ giới
"2,25 tỷ VNĐ",Đường Tỉnh Lộ 422B phường Vân Canh, 42m2, 5,"Bán nhà Vân Canh, 5 tầng x 42m2, MT 4m, đường rộng, gần ô tô, 2.25 tỷ. - Nhà chủ xây kết cấu bê tông chắc chắn, cách ô tô 10m, ở sướng. - Khu vực thuận tiện đi lại ra Mỹ Đình, Cầu Diễn gần. - Xung quanh hàng xóm thân thiện, anh sinh xã hội tốt. - Sổ đỏ chính chủ, sẵn sàng giao dịch ngay.",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792333.4836962, 5, 4, 4, 3
"6,5 tỷ VNĐ",Đường 8/3 phường Thanh Nhàn, 58m2, 5,"CC cần bán nhà vào Sài Gòn sinh sống. Nhà tự xây tâm huyết đẹp và rất chắn chắn + Diện tích 58m2, 5 tầng, tổng 5 ngủ rộng. + Tầng 1 khách, để xe, wc + Tầng 2: 1 ngủ và bếp rộng, wc + Tầng 3,4: Mỗi tầng 2 ngủ, vệ sinh khép kín + Tầng 5: Phòng thờ sân phơi. + Ngõ rộng thông thoáng, thông ra Ngõ Quỳnh, 191 Minh Khai. + Sổ đỏ chính chủ, sẵn sàng giao dịch + Giá 6.5 tỷ có thương lượng + Liên hệ: 0962195211.",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792334.4860134, 5, 5, 6, 1
62 tỷ VNĐ,Quận Tây Hồ, 160m2,,"SIÊU VIP HOA HẬU MẶT TIỀN PHỐ TRÍCH SÀI VIEW HỒ TÂY VỈA HÈ KINH DOANH. LH 0962745289+ DT. 160M2*5 TẦNG – MẶT TIỀN 6M. GIÁ 62 TỶ.+ Vị trí 5* Cực hiếm mặt tiền rộng trung tâm Quận Tây Hồ, KINH DOANH đỉnh, cho thuê văn phòng. Tiện ích miễn bàn. + Đường phố Trích Sài ôm trọn ven Hồ Tây -  tòa nhà văn phòng, kinh doanh dịch vụ, hàng ăn, café+ Sổ đỏ vuông A4 chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.+ Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7. ",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792335.7456875,,,,
"5,85 tỷ VNĐ",Đường Định Công phường Định Công, 98m2, 3,"+Cần nhượng lại căn nhà trọ 3 tầng kiên cố ở ngõ 99 Định Công Hạ, Hoàng Mai, Hà Nội.Nhà trọ to đẹp, kiên cố, khách thuê chật ních, ổn định rất tốt cho việc tiếp quản kinh doanh. + Chủ nhà tốt bụng, hiền lành.Do về Hà Đông ở với con trai trông cháu nên việc trông coi nhà trọ cứ phải đi lại 2 nơi, phải nhờ anh em trông coi hộ, nay muốn nhượng lại cho bạn nào muốn kinh doanh, đầu tư. +Diện tích 98m2x3 tầng, ngõ rộng, tiện đi lại. +Sổ đỏ chính chủ, pháp lý rõ ràng.",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792336.9753613, 4, 12, 12, 1
"26,2 tỷ VNĐ",Mạc Thái Tổ Yên Hoà Cầu Giấy Hà Nội, 80m2, 5,"- Diện tích 80m2. X4 Tầng. Mặt tiền 12m Giá bán 26.2 tỷ ( có thương lượng ) - Vị trí đẹp lô góc, toạ lạc tại phố Mạc Thái Tổ cách 10 ra phố. Đường trước nhà ô tô tránh nhau. Vừa ở vừa kinh doanh rất đông khách! - Thiết kế 4 tầng Đầy đủ công năng sử dụng! Giao thông kết nối : Trung Kính, Phạm Hùng, Mạc Thái Tông! - Sổ đỏ đẹp, vượng lộc. Sẵn sàng giao dịch! ACE có nhu cầu liên hệ em Quân để được tư vấn hỗ trợ và xem nhà 24/7 0385 94 1802 ❤️Miễn ( TG Quảng Cáo ) ",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792338.0956423, 12, 5, 4,
40 tỷ VNĐ,Đường Vương Thừa Vũ phường Thanh Xuân Trung, 190m2, 9,"Bán nhà 9 tầng THANG MÁY mặt phố Vương Thừa Vũ, mặt tiền 8 m, giá 40 tỷ. Nhà 8 tầng thang máy mới xây được vài năm còn đẹp như mới, hiện chủ đang cho thuê cả nhà là 200 tr/ tháng. Thiết kế hiện đại, đầy đủ GPXD, PCCC. Đường trước nhà rộng, vỉa hè 5 m, thuận tiện kinh doanh buôn bán. Thiết kế:  Tầng hầm: để 5 xe ô tô và nhất nhiều xe máy. Tầng 2,3,4,5,6,7,8: thiết kế thông sàn kinh doanh. Tầng 9: tum. Diện tích 190 m2. Mặt tiền 8 m. Nhà 9 tầng thang máy. Sổ đỏ chính chủ, đã hoàn công tài sản trên đất. Giá bán 40 tỷ có thương lượng. Liên hệ: 0979.82.42.80 call, zalo 24/7.",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792339.3452995, 8, 11, 11, 30
40 tỷ VNĐ,Đường Vương Thừa Vũ phường Thanh Xuân Trung, 190m2, 9,"Bán nhà 9 tầng THANG MÁY mặt phố Vương Thừa Vũ, mặt tiền 8 m, giá 40 tỷ. Nhà 8 tầng thang máy mới xây được vài năm còn đẹp như mới, hiện chủ đang cho thuê cả nhà là 200 tr/ tháng. Thiết kế hiện đại, đầy đủ GPXD, PCCC. Đường trước nhà rộng, vỉa hè 5 m, thuận tiện kinh doanh buôn bán. Thiết kế:  Tầng hầm: để 5 xe ô tô và nhất nhiều xe máy. Tầng 2,3,4,5,6,7,8: thiết kế thông sàn kinh doanh. Tầng 9: tum. Diện tích 190 m2. Mặt tiền 8 m. Nhà 9 tầng thang máy. Sổ đỏ chính chủ, đã hoàn công tài sản trên đất. Giá bán 40 tỷ có thương lượng. Liên hệ: 0979.82.42.80 call, zalo 24/7.",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792340.3775382, 8, 11, 11, 30
5 tỷ VNĐ,Đường Gia Quất phường Thượng Thanh, 50m2, 4,"Bán nhà Phố Gia Quât, ô tô vào nhà, 50m, 4 Tầng, Mt5m, Giá nhỉnh 5 tỷ. Ô TÔ – GẦN PHỐ -FULL NỘI THẤT + Vị trí tuyệt đẹp, ngay gần Chung cư Homeland Thượng Thanh và Shophouse Himlam, đi thêm vài phút đi xe nữa là tới Big C Long Biên và Chợ Việt Hưng, tiện ích ngập tràn. + Cách nhà 50m đang làm con đường lớn nối từ Lý Sơn kết nối lên khu TĐC Ngọc Thụy nên giá đất tăng lên từng ngày. + Đường vào nhà rộng thoáng, thông tứ tung, ô tô con vào nhà thoải mái. + Nhà đẹp được xây dựng chắc chắn, thiết kế hiện đại với nhiều phòng ngủ, thoáng trước sau. Khách mua về là có thể ở ngay, chủ đã chuẩn bị gần như hết nội thất. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch ngay. LH: Giang Bất động sản: Chuyên thổ cư , Đất nền, Chung cư, Tư vấn phong thủy, Hỗ trợ ngân hàng. Hỗ trợ thiết kế nhà.  Tuyển dụng đào tạo Bất Động Sản chuyên nghiệp. ",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792347.061272, 5, 3, 4, 10
"8,35 tỷ VNĐ",Quận Nam Từ Liêm, 70m2,,"CỰC HIẾM MẢNH ĐẤT MẶT TIỀN MỄ TRÌ THƯỢNG ĐƯỜNG 8M Ô TÔ TRÁNH KINH DOANH. 0962745289+ VỊ TRÍ CỰC ĐẸP – HIẾM. DT 70m2 Mặt tiền 6m. GIÁ CHỈ 8.35 TỶ. + Kinh doanh bất chấp, mặt tiền lớn cực hiếm nhà bán. Khu tập trung buôn bán tấp nập ngày đêm. Tiện ích miễn bàn. + Mảnh đất phù hợp xây tòa nhf 9 tầng thang máy kinh doanh, cho thuê văn phòng.+ Sổ vuông A4 cất két sẵn sàng giao dịch.+ Giá có thương lượng.+ Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, thủ tục sang tên nhanh gọn.+ Tư vấn 24/7.",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792348.113503,,,,
"8,3 tỷ VNĐ",Đường Thành Công phường Thành Công, 65m2, 7,""",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spaninherit"",""serif"";="""" #050505;="""" mso-fareast-font-family:="""" ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui="""" historic""'spaninherit"",""serif"";="""" line-height:="""" 107%;="""" calibri;="""" historic"";="""" mso-fareast-theme-font:="""" minor-latin;="""" mso-ansi-language:="""" en-us;="""" mso-fareast-language:="""" mso-bidi-language:="""" ar-sa'="""">
Bán nhà Ba Đình Thành Công gần Đê La Thành DT 65m2, DTSD 70m2x7T, MT 4.5m, 3 thoáng, nở hậu, giá 8.3 tỷMÔ TẢ :- Toà nhà mới tinh. Nhà đã hoàn thiện, diện tích 65m2 nhưng thực tế là 70m2 từ tầng 1 .- Ngõ thông ra Đê Thanh Thành và Láng Hạ, giao thông thuận lợi, gần đường, khu vực khách thuê đuổi không hết, rất tiện cho thuê.- Nhà xây 7 tầng thang máy xịn, gồm 10 căn hộ STUDIO, khép kín đủ tiện nghi. Mỗi phòng thiết kế gồm Phòng khách + Bếp + Phòng ngủ riêng + WC.- Căn nhà nằm địa thế lô góc, ngõ rộng, thoáng 3 mặt ánh sáng tự nhiên. Đã thế, gia chủ vẫn đầu tư 1 giếng trời cực xịn giữa nhà. Chuẩn điểm 10 cho không gian ở!- Khu vực xung quanh dân cư dân trí cao, nhà cửa hạ tầng đẹp ổn định.- Chỉ mất 130m ra đến chợ Thành Công.- Sổ đỏ chính chủ, nở hậu cực đẹp, công chứng luôn & ngay!- Giá 8.3 tỷ (có thương lượng)- Hãy gọi ngay cho tôi Mr Thọ 24/7 - Cam kết thông tin thật, ảnh thật 100%    ",26/10/2022,Tin thường,batdongsan_so_com_vn_1673792349.0011287, 4, 10, 10, 2
