price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Hướng
"1,65 tỷ VNĐ",Đường Bắc Cầu phường Ngọc Thụy, 22m2, 6, 4, 3, 3,"+ Vị trí nhà vài bước chân ra chợ Ngọc Thuỵ, buôn bán nhộn nhịp, tiện ích bạt ngàn.+ Nhà thiết kế 4 tầng mỗi tầng 1 phòng, trước cửa nhà có khoảng sân rộng miên man, cây xanh thoáng mát.+ Sổ vi bằng, giấy tờ thuế đất và sơ đồ thửa đất vuông vắn đầy đủ.+ Giá chào 1,65 tỷ có thương lượng.+ Liên hệ: 0979057536 Trung Kiên để được tư vấn và xem nhà miễn phí.+ CAM KẾT THÔNG TIN NHÀ CHÍNH XÁC 100%",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801638.3147018, 4,
"2,6 tỷ VNĐ",Đường Phúc Lợi phường Giang Biên, 32m2, 3, 5, 4, 4,"+ Vị trí nhà cạnh chung cư Ruby City, vài bước chân ra mặt phố Phúc Lợi, hàng xóm Vinhomes, ô tô đỗ cửa. + Giao thông thuận tiện, an ninh tốt, hàng xóm thân thiện.+ Nhà mới đập hộp, xây dựng chắc chắn, thiết kế thông sàn, hiện đại với đầy đủ công năng.+ Sổ đỏ cất két, giá chào 2,6 tỷ có thương lượng.+ Liên hệ: 0979057536 Trung Kiên để được tư vấn và xem nhà miễn phí.+ CAM KẾT THÔNG TIN NHÀ và ẢNH THẬT 100%",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801639.7234454, 4,
"7,5 tỷ VNĐ",Đường Triều Khúc phường Thanh Xuân Nam, 60m2, 15, 4, 6,,"+ Nhà đẹp, Thang Máy Chờ, Móng 7 Tầng.đắc địa, + Chủ xây tâm huyết. + Tầng 2,3: Mỗi tầng 2 phòng ngủ. LH:, chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801643.1806283, 5,
"4,25 tỷ VNĐ",Trần Hữu Dực, 50m2,,,,,"Cần bán đất địa điểm cuối đường Trần Hữu Dực, Diện Tích 50m2 , Đất mặt tiền đường rộng 6m, vỉ hè 1,5m mỗi bên . Đất nằm ngay vị trí đắc địa, giao thông thuận lợi. SĐT Liên Hệ : 0948 656 000",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801645.192249, 5, Đông nam
3 tỷ VNĐ,Đường Thạch Bàn phường Thạch Bàn, 40m2, 6, 4, 3, 3,"
    BÁN NHÀ DÂN XÂY PHỐ THẠCH BÀN QUẬN LONG BIÊN OTO TRÁNH ĐỖ CỔNG 40M- VỊ TRÍ ĐẸP NHẤT khu vực, tiện ích ngập tràn.- Gần OTO TRÁNH, chỉ vài bước chân ra AEON, BIG C,…- Chủ xây tâm huyết, thiết kế đầy đủ công năng.- Chuyên môi giới nhà đất Long Biên với nhiều năm kinh nghiệm.- Cam kết: TƯ VẤN, XEM NHÀ MIỄN PHÍ.- KHÁCH HÀNG TRỰC TIẾP ĐÀM PHÁN VỚI CHỦ.- UY TÍN - TẬN TÂM - CHUYÊN NGHIỆP.
",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801646.8458233, 4,
"19,5 tỷ VNĐ",480 Nguyễn Trãi, 150m2,, 5, 4, 5,"BIỆT THỰ VIP ĐƯỜNG NGUYỄN TRÃI – THANH XUÂN, 150 M2 – MẶT TIỀN 7M, 19.5 TỶ +Khu vực giáp ranh 3 quận: Thanh Xuân – Nam Từ Liêm – Hà Đông, thuận tiện di chuyển khắp nơi. Khu vực trung tâm các trường Đại học: An ninh, Kiến trúc, Học viện Bưu chính, ĐH Hà Nội, Giao thông … Hưởng trọn tiện ích khu Làng Việt kiều Châu Âu. + Phù hợp sử dụng làm văn phòng công ty, Tổng đại lý hoặc đơn giản chỉ để ở. Cả khu chỉ hơn 20 căn biệt thự, cực hiếm nhà bán. Giá hợp lý so với khu vực, khách xem trong là chốt. Chủ nhà văn minh, thành đạt, hiểu chuyện, tôn trọng khách mua. + Thiết kế: - Tầng 1: Sân để xe, gara, phòng làm việc. – Tầng 2: Phòng khách VIP, phòng ngủ, vườn cảnh. - Tầng 3: 3 phòng ngủ rộng. - Tầng 4: Phòng ngủ, phòng thờ, bếp, phòng ăn rộng. - Tầng 5: sân phơi. +Sổ đỏ vuông, sẵn sàng giao dịch. Liên hệ: K.S Phương – 0918120568 để được tư vấn về ngôi nhà và gặp chủ đàm phán trực tiếp",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801648.789624, 7,
2 tỷ VNĐ,Đường Phương Mai phường Kim Liên, 30m2, 3, 4, 3, 3,"Chính chủ bán nhà Phương Mai, Đống Đa 30m2 x 4T, MT 5m nhỉnh 2 tỷ. + Nhà rộng thoáng, cách mặt phố vài bước chân, kinh doanh online tuyệt vời, gần chợ dân sinh, Vincom Phạm Ngọc Thạch, công viên Thống Nhất.+ Nhà xây kiên cố, khung cột bê tông chắc chắn, các tầng đều có vệ sinh khép kín.+ Sổ đỏ vuông vắn, đẹp, chính chủ, sẵn sàng giao dịch bất cứ khi nào.+ Liên hệ: Phú Khang, 0966037496 (Kho hàng phong phú đa dạng)Zalo: 0966037496",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801651.1213856, 5,
2 tỷ VNĐ,Đường Xã Đàn 2 phường Kim Liên, 35m2, 3, 8, 3, 3,"Chính chủ bán nhà Xã Đàn, Đống Đa 35m2, 4T, MT 4.2m, Lô góc, 2 mặt thoáng, nhỉnh 2 tỷ. + Nhà rộng thoáng, cách mặt phố vài bước chân, kinh doanh online tuyệt vời, gần chợ dân sinh, Vincom Phạm Ngọc Thạch, công viên Thống Nhất.+ Nhà xây kiên cố, khung cột bê tông chắc chắn, các tầng đều có vệ sinh khép kín.+ Sổ đỏ vuông vắn, đẹp, chính chủ, sẵn sàng giao dịch bất cứ khi nào.+ Liên hệ: Phú Khang, 0966037496 (Kho hàng phong phú đa dạng)Zalo: 0966037496",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801652.4977033, 4,
11 tỷ VNĐ,Đường Quốc lộ 14 phường Minh Phú, 1340m2,,,,,"🔥 Chính chủ gửi bán mảnh đất tại Phú Ninh - Minh Phú - Sóc Sơn - Hà Nội 🔥 🌟Vị trí đắc địa, hướng Đông Nam, ngay cạnh sân Golf Minh Trí🌟 Diện tích 1340m ( 400m TC )🌟 Mặt tiền 28,35m, cách trục đường nhựa 20m🌟 Ngõ thông, Đường trước đất 2 ô tô tránh nhau thoải mái, sau khi rải nhựa giá trị đất tăng mạnh🌟 Quanh đất có nhiều nhà xưởng, homestay, nhà hàng,… khu vực tiềm năng phát triển cực nhanh  👉 Giá giao lưu 9,xtr/m☎️ Gọi cho em 0858.4898.66 hoặc inbox trực tiếp để lấy thêm thông tin về đất !",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801654.6738825, 28,
8 tỷ VNĐ,"Trung Văn, Nam Từ Liêm, Hà Nội", 60m2, 2, 8,,," # Bán nhà CCMN lô góc, quận Nam Từ Liêm, phường Trung Văn, phố Trung Văn, giáp quận Thanh Xuân, LH Tình Nhà Đất 0906113879. + Tòa nhà CCMN, 3 mặt thoáng, lô góc, 14 phòng khép kín, có gác xép, doanh thu khủng, full đồ cao cấp, mới cứng đang hoàn thiện, 20 ngày nữa xong mới đẹp lung linh. DT sàn xây dựng 60m, 8T thang máy, mt 4.5m, nở hậu đẹp, giá tốt nhất thị trường, chỉ 8 tỷ. nhanh tay LH thương lượng trực tiếp, để sở hữu ngay tòa CCMN doanh thu khủng này. + Vị trí vàng nằm trong khu phân lô đường Trung Văn, tiếp giáp sát quận Thanh Xuân, nơi đông dân cư, người lao động, trường học, đông nhất Thủ Đô. + Ngõ rộng 2,5m, 30m ra ô tô, giao thông thuận lợi, tiện chợ, gần nhiều Văn Phòng, Công Ty, Trường Đại Học: Đại Học Hà Nội, Học viện Công Nghệ Bưu Chính Viễn Thông, Học Viện An Ninh, Đại Học Kiến Trúc, Nhạc Họa... + Nhà lô góc, 3 mặt thoáng trước sau, chủ xây móng khung cột chắc, thang máy 8 tầng, full đầy đủ đồ nội thất, công năng chuẩn cho tòa CCMN, chủ mới mua về vận hành ngay. + Sổ đỏ nở hậu đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0906113879 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, sẵn sàng tư vấn, hỗ trợ 24/7 ).",15/09/2022,Tin thường,batdongsan_so_com_vn_1673801656.8301132, 4,
