price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền
8 tỷ VNĐ,"Bát khối, Long Biên", 45m2,,,,,"- Chủ nhà chuyển vào Nam sinh sống nên bán. - Nhà lô góc, ô tô tránh, vài bước ra phố, nhà đẹp, thoáng nhất ngõ. - Khu vực an ninh đảm bảo, dân trí cao - Gần trường học, bệnh viện, TTTM, chợ. - Thiết kế nhà 5 tầng. + T1: Gara, wc, Bếp thông sàn + T2+3: mỗi tầng 2 phòng, wc + T4: 1PN + Phòng Thờ + T5: sân phơi - Sổ đỏ chính chủ, sẵn sàng giao dịch ngay Liên Hệ xem nhà : Phương Quỳnh - 0337594758",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820929.7487526,
"14,2 tỷ VNĐ","Nguyễn Văn Cừ, Long Biên", 54m2,,,,,"- Do phải đi công tác xa một thời gian dài nên cần bán gấp. - Nhà gần trường học: Nguyễn Gia Thiều, gần khu ẩm thực Ngọc Lâm, gần trung tâm thương mại Mipec, gần cây xăng Ngọc Lâm, gần bệnh viên, bến xe. - Nhà đẹp phố vip, lô góc, ô tô tránh, gara 2 ô tô, thang máy xịn, nhà mới đẹp long lanh, ngõ ô tô thông vòng quanh, cách mặt đường đúng 50m thẳng tắp. - Thiết kế nhà 5 tầng: + Tầng 1: Gara 2 ô tô + Tầng 2: Phòng khách + Bếp + Tầng 3: Phòng ngủ master + Tầng 4: 2PN khép kín + Tầng 5: Phòng thờ + Sân phơi rộng - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Liên hệ xem nhà: Phương Quỳnh - 0337594758",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820933.9059813,
"1,08 tỷ VNĐ",Đường Kim Giang phường Hạ Đình, 73m2, 4, 4, 4, 16,"BÁN NHÀ ĐẸP - MẶT TIỀN KHỦNG - GARA - NGÕ THÔNG - Ô TÔ TRÁNH - KD VĂN PHÒNG - SỔ LONG LANH NỞ HẬU.Mô tả:+ Ngõ thông . + Vị trí siêu trung tâm, nhà nằm ở phố Hoàng Đạo Thành - Kim Giang, cách trường Mầm non, THCS Kim Giang chỉ 100m. Trước nhà có sân chơi nội khi nên không gian rất khoáng.+ Nhà kết cấu khung cột chắc chắn, còn đẹp, mua về sơn sửa căn chỉnh lại chút xíu là êm.- Tầng 1: Gara - Phòng ngủ - Wc- Tầng 2: Phòng khách - Bếp - 2 Ngủ - Wc- Tầng 3: 2 ngủ - 1 Wc - Sân đặt bể cá- Tầng 4: Phòng thờ - Sân phơi.+ Hiện trạng, chủ vừa ở vừa làm kho .+ Sổ đỏ chính chủ, đẹp, nở hậu,. Chủ trẻ tuổi, thiện trí bán.+Giá : 10.8 Tỷ ( có TL )Lh : 0965878884 E. Chí Linh .Tư vấn hỗ trợ pháp lý 24/7",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820934.980196, 6
5 tỷ VNĐ,Đường Lê Trọng Tấn phường La Khê, 50m2, 4, 5, 6, 4,"DT: 50m2, 5 tầng, mặt tiền: 5.05m, giá: 5.9 tỷ. + Ngõ Lê Trọng Tấn to như phố, từ nhà ra Lê Trọng Tấn 50m, giao thông vô cùng thuận tiện.+ Nhà đẹp ở ngay, thi công và thiết kế hiện đại, nội thất nhập khẩu, khách mua về ở ngay.- Tầng 1: Gara ô tô, bếp, WC.- Tầng 2, 3, 4: Thiết kế 1 tầng 2 phòng, WC khép kín.- Tầng 5: Phòng thờ, sân phơi.+ Sổ đỏ chính chủ, vuông đẹp giao dịch ngay.LH: Tôi Công 0931706698.Miễn trung gian.",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820935.8977392, 5
5 tỷ VNĐ,Phố Thái Thịnh, 43m2,, 5, 5,,"+Trung tâm Quận Đống Đa, tiện ích bạt ngàn.+Vị trí nhà cách đường lớn 40m, ngõ rộng đường trước nhà rất rộng thông tứ tung.+Nhà mới đẹp, 5 PN, khung cột chắc chắn nhà LÔ GÓC 3 mặt  thoáng nên phòng nào cũng có cửa sổ.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng dao dịch. LH: Mr Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820937.151386, 4
"2,8 tỷ VNĐ",Vân Đồn - Hà Nội, 50m2,,,,,"Vị trí vàng  trung tâm của các trung tâm là nơi tiếp giáp của 2 quận sầm uất bậc nhất Hà Thành  quận Hai Bà Trưng và Hoàng Kiếm. Nên đi lại vô cùng thuận tiện chạy bộ lên Phố cổ, vài phút là ra Tây Hồ,….. điện đường trường trạm sầm uất chả thiếu thứ  gì . Tầm nhìn quy hoạch vài năm nữa đô thị ven sông hoàn thành giá trị khu vực chỉ có lên chứ không có xuống. 🗺Căn nhà là tâm huyết bao năm làm ăn tu trí của chủ nhà bề thế, cao to nhất vùng 6 tầng trên diện tích gần 50m2 gần 10 ngủ có dòng tiền gần 30 triệu tháng mà giá chỉ có 2.8  tỷ, quá hiếm quá hiếm chấp mọi ngân hàng thời covid. Nay vì con cái đều thành đạt nên bán đi để chia tài sản nên cực kỳ thiện trí. 📕 Sổ đỏ giêng chính chủ, pháp lý sạch, luôn sẵn sàng đợi khách thiện chí đến giao dịch📜 Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820938.2853527,
"11,8 tỷ VNĐ","Nguyễn Khuyến, Văn Quán, Hà Đông, Hà Nội.", 80m2, 8, 5, 6,," # Cần Bán nhà Văn Quán quận Hà Đông. Nhà thiết kế đẹp, khu dân trí, có thang máy, gara ô tô vào nhà, phù hợp ở, kinh doanh, Văn Phòng, Phòng Khám.. DT 80m, 5T, MT 5.5m giá chưa tới 12 tỷ.  + Vị trí đắc địa kinh doanh được nhiều loại hình tọa lạc tại trung tâm KĐT Văn Quán.  + Gần WinMart, Hồ Điều Hòa, Chợ Xanh, Sân Bóng Văn Quán... trung tâm phố tiện ích.  + Giao thông Nguyễn Khuyến, Bạch Thái Bưởi, 19/5, Chiến Thắng, Trần Phú, Phùng Hưng.. vô cùng thuận lợi.  + Hiện trạng nhà tự xây chắc, thiết kế đẹp phong cách hiện đại, Full đồ nội thất cao cấp, tổng 6 phòng ngủ, đầy đủ công năng.  + Sổ đỏ Chính chủ, pháp lý chuẩn.  + Giá chỉ trên 11 tỷ. rất cần bán nhanh.   #  HotLine: 0983858722 Tình nhà phố ( chuyên mua bán, nhận ký gửi, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820939.508082, 5
"9,2 tỷ VNĐ","Quang Trung, Hà Đông, Hà Nội.", 35m2, 10, 3, 2,," # Bán nhà trung tâm phường Quang Trung quận Hà Đông. DT 35/38m, MT 4.5m, giá trên xíu 9 tỷ. + Vị trí đẹp nhất, đắc địa nhất, mặt phố kinh doanh sầm uất nhất, tọa lạc song song với mặt đường Quang Trung quận Hà Đông. + Gần Chợ đầu mối Hà Đông, gần Bưu Điện, Nhà Thi Đấu Hà Đông trung tâm phố đông đúc, thuận tiện và tiện ích. + Nhà 3T cũng còn mới chủ mới mua về có thể cải tạo lại hoăc xây mới 5-7T cho thuê hoặc làm Văn Phòng, Phòng Khám, Nhà Thuốc...đảm bảo hàng tháng thu đều dòng tiền khủng. + Giá chỉ 9.2 tỷ ( Thương Lượng ) + Sổ đỏ chính chủ pháp lý chuẩn, sang tên nhanh. #  HotLine: 0983858722 Tình nhà phố ( chuyên mua bán, nhận ký gửi, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820940.608826,
"5,5 tỷ VNĐ","đường Đa Sĩ, phường Kiến Hưng", 50m2,, 4, 4,,"Mô tả:+ Nhà quá đẹp, vị trí đắc địa , Đất vượng tài Lộc Cần bán nhà Đa Sỹ 50m2*4tầng chỉ 5,xtỷ+ kinh doanh sầm uất,có thể làm văn phòng,cho thuê lớp học,slon tóc,nail,bán đồ ăn vặt, quán ăn, quán cafe…+ Nhà gần trường tiểu học Marie Curie Kiến Hưng, + phân lô ô tô tránh, dừng đỗ ngày đêm, + sát mặt phố Đa Sỹ, gần ngã 5 Hà Trì. Khu vực đang phát triển mạnh. + nhà xây chắc chắn, 4 phòng ngủ, đầy đủ công năng sử dụng + sổ đỏ chính chủ sẵn sàng giao dịch + giá 5,5tỷ (có thương lượng)+ Gọi ngay Mrs Hương Chuyên bán và nhận ký gửi nhà đất thổ cư Hà Đông. ",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820941.6959178,
"1,9 tỷ VNĐ",Mạc Thị Bưởi - Hà Nội, 35m2,,,,,"-Vị trí đắc địa phố Mạc Thị Bưởi - Hai Bà Trưng, An sinh thì khỏi bàn tận dụng mọi tiện ích của lien hoàn các tổ hợp chung cư như Hòa Bình city, Time City….. cách đúng vài bước chân là  ra đường oto vài phút là  ra mặt phố lớn, -Giao thông thuận tiện đi, Kim Ngưu, Nguyễn Khoái, Lạc Trung, Yên Lạc, Quỳnh Mai, Quỳnh Lôi, Vĩnh Tuy, Thanh Nhàn; nhà gần UBND Phường Thanh Lương, THCS Hai Bà Trưng, khu đô thị Time city, tập thể Quân Y 108, aeon Mall Long BiênThừa hưởng mọi tiện ích của time city cũng như khu chung cư Hòa Binh , thuộc khu đã phân lỗ an sinh cực tốt dân trí cao_Nhà chủ tự thiết kết hợp lý ,khung cột cực kỳ chắc chắn- Xung quanh tiện ích đầy đủ, điện đường trường trạm đủ cả chả thiếu thứ gì - Sổ đỏ giêng chính chủ. Gia chủ đã mua nhà mới to đẹp nên cực kỳ thiện trí có thương lương lượng cho khách hữu duyên giá trào 1.9 tỷ. Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý    ",08/06/2022,Tin thường,batdongsan_so_com_vn_1673820942.7231696,
