price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Mặt tiền,Lộ giới
3 tỷ VNĐ,"Trung Phụng, Đống Đa", 45m2,"Trung Phụng, Đống Đa, 45m2 x 4 tầng, mặt tiền 5m, nhỉnh 3 tỷNhà gần ô tô, thông ra nhiều phố, 6 phòng ngủThiết kê: Tầng 1: phòng khách, bếp.Tầng 2 (tầng lửng): 1 phòng ngủ.Tầng 3: 2 phòng ngủ.Tầng 4: 3 phòng ngủ. Sổ đỏ chính chủ, sẵn sàng giao dịch.",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792934.2810802, 4, 6, 5, 5,
3 tỷ VNĐ,Đường Trần Hữu Tước phường Trung Liệt, 50m2,"Chính chủ bán nhà Trần Hữu Tước 50m2 x 4T, MT5m, nhỉnh 3 tỷ. + NGÕ THÔNG rộng thoáng, kinh doanh tuyệt vời, gần Chợ dân sinh, Bệnh viện Đống Đa, Gò Đống Đa, gần phố Nguyễn Lương Bằng, Tây Sơn, Hồ Đắc Di, Đông Tác, Nam Đồng, Xã Đàn.+ Nhà xây kiên cố, khung cột bê tông chắc chắn, các tầng đều có vệ sinh khép kín.+ Sổ đỏ vuông vắn, pháp lý đẹp, chính chủ, sẵn sàng giao dịch bất cứ khi nào.+ Liên hệ: Phú Khang, 0966037496 (Kho hàng phong phú đa dạng).Zalo: 0966037496",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792935.3422308, 4, 3, 4, 5, 10
2 tỷ VNĐ,Đường Chùa Bộc phường Quang Trung, 35m2,"Chính chủ bán nhà Chùa Bộc, Đống Đa 35m2 x 6T, nhỉnh 2 tỷ. + NGÕ THÔNG rộng thoáng, nhà vài bước chân ra phố, kinh doanh online tuyệt vời, gần Chợ dân sinh, Vincom Phạm Ngọc Thạch, Công viên Thống Nhất, gần phố Xã Đàn, Phạm Ngọc Thạch, Tây Sơn, Thái Hà, Tôn Thất Tùng, Đông Tác.+ Nhà xây kiên cố, khung cột bê tông chắc chắn, các tầng đều có vệ sinh khép kín.+ Sổ đỏ vuông vắn, pháp lý đẹp, chính chủ, sẵn sàng giao dịch bất cứ khi nào.+ Liên hệ: Phú Khang, 0966037496 (Kho hàng phong phú đa dạng).Zalo: 0966037496",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792936.36948, 6, 4, 6, 3, 15
"2,5 tỷ VNĐ",Đường Tôn Đức Thắng phường Hàng Bột, 30m2,"Chính chủ bán nhà Tôn Đức Thắng 30m2 x 3T, nhỉnh 2.5 tỷ. + Ngõ rộng, NGÕ THÔNG tứ phía, nhà vài bước chân ra phố, kinh doanh tuyệt vời, gần Chợ dân sinh, Văn Miếu Quốc Tử Giám, Ga tàu điện Cát Linh Hà Đông, Nhà thờ Hàng Bột, gần phố Cát Linh, Quốc Tử Giám, Đoàn Thị Điểm, Xã Đàn, Khâm Thiên, Ô Chợ Dừa, Đê La Thành.+ Nhà xây kiên cố, khung cột bê tông chắc chắn, chỉ việc dọn đến ở luôn, các tầng đều có vệ sinh khép kín.+ Sổ đỏ vuông vắn, pháp lý đẹp, chính chủ, sẵn sàng giao dịch bất cứ khi nào.+ Liên hệ: Phú Khang, 0966037496 (Kho hàng phong phú đa dạng).Zalo: 0966037496",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792937.4236605, 4, 3, 5, 6, 3
5 tỷ VNĐ,"Trung Phụng, Đống Đa", 55m2,"Trung Phụng, Đống Đa, 55m2 x 5 tầng, mặt tiền 4m, chỉ 5 tỷ Nhà mới, thiết kế sang đẹp, diện tích rộng, 6 phòng ngủ, đầy đủ công năng.Ngõ nhà thông phố Trung Phụng, xung quanh đầy đủ tiện ích.+ Thiết kế:- Tầng 1: Khách, bếp, để xe. - Tầng 2,3: mỗi tầng 2 ngủ có cửa sổ lớn, vệ sinh- Tầng 4: Phòng thờ, sân phơi- Tầng 5: Sân vườn BBQ.Sổ chính chủ, sẵn sàng giao dịch",14/10/2022,Tin thường,batdongsan_so_com_vn_1673792938.6204517, 5, 6, 5, 5,
"9,6 tỷ VNĐ",Đường Láng Thượng phường Láng Thượng, 40m2,"  ô tô cách 3 nhà, cửa sổ to rất thoáng. + Thiết kế:ô tô- Tầng 2: Phòng Khách, Bếp, Vệ Sinh.  + LH ",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792939.7544587, 6, 6,, 6, 10
10 tỷ VNĐ,Đường Tân Mai phường Tân Mai, 58m2,"CẦN VỐN KINH DOANH NÊN BÁN GẤP NHÀ TÂN MAI Ô TÔ KINH DOANH GẦN PHỐ 58MX5T MT4.1M NHỈNH 10 TỶ. ĐẸP KHÔNG TỲ VẾT - TÂN MAI TO - THANG MÁY - THOÁNG TRƯỚC SAU - Ô TÔ VÀO NHÀ -10M RA PHỐ - MỚI TINH - SỔ ĐẸP  - KHU VIP - Ở SƯỚNG - KINH DOANH GÌ CŨNG TỐT.  +Nhà nằm vị trí siêu đẹp, cách mặt đường Tân Mai to đúng bằng quả phạt Pelemti 11m, Vài bước chân ra bên xe Giáp Bát, hồ Kim Đồng, Công Viên Đề Lừ đi bộ tập thể dục hóng mát hít thở không khí trong lành. + Ngõ to như phố, ô tô vào nhà. + Nhà toàn sàn gỗ, cửa và cầu thang bằng lim, thang máy ngoại nhập, nội thất xịn xò. + SĐCC vuông vắn, đang cất két,pháp lý sạch tưng. + Ai cần mua alo em Hùng ạ: 0974318131 ",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792940.9402833, 5,,,, 4
"9,3 tỷ VNĐ",CẦU GIẤY - HN, 60m2,"Bán nhà ngõ 155 Cầu Giấy, kinh doanh, ôtô tránh 60m2 x 6 tầng, giá 9.3 tỷ thích hợp vừa ở vừa kinh doanh và giữ tiền
- Ngõ 155 Cầu Giấy là ngõ rộng ô tô tránh thông sang ngõ 381 Nguyễn Khang tương lai ngõ mở rộng để phục vụ nhu cầu đi lại.
- Nằm ở vị trí giao cắt Cầu Giấy, Kim Mã, Láng, khu vực đắt nhất nhì Cầu Giấy giáp Ba Đình, Tây Hồ
Nơi tập trung nhiều văn phòng đẳng cấp, các trường đại học top 1 Việt Nam: Học Viện Ngoại Giao, Ngoại Thương, ĐH Quốc Gia Hà Nội...
- Xung quanh bán kính 1km đầy đủ trường học cấp 1-2-3, công viên Cầu Giấy, Thủ Lệ. Các TTTM Lotte, Vinmart, BigC..
- Chủ nhà kinh doanh rất có Lộc nay muốn bán để chuyển sang nhà ở Tây Hồ tiện công việc kinh doanh
Xem nhà trực tiếp, trong ngoài, đàm phán giá trực tiếp chủ nhà, hỗ trợ pháp lý, ngân hàng, công chứng.
- Sổ đỏ Chính Chủ, cực đẹp sẵn giao dịch.
Liên hệ ngay 0914427333 Mr. Định BĐS thổ cư Cầu giấy
Tư vấn miễn phí - Không mất chi phí - Mua nhà NHƯ Ý
TRÂN TRỌNG !




",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792942.1161458,,,,,
"6,7 tỷ VNĐ",Cầu Giấy HÀ NỘI, 50m2,"Bán nhà ngõ ôtô 155 Cầu Giấy 50m2 x 5 tầng + 6 PN, ở cực sướng, giá 6.7 tỷ
- Nhà mình bán nằm trong ngõ ô tô 155 Cầu Giấy, ngõ thông sang Nguyễn Khang
- Vị trí tam giác vàng Cầu Giấy, Kim Mã, Láng, khu vực đắt nhất nhì Cầu Giấy giáp Ba Đình
Nơi tập trung nhiều văn phòng đẳng cấp, các trường đại học top 1 Việt Nam: ĐH GTVT, Ngoại Thương, ĐH Quốc Gia Hà Nội...
- Trường mầm non, cấp 1,2,3 Quan Hoa, Dịch Vọng, trong bán kính 1km
- Chủ nhà còn trẻ, là giáo viên trường chuyên từng du học Pháp về, nay muốn bán nhà để lên chung cư ở
Xem nhà trực tiếp, trong ngoài, đàm phán giá trực tiếp chủ nhà, hỗ trợ pháp lý, ngân hàng, công chứng.
- Sổ đỏ Chính Chủ, cực đẹp sẵn giao dịch.
Liên hệ ngay 0914427333 Mr. Định BĐS thổ cư Cầu giấy
Tư vấn miễn phí - Không mất chi phí - Mua nhà NHƯ Ý
TRÂN TRỌNG !




",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792943.6241689,,,,,
"3,65 tỷ VNĐ",Đường Hoàng Mai phường Tân Mai, 95m2,"   Bán Chung Cư Housinco Premium 288 Nguyễn Xiển 95m2 giá 3.65 tỷ Thanh Xuân . CHUNG CƯ VIP - NHIỀU TIỆN ÍCH - CĂN GÓC - 3 PHÒNG ĐỀU CÓ CỬA SỔ THOÁNG MÁT.   + Vị trí nằm toạ lạc trên đường trục chính vành đai 3. Căn nhà mình bán nằm mặt đường vành đai 3 cực thoáng.   + Căn hộ thiết kế 3 pn 2 vs. Gồm 1 phòng ngủ khép kín và 2 phòng đơn.   + Đặc điểm căn nhà là lô góc 2 mặt thoáng. 3 phòng ngủ đều có cửa sổ quay ra mặt đường. Phòng khách ban công nhìn    sang chung cư Eco Green  + Tiện ích xung quanh ko thiếu thứ gì. Bước chân sang Chung cư Eco Green đầy đủ tiện nghi.   + Toà nhà vừa bàn giao đầu năm .  + Chủ nhà để lại toàn bộ nội thất, khách mua chỉ việc xách vali về ở  +  Toà nhà đã có sổ.       Liên hệ Ms Ngọc 0329399233.",24/10/2022,Tin thường,batdongsan_so_com_vn_1673792944.8628547,,,, 10, 1
