price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Hướng
"7,3 tỷ VNĐ",Đường Xa La phường Phúc La, 50m2,,,,,- Sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán 7.3 tỷ. Cam kết thông tin chuẩn.,18/10/2022,Tin thường,batdongsan_so_com_vn_1673794079.733375, 4,
4 tỷ VNĐ,Đường Thái Thịnh phường Thịnh Quang, 34m2, 8, 5, 3, 3,"- Nhà hai mặt tiền, siêu thoáng quanh năm. - Diện tích rộng 34m2, mặt tiền chính dài tận 3,8m, các tầng phòng công năng đầy đủ. - Vị trí trung tâm, thuận tiện đi lại, gần ĐH Y Hà Nội và Cao Đẳng Y Dược,... - Ngõ thông ra nhiều hướng, ra phố vài bước chân. - Chủ nhà hiền lành tử tế, cần bán gấp để đi ở với các con. - Sổ đỏ chính chủ cất két->sẵn sàng giao dịch.                📞Gọi ngay cho Em Phong: 0343888024  --------------------Sắn sàng phục vụ 24/24.------------------------",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794081.7021067, 4,
"7,4 tỷ VNĐ",Đường Bạch Mai phường Bạch Mai, 75m2, 3, 4, 4, 5,"
    CÁCH MẶT PHỐ 10M - NHÀ ĐẸP - Ở NGAY !!!
Mô tả:
+ Nhà nằm cách mặt phố 10m, diện tích xây dựng từ tầng 1 là 75m. 
+ Rất phù hợp với khách mua ở diện tích rộng ở khu trung tâm nhiều tiện ích vô vàn.
+ Nhà thiết kế mỗi tầng 2 phòng, phòng nào cũng có cửa sổ siêu thoáng, ban ngày không cần bật đèn. Tổng 4 phòng ngủ, bếp wc, sân phơi, đầy đủ tiện nghi cho 2 thế hệ ở đc
+ Sổ vuông đẹp khách thích sang tên trong 1 nốt nhạc.
+ AC quan tâm zalo em Đỗ Hạnh 0845 790 555 hoạc 0911 206 189 thanks AC.
",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794083.2440243, 4,
"10,2 tỷ VNĐ",Đường Đại Cát phường Cổ Nhuế 1, 55m2, 25, 3, 4,," + Vị trí cực đẹp+ Kinh doanh bất chấp. thì đỉnh của + Khu vực đang phát triển mạnh+ Sổ đỏ vuông vắn, sẵn sàng giao dịch.-0913319643
",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794084.70711, 6,
780 triệu VNĐ,Đường Quốc lộ 14 phường Minh Phú, 104m2,,,,,"104m2, 106m2, 128m2 Thanh Trí, Minh Phú, SS hang phân lô F0, giá chỉ 7,x tr/m2 bao sang tên sổ. -          Lô 3 : S = 128m2. -          Chủ đầu tư PL ra nên để giá cho NĐT nhanh tay có thể lướt dc ngay. -
",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794087.6150165, 4,
39 triệu VNĐ,"Số 29 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội", 106m2, 10, 10, 3, 2,"Do cần tiền gấp nên gia đình tôi cần bán để cho con trai đi du học căn hộ 3PN diện tích  106m giá 4,1tỷ sổ đỏ lâu dài. Vị trí: nằm trên mặt tiền đường Tố Hữu với làn đường đôi rộng 27m, 1 phút ra trường THPT OLYMPIA, 2 phút là ra công viên hồ điều hoà, 5 phút là đến Aeon maill Hà Đông Tiện ích:  - Dự án có 5  tầng thương mại dịch vụ phục vụ cư dân. - Bể bơi vô cực 4 mùa trong nhà rộng 820m2. - Trường mầm non quốc tế. - Vườn trên cao Sky Gaden. - TTTM, GYM, SPA, chăm sóc sức khỏe…",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794091.372714, 10, Đông nam
"2,7 tỷ VNĐ",Đường Khuất Duy Tiến phường Nhân Chính, 82m2, 1,, 2, 2,"- Diện tích: 82 m gồm 2 phòng ngủ 2wc- Tiện ích xung quanh đầy đủ: Phía Tây Bắc Bigc, TT hội nghị quốc gia; Phía Đông Bắc là rạp chiếu phim quốc gia Láng Hạ, là Lê Văn Lương, công viên Trung Hòa Nhân Chính. Cửa hàng siêu thị, trường mầm non, trường tiểu học, cty luật chợ dân sinh, CV thanh xuân, trường C1,2,3 AMS......Vvvv.Liên hệ : 0971691867",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794092.7019076,,
"11,2 tỷ VNĐ",Đường Cầu Giấy phường Yên Hòa, 70m2, 3, 7, 14, 14,"
    - Nhà xây trên diện tích sổ đỏ 70m² x 7 tầng thang máy, mặt tiền 4.6 mét thông số vàng. Thiết kế mỗi tầng 2 phòng cực rộng rãi, Full nội thất ( điều hoà nóng lạnh giường tủ sofa bàn trà bếp từ hút mùi, chăn ga gối đệm)Tổng 14 phòng cao cấp khép kín, dòng tiền tren 80tr/tháng- Nhà có khe thoáng sau rất hiếm, giếng trời mát rượi quanh nămhỗ trợ xem nhà 24/2
",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794094.9488955, 4,
800 triệu VNĐ,BA ĐÌNH HÀ NỘI, 80m2, 6,,,,"🎉🎉 Chỉ từ 148tr bạn đã sở hữu cho mình lô đất nằm kẹp giữa Khu Đô Thị và Các KCN lớn ở Hưng Yên , đường 6m trải asphanlt. 🎊 Ưu đãi lớn dành cho khách hàng lên đến 6% khi mua từ sản phẩm thứ 2 tiền vào theo tiến độ linh hoạt trả góp 0% lãi xuất .🎊 Diện tích từ 70-80m2 phù hợp với thiết kế nhà hiện đại .✨ Đường nội bộ 6m trải asphanlt , đủ hướng cho các nhà đầu tư.🌿 Nằm trên trục đường huyết mạch Tân Phúc Võng Phan chạy qua các KCN như Ân Thi- Phù Cừ - Tiên Lữ - Bình Giang - và các KCN lân cận .🌿 Xung quanh là các KCN lớn ở Hưng Yên quy mô rộng gần 400 ha, đối diện là khu quy hoạch Khu Dân Cư Mới Tân Phúc 300 ha. 🌿 Nằm trong khu dân cư đông đúc đầy đủ tiện ích bán kính ko quá 1km 🌿Hạ tần đồng bộ , mốc giới rõ ràng , hệ thống cấp thoát nc đầy đủ 🍃Mua bán chính chủ không qua trung gian .💥Quy trình mua bán :",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794096.266371, 5,
"5,5 tỷ VNĐ",29 Tố Hữu, 123m2, 10, 1, 3, 2,"Suất ngoại giao Căn hộ 3N2VS Sáng Tạo MHD Trung Văn, Nam Từ Liêm - Vị trí: 29 Tố Hữu, Trung Văn, Nam Từ Liêm- 3 phút tới Hồ Mễ Trì- 5 phút tới Vành đai 3, Hầm chui Lê Văn Lương- 15 phút tới Trung tâm Thành phố Hà Nội- Mọi thông tin chi tiết liên hệ qua Số điện thoại/Zalo Vị trí- Trong bán kính 2km có hệ thống giáo dục đa dạng (VD: Trường tiểu học Trung Văn, Trường THCS Trung Văn, Trường THPT Olympia, …)- Trong bán kính 2km có Hồ câu ( Chiến Hiền), sân bóng (Trung Văn, Hải Đăng,…)-Trong bán kính 2km có cơ sở y tế  cấp quận ( Bệnh viện Y học Cổ truyền Bộ Công an)- Trong bán kính 5km tới Vincom Trần Duy Hưng, Royal City, Aeon Mall Hà Đông",18/10/2022,Tin thường,batdongsan_so_com_vn_1673794097.9199476, 10, Tây nam
