price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Lộ giới,Hướng
"2,4 tỷ VNĐ",Thanh Nhàn - Hà Nội, 40m2,"Được coi là 1 trong những tuyến phố đẳng cấp về dân trí an sinh nhất nhì quận Hai Bà Trưng.Ví trí nhà cuộc thuộc đắc địa nhất khu vực nằm  trong mặt ngõ thông sang Bạch Mai, ngõ to rộng sáng thoáng. Bước 1 bước chân là ra mặt ngõ oto, chạy bộ vài bước là ra hồ Võ Thị Sáu. Điện đường trường trạm xung quanh đều đủ cả chỉ mất vài phút là ra được các trường Đại Học lớn như Bách Khoa, Xây Dựng, Kinh Tế Quốc Dân…. Hoặc ra các bệnh viện lớn như Thanh Nhàn, Ung Bướu, Bạch Mai…..Ngôi nhà là hoài bão thời  thanh xuân của gia chủ Tướng tá bên hậu cần nên xây dựng cực kỳ kiên cố tỉ mỉ và tâm huyết, nay do tuổi cao sức yếu lại thêm bị gout đi lại khó khăn không thể leo trèo nên đành dứt ruột bán đi để về ở với con cháu.Tình hình dịch bệnh căng thẳng muốn bán nhanh đứt gọn giá 2.4  tỷ có thương lượng cho khách hữu duyên. Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Phương châm làm việc :- Bán nhà bằng cái tâm và cái tầm.- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý ",17/03/2022,Tin thường,batdongsan_so_com_vn_1673829988.937258,,,,,,
"2,15 tỷ VNĐ","khu tập thể Quân Khu Thủ Đô, 241 Mai Dịch, Cầu Giấy", 70m2,"Chính chủ bán nhà khu tập thể Quân Khu Thủ Đô, 241 Mai Dịch, Cầu GiấyNhà D, cầu thang 2, tầng 5, căn góc 3 mặt thoáng.Diện tích: 70m2, có 2 phòng ngủ, 1 vệ sinh, 1 phòng khách, 1 bếp. Sổ đỏ chính chủ.Vị trí thuận tện giao thông sinh hoạt, gần trường, chợ, khu dân trí cao, an ninh tốt, ô tô đỗ chân cầu thang.Giá bán: 2,15 tỷ.Chính chủ: 0913391568 Nguồn:  http://nhadathanoi.net.vn/chung-cu-can-ho-2/chinh-chu-ban-nha-khu-tap-the-quan-khu-thu-do-241-mai-dich-cau-giay-3554.html",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829990.2796667,, 5, 2,,,
"1,25 tỷ VNĐ","số 4 ngõ 230 Tân Mai, Quận Hoàng Mai", 45m2,"Bán nhà tập thể tầng 1, khu 2 tầng số 4 ngõ 230 Tân Mai, Quận Hoàng MaiDiện tích: 16,3m2Diện tích sử dụng: 45m2- Nhà  2 mặt ngõ, cách ô tô đỗ 6m- Vị trí thuận tiện giao thông, gần trường, gần chợ Tân MaiGiá bán:1,25 tỷ - sổ đỏ riêng quyểnLiên hệ chính chủ: 0915078609  Nguồn:  http://nhadathanoi.net.vn/chung-cu-can-ho-2/ban-nha-tap-the-tang-1-khu-2-tang-so-4-ngo-230-tan-mai-quan-hoang-mai-3552.html",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829991.2500696,, 1,,,,
20 triệu VNĐ/m2,"Biên Giang, Hà Đông, Hà Nội", 58m2,"Bán rẻ trả nợ 58m đất Mỹ,Biên Giang,Hà Đông đường oto tránh cách 50m giá chỉ 20trDo cần tiền trả nợ nên cần bán rẻ hơn trong khu vực. Thiện chí bán ngay. Đừng lướt qua khi cơ hội đến.- Diện tích 58m2 mặt tiền 4,7m, đường 6m. Đất vuông vắn. Không lỗi phong thuỷ+ Mô Tả:Cách trường Mầm Non, cấp 1, cấp 2 , UBND phường Biên Giang, chợ đầu mối Biên Giang khoảng 1 km nên tiện ích đầy đủ, giao thông di chuyển rất thuận lợi.- Pháp lý rõ ràng, sổ đỏ chính chủ.Liên hệ xem đất 24/7: Mr. Dương/0914450004.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829992.2883306, 4,,,, 3,
"3,15 triệu VNĐ",Phú Viên phường Bồ Đề, 35m2,"Bán đất Phú Viên - Bồ Đề - Long Biên DT35m, MT 3.2Giá nhỉnh 3 tỷ, tọa lạc ngay chân cầu Chương Dương , vị trí ô tô tránh, sang phố chỉ 5 phút, rất nhiều khách phố cổ tìm mua.+ Sổ đỏ chính chủ, sẵn sàng giao dịch. Lh: Mai ĐA 0983724773.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829993.355916,,,,,,
"25,2 tỷ VNĐ","Hoàng Cầu, Đống Đa, Hà Nội", 125m2,"Bán nhà phân lô 34 Hoàng Cầu, Đống Đa, 125m2, 6 tầng, mặt tiền 9m, giá chào 25.2 tỷ có thương lượng.LÔ GÓC 2 MẶT TIỀN Ô TÔ TRÁNH - GARA - THANG MÁY - SÁT HỒ HOÀNG CẦU - KINH DOANH.+ Vị trí trong khu phân lô Hoàng Cầu cạnh chung cư Tân Hoàng Minh 36 Hoàng Cầu.+ Nhà lô góc 2 mặt tiền ô tô tránh, tận hưởng hồ Hoàng Cầu thoáng mát quanh năm.+ Có thể vừa ở vừa cho thuê làn văn phòng công ty.+ Thiết kế 6 tầng thang máy, Gara ô tô, gồm 6 phòng ngủ rộng, vệ sinh khép kín.+ Sổ đỏ chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829994.5148141,,,,,,
"3,75 tỷ VNĐ",Đê La Thành Nhỏ- Đống Đa, 31m2,"NHÀ ĐẸP ĐÊ LA THÀNH- ĐỐNG ĐA- NHÀ NẰM VỊ TRÍ MẶT NGÕ- KHU VỰC ÍT NHÀ BÁN - Diện tích 31m2, 4 tầng, mt 3.5m. GIÁ NHỈNH 3 TỶ - Cách đúng 1 nhà ra mặt phố ĐÊ LA THÀNH, tiện ích đầy đủ- Nhà chủ tự thiết kế 4 tầng khung cột bê tông rất chắn chắn- Sổ đỏ nở hậu LH 0962842028 (zalo)",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829995.6816936, 3, 4,,,,
"6,8 tỷ VNĐ",Thái Thịnh - Đống Đa, 53m2,"BÁN GẤP NHÀ THÁI THỊNH - ĐỐNG ĐA- LÔ GÓC 3 MẶT  THOÁNG- THIẾT KẾ HIỆN ĐẠI - Diện tích 53m2, 5 tầng, mặt tiền 4m, GIÁ NHỈNH 6 TỶ- Gần ngay mặt phố, chủ tự tay xây dựng, mới ở được mấy năm.- Ngõ thoáng rộng, thẳng, ba gác phóng.- Thiết kế có 2 giếng trời, nhà tràn ngập ánh sáng tự nhiên. SỔ ĐỎ SẴN SÀNG GIAO DỊCH 0962842028 (zalo)",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829996.9004323, 4, 5,,,,
"14,5 tỷ VNĐ","Thái Hà, Đống Đa, Hà Nội", 55m2,"Bán nhà mặt ngõ 165 phân lô phố Thái Hà, Đống Đa 55m2, 6 tầng nhà mới, mặt tiền 6, giá chào 14.5 tỷ có thương lượng.PHÂN LÔ LÔ GÓC PHỐ THÁI HÀ 6 TẦNG THANG MÁY NHÀ MỚI- Ô TÔ TRÁNH, GARA Ô TÔ - KINH DOANH.+ Vị trí đắc địa trung tâm quận Đống Đa, lô góc 2 mặt tiền, 6 tầng nhà mới, ô tô tránh kinh doanh các loại mặt hàng.+ Thiết kế 6 tầng thang máy và 4 phòng ngủ rộng, vệ sinh khép kín.+ Giao thông thuận lợi, cách phố Thái Hà 60m, 100m phố Yên Lãng, Rạp chiếu phim Quốc gia...+ Sổ đỏ chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829997.9496255, 6, 6, 7, 7, 7,
"2,86 tỷ VNĐ","Thôn Sơn Du, Nguyên Khê , Đông Anh", 63m2,"Mô tả:- Thôn Sơn Du nằm sát Đại lộ Võ Nguyên Giáp, cách Cầu Nhật Tân 10 phút đi xe, cách sân bay Nội bài 15 phút.- Đất mình bán có vị trí đẹp, đã chia 5 lô, toàn bộ là đất thổ cư, khách mua là chủ sang tên trực tiếp.- Hiện trạng đang có 5 lô, tất cả các lô oto đều dừng đỗ thoải mái trước đất.- Khu vực dân cư đông đúc, an sinh tuyệt vời, dân trí cao, an ninh tốt.-Xung quanh đang phát triển rất mạnh về các dự án cụm công nghiệp , trường học, cơ sở hạ tầng đẹp.- Pháp lý chuẩn, sổ đỏ sẵn sàng giao dịch.- Giá chào 2x tỷ có thương lượng.- Liên hệ : em Sơn Nhà Đất 0915126183. ",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829999.229203, 5,,,,,
