price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"11,3 tỷ VNĐ",Đường Lạc Long Quân phường Quảng An, 75m2, 5,"- Nhà nằm ở vị trí đẹp trên phố Lạc Long Quân,ngay sát hồ cực kỳ thoáng mát sáng dậy làm vài vòng chạy quanh hồ rất tuyệt, khu vực đang rất phát triển giao thông thuận lợi đường sá thông thoáng, không khí trong lành mát mẻ tiện ích rất tốt.- Xung quanh dân trí cao an ninh tốt rất nhiều căn nhà cao tầng, nhà xây chất lượng rất đẹp phù hợp ở hoặc thiết kế căn hộ cho thuê. - Nhà 5T thiết kế khung cột chắc chăn, mặt tiền rộng xây vô cùng mỉ, các phòng đều rộng rãi thoáng mát.- Pháp lý chuẩn, sổ đỏ đẹp- Gía: 11,6 tỷLiên hệ tôi, KIM CƯƠNG 0939.286.833  uy tín,hỗ trợ tân tâm giá giao dịch tốt nhất thị trường. ",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822661.5608606, 6, 5, 4, 5
"17,9 tỷ VNĐ",Đường Kim Mã phường Kim Mã, 68m2, 6,"- Vị trí: nhà có Vị trí thuộc đẹp và VIP bậc nhất Quận Ba Đình, ngõ thông oto tránh, 1 nhà ra Phố, vài phút ra Hồ Ngọc Khánh, công viên Thủ Lệ, TTTM Lotte, Metropolis...an sinh, tiện ích bậc nhất Thủ Đô.Kinh doanhh cực đỉnh, mặt tiền siêu rộng.- Thiết kế: Nhà chủ tự xây kiên cố, chắc chắn, móng 7 tầng có thể LẮP THANG MÁY, thiết kế cơ bản tầng 2 phòng khép kín, cầu thang cuối.Giá 17.9 tỷ ( Thương lượng tốt)- Sổ đỏ chính chủ,pháp lý chuẩn 100%Liên hệ Kim Cương 0939.28.6833 - uy tín, hiểu khu vực, hỗ trợ tận tâm giá giao dịch tốt nhất thị trường. ",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822662.587109, 6, 6, 5, 5
"9,6 tỷ /tháng","Đa Sỹ, Kiến Hưng, Hà Đông, Hà Nội", 70m2,," # Bán nhà mặt phố Đa Sỹ, Hà Đông, Hà Nội. Vỉa hè rộng đường ô tô tránh, kinh doanh tấp nập phù hợp nhiều loại hình, hoặc xây tòa nhà Văn Phòng cho thuê càng đỉnh. DT 70m, C4, giá chỉ dưới 10 tỷ. + Vị Trí: tiếp giáp phường Hà Cầu và Nguyễn Trãi, tọa lạc nơi đắc địa nhất nhì mặt phố trục chính đường Đa Sỹ quận Hà Đông. + Tiện ích: gần Chợ Lớn Hà Đông, Sân Vận Động Hà Đông, nhiều TTTM, Ngân hàng, trường C1,2,3, khu vui chơi, trung tâm phố tiện ích. + Giao thông:  di chuyển Bà Triệu, Tô Hiệu, Lê Hồng Phong, Chưng Nhị, Lê Lợi, Quang Trung, Xa La, Phùng Hưng, 19/5, Trần Phú, Nguyễn Trãi quận Thanh Xuân vô cùng thuận lợi. + Nhà C4 không có gì mô tả. Chủ mới mua về có thể ở và kinh doanh luôn hoặc xây lại mới 5 -7 tầng tòa Văn phòng thì đẹp lắm. + Giá  9.6 tỷ. chỉ ra lộc + Sổ đỏ chính chủ, sẵn sàng giao dịch. # HotLine: 0906113879 Tình nhà phố ( chuyên mua bán và nhận ký gửi, nhà phố, nhà dòng tiền, LK. Có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822663.5405586, 10, 1, 1,
16 tỷ VNĐ,Hà Nội, 70m2,,"Bán nhà Phạm Ngọc Thạch, kinh doanh tốt - LH: 0856 968 656.Chủ xây để ở nên rất tâm huyết có thể vừa ở vừa kinh doanh hoặc cho thuê đều thích hợp.Diện tích 70 m2, đường 2 ô tô tránh, chạy vòng quanh, 6 tầng thang máy, mặt tiền 5 m.Vị trí cực đỉnh, nằm tại con ngõ đẹp nhất phố tiếp giáp phố Đặng Văn Ngữ, Giải Phóng, Lương Đình Của, Đông Tác, Trường Chinh, Hồ Đắc Di, Phương Mai, Xã Đàn, Hoàng Cầu, Tôn Đức Thắng…Sổ đỏ chính chủ sẵn sàng giao dịch.Giá chỉ 16 tỷ tương lượng chính chủ bao sang tên, tặng full nội thất xịn.Liên hệ ngay Mr Bình chuyên nhà đẹp Hà Nội - 0856 968 656.",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822664.773262,,,,
"11,4 tỷ VNĐ",Đường Kim Mã phường Kim Mã, 65m2, 5,"Bán nhà phân lô Ba Đình 65m, MT 5M, Ôtô, nhà gần phố, yên tĩnh giá chỉ 11,6 tỷ- Nhà gần Công Viên Thủ Lệ - Nhà thiết kế 5 tầng. - + Tầng 1: Gara + Bếp- + Tầng 2: Phòng khách + Phòng ngủ- + Tầng 3: Phòng ngủ master - + Tầng 4: 2 Phòng ngủ + Wc- + Tầng 5: Phòng thờ + Sân phơi. - Sổ đẹp, giao dịch ngayLiên hệ Tôi CƯƠNG THỔ CƯ 0936.288.283 ( Luôn hỗ trợ tận tâm nhất)TÔI CAM KẾT: Cung cấp sản phẩm chính chủ không tranh chấp khiếu kiện. Việc đảm bảo giao dịch được an toàn và nhanh chóng là trách nhiệm của tôi. Xin cảm ơn! ",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822665.88429, 7, 6, 5, 4
"8,9 tỷ VNĐ",nguyễn trãi, 80m2,,"+ Bán nhà. Nguyễn Trãi, Thanh Xuân. Ô tô Kinh Doanh 80m2 x 5 tầng, Mặt tiền 4m. Giá 8.9 tỷ.  ÔTÔ, KINH DOANH - NHÀ ĐẸP - AN SINH ĐỈNH.  Mô tả: + Nhà vị trí nằm gần ngã tư Khuất Duy Tiến – Nguyễn Trãi. Ngõ trước nhà rộng ô tô ra vào thoải mái, thông tứ phía kinh doanh tốt. + Đầu ngõ 2 Khuất Duy Tiến là dự án của Tập đoàn Sunshine Group với tổ hợp chung cư, văn phòng, trung tâm thượng mại đẳng cấp 5*. + Nhà gần chợ, trường Đại học Khoa Học Xã Hội Và Nhân Văn, Đại Học Quốc Gia Hà Nội. siêu Thị, Trung Tâm Thương Mại Roayal city và rất nhiều các tiện ích khác. . Nhà của quan chức nên chất lượng nhà xây rất tốt nội thất dùng toàn đồ sịn chủ mới về chỉ việc ở. + Thiết kế nhà 5 tầng: - T1: Phòng khách, phòng ngủ nhỏ, vệ sinh. - T2: Phòng khách 2, bếp, wc. - T3, 4: mỗi tầng 2 phòng ngủ khép kín. - T5: Phòng thờ, sân phơi, sân tập thể dục. + Sổ đỏ vuông đẹp, sẵn sàng giao dịch,  LH: E KHÁNH: 0988960891 ",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822667.0591488,, 5, 4, 3
"10,8 tỷ VNĐ",Đường Võng Thị phường Quảng An, 75m2, 4,"
    
Mô tả :

Nhà mặt ngõ ô tô thông các ngả, cách mặt hồ tây 50m, ngõ thoáng, sạch sẽ. Sáng chiều đi bộ ra Hồ Tây ngắm cảnh

 Sổ đỏ chính chủ, sang tên nhanh chóng, gọn nhẹ.

Liên hệ Tôi CƯƠNG THỔ CƯ 0936.288.283 ( Luôn hỗ trợ tận tâm nhất)TÔI CAM KẾT: Cung cấp sản phẩm chính chủ không tranh chấp khiếu kiện. Việc đảm bảo giao dịch được an toàn và nhanh chóng là trách nhiệm của tôi. Xin cảm ơn! ",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822668.1003602, 8, 5, 5, 6
3 tỷ VNĐ,Đường Xa La phường Phúc La, 34m2, 3,"- Vị trí cực đẹp, cách 200m là bãi gửi ô tô, trước nhà ba gác tránh thoải mái, tương lai mở cửa sau của HV Quân Y thì kinh doanh buôn bán thoải mái - Mô tả: Nhà duy nhất xây 5 tầng bê tông trong cả khu, thiết kế cực đẹp, chủ để lại toàn bộ nội thất - Tầng 1: Phòng khách + bếp + wc. - Tầng 2,3,4: Mỗi tầng 01 PN + WC - Tầng 5: Phòng thờ + sân phơi. + Vị trí ngay cổng làng Xala rẽ phải, trước nhà Ba gác tránh, 50m ô tô vù vù, sau nhà là Học viện Quân y, an ninh tuyệt đối. + Chủ nhà công chức nhà nước rất hợp tác, ở có lộc, mới mua nhà to hơn nên cần thanh khoản. Anh chị em tự tin dẫn khách. + Sổ đỏ chính chủ sẵn sàng giao dịch. Liên hệ 0936206176
Xala - Hà Đông
",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822669.1227088, 5, 5, 3, 3
"33,6 tỷ VNĐ",Đường Dương Khuê phường Mai Dịch, 140m2, 21,"* LÔ GÓC - VỈA HÈ Ô TÔ TRÁNH – KINH DOANH. * THỬA ĐẸP, MẶT TIỀN KHỦNG 21M CỰC HIẾM – GIÁ BÁN GẤP. ---------------------------------------------------- + Vị trí: Mặt ngõ rộng ô tô tránh, đỗ chạy vòng quanh, khu đấu giá, đường thông, vỉa hè rộng. Giao thông cực thuận tiện đi Hồ Tùng Mậu – Lê Đức Thọ - Nguyễn Hoàng…   + Đất phù hợp xây nhà ở, văn phòng, khách sạn...   + Sổ đỏ chính chủ. Cần tiền bán gấp. + Liên hệ Mr Huấn 0862385889 – Miễn Môi giới. ",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822670.219774,,,,
"2,3 tỷ VNĐ",cổ đông sơn tây, 100m2, 5,"Chủ cần bán mảnh đất 100m2 full thổ cư tại cổ đông sơn tây giá chỉ nhỉnh 2 tỷ bạn đã có thể sở hữu mảnh đất tiềm năng này mảnh đất ngay cạnh tomodachi và landvilla chỉ cách khoảng 1km cách ubnd xã cổ đông 1.3km cách trường tiểu học và chợ 2km gần trường sỹ quan lục quân 1 mảnh đất vuông vắn với 5m mặt tiền đường rộng 9.5m rộng thoáng xung quanh dân cư đông đúc, hàng xóm thân thiện Phù hợp kinh doanh buôn bán, xây nhà sinh sống hoặc đầu tư sinh lời.... sổ sách pháp lý đầy đủ sẵn sang tên trong ngày LH 0966964606 e tuấn",29/05/2022,Tin thường,batdongsan_so_com_vn_1673822671.6584496,,,,
