price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Details,Ngày đăng,Loại tin,id,Số phòng ngủ,Số toilet,Hướng
"2,5 tỷ VNĐ",nhà 52 ngõ 54 Nguyễn trường tộ, 23m2,,, 4,"- Phố Nguyễn Trường Tộ, Phường Trúc Bạch, Ba Đình, Hà Nội Cách phố Nguyễn Trường Tộ 50m, gần chợ 300m, gần trường tiểu học trường cấp 2, 3 khoảng 500m, nhiều tiện ích. – Giá: 2,5 tỷ có thương lượng ",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831200.0602965, 2, 2, Tây
"11,2 tỷ VNĐ",Mặt ngõ Vương Thừa Vũ, 55m2, 3, 5, 6,"Bán nhà PL Quân Đội Vương Thừa Vũ Thanh Xuân.Hà Nội Diện tích 55m2 x 6 tầng thang máy, ô tô vào nhà . full nội thất chủ nhà đã lắp hết điều hòa âm tường và bình nóng lạnh, trước nhà đường rộng ô tô chạy thông qua nhàThiết kế hiện đại, phong cách Châu ÂuTầng 1:gara ô tô,phòng ngủ.Tầng 2 Phòng khách sang trọng, Phòng ngủ, vệ sinhTầng 3,4: Mỗi tầng 2 phòng, vệ sinh từng tầngTầng 5: 1 phòng ngủ rộng, bếp.Tầng 6: Phòng thờ, phòng máy, sân phơiVị trí đắc địa, nằm trong khu Phân lô Quân Đội, thông các ngả, sát Hoàng Văn Thái, Trường Chinh  Cách ngã tư Sở 500m, đường ô tô trải nhựa. SĐCC, Giá bán 11.2 tỷ có thương lượng, bao sang tên liên hệ chị Yến ĐT:0702138238",25/02/2022,Tin thường,batdongsan_so_com_vn_1673831201.1942632, 6, 5, Đông bắc
"11,2 tỷ VNĐ",ngõ 91 Hoàng Văn Thái, 55m2, 3, 5, 6,"Bán nhà PL Quân Đội Vương Thừa Vũ Thanh Xuân.Hà Nội Diện tích 55m2 x 6 tầng thang máy, ô tô vào nhà . full nội thất chủ nhà đã lắp hết điều hòa âm tường và bình nóng lạnh, trước nhà đường rộng ô tô chạy thông qua nhàThiết kế hiện đại, phong cách Châu ÂuTầng 1:gara ô tô,phòng ngủ.Tầng 2 Phòng khách sang trọng, Phòng ngủ, vệ sinhTầng 3,4: Mỗi tầng 2 phòng, vệ sinh từng tầngTầng 5: 1 phòng ngủ rộng, bếp.Tầng 6: Phòng thờ, phòng máy, sân phơiVị trí đắc địa, nằm trong khu Phân lô Quân Đội, thông các ngả, sát Hoàng Văn Thái, Trường Chinh  Cách ngã tư Sở 500m, đường ô tô trải nhựa. SĐCC, Giá bán 11.2 tỷ có thương lượng, bao sang tên liên hệ chị Yến ĐT:0702138238",28/02/2022,Tin thường,batdongsan_so_com_vn_1673831202.2993057, 6, 5, Đông bắc
"5,45 tỷ VNĐ",ngõ phố Thanh Nhàn, 55m2, 3, 3, 4,"Bán căn nhà dân ngõ 101 Thanh Nhàn, phường Quỳnh Lôi, HBT. ngõ thông sang 167 Thanh Nhàn, Ngõ Quỳnh, có sân cổng riêng cực đẹp.Cách phố chỉ 50m- Diện tích 55m2, nhà dân xây 4 tầng, thiết kế có sân riêng để xe. nhà xây kiểu biệt thự Mini, phía sau có tiểu cảnh:+ Tầng 1: Sân cổng để xe, Phòng khách, phòng bếp, wc phụ, tiểu cảnh.+ Tầng 2, 3: Mỗi tầng 2 phòng ngủ rộng + WC.+ Tầng 4: Phòng thờ + sân phơi.- Nội thất được gia đình lựa chọn kỹ lưỡng gồm: Cầu thang đá, tủ bếp gỗ sồi Nga, thiết bị vệ sinh ToTo, trần thạch cao phòng khách, phòng ngủ, các phòng được lát sàn gỗ công nghệ Đức.- Nhà nằm trong khu vực cán bộ dân trí cao, an ninh tốt. Gần công an, UBND phường, chợ, trường mầm non, tiểu học và các trường đại học.- Giá bán: 5.45 tỷ (có thương lượng) bao phí sang tên sổ đỏ. liên hệ chị Yến ĐT:0702138238",01/03/2022,Tin thường,batdongsan_so_com_vn_1673831203.293647, 4, 4, Đông nam
"9,477 tỷ VNĐ",25 lê văn lương, 160m2,,, 8,"
    Dự án BRG Dimond Residence 25 Lê Văn Lương hiện tại đã có căn hộ mẫu.
Quý khách đăng ký thăm quan căn hộ mẫu liên hệ ngay.
- Thanh toán sớm 95% CK 7%.
- Hỗ trợ vay 65% lãi suất 0% 12 tháng.
- Tặng gói miễn phí dịch vụ quản lý 12 tháng.
- Tặng 1 năm phí đỗ xe ô tô.
- Thời điểm bàn giao: Quý 2/2022.
* Chủ đầu tư: Công ty Cổ phần Dịch vụ và Kinh doanh bất động sản Hà Nội.
- Đơn vị phát triển dự án: Tập đoàn BRG.
- Đơn vị thi công: Tập đoàn Xây dựng Hòa Bình.
- Hành lang 2,1m trần cao 3,6m 4,5m.
- Dịch vụ quản lý khách sạn 5 sao (Savills quản lý).
- Vị trí dự án: 25 Lê Văn Lương, phường Nhân Chính, Thanh Xuân, HN (ngã tư Lê Văn Lương giao với Hoàng Đạo Thúy).
- Quy mô khu cao tầng: 2 tòa D01 và D02 chung 1 khối đế cao 35 tầng.
Diện tích căn hộ bao gồm:
- Căn hộ 2PN: 61m2 giá từ 4.2 tỷ (chưa tính chiết khấu).
- Căn hộ 3PN: 103m2 - 120m2 - 144m2 giá từ 6,8 - 8,4 tỷ (chưa tính chiết khấu).
- Căn hộ 4PN: 160m2 giá từ 10 tỷ - 10,7 tỷ (chưa tính chiết khấu).
* Tiện ích căn hộ BRG 25 Lê Văn Lương:
- Khối đế trung tâm thương mại 5 tầng với nhiều thương hiệu thời trang và ẩm thực quốc tế, sảnh coffe Starbucks với diện tích 5002m2.
- Bể bơi, vườn dạo bộ, sky bar, BBQ, khu vui chơi trẻ em, gym, spa tại tầng 5M.
- Vườn thiền, khu đá massage, khu tâm linh, vườn yoga, sky coffe tại tầng mái.
Quý khách hàng liên hệ để nhận được báo giá chi tiết và đăng ký lịch tham quan căn hộ thực tế: Thanh Huy 0865992501
",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831204.2490892, 3,, Tây nam
75 triệu VNĐ/m2,số 8 Lê Đức Thọ, 108m2,,,," CĂN HỘ MỸ ĐÌNH- ĐẲNG CẤP 5 SAO   THE ZEI - XỨNG TẦM GIA CHỦ
Số 8 Lê Đức Thọ,Mỹ Đình,Nam Từ Liêm,HN
  Vị Trí Trung tâm và thuận tiện nhất Mỹ Đình
Nơi giúp bạn có mọi thứ chỉ chưa đầy 5 phút lái xe.
Trường Điểm, trường Quốc Tế, Bệnh viện Quốc Tế, Trung tâm mua sắm, Trung tâm Thể Thao, Công Viên...vv…


 THIẾT KẾ - Đẹp nhất Mỹ Đình
Căn 2 phòng ngủ: 84 - 89 - 92m2
Căn 3 phòng ngủ: 103 - 104 - 106 - 108m2.
 Với 100% phòng ngủ, phòng khách, phòng bếp áp sáng.
Tối ưu công năng trên từng centimet


 BÀN GIAO: Full Nội thất - Chất lượng nhất Mỹ Đình
Với hàng loạt thương hiệu lớn và vật liệu tuyển chọn
 Sàn tre, Thiết bị vệ sinh Growhe Cao cấp,
 Điều hòa âm trần Hitachi, Nội thất bếp An Cường,
Thiết bị bếp Hafele, Hệ Kính cửa sổ và ban công Low-E 3 lớp Eurowindow,
 Khóa bảo mật Kadass có Vân tay...


 TIỆN_ÍCH : Tiện lợi và đáng sống nhất Mỹ Đình
️ Với Bể bơi 4 mùa rộng và đẹp nhất Mỹ Đình
️ Phòng Gym 5 Sao, Trung tâm thương mại có rạp chiếu phim, Thư viện cộng đồng.
 Cùng hệ thống Sân vườn, khu vui chơi liên hoàn đẳng cấp.


 CHÍNH SÁCH BÁN HÀNG: Tặng nhiều quà nhất Từ trước đến nay
 Chiết khấu 8% trừ thẳng vào giá
 Quà tặng nội thất lên tới 400 triệu
 Hỗ trợ lãi suất 0% trong 24 tháng
 Tặng thêm 1% khi mua căn hộ thứ 2
 Chỉ đóng 30% nhận nhà về ở
 Tổng mức ưu đãi lên tới 800 triệu đồng.


Em Đức:032.737.5585",26/02/2022,Tin thường,batdongsan_so_com_vn_1673831205.6653485, 3, 2, Đông bắc
52 triệu VNĐ/m2,Số 8 Lê Đức Thọ - Mỹ Đình - Nam Từ Liêm - Hà Nội, 108m2,,,,"HƠN CẢ SỰ MONG ĐỢI   Trong bối cảnh Hà Nội khan Hiếm Quỹ đất bạn đang loay hoay chưa tìm được nhà ưng ý !
-Bạn đã sống quen ở Cầu Giấy - Mỹ Đình !
- Bạn muốn tìm 1 căn Hộ cao cấp có đầy đủ tiện ích khác với những chung cư cũ !
Trong bối cảnh giá bds ngày 1 leo thang - nhà mặt đất phố LÊ ĐỨC THỌ đang giao động 250-400tr/m
 Vậy hãy tìm hiểu
chung cư cao cấp [ THE ZEI ] thành phố thẳng đứng !
 Chỉ từ 50tr/m thanh toán nhận nhà ngay .
 Với 1.8 tỉ đã sở hữu căn 90m với chính sách hỗ trợ 70% trong 24T
 thanh toán chiết khấu 8%
 Quà tặng nội thất 200-300tr khi đặt mua .
- Diện tích đa dạng 2 ngủ 90m
- Căn hộ 3 ngủ : 103-108m
- Sở hữu lên tới 2 ban công !
Duplex và Penhouse vẫn còn căn siêu đẹp
 Toạ Lạc tại số 8 Lê Đức Thọ - Mỹ Đình
 ngoại trừ tiện ích đồng bộ khu vực phát triển
Tại dự án
 Tổ hợp cao ốc 42 Tầng nổi 4 tầng hầm top 10 toà cao nhất Hà Nội !
4 tầng Trung tâm thương mại :
mang đến những trải nghiệm tuyệt vời.


Còn gì tuyệt vời hơn khi sống tại 1 toà nhà có đầy đủ mọi thứ mà giá bằng 1/6 nhà mặt đất !


LH: 032.737.5585 để đc trải nghiệm dự án và tham quan căn hộ !

",02/03/2022,Tin thường,batdongsan_so_com_vn_1673831207.214261, 3, 2,
7 tỷ VNĐ,"Văn Khê, Hà Đông", 50m2, 4,, 6,"Cần bán RẤT GẤP căn nhà Liền Kề khu Đô thị Văn Khê, 6 tầng thang máy, vỉa hè 3m. 50m2 x 4.5MT - CHẴN 7 TỶ- Nhà xây mới, hiện đại- Khu vực sầm uất, tiện ích full- Vỉa hè rộng, để xe ngày đêm.- Thiết kế: T1: Gara + vs                 T2: P.Khách + Bếp + vs                 T3: 1 phòng ngủ Vip + Vs Vip (rộng, có buồng xông hơi và bồn tắm sục thư giãn)                 T4+5: Mỗi tầng 2 PN, 1 vs chung.                 T6: Phòng thờ + Sân phơi + vườn rau sạch.***Liên hệ xem nhà: Mr. Tuấn: 0978275753 - 0945149988",02/03/2022,Tin thường,batdongsan_so_com_vn_1673831208.5875869, 5, 5,
"18,8 tỷ VNĐ",Hà Nội., 63m2, 4,, 6,"NGÕ TO NHƯ PHỐ - VỈA HÈ RỘNG HAI BÊN -  6 TẦNG THANG MÁY - KINH DOANH SẦM UẤT. -Diện tích: 63m2 x 6 tầng, mặt tiền 4.4 m.  Mô tả: + Mặt ngõ rộng kinh doanh sầm uất vỉa hè rộng hai bên, chủ đang cho đơn vị kinh doanh thuê xấp xỉ 50 triệu/tháng. + Nhà 6 tầng đẹp nhất nhì phố thang máy vi vu. + Trước nhà là sân chơi nhà văn hoá thuận tiện chỗ để xe. + Thông Huỳnh Thúc Kháng , Nguyễn Chí Thanh.  Thiết kế: +Tầng 1-2-3-4 hiện đơn vị thuê đang làm chuỗi dịch vụ tóc - spa. Tổng 8 phòng riêng biệt. + Nhà thiết kế lệch phòng hiện đại thoáng sáng.  + Sổ đỏ chính chủ, giao dịch ngay.  Giá: 18.8 tỷ (có thương lượng). Liên hệ: Vân Anh nhà đẹp mặt phố: 0949 – 518 – 288 - Chuyên BĐS đất thổ cư. (Miễn Môi giới)",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831209.5699606, 8,,
"2,7 tỷ VNĐ",Phố Minh Khai Quận Hai Bà Trưng, 24m2, 3,, 4,"Nhà thiết kế 4 tầng : Tầng 1 : phòng khách + bếp + WC Tầng 2 +3 : phòng ngủ + WC Tầng 4 : phòng thờ + sân phơi ( có thể cải tạo phòng ngủ nếu muốn ) Sổ đỏ chính chủ, sẵn sàng giao dịch",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831213.5036354, 2, 3,
