price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"3,5 tỷ VNĐ","Đường Hoàng Mai, Phường Hoàng Văn Thụ", 37m2, 4, 3, 5, 4,"NHÀ MỚI, SIÊU ĐẸP, GẦN PHỐ, TIỆN ÍCH VÔ VÀN.- Diện tích 37m x 5T.- Sổ đỏ chính chủ, cất két.- Giá chào 3.5 tỷ, có thương lượng.- Thiết kế tinh tế từng đường nét.- Với 4 phòng ngủ rộng, sáng thoáng, phòng nào cũng có cửa sổ to rộng.- Đầy đủ công năng, cho cuộc sống tiện nghi, thoải mái.- Gần nhiều chợ dân sinh, gần TTTM lớn.- 10 phút ra Bệnh viện Bạch Mai, Việt pháp...- 10 phút ra Các trường đại học Xây Dựng, Bách Khoa, KTQD...- Anh chị quan tâm liên hệ NGUYỄN DƯƠNG: 0825920555.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797562.6793845, 4,
"3,3 tỷ VNĐ",phố thành công, 40m2, 4, 2, 4, 2,"Bán nhà ngõ phố Thành Công #ba đình DT 40m2 x 4tầng mt 4,2m giá chỉ nhỉnh 3tỷ. 𝐌𝐀̣̆𝐓 𝐍𝐆𝐎̃ 𝐓𝐇𝐎̂𝐍𝐆 - 𝐕𝐄̂̀ 𝐎̛̉ 𝐋𝐔𝐎̂𝐍 - 𝐒𝐀̂𝐍 𝐂𝐎̂̉𝐍𝐆 Đ𝐄̂̉ 𝐗𝐄 - 𝐋𝐄̂𝐍 𝐓𝐀̂̀𝐍𝐆 Đ𝐔̛𝐎̛̣𝐂 Mô tả: + Nhà bị khuất mặt tiền, chủ nhà để 10m2 làm lối vào, để xe. Nhà xây trên diện tích 30m2. + Gần mặt phố Thành Công, ngõ thông xe máy tránh sang Láng Hạ, Đê La Thành. Thiết kế: Tầng 1: Khách, bếp. Tầng 2,3: Mỗi tầng 1 ngủ + vs Tầng 4: Phòng thờ, sân phơi. Sổ đỏ chính chủ, sẵn sàng giao dịch. + Chi Tiết Xin Liên Hệ Bùi Anh Thái. 1979 - 0987.862962.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797564.4306357, 3,
"12,5 tỷ VNĐ",Đường Dương Quảng Hàm phường Quan Hoa, 70m2, 4, 4, 5, 6,"
    + Nhà đẹp ở luôn, trước chủ cho thuê 27tr/ tháng, nay thu về để tiện giao dịch mua bán.
",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797566.5890875, 5,
"5,7 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 41m2, 4, 2, 5, 6,"
    BÁN NHÀ NHÀ ĐẸP MỸ ĐÌNH - 6 NGỦ ĐỦ CÔNG NĂNG - CÁCH PHỐ NGUYỄN HOÀNG 20M 
 
+ 41m2x 5 tầng, giá 5.7 tỷ 
+ Nhà xây được 2 năm rất mới, thiết kế lệch tầng, tổng 6 phòng ngủ thoáng đãng, chỉ bê đồ đến ở.
+ Nhà xây đẹp, đủ công năng, ở cũng tốt mà cho thuê cũng ra tiền
+ Cách mặt phố 20m. Có sân để xe thoải mái. Ô tô đỗ mặt phố.
+ Sổ nở hậu cực đẹp, cất két sẵn giao dịch. 
",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797568.4635873, 6,
"7,6 tỷ VNĐ",Đường Quốc lộ 5 phường Kiêu Kỵ, 60m2, 4, 15, 5, 4,"Căn liền kề phân khu Thời Đại kinh doanh nhộn nhịp chính sách bán hàng ưu việt,  Loại hình: Liền kề được kinh doanhMã căn: TĐ 3 - XXDiện tích: 60m2Mặt tiền 4mChiều sâu: 15mHướng: Tây Bắc TẠI SAO nên chọn mua căn liền kề phân khu Thời Đại- Lợi thế giao thương vượt trội: gần 2 tòa văn phòng, khu nhà ở cao tầng, công viên cây xanh kết hợp bể bơi phong cách resort, gần TTTM Vincom- Vị trí kim cương giao thương huyết mạch: nằm tại cửa ngõ dự án - trung tâm Quận Ocean park, nằm tại vị trí giao thoa đường vành đai 3.5 và đại lộ bốn mùa 51m, nằm giưa cao tốc 5B và quốc lộ 5A- Sở hữu siêu tiện ích: gần hồ tạo sóng Royal Wave Park 18ha, vịnh Thiên Đường Paradise Bay 12ha và khu công viên Vinwonder và hồ nước mặn 4 mùa- Chính sách bán hàng vượt trội, hơn hẳn gửi tiết kiệm ngân hàng. #TheCrown#VinhomesOceanPark#thoidai",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797570.6645505, 5,
"3,8 tỷ VNĐ","93 Láng Hạ, quận Đống Đa, Hà Nội", 47m2,,,, 1,"📣📣📣 SIÊU HOT!!! Quỹ hàng 45 căn dự án chung cư cao cấp GREEN DIAMOND tại 93 Láng Hạ💥 Vị trí siêu đặc địa, ngay tại trung tâm nội đô Hà Nội với xung quanh là các trụ sở của những doanh nghiệp lớn nhất Việt Nam như: PVN, VP Bank, MB bank,... Cho thấy tiềm năng phát triển rất lớn.💥 Ngay gần rạp chiếu phim quốc gia; các trường đại học lớn, ngay gần Vincom Nguyễn Chí Thanh,... cực kì thuận tiện cho việc sinh sống của cư dân. - Chủ đầu tư Vinaconex cực uy tín và tiềm lực lớn với hàng loạt dự án nổi tiếng Hà Nội như Trung tâm hội nghị quốc gia, đại lộ Thăng Long,...💥 Nằm giữa 2 hồ điều hòa lớn là hồ Thành Công và hồ Đống Đa, không gian cực thoáng mát và trong lành.💥 Bàn giao đầy đủ nội thất cao cấp nhập khẩu các thương hiệu nổi tiếng thế giới💥 ĐẶC BIỆT, đã có sổ đỏ sở hữu lâu dài cho mọi căn hộ, khách hàng sẽ nhận nhà và sổ ngay sau khi thanh toán đủ tiến độ yêu cầu của chủ đầu tưĐể biết thêm chi tiết☎️ LIÊN HỆ: 0977 568 223",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797572.2049484, 1, Tây bắc
"6,9 tỷ VNĐ",Đường Hà Trì phường Hà Cầu, 50m2, 4, 15, 5, 4,"
     *Mô tả: + Nhà 5 tầng hoàn thiện, nằm tại vị trí đẹp, Thuộc khu đấu giá Hà trì, vỉa hè phân lô ô tô tải tránh, hàng xóm toàn dân trí thức, an sinh đỉnh, tiện ích ngập tràn. Giao thông thuận tiện đi Bà triệu, Lê Lợi, Xa la....+ Thiết kế cơ bản, bao gồm:- Tầng 1: Gara + Bếp, WC.- Tầng 2: Khách + ngủ, WC giữa.- Tầng 3,4: 4 Phòng ngủ, WC.- Tầng 5: Phòng thờ + Sân phơi.+ Sổ đỏ đẹp giao dịch ngay.+ Liên hệ: 0983831788 Em TràHỗ trợ ngân hàng, pháp lý, xem nhà miễn phí",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797573.685746, 3,
"3,85 tỷ VNĐ",Đường Đê La Thành phường Ô Chợ Dừa, 38m2, 4, 2, 4, 4,"- Chưa đến 4 tỷ sở hữu ngôi nhà có vị trí trung tâm quận Đống Đa, nhà mình bán ở phố Đê La Thành to, ngõ vào nhà là ngõ ô tô, thông sang phố Hào Nam, Vũ Thạnh, phía bên kia đường là hồ Hoàng Cầu thoáng mát quanh năm  - Diện tích sổ 38m2 - mặt tiền rộng rãi 4.5m - nhà xây 4 tầng thiết kế 4 Phòng ngủ tạo công năng hoàn hảo cho gia đình muốn chuyển hộ khẩu về quận Đống Đa - Xung quanh nhà tập trung nhiều cơ quan hành chính, ngân hàng, trường học các cấp, các trường Nhạc Viện, Đại Học Văn Hóa, Đại học Mỹ Thuật Công Nghiệp cách nhà chỉ 300m.  - Sổ đỏ đẹp, nở hậu, sẵn sàng giao dịch  - Liên hệ Mr Tú ( Call.Sms.Zalo ) - cam kết thông tin thật, hình ảnh thật ",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797574.8722339, 3,
47 triệu VNĐ/m2,QUẬN BẮC TỪ LIÊM, 98m2,,,,,"CHÍNH CHỦ CẦN BÁN CĂN HỘ CHUNG CƯ TÒA SUNSHINE CITY KĐT CIPUTRA NAM THĂNG LONG 0962745289.+ Diện tích thông thuỷ 90m2, diện tích tim tường 98m2. GIÁ: 4.7 TỶ.+ Thiết kế: - 01 Phòng khách + Phòng ăn + Bếp.- 03 Phòng ngủ to nhỏ khác nhau.- 02 Phòng tắm WC, khu để Điều hoà, Máy giặt phơi phóng.+ Nội thất cơ bản: Sàn gỗ nhập khẩu, Tủ bếp, Bếp điện từ, Điều hoà Daiskin 32000BTU, Thiết bị nhà tắm WC cao cấp, Hệ thống điện thông minh hiện đại…+ Bảo vệ 24/24 ra vào phải có thẻ từ, khu vực an sinh cực đỉnh rất nhiều người Nướcngoài mua ở.+ SỔ ĐỎ CẤT KÉT VUÔNG ĐẸP SẴN SÀNG GIAO DỊCH.+ GIÁ: 4.7 TỶ CÓ THƯƠNG LƯỢNG.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797576.0998237,,
"1,85 tỷ VNĐ","Bán CHCC Athena Complex Xuân Phương, Vào ở ngay sau khi sang tên; 1,85 tỷ; 0975753192", 69m2,,,,,"Bán CHCC Athena Complex Xuân Phương, Vào ở ngay sau khi sang tên; 1,85 tỷ; 0975753192 Địa chỉ: 84 Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội Nhà mát, hàng xóm thân thiện  Diện tích 69m2; gồm 2PN, 2WC, phòng khách, phòng bếp. Ban công hướng Đông Nam Full nội thất gỗ thịt tự nhiên, bền, đẹp Full 3 điều hoà, nóng lạnh Nội thất cao cấp đầy đủ   Giá bán: 1,850 tỷ có thương lượng, bao sang tên  Liên hệ chính chủ: 0975753192, Miễn quảng cáo gọi điện       http://www.sanbatdongsanviet.com.vn",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797577.8852012,,
