price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Mặt tiền,Lộ giới,Số toilet
"3,6 tỷ VNĐ","phố Tân Mai, Hoàng Mai, Hà Nội", 46m2,"** Tôi cần bán nhà phố Tân Mai – Hoàng Mai, diện tích 40 m2, thực tế sử dụng 46 m2, xây 5 tầng, mặt tiền 4m; đường trước nhà rộng thoáng, sạch sẽ, xe taxi vào sát nhà + Vị trí đẹp, giao thông thuận tiện; ngay cạnh chợ Tân Mai, Sân bóng, trường học các cấp, ủy ban, công an phường… + Khu dân trí cao, an ninh tốt, tiện ích không thiếu gì + Sổ đỏ chính chủ, vuông vắn, sang tên ngay ** Liên hệ trực tiếp: Anh Phong 0965950869, không tiếp môi giới",25/12/2021,Tin thường,batdongsan_so_com_vn_1673834615.4664898, 5, 4, 4, 3, 3
17 tỷ VNĐ,Trần Điền - Thanh Xuân - Hà Nội, 68m2,"Bán nhà mặt phố Trần Điền, Thanh Xuân, 68m, mặt tiền 6m, lô góc, kinh doanh sầm uất nhỉnh 17 tỷ. Vị trí: Phố Trần Điền – KĐT Định Công, khu phân lô quân đội, kinh doanh sầm uất ngày đêm. Tiện ích: Phố Trần Điền kinh doanh đa dạng tất cả các loại hình, mặt tiền lớn 6m, vỉa hè. Gần Đầm Sòi, Đầm Bông, bệnh viện Bưu Điện, cách 1km bệnh viện đại học Y Hà Nội, bảo tàng Phòng Không Không Quân, Big C,..vv. Giao thông: Trần Điền kết nối với Lê Trọng Tấn, Trường Chinh, Tôn Thất Tùng, KĐT Định Công, Chợ Xanh..vv Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch có thương lượng. Lh: Hoàng 0902253303 miễn trung gian môi giới.",25/12/2021,Tin thường,batdongsan_so_com_vn_1673834617.6557257, 5, 4,,,
"2,7 tỷ VNĐ","279 Hoàng Mai, p. Hoàng Văn Thụ, q. Hoàng Mai, tp. Hà Nội", 76m2,"
    Tìm đâu căn hộ trung tâm Hà Nội mặt phố view hồ, đầy đủ tiện ích? Chỉ có thể là Feliz Homes Hoàng Mai- cách hồ Đền Lừ 200m.
Chiết khấu 2% giá trị căn hộ tương đương khoảng 50 triệu đồng
Hỗ trợ vay 75% giá hợp đồng với lãi suất 0% tới 18 tháng
 Căn hộ 2 PN giá còn từ 2,7 tỷ
 Căn hộ 3 PN giá còn lại từ 3,35 tỷ
 TỔ HỢP ĐẲNG CẤP – SHOP HOUSE - CHUNG CƯ - TRUNG TÂM THƯƠNG MẠI
 Dự án rất phù hợp để ở với pháp lý sở hữu LÂU DÀI, vị trí dễ dàng di chuyển tới các quận Trung Tâm
 Rất thích hợp để đầu tư bởi VỊ TRÍ và CHẤT LƯỢNG công trình.
TIỆN ÍCH DỰ ÁN
TTTM, nhà trẻ, khu sinh hoạt cộng đồng, phòng Gym,
 Spa, café, Khu cho thuê văn phòng, nhà hàng,…
 Bể bơi bốn mùa tầng 4, khu vui chơi trong nhà, đường dạo bộ
Tiện ích ngoại khu:
Cạnh hồ điều hòa và công viên khu đô thị Đền Lừ
Cạnh quần thể liền kề, biệt thự hồ điều hòa KĐT Vinhomes Times City
Sở hữu 4 mặt view thoáng, view hồ Hồ Đền Lừ, view Hồ Vĩnh Hoàng
",25/12/2021,Tin thường,batdongsan_so_com_vn_1673834620.0958269,,,,,
55 tỷ VNĐ,Vũ Phạm Hàm, 146m2,"Chủ ra nước ngoài định cư, cần nhượng lại căn nhà mặt phố Vũ Phạm Hàm. Vị trí đẹp nhất phố. Nơi tập trung dân cư đông đúc và kinh doanh sầm uất. Vỉa hè rộng 4m. Gần nhiều tòa chung cư.Diện tích: 146m x 5 tầng, mặt tiền 5.8mGiá: 55 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)SHOPHOUSE MẶT PHỐ TRUNG TÂM - MẶT TIỀN LỚN - VỈA HÈ RỘNG - KINH DOANH MỌI LOẠI HÌNHLiên hệ xem nhà và nhận thông tin chi tiết: 0981367887+ Thiết kế: Tầng 2P + VS cầu thang bộ và Thang máy ở giữa.Nhà đầy đủ GPXD , Thiết kế.- Thửa đất vuông đẹp, sổ pháp lý chuẩn 1 chủ cất két chờ giao dịch",25/12/2021,Tin thường,batdongsan_so_com_vn_1673834621.8446174, 5,, 5, 21,
"6,5 tỷ VNĐ",Lê Hồng Phong- Hà Đông, 58m2,"Nhỉnh 6 tỷ, gara ô tô, ngõ thông, nở hậu, 58m2x5 tầng, giáp Lê Hồng Phong, Hà Đông Tôi cần bán nhà đẹp mới, ở ngay, nhà tự xây chắc chắn đầy đủ công năng sử dụng, phòng nào cũng có cửa sổ đón nắng gió với 5 tầng rộng đẹp nhất khu vực.Nhà có khe rất thoáng, đường trước nhà ô tô tránh. Ngõ rộng thông, ô tô vào nhà, vừa ở- kinh doanh hoặc cho thuê quá Đỉnh, khu vực không có căn thứ 2. Giao thông di chuyển các phố: Cầu Đơ, Lê Hồng Phong, Văn Phú, Vạn Phúc, Nguyễn Trãi, Hoàng Hoa Thám, Nguyễn Viết Xuân, Vạn Phúc, Văn Quán, Mỗ Lao, gần ga tàu điện Cát Linh trên cao, bến xe bus rất gần, vài bước ra phố. Xung quanh đầy đủ tiện ích: Trường học, chợ, siêu thị, bệnh viện, ngân hàng, trung tâm mua sắm sầm uất bậc nhất Hà Đông, không thiếu thứ gì, không ở đây quá phí. Giá: 6.5 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",24/12/2021,Tin thường,batdongsan_so_com_vn_1673834624.2178912, 5,,,,
"3,45 tỷ VNĐ",Huỳnh Thúc Kháng- Hà Đông, 48m2,"Tôi cần bán gấp nhà đẹp Huỳnh Thúc Kháng 48m2, 4 ngủ, ngõ thoáng, ô tô gần, nhỉnh 3 tỷ Chủ mới mua biệt thự mặt phố cần chuyển nhà trong tháng cực kỳ muốn bán nhanh nhà đẹp tự xây khung cột bê tông vô cùng chắc chắn, phòng nào cũng rộng thoáng sáng, do chuyển đổi nhu cầu bán đi rất tiếc, thiện chí ra lộc cho khách mua. Vị trí đẹp, gia đình làm ăn rất có lộc, ngõ thoáng mát, xung quanh hàng xóm thân thiện, hòa đồng, nơi ở văn minh và tĩnh. Vài bước ra phố hưởng trọn nhiều lợi ích, cạnh chợ Vồ nổi tiếng, Bệnh viện Đa khoa Hà Đông, chợ dân sinh lúc nào đông đúc, trường học, siêu thị, ngân hàng.... Giao thông di chuyển các phố: Phan Chu Trinh, Chu Văn An, Tiểu Công Nghệ, Thanh Bình, Văn Quán, Quang Trung,.... Sổ đỏ chính chủ, pháp lý sạch. Giá: 3.45 tỷ ( có gia lộc). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",23/12/2021,Tin thường,batdongsan_so_com_vn_1673834628.7010844,, 4,,,
"2,78 tỷ VNĐ",Phan Đình Giót- Hà Đông, 41m2," Cần bán nhà trước tết, Phan Đình Giót, Hà Đông, 41m, 4 ngủ, nhỉnh 2 tỷ, ô tô gần, ngõ thoáng + Quận Hà Đông đang phát triển rất nhanh về cơ sở hạ tầng, quỹ đất ở hạn hẹp dần, sở hữu một căn nhà trung tâm Quận Hà Đông là bắt kịp xu thế đầu tư lợi nhuận, ở đẳng cấp và tiện ích, quận trung tâm, di chuyển đi đâu cũng vô cùng thuận lợi. + Nhà phố Phan Đình Giót 41m2 vuông vắn, ô tô đỗ gần, với 4 tầng  xây hiện đại ngập tràn ánh sáng tự nhiên là sự lựa chọn số 1 cho anh chị đang tìm nhà hơn 2 tỷ để đầu tư hoặc an cư lập nghiệp. Căn nhà tại vị trí vô cùng đắc địa, thuận lợi di chuyển các quận như Hà Đông. + Tôi và anh chị có thể tham khảo so sánh thêm một số căn nhà rất đẹp đang chào bán khoảng dưới 3 tỷ: - Nhà Mậu Lương 32m, 4 tầng mới đẹp. - Nhà Ngô Quyền  30m ngay mặt phố. - Đất Đa Sỹ 35m sổ đỏ vuông vức, gần trường chợ. -Nhà Vạn Phúc 30m xung quanh đầy đủ tiện ích -  Sổ đỏ vuông, pháp lý sạch. - Giá: 2.78 tỷ ( có thương lượng). -  Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.         -  Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",23/12/2021,Tin thường,batdongsan_so_com_vn_1673834630.6607885,, 4,,,
"2,8 tỷ VNĐ",Xa La- Hà Đông, 42m2," Căn nhà siêu đẹp duy nhất phố Xa La, Hà Đông 42mx4 tầng, ô tô gần, ngõ thông. - Căn nhà siêu đẹp phố Xa La, trung tâm khu hành chính quận Hà Đông, thủ đô Hà Nội, khu vực sầm uất, dân trí cao, đáng sống bậc nhất quận Hà Đông. Giao thông vô cùng thuận lợi thông thương : Mậu Lương, Đa Sỹ, Phúc La, Yên Xá, Thanh Hà, Văn Phú, Phú Lương, Tân Triều, Phùng Hưng,... - Nhà xây dựng trên mảnh đất vượng khí rộng 42m2, với 4 tầng thiết kế đẹp, đủ công năng sử dụng. Khu dân trí cao, trí thức về đây tụ họp rất nhiều. Cảm giác quan chức nhiều như quần long hội tụ vậy. Khu vực hiếm nhà bán, nhu cầu ở và thuê rất cao. - Chủ nhà thương gia con cái thành đạt bán đi định cư nước ngoài, mong muốn bán nhanh, giá cả rất tốt so với khu vực. - Sổ đỏ chính chủ sẵn sàng giao dịch. - Giá chỉ 2.8 tỷ cho căn nhà siêu đẹp ( có thương lượng). - Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.         - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",23/12/2021,Tin thường,batdongsan_so_com_vn_1673834633.095609, 4,,,,
"2,8 tỷ VNĐ",Phùng Hưng- Hà Đông, 42m2," Cần tiền bán gấp nhà  Phố Phùng Hưng, Hà Đông, ngõ thông, 42m, 4 tầng nhỉnh 2 tỷ. + Chủ cần tiền bán gấp căn nhà đẹp Phùng Hưng, Quận Hà Đông, diện tích 42m2, 4 phòng ngủ rộng. + Nhà nằm trên trục chính nối liền các tuyến phố, các khu đô thị quan trọng bậc nhất Hà Đông: Xa La, Phú Lương, Văn Phú, Thanh Hà. Tiếp giáp Đa Sỹ, Yên Xá, Thanh Trì, Thanh Oai.  + Khu vực nhiều trường đại học lớn tập trung như: Kiến Trúc, Bưu chính viễn Thông, Học viện Quân y, Học Viện an ninh, trường học các cấp, siêu thị, chợ, bệnh viện lớn... + Chủ thiện chí, cần bán gấp lấy tiền đầu tư nhà xưởng, máy móc. + Sổ đỏ vuông đẹp như viên gạch, chủ cất két cho mới. + Giá chỉ 2.8 tỷ, thương lượng trực tiếp với chủ nhà, miễn trung gian. - Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.         - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý.",23/12/2021,Tin thường,batdongsan_so_com_vn_1673834635.2653954, 4,,,,
"6,5 tỷ VNĐ",Lê Hồng Phong- Hà Đông, 58m2,"Nhỉnh 6 tỷ, gara ô tô, ngõ thông, nở hậu, 58m2x5 tầng, giáp Lê Hồng Phong, Hà Đông Tôi cần bán nhà đẹp mới, ở ngay, nhà tự xây chắc chắn đầy đủ công năng sử dụng, phòng nào cũng có cửa sổ đón nắng gió với 5 tầng rộng đẹp nhất khu vực.Nhà có khe rất thoáng, đường trước nhà ô tô tránh. Ngõ rộng thông, ô tô vào nhà, vừa ở- kinh doanh hoặc cho thuê quá Đỉnh, khu vực không có căn thứ 2. Giao thông di chuyển các phố: Cầu Đơ, Lê Hồng Phong, Văn Phú, Vạn Phúc, Nguyễn Trãi, Hoàng Hoa Thám, Nguyễn Viết Xuân, Vạn Phúc, Văn Quán, Mỗ Lao, gần ga tàu điện Cát Linh trên cao, bến xe bus rất gần, vài bước ra phố. Xung quanh đầy đủ tiện ích: Trường học, chợ, siêu thị, bệnh viện, ngân hàng, trung tâm mua sắm sầm uất bậc nhất Hà Đông, không thiếu thứ gì, không ở đây quá phí. Giá: 6.5 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",24/12/2021,Tin thường,batdongsan_so_com_vn_1673834637.173413, 5,,,,
