price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới
,iec thanh trì, 53m2,,,,bán kiot iec thanh trì 53m giá chỉ 3ty full hoàn thiện 2 tâng sẵn o và kd ,12/08/2022,Tin thường,batdongsan_so_com_vn_1673809058.1450205,,
400 triệu VNĐ,Đường Đồng Xuân phường Đồng Xuân, 3m2, 1,,,Giá bán từ 400 triệu/1 ki ốt (có thương lượng) ,12/08/2022,Tin thường,batdongsan_so_com_vn_1673809059.6310444, 1, 10
"2,45 tỷ VNĐ",Đường Quang Trung phường Yên Nghĩa, 38m2, 4, 4, 3,,12/08/2022,Tin thường,batdongsan_so_com_vn_1673809061.1001997, 4, 2
"1,52 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Đại Mỗ, 37m2, 24, 1, 1,"Tôi cần tiền bán gấp căn 1N 37m2 tại tòa SA3 – Sakura Nhật Bản, Vinhomes Smart City. Tầng cao đẹp, view trọn nội khu vườn Nhật, Bể bơi 4 mùa, tâm điểm nhiều trường học, Trung tâm TMDV, bãi gửi xe, giao thông thuận tiện. LH 0899.49.4470 để xem nhà. Miễn trung gian. THÔNG SỐ CĂN HỘ-          Diện tích: 37m2-          Tầng: 24 & 33-          Ban công: Tây Bắc-          Nhà mới, bàn giao nội thất full sàn gỗ, thiết bị vệ sinh, điều hòa các phòng, khóa cửa vân tay cao cấp-          Bàn giao nhà: tháng 1/2023-          Sang nhượng hợp đồng ký trực tiếp Chủ đầu tư. Bao phí-          Hỗ trợ vay NH: 80%, LS 0% 14 tháng. TIỆN ÍCH:-          Hưởng trọn 24 tiện ích nội khu cao cấp thiết kế mang đậm tinh hoa Nhật Bản: + cầu Nhật Hoa, quảng trường nước Ashi, thung lung hoa Hokkaido, vườn thiền,… thích hợp với người thích sự tinh tế, yên tĩnh.+ đặc biệt đây là phân khu duy nhất có Bể bơi 4 mùa tiêu chuẩn Olympic ngay trong nội khu-          Chỉ 2’ tới đường Lê Trọng Tấn. Tâm điểm kết nối 3 tuyến Metro.-          Có sảnh lễ tân tiếp đón-          Phân khu cao cấp, nếu không ở có thể dễ dàng cho thuê giá cao vì nhu cầu người nước ngoài và các chuyên gia thuê rất nhiều. LH 0899.49.4470 để xem nhà. Miễn trung gian.",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809067.636555, 4, 50
18 tỷ VNĐ,đường 800A Nghĩa đô, 58m2, 5, 6, 6,"Ai nhanh thì còn, Bán nhà mặt phố 800A Nghĩa Đô DT 58m2 x 5 tầng mt 3,8m giá 18tỷ. MẶT PHỐ - NHÀ ĐẸP - HAI THOÁNG - THANG MÁY HIỆN ĐẠI - VỈA HÈ - GARA - KINH DOANH ĐỈNH. + Tọa lạc trên Mặt phố 800A thông Nguyễn Khánh Toàn, Hoàng Sâm, Phùng Chí Kiên, Hoàng Quốc Việt... đi lại vô cùng thuận tiện, vỉa hè, ô tô tránh, kinh doanh sầm uất, khu vực dân trí cao. + Thiết kế 5 tầng hiện đại, xây cực kỳ tâm huyết, móng lên 7 tầng thoải mái, thang máy xịn, tầng nào cũng có ban công + khe thoáng sau nhà 1m nên phòng nào cũng thoáng sáng tự nhiên. => Tầng 1: Kinh doanh hoặc Gara + phòng bếp + WC. => Tầng 2, 3, 4: Mỗi tầng62m2 gồm 2 phòng + WC. => Tầng 5: Phòng thờ + Sân Phơi. * Sổ đỏ vuông đẹp, sẵn sàng giao dịch. + Chi Tiết Xin Liên Hệ Bùi Anh Thái. 1979 - 0987.862962.",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809069.515952, 3, 6
30 tỷ VNĐ,Đường Vương Thừa Vũ phường Phương Liệt, 150m2, 3, 3, 3,"Bán nhà mặt phố Vương Thừa Vũ, Thanh Xuân 150m2, 3 tầng, MT 9m, Giá rẻ giật mình 30 tỷ. Ô tô tránh, Kinh Doanh Đỉnh cao. - Mặt phố, Vỉa hè ô tô dừng đỗ ngày đêm, Kinh doanh đỉnh cao. - Đủ các trường từ mầm non tới Đại Học: Kinh tế, Xây Dựng, Bách Khoa..... Ngã Tư Sở, Gần các BV lớn như: Đại học Y, Bạch Mai..... - Thiết kế + 4 tầng: 3 PN, Phòng thờ, sân phơi, WC. - Sổ đỏ chính chủ, pháp lý chuẩn. Săn sàng giao dịch. - LH Mr Hiên Già để xem nhà.",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809070.970148, 9, 30
"3,9 tỷ VNĐ","Nhà Tứ Hiệp, Thanh Trì 45m2, 4 tầng, 3.9 tỷ, 2 mặt ngõ oto", 45m2,,,,"Nhà Tứ Hiệp, Thanh Trì 45m2, 4 tầng, 3.9 tỷ, 2 mặt ngõ oto + Vị trí nhà rất đẹp, ngõ ngay sát Trung tâm thương mại và bệnh viện đa khoa Thanh Trì, 2 mặt ngõ trước sau nhà ô tô ra vào thoải mái, gần mặt phố, mặt chợ, kinh doanh tốt, tiện ích đầy đủ. 10m ra đường ô tô tránh. + Ngõ trước 80m ra đường Nguyễn Bặc 4 làn xe, đi các ngả, lên TTTP, cao tốc Bắc Nam, Hải Phòng nhanh chóng thuận tiện, không lo tắc đường+ Nhà khung cột chắc chắn, mỗi tầng 2 phòng rộng, đang có sẵn 4 ngủ ở luôn, trước sau đều mở cửa thoáng.+ Sổ vuông đẹp, giao dịch nhanh.",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809072.379395,,
"3,3 tỷ VNĐ","Quyết Thắng, Quang Trung, Hà Đông, Hà Nội", 55m2,,,,"+Ảnh thật 100%, chủ xây và thiết kế nhà tâm huyết, chắc chắn, tường 20 rất hiếm, hiện thoáng 3 mặt+Nhà thiết kế hiện đại đủ công năng đẹp như căn hộ 3 sao. Chủ tặng toàn bộ nội thất hiện trạng. +Nhà bán Quyết Thắng, Yên Nghĩa, Hà đông. Ô tô đỗ ngay đầu cổng cách nhà 20m, vài bước ra chợ, trường, sau lưng là khu đô thị Đô Nghĩa, Công viên Ánh sáng, ĐH Pheenikaa... + Sổ đỏ chính chủ, vuông đẹp như tờ A4, sẵn sàng giao dịch+ Giá chào 3 tỷ 3 có thương lượng, giá như bán đất tặng nhà+Liên hệ: E Hiền Hồ- Tràng An nhiệt tình, tận tâm xem nhà ngay: 0988020286",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809073.7249472,,
"2,9 tỷ VNĐ","Bán nhà - Tứ Hiệp- 32m2- 4 Tẩng 2 mặt thoáng – giá 2,9 tỷ.", 32m2,,,,"Bán nhà - Tứ Hiệp- 32m2- 4 Tẩng 2 mặt thoáng – giá 2,9 tỷ. + Nhà thiết kế hiện đại – T1 Bếp p ăn –  p khách  – Tầng 2+3 – 4 p Ngủ+ wc – Tầng 4 p Thờ + sân phơi.Cửa mở trước, nách, 2 mặt  thông thoáng, sáng + Nhà 2 mặt ngõ, rộng xe ba gác đỗ cửa gần đường Nguyễn Bặc 4 làn xe, giao thông các ngả thông thoáng, thuận lợi, lên TTTP, Cao tốc Bắc-Nam, Hải Phòng, nhanh chóng. + Vùng lõi TT Thanh Trì, khu hành chính, bệnh viện, trương học các cấp, nên phát triển thần tốc,giá trị tăng nhanh, tiện ích ngập tràn, không thiếu thứ gì. + Sổ đỏ mới đét cất két, giao dịch ngay.",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809074.9082875,,
"2,3 tỷ VNĐ",Hà trì 1 hà cầu, 30m2, 1, 2, 1,"Chủ cần bán gấp nhà  Hà Trì 1 Hà Đông  30m  Cấp 4 mặt tiền 3.71m giá 2.3 tỷ   Nhà nằm ở vị trí gần trung tâm, ngõ trước nhà ba gác tránh xe máy, cách ngã 5 Hà Trì, sân vận động Hà Đông mấy bước chân, cách chợ HĐ, trung tâm Y tế Quận 5 phút, bán kính xung quanh 1km là các Trường đại học lớn, Bệnh viện lớn, Trung tâm thương mại tiện ích không thiếu thứ gì. Tuy nhà C4 nhưng được xây dựng rất cao thoáng gọn đẹp với đầy đủ công năng sử dụng, có gác lửng bê tông chắc chắn làm phòng ngủ, phía sau thoáng sáng mát rượi, có thể lên thêm tầng, rất phù hợp với cặp vợ chồng trẻ về ở luôn. Chủ nhà làm ăn phát đạt cần thanh khoản gấp để mua nhà to hơn, nên muốn bán nhanh, giá phù hợp.- Sổ đỏ cất két sẵn sàng giao dịch. - Liên hệ trực tiếp : 0819508701 để biết thêm chi tiêt.",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809076.1928515, 3, 8
