price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số toilet,Hướng
"2,7 tỷ VNĐ","Đường Quốc lộ 32, Đức Giang, Hoài Đức", 65m2, 3, 3, 4,"
    Cực Rẻ Chỉ 2,x tỷ có Nhà 65m 3 tầng Đức Giang, Hoài Đức về ở ngay, vững chắc
+ Nhà dân xây dựng chắc chắn, rộng, thoáng, sáng. Gần Trường học, chợ, Khu Đô thị, tiện ích đầy đủ. Hàng xóm thân thiện.
+ Sổ CC, pháp lý rõ ràng , sang tên nhanh gọn. Gia thương lượng, chủ thiện chí.
+ Xem nhà, tư vấn gọi Mr Đức Nhà Đẹp 0898839292.
Rất nhiều nhà đất đẹp, phù hợp nhu cầu Anh Chị nhé.
",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787956.264649, 4, 2,
"3,7 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 46m2, 2, 5, 3,"
    BÁN NHÀ NGỌC THỤY - 5 TẦNG X 46M - LÔ GÓC - FULL NỘI THẤT XỊN - CHỈ 3 TỶ 7Mô tả: + Vị trí tuyệt đẹp gần cầu Long Biên, toà trung tâm thương mại MIPEC+ Nhà 5 tầng khung móng chắc chắn, Nhà xây mới, thiết kế hiện đại.+ Sổ đỏ vuông đẹp long lanh sang tên.Liên hệ ngay: 0978401303 E Chang (fb & zalo)(Bán nhà đất Quận Long Biên, nhận ký gửi nhà Hà Nội)
",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787962.9599848,,,
"6,3 tỷ VNĐ","Đường Phùng Khoang, Trung Văn, Nam Từ Liêm", 45m2, 10, 4, 5,"+ Vị trí đăc địa,nhà mặt phố kinh doanh đỉnh diện tích 45 m2 x 4 tầng giá chỉ hơn 6 tỷ nhà gần Lương Thế Vinh, đoạn đẹp nhất phố.  + Nhà giáp đường Nguyễn Trãi, và đường Lê Văn Lương Kéo dài, lên rất tiện cho việc di chuyển đi nhiều tuyến Phố, gần nhiều Trường Đại Học, Bệnh Viện Trung Ương.  + Nhà 4 tầng cũ đang cho thuê 16tr/tháng. + Thiết kế: - Tầng 1: Kinh doanh, bếp, phòng ăn, wc. - Tầng 2,3: Mỗi tầng 2 phòng đang cho thuê. - Tầng 4: Phòng thờ, sân phơi.  + Sổ đỏ vuông đét, sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787964.355252, 4,,
30 tỷ VNĐ,"Đường Trúc Bạch, Trúc Bạch, Ba Đình", 73m2, 40, 4, 3,"BÁN NHÀ MẶT PHỐ TRÚC BẠCH, VIEW HỒ 73M, 4 TẦNG,VỈA HÈ RỘNG, KD TẤP NẬP, NHỈNH 30 TỶ +Mặt hồ long lanh, vỉa hè rộng thoáng, KD tấp nập +Nhà nằm ở vị trí tuyệt đẹp, mặt phố Trúc Bạc cạnh đường Thanh Niên, view hồ toàn bộ hồ, ít nhà bán + Vị trí KD tất cả các loại hình vô cùng đông khác + Với 2 Vỉa hè rộng, đường ô tô 2 chiều dừng đỗ thoải mái, thông số lý tưởng để khách có thể xây tòa cao tầng đẹp nhất hồ + Hiện chủ đang KD nhà hàng dòng tiền thu về khủng + Còn gì đẹp hơn khi 73M được hợp thức hóa và xây 10 tầng thang máy vừa ở vừa KD + Sổ đỏ săn sàng giao dịch, pháp lý chuẩn + LH Ms Trang 0977 95 3328 Chuyên Nhà đẹp Phố",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787965.8662102, 4, 3,
13 tỷ VNĐ,"Đường Nguyên Hồng, Láng Hạ, Đống Đa", 50m2, 11, 4, 4,Mô tả  -Nhà 4 tầng phân lô đang cho thuê siêu thị mini để dữ nhà  - Mặt tiền 4 m đường 2 làn xe vỉa hè đá bóng  - Chủ mới về có thể làm tòa nhà văn phòng hoặc kinh doanh cho thuê cực đỉnh  - Đất vuông vắn sổ đang gửi ngân hàng Anh chị đầu tư LH em Hùng Nhà Tốt-Xem Là Chốt 094-665-8282 ( Gặp chủ nhà đàm phán giá-Miễn trung gian),14/11/2022,Tin thường,batdongsan_so_com_vn_1673787967.0819576, 4, 3, Bắc
"1,8 tỷ VNĐ","Đường Trường Sa, Đông Hội, Đông Anh", 77m2, 16,, 2,"
    𝐂𝐚̆𝐧 𝐡𝐨̣̂ 𝟐 𝐧𝐠𝐮̉ 𝟔𝟗𝐦𝟐 𝐕𝐈𝐄𝐖 𝐒𝐨̂𝐍𝐆 𝐇𝐨̂̀𝐍𝐆 
𝐂𝐡𝐢̉ 𝟐 𝐭𝐲̉ 𝐜𝐨́ 𝐬𝐨̂̉ 𝐜𝐨́ 𝐧𝐡𝐚̀ 
*Được vay tới 65%, chỉ trả sau 18 tháng 
Ngân hàng hỗ trợ lãi 0% đến 18 tháng 
C.k 8% GTCH nếu thanh toán luôn. 
*Tư vấn chi tiết : 0964 113 823
",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787968.3585446, 7, 2,
"1,6 tỷ VNĐ","Đường Xa La, Phúc La, Hà Đông", 63m2, 40, 10, 2,"+ Diện tích : 63m + KĐT Xa La nằm cách đường 70m khoảng 200m, xung quanh có rất nhiều KĐT lớn như : KĐT Tân Triều, KĐT Văn Phú, KĐT Văn Quán, KĐT Cầu Bươu + Các tiện ích KĐT Xa La như : công viên, siêu thị, hệ thống trường liên cấp, khu nhà hàng siêu thị, bể bơi ngoài trời,... + Ngoài ra một số tiện ích ngoại khu như : Bệnh viện 103, Viện Bỏng, Viện K Tân Triều,... + Sổ đỏ chính chủ + Giá cả : có thương lượng nữa+ Liên hệ : Em Thảo Thảo : 0793021170, đi xem nhà miễn phí, NHIỆT TÌNH TẬN TÂM CHÂN THÀNH   ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787969.528414, 4, 2,
116 tỷ VNĐ,"Đường Hàm Nghi, Cầu Diễn, Nam Từ Liêm", 286m2, 30, 3, 5,"+Chính chủ cần bán, Vinhomes Gardennia Hàm Nghi (Tôn Thất Thuyết) Phường Cầu Diễn, Quận Nam Từ Liêm, mặt phố chính, đường rộng 30m. + Khu quần thể Biệt thự đẳng cấp cao mặt phố Tôn Thất Thuyết thông phố Mai Dịch, lô góc, diện tích đất 285.6m, mặt tiền 21.4m, diện tích xây dựng từ mặt đất 146.2m, tổng diện tích sàn 436m, giá 116 tỷ. + Biệt thự ba mặt thoáng, mặt trước và cạnh nhà trồng nhiều cây ăn quả, hoa mộc, ghế xích đu, bàn trà sạch sẽ đẹp như công viên, có cửa mở rộng, sau nhà giữa hai nhà đều để lối đi và khoảng không gian xanh. + Biệt thự xây đẹp như truyện cổ tích, chủ đạo tông màu trắng tinh khôi.... + Sổ đỏ chính chủ công chứng ngay. + LH,Hoàng Bắc,0377610275.0913319643. ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787970.6673658, 30,,
"12,5 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 220m2, 4, 1, 1,"Bán nhà Phố Ngọc Thụy, quận Long Biên, mặt ngõ kinh doanh ô tô tránh, thông Khai Sơn, gần trường Quốc tế Pháp, tiện ích đầy đủ xung quanh. Diện tích 220m, mặt tiền 8m, giá 12,5 tỷ, cam kết rẻ nhất Quận Long Biên. Nhà hiện trạng Cấp 4, đang cho thuê kinh doanh, giá thuê 30tr/tháng. Thích hợp khách mua đầu tư phân lô, đầu tư giữ tiền, xây Biệt thự, chung cư mini hoặc xây tòa Văn phòng 8 tầng thang máy. Sổ đỏ chính chủ, vuông đẹp, sẵn sàng giao dịch ngay. Liên hệ Mrs Thúy để xem miễn phí. ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787971.923012, 8, 1,
34 tỷ VNĐ,"Đường Nguyễn Khang, Mai Dịch, Cầu Giấy", 145m2, 10, 6, 6,"NHÀ MẶT NGÕ Ô TÔ - 6 TẦNG THANG MÁY - KINH DOANH - NHÀ DÂN XÂY CỰC KỲ CHẮC CHẮN - KHÁCH MUA Ở NGAY- KINH DOANH ĂN UỐNG - CHO THUÊ VĂN PHÒNG TUYỆT VỜI.

* Thiết kế: 6 tầng khung BTCT, Thang máy vù vù

- Tầng 1: 2 phòng kinh doanh, khách, bếp, để xe, wc.
- Tầng 2, 3,4: 6 PN, WC
- Tầng 5: 2 phòng, VS
- Tầng: 6: 2 phòng, vs

Nhà nằm khu vực đắc địa của quận Cầu Giấy, khu vực hiếm nhà bán
- Nhà mặt ngõ Nguyễn Khang, ngõ rộng như phố, ngõ rộng, Đường trước nhà xe ô tô đỗ ngày đêm
- Nhà được thiết kế rất tỉ mỉ , đẹp, nội thất sang , xịn , mịn, khách mua về kinh doanh, ăn uống, văn phòng, ở ngay tuyệt vời
- Nhà rất thoáng, các phòng đều sáng. Nội thất xịn,  

Liên hệ ngay 0774134888để được tư vấn và xem ngôi nhà tuyệt vời này miễn phí.Trung tuấn chuyên môi giới nhà mặt Phố - dòng tiền 0774134888",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787973.1587014, 10, 6,
