price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet
"3,2 tỷ VNĐ",Đường Hoàng Ngọc Phách phường Láng Hạ, 105m2, 1, 2,"Chính chủ CẦN BÁN GẤP nhà Hoàng Ngọc Phách 105m2, ĐỂ LẠI NỘI THẤT trị giá gần 1 tỷ, 3,2 tỷ. Chủ chuyển do công tác nước ngoài nên phải bán căn nhà tâm huyết. + Nhà rộng thoáng, kinh doanh online tuyệt vời, gần Chợ dân sinh, Rạp chiếu phim Quốc Gia. + Nhà xây kiên cố, khung cột bê tông chắc chắn, các tầng đều có vệ sinh khép kín.+ Sổ đỏ vuông vắn, đẹp, chính chủ, sẵn sàng giao dịch bất cứ khi nào.+ Liên hệ: Phú Khang, 0966037496 (Kho hàng phong phú đa dạng)Zalo: 0966037496",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801225.724643, 10, 5, 3
89 tỷ VNĐ,Đường Trung Kính phường Trung Hòa, 137m2, 9, 12," Nhà mặt phố Trung Kính cực đẹp, KD đỉnh, vỉa hè, lô góc, 137mx9T, giá 89 tỷ  Gia chủ bán gấp căn nhà mặt phố cực kì đắc địa tại phố Trung Kính, quận Cầu Giấy Diện tích rộng 137m, mặt tiền rộng, lô góc thoáng sáng, đẹp không tỳ vết, kiến trúc hiện đại, không lỗi phong thủy Vỉa hè rộng rãi, đỗ xe thoải mái, phù hợp với khách mua vừa ở vừa kinh doanh, mô hình nào cũng hái ra tiền Gia chủ làm ăn rất có lộc, vô cùng vượng khí, nhượng lại nội thất cho khách thiện chí nên chỉ cần xách vali đến ở luôn Mô tả :  Tầng 1 : Hầm để xe Tầng 2 : Lễ tân, phòng khách, vệ sinh Từ tầng 3 đến tầng 6 : 1 Phòng to thông sàn , 1 Phòng nhỏ, 2 WC Tầng 7 : 3 Phòng , 3 Wc Tầng 8 : 2 Phòng ngủ, 2 WC Tầng 9: Tầng tum Pháp lý rõ ràng, không quy hoạch, tranh chấp Giá: 89 tỷ (có thương lượng) LH: 0971834616  ",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801227.691384, 8, 24, 12
"5,5 tỷ VNĐ",Hoàng Đạo Thành, 48m2, 5,,"Siêu Vip! Phố Hoàng Đạo Thành, Thanh Xuân 48m2, 5 Tầng, 2 THOÁNG, Giá 5.5 Tỷ.+ Vị trí đắc địa, gần Chung Cư Five Star, trường học Cấp 1,2 Kim Giang, chợ. Thông sang Khương Đình, Nguyễn Xiển, Kim Giang.+ Mặt ngõ thông rộng, cách đường lớn 70m, khu dân trí cao, an ninh tốt.+ Thiết kế nhà hiện đại, nội thất cao cấp, khách mua về ở ngay.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.    LH: Em Hoan, 0925088355, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7.",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801229.051785,,,
"3,4 tỷ VNĐ","hoàng mai, hà nội", 50m2,,,"5Bán nhà Hoàng Mai, Phố Giải Phóng, 50m, 4t, mt 6,6, 3,4 tỷ.+ Nhà xây chắc chắn hiện trạng đang cho thuê 15tr/ tháng. Dòng tiền ổn định phù hợp cho khách giữ tiền hoặc đầu tư.+Nhà gần chợ, trường mầm non cấp 1,2.+ Cách bến xe Giáp Bát 2 phút đi xe, Gần Kim Đồng, Trương Định, Giáp Nhị, Thịnh Liệt, Tân Mai, Hoàng Mai, trường Đại Học Kinh Tế Quốc Dân Xây Dựng, Bách khoa, Bệnh viện Bạch Mai.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Lh: 0346363362 : Phú Gia chuyên nhà phố Hà Nội",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801230.6335762,,,
"2,63 tỷ VNĐ","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội", 32m2, 5, 3,"Nhà Đẹp Phường Phúc Lợi, Long Biên 5T, 32m2, chỉ 2,63 tỷ (ngõ vào thuận tiện, vị trí đẹp)  + Tầng 1 : Phòng khách, bếp, wc + Tầng 2,3,4 : Mỗi tầng 1 phòng, wc + Tầng 5 : Phòng thờ, sân phơi  Bán nhà đường Phúc Lợi, phường Phúc Lợi, Quận Long Biên, Hà Nội. Nhà gần ngay trung tâm Phường Phúc Lợi, Đi bộ 5 phút ra Vinhome Riverside thừa hưởng tiện ích cao cấp, ba bước sang chợ Phúc Lợi.- Gần nhà hàng, tạp hóa, Khu dân cư văn minh lịch sự, phù hợp để an cư lạc nghiệp.",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801232.5464587,,,
"3,35 tỷ VNĐ","Tựu Liệt, Thanh Trì HN", 33m2,,,"
    + Sổ đỏ chính chủ, giao dịch nhanh gọn.
",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801233.9217813,,,
"2,5 tỷ VNĐ","Tựu Liệt, Thanh Trì HN", 30m2,,,"+ Nhà thiết kế rất hợp lý, đầy đủ công năng, Điều hòa, Nóng lạnh, các phòng thoáng sáng, cách 10m ô tô thông, Trường học cấp 1-2 đi bộ + T1 P khách,wc, Bếp p ăn + Tổng 5 p Ngủ rộng thông thoáng + T4 P thờ, P để, Khu để máy giặt liền sân phơi, rất tiện dụng  Sổ đỏ cất két sẵn sàng giao dịch",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801235.1235638,,,
"8,1 tỷ VNĐ",Đường Lê Quang Đạo phường Phú Đô, 67m2,,,"+ Ngõ 8 Lê Quang Đạo trải nhựa đẹp, to như phố, khu vực luôn khan hiếm nhà và những mảnh đất đẹp. + Giao thông thuận tiện, đi các ngả, đường  + Chủ đang cho thuê kinh doanh bên ngoài mặt đường, bên trong cho thuê phòng trọ. ",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801237.2299304, 4,,
"7,3 tỷ VNĐ",Đường Minh Khai phường Vĩnh Tuy, 78m2, 4, 4,"
    NHÀ ĐẸP NHƯ SIÊU MẪU !!!Bán nhà ngõ 856 phố Minh Khai, hàng xóm Time City, CỰC HOT!!!📱0386569334Giá 7 tỷ 3 có thương lượng cho khách thiện chí.Nhà được xây dựng trên diện tích 78m2 4 tầng 4 phòng ngủ, đã đầy đủ nội thất 5 Sao, chủ mới chỉ xách vali về ở luôn.Tiện tích xung quanh đầy đủ, ngõ to, rộng thoáng, gần phố, dân trí cao.Sổ đỏ chính chủ, nở hậu, liên hệ ngay e Nam để xem nhà và làm việc chính chủ.
",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801238.9393666, 3, 4, 5
"7,5 tỷ VNĐ",Đường Triều Khúc phường Thanh Xuân Nam, 60m2, 4, 6,"+ Nhà đẹp, Thang Máy Chờ, Móng 7 Tầng.đắc địa, + Chủ xây tâm huyết. + Tầng 2,3: Mỗi tầng 2 phòng ngủ. LH:, chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801241.0337543, 5, 15,
