price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền
"10,7 tỷ VNĐ",Đường Lê Thanh Nghị phường Đồng Tâm, 81m2, 2, 6, 11, 11,"
    - Vị trí nhà thoáng đẹp nằm ở trung tâm của phố Lê Thanh Nghị, tiện ích xung quanh không thiếu thứ gì, gần các trường Đại học nổi tiếng như Bách Khoa - Kinh Tế - Xây dựng, chợ, siêu thị Vinmart, các bệnh viện lớn như Bạch Mai - Thanh Nhàn - Việt Nhật - Lão Khoa - Da Liễu.- Nhà được thiết kế với phong cách hiện đại, chắc chắn. Căn hộ Apartment Kinh doanh cho thuê - Doanh thu 50-70 triệu/tháng - 11 Phòng khép kín đầy đủ tiện nghi- Thiết kế:+ Tầng 1: Để xe  + 1 PN+ Tầng 2,3,4,5,6 : Mỗi tầng 2 phòng ngủ + WC khép kín.- Sổ đỏ nở hậu, sẵn sàng giao dịch.- Diện tích 81m2 x 6 tầng - Giá 10.7 tỷ- Liên hệ Em Trường: 0971.999.203
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795337.8171744, 4
,Đường  phường Dương Xá, 81m2, 50, 27, 4, 2,"Căn hộ Góc 2PN+2VS – Hướng Đông Nam toà R101 Zenpark Ocean Park- Giá căn hộ: 4.5xx tỷ (  đã gồm VAT+KPBT)- Tặng voucher 150 triệu + Thiết bị thông minh smarthomes cao cấp- Hướng: Đông Nam mát mẻ- Diện tích: 81,3m2- Hỗ trợ vay lên tới 80% giá trị căn hộLiên hệ: Em Phương 0974509073 để đi xem nhà",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795339.400938,
"24,5 tỷ VNĐ",Đường Trung Văn phường Trung Văn, 77m2, 20, 5, 4, 4,""",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'mẶt="""" phỐ="""" trung="""" vĂn="""" -="""" vỈa="""" hÈ="""" thÊnh="""" thang="""" mẶt="""" ĐƯỜng="""" nỘi="""" khu="""" vƯỜn="""" hoa="""" 5="""" tẦng="""" mÁy="""" tiỀn="""" ĐẸp="""" span="""" p="""" class=""MsoNormalSPAN"" vi'+="""" chính="""" chủ="""" cần="""" tiền="""" bán="""" gấp="""" nhà="""" mặt="""" phố="""" văn,="""" nam="""" từ="""" liêm.="""" vi'="""">+ Diện tích 77m, Nhà 5 tầng Thang Máy, Mặt tiền 5.1m, Vỉa hè 2 bên. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" nhà="""" mặt="""" phố="""" trung="""" văn,="""" vỉa="""" hè="""" rộng,="""" kinh="""" doanh="""" tốt,="""" ngay="""" cạnh="""" ngã="""" tư="""" văn="""" -="""" tố="""" hữu.="""" span="""" p="""" class=""MsoNormalSPAN"" vi'-="""" sau="""" là="""" đường="""" nội="""" khu="""" thuộc="""" dự="""" án="""" c14="""" bắc="""" hà,="""" đối="""" diện="""" vườn="""" hoa,="""" 2="""" bên,="""" ô="""" tô="""" tránh="""" đỗ="""" cả="""" ngày.="""" vi'="""">- Vị trí thuận tiện kinh doanh showroom, văn phòng, siêu thị, ăn uống, phòng khám, mầm non,.... "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" nhà="""" xây="""" 5="""" tầng,="""" thông="""" sàn,="""" thang="""" máy="""" và="""" bộ="""" phía="""" sau.="""" span="""" p="""" class=""MsoNormalSPAN"" còn="""" mới="""" đẹp.="""" vi'="""">+ Gia chủ đang cho thuê cả nhà 50tr/th. Khách mua tiếp tục duy trì hợp đồng hoặc lấy lại ngay. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" sổ="""" đỏ="""" phân="""" lô="""" chính="""" chủ,="""" giao="""" dịch="""" ngay="""" trong="""" 1="""" nốt="""" nhạc.="""" span="""" p="""" class=""MsoNormalSPAN"" giá="""" chào="""" để="""" bán:="""" 24.5="""" tỷ="""" vi'="""">+ Liên hệ xem nhà: 0902083139 ",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795341.520274, 5
36 tỷ VNĐ,Đường Xã Đàn phường Trung Phụng, 45m2, 30, 7, 4, 6,"
    MẶT PHỐ VIP XÃ ĐÀN - 45M2 7T THANG MÁY MT 5M THÔNG SÀN - KD ĐỈNH CAO - CHỈ 36 TỶ NGANG NHÀ MẶT NGÕ - TẦM TIỀN CỰC KHÓ KIẾM⭕️ LH NGAY 0982833366 (VỊ TRÍ - THÔNG SỐ - GIÁ CẢ HOÀN HẢO -KD ĐỈNH CỦA ĐỈNH)------------------------------ Mặt phố Xã Đàn rất VIP , tầm tiền 35-40 tỷ nhiều người tìm kiếm. Mặt tiền rộng 5m càng khó kiếm nhà bán . Vỉa hè rộng miên man. - Nhà thiết kế 7 tầng thang máy , thông sàn , cầu thang và thang máy cuối nhà. Vị trí không mắc bất cứ quy hoạch nào. - TÀI SẢN 7 TẦNG THỂ HIỆN TRÊN SỔ LÀ 1 LỢI THẾ- Sổ đỏ chính chủ giao dịch ngay.----------------------------🚀  GIÁ BÁN CHỈ: 36 Tỷ  (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)THÔNG SỐ VÀ VỊ TRÍ GIÁ CẢ NÀY PHẢI NHANH CHÂN MỚI KỊP...----------------------------☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366 ZALO 0902223785(Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795343.2356784, 5
54 tỷ VNĐ,Đường Sài Đồng phường Sài Đồng, 500m2, 9, 4, 4, 4,"
    hvỉa hè rộng, ô tô tránh, gần chợnhà hàng … tiện ích vô vàn xung quanh. Đường thông ô bàn cờ đi các ngả … Sang trung tâm Hà Nội chỉ 5 phút..hung cột Bê tông chắc chắn+ Diện tích: 20+ Sổ đỏ chính chủ, siêu đẹp, pháp lý chuẩn, sang tên ngay trong ngày.Nhỉnh 100 triệu/m2Liên hệ: Hoàng Duy (Duy Nhà Đẹp) – 0945950386 (miễn trung gian).
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795345.0298784, 20
330 tỷ VNĐ,quận cầu giây, 550m2,,,,,"
    
Bán toà nhà văn phòng vip 11 tầng mặt phố Dịch Vọng Hậu (phối cảnh 3D của toà nhà kèm theo). DT 550m2, mặt tiền 16m, xây 9 tầng nổi và 2 tầng hầm, hai thang máy nhập khẩu nguyên bộ Mitsubishi, hệ thống điều hoà trung tâm Daikin, a thiết bị vệ sinh Toto, vách kính mặt tiền Eurowindow 2 lớp cách âm cách nhiệt, hệ thống phòng cháy hiện đại đúng tiêu chuẩn. Sổ đỏ chính chủ. Giá bán: 330 tỷ (bao phí sang tên). LH: QUANG TRƯỞNG ; 0912.129.926;;;;0912.729.926

 
",08/01/2022,Tin thường,batdongsan_so_com_vn_1673795346.5907042,
72 tỷ VNĐ,quận thanh xuân, 250m2,,,,,"
    
Tôi cần bán tòa văn phòng 9 tầng mặt phố Nguyễn Ngọc Nại ( phối cảnh 3D kèm theo)...Dt250m2, Mặt tiền 6,5m, Tòa nhà hai mặt đường, Nhà xây mới 8 tầng nổi 1 tum và 1 tầng hầm, Thiết kế hiện đại, Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa âm trần DAIKIN, Tầng 8 là 1 phòng ăn kết hợp phòng khách sang trọng, toàn bộ đá ốp mặt tiền và thang máy là đá Marble nhập từ Brazil, Cửa gỗ Lim và Nhôm Xingfa, Thang máy nhập khẩu chính hãng Mitsubishi 1000kg, Thiết bị vệ sinh American Standard, Hệ thống phòng cháy hiện đại, Sổ đỏ chính chủ. GIÁ = 72 tỷ (có thương lượng). LH: Mr QUANG TRƯỞNG ; 0912.129.926,,,,0912.729.926

 
",08/01/2022,Tin thường,batdongsan_so_com_vn_1673795349.1733778,
63 tỷ VNĐ,quận đống đa, 130m2,,,,,"
    
Bán gấp toà nhà 9 tầng hai mặt phố Nam Đồng và mặt sau phố Đặng Văn Ngữ....Dt130m2, mt5,7m, xây 8 tầng nổi và 1 tầng hầm, kiến trúc văn phòng. Giá bán: 63 tỷ(bao phí sang tên). “Xin quý khách xem Phối cảnh 3D của toà nhà kèm theo nội dung tin đăng”. LH: Mr QUANG TRƯỞNG ; 0912,129,926,,,,0912.729.926

 
",08/01/2022,Tin thường,batdongsan_so_com_vn_1673795350.4070766,
72 tỷ VNĐ,quận cầu giấy, 210m2,,,,,"
    
Tôi cần bán gấp toà Khách Sạn cao cấp 10 tầng tại khu đấu giá Lê Đức Thọ.....Dt210m2, Mặt tiền 11m, xây 9 tầng nổi và 1 tầng hầm, 46 Phòng VIP, Hiện đang cho khách Hàn Quốc thuê 200triệu/thang và đã thanh toán 1 năm và cọc 1,6 tỷ, Sổ đỏ chính chủ. Giá bán: 72 tỷ (bao phí sang tên). LH: Mr QUANG TRƯỞNG ; 0912.129.926...0912.729.926

 
",08/01/2022,Tin thường,batdongsan_so_com_vn_1673795351.560996,
56 tỷ VNĐ,quận  hà đông, 150m2,,,,,"
    
Bán gấp Tòa Nhà Văn Phòng 8 tầng mặt phố ngã tư Vạn Phúc - Tố Hữu......Dt150m2, Mặt tiền 10m, Đường nhựa, Vỉa hè rộng 6m, Nhà xây mới 7 tầng nổi 1 tum và 1 tầng hầm, Thiết kế hiện đại, Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa DAIKIN, Tầng 7 là 1 phòng ăn kết hợp phòng khách sang trọng, toàn bộ đá ốp mặt tiền và thang máy là đá Granit nhập từ Brazil, Cửa gỗ Lim và Nhôm Xingfa, Thang máy nhập khẩu chính hãng Mitsubishi 1000kg, Thiết bị vệ sinh American Standard, Thiết bị điện toàn bộ tòa nhà chính hãng Panasonic, Hệ thống phòng cháy hiện đại, Sổ đỏ chính chủ. GIÁ BÁN = 56 tỷ (bao phí sang tên). Hiện đang có hợp đồng thuê 6700usd. LH: Mr QUANG TRƯỞNG ; 0912.129.926....0912.729.926

 
",08/01/2022,Tin thường,batdongsan_so_com_vn_1673795352.643095,
