price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"11,8 tỷ VNĐ",ngõ 559 Kim Ngưu, 68m2, 7, 10, 10,"Bán toà nhà chung cư mini 20 Phòng cho thuê, ngõ 559 Kim Ngưu, Vĩnh Tuy, Hai Bà Trưng, thang máy hiện đạiDiện tích 68m2, mặt tiền 5m, nhà xây mới tinh 7 tầng đẹp long lanh. Thiết kế hiện đại, phong cách Châu Âu, có thang máy xịn, chuyên để cho thuê. Tầng 1: Thiết kế làm chỗ để xeTầng 2,3,4,5,6: Thiết kế mỗi tầng 4 phòng khép kín, vệ sinh khép kínTầng 7: Phòng máy, sân phơi đồLắp đặt đầy đủ nội thất chất lượng cao với điều hoà 1200K, Vệ sinh ToTo, nóng lạnh 30 lít, máy giặt, Giường Tủ, công tơ điện nước riêng đầy đủ, cửa sổ, cửa nhà mở các phòng cực thoáng, Hiệu suất cho thuê nếu chủ tự quản lý 960tr/năm. Cam kết thuê lại với giá 700-750tr/nămVị trí đẹp, ngõ thông, cách phố Kim Ngưu chỉ 80m xung quanh tiện ích đồng bộ Trường học, bệnh viện, TTTM…SĐCC, Giá bán 11.8 tỷ (có thương lượng) liên hệ chị Yến ĐT:0702138238",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822483.1798973, 5, 3, Đông nam
"15,5 tỷ VNĐ",ngõ 3 phố Cù Chính Lan, 104m2, 4, 4, 3,"Bán nhà  Phân lô ngõ 3 Cù Chính Lan Khương Mai. Thanh Xuân. Hà Nội DT 111mx5T mặt tiền 5.38m. ô tô vào nhà giá 15,5 tỷNhà nằm trong Khu phân lô Quân Đội PKKQ Diện tích 111m2, mặt tiền 5.38m, nhà xây 4 tầng đẹp. Đường rộng 2 ô tô tránh nhau,  nội khu có công viên, siêu thị, vị trí trung tâm, giao thông thuận tiện. Thiết kế hiện đại: Tầng 1 là Sân, Gara ô tô, Phòng Khách, Bếp và Phòng ăn. Tầng 2,3 thiết kế mỗi tầng 2 phòng ngủ lớn, vệ giữa.Tầng 4 là phòng thờ, sân phơi. Nội thất hiện đại, Sàn gỗ các phòng, cầu thang gỗ Lim. Thiết bị đầy đủ. Nhà xây cực kỳ chắc chắn Khung Cột Bê Tông. Vị trí đẹp, ngõ rộng thông sang Nguyễn Ngọc Nại, Hoàng Văn Thái, cách MP Trường Chinh 150m, gần trường ĐH và bệnh viện Đại Học Y.SĐCC, Giá bán 15.5 tỷ (có thương lượng). liên hệ chị Yến ĐT:0702138238",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822484.3348083, 5, 5, Tây bắc
"4,5 tỷ VNĐ",ngõ 155 phố bạch mai, 35m2, 5, 3, 4,"Tôi chính chủ cần bán nhà ngõ 155 phố Bạch Mai, Hai Bà Trưng.Hà Nội.DT 35mx5T xây mới đẹp long lanh, vuông vắn, thông thoáng, rộng rãi, gia đình ở hoặc cho thuê cực tốt vì gần nhiều trường Đại Học: Bách Khoa, Kinh Tế, Xây Dựng- Thiết kế Châu Âu hiện đại, tối ưu mọi công năng sử dụng+ Tầng 1: Phòng khách, bếp ăn, vệ sinh+ Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng, vệ sinh khép kín+ Tầng 5: Phòng thờ, sân phơi- Nội thất mới 100% cao cấp: Hệ thống cửa từ trên xuống dưới + cầu thang + sàn nhà các tầng + tủ bếp tất cả đều được làm bằng gỗ tự nhiên cao cấp, được chính tay chủ nhà là dân trong nghề nội thất thiết kế và sản xuất.- Vị trí: Nhà nằm trong ngách yên tĩnh, cách mặt phố Bạch Mai 1 phút đi bộ. Khu vực xung quanh ngay sát nhiều trường đại học, công sở, bênh viện, buôn bán sầm uất, thuận lợi cả sinh hoạt và làm ăn kinh doanh.- Pháp lý: Sổ đỏ chính chủ.- Giá bán: 4.5 tỷ (có thương lượng) liên hệ chị Yến ĐT:0702138238",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822485.4827387, 6, 3, Nam
"1,6 tỷ VNĐ","Bùi Xá,TT Xuân Mai", 115m2,,,,"- Chủ bán đất chục chính của khu, kinh doanh đỉnh, cả khu không có nhà thứ 2 bán, đó là lời bác Trưởng Khu nói- Khu phố văn minh, dân cư thân thiện, thuận tiện mọi bề, đất mặt tiền rộng, nở hậu, làm cửa hàng tiện ích thì quá chuẩn ạ.- Sổ đỏ nét căng, giao dịnh nhanh chóng.LH em ngay. 0913351136. Em Đoàn. Làm việc trực tiếp.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822486.8161695,,,
"7,2 tỷ VNĐ","Lê Trọng Tấn, La Khê, Hà Đông, Hà Nôi", 50m2, 6, 4,," #  Quá đẹp nhà phố  Lê Trọng Tấn, La Khê, Hà Đông. Lô góc 3 mặt thoáng, ô tô tránh, ô tô vào nhà, Full nội thất trang thiết bị cao cấp về ở ngay, kinh doanh, Văn phòng đỉnh. DT 50m, 6T giá chỉ 7.2 tỷ. + Vị Trí: thoáng đẹp không có căn thứ 2 tại đường Lê Trọng Tấn phường La Khê quận Hà Đông. + Giao thông: 2 bước chân ra mặt đường chính Lê Trọng Tấn di chuyển QL6, về phía Tây Bắc, Lê Trọng Tấn, Tố Hữu, Lê Văn Lương, Quang Trung, Trần Phú, Nguyễn Trãi quận Thanh Xuân vô cùng thuận lợi. + Nhà chủ tự xây khung cột chắc, thiết kế hiện đại các phòng ốc rộng, thoáng sáng, nội thất víp, trang thiết bị cao cấp, công năng đầy đủ. + Giá chỉ 7.2 tỷ ( Nhà thật như ảnh ). + Sổ vuông đỏ đẹp, sẵn sàng giao dịch. # HotLine: 0906113879 Tình nhà phố ( chuyên mua bán nhận ký gửi nhà đẹp, nhà phố, nhà tiềm năng, dòng tiền, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822487.8603756, 4, 8,
"1,7 tỷ VNĐ","Phúc Thọ, Mai Lâm, Đông Anh", 48m2,,,,"- Vì là đất nên cũng có gì nhiều mô tả mấy ạ - Vị trí cách Cầu Đông Trù, toà Erouwindo Vài trăm mét. + Sổ đỏ hoa hậu sẵn sàng giao dịch. - Lh em Trác: 0965492571(xem nhà và tư vấn miễn phí)",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822488.9215376, 4,,
"11,2 tỷ VNĐ",Đường Lạc Long Quân phường Quảng An, 55m2, 5, 4, 4,"
    + Thiết kế: Nhà mình lô góc hai mặt ngõ đều ô tô tránh, nhiều cửa sổ thoáng sáng, ban công rất rộng.+ Tầng 1: Gara ô tô.+ Tầng 5: 1 phòng ngủ + phòng thờ.Liên hệ, Kim Cương 0939.286.833/ 090.1617.686 - Tư vấn tận tâm.Thanks all!
",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822490.2210605, 5, 6,
"5,6 tỷ VNĐ","Tố Hữu, Vạn Phúc, Hà Đông, Hà Nội.", 51m2, 5, 4,," # Bán gấp nhà riêng gần ngay ngã tư Tố Hữu, Vạn Phúc, Hà Đông. Full trang thiết bị cao cấp, nội thất vip, 51m2, 5T, giá chỉ 110 triệu/m2.   + Vị trí: Cực đẹp giá trị tiềm năng sát đường Đại Mỗ quận Nam Từ Liêm gần ngã tư Tố Hữu, Vạn Phúc quận Hà Đông. + Tiện ích: bao quanh là các KĐT Văn Khê, KĐT An Hưng, KĐT Vạn Phúc, Him Lam, trường Quốc tế Nhật Bản, KĐT Dương Nội, AEONMall, Vinhomes... + Giao Thông: 3 bước chân ra đường lớn Đại Mỗ đường Tố Hữu, Lê Văn Lương di chuyển đi đâu cũng vô cùng thuận lợi. + Nhà Chính Chủ tự xây rất tâm huyết khung cột chắc thiết kế phong cách Châu Âu đẹp không tỳ vết. + Ưu Điểm: nội thất quá Víp trang thiết bị cao cấp riêng cầu thang, sàn, cửa, bàn ghế, giường tủ, được làm bằng gỗ lim ta vì chủ là người buôn gỗ lại có nghề mộc tự tay làm lấy rất tinh tế và rất chắc chắn. + Tiềm năng: vị trí khu vực đang phát triển mạnh nhiều tuyến đường mở ra, KĐT, dự án mọc nhanh hơn nấm, tuyến đường Đại Mỗ mở rộng lúc đó giá trị BĐS này sẽ không tưởng. *  Nay chủ có việc giêng cần bán gấp, giá bán 110 tr/m rất cần bán nhanh trong tháng. + Sổ đỏ chính chủ pháp lý chuẩn, giao dịch nhanh. # HotLine: 0906113879 Tình nhà phố ( chuyên nhà đẹp, nhà phố, nhà tiềm năng, dòng tiền, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822491.4028988,, 3,
435 ngàn VNĐ,8 lương đình của, 36m2, 5, 3, 4,"Bán Nhà Quận Đống Đa. Ngõ 9 lương đình của, 4,35 tỷ. Dt 35m, 5 tầng, Mặt tiền, 4m. Nhà hiện trạng 5 tầng mới, cách oto đỗ chỉ 10m, khách chỉ việc rọn về ở, Mặt tiền rộng 4m. Hướng, đông nam. Nhà cách oto , taxi 10m. Vị trí; Gần phố kim liên. Trường chinh. Bệnh viện bạch mai. Giải phóng. Chùa bộc. Hầm kim liên. Sổ đỏ ở nhà. Sẵn sàng giao dịch. Sang tên nhanh. Chủ rất cần bán. Giá 4,35 tỷ.( có thương lượng), Gọi ngay cho tôi; Mr Hà; 0968753443. Miễn TG . MG làm phiền. Cam kết thông tin ảnh chuẩn 100%. ",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822492.4790206, 4, 3, Đông nam
"4,5 tỷ VNĐ",Đường Nhân Hòa phường Nhân Chính, 42m2, 4, 4, 3,"-Chủ nhà đã mua nhà trên phố giải phóng  gần cơ quan làm việc, cần bán gấp nhà Quan Nhân .hót nhất Thanh Xuân. 70m ra phố.  -Diện tích 42m, Sổ vuông Đẹp.   -Ngõ ba gác tránh xe máy,an sinh đỉnh,giao thông thuận tiên.  - Nhà được gia chủ thuê Thiết kế nên rất đẹp, hợp lý, hiện đại.  - Nội thất đẹp.  - Thiết kế 4 tầng, 4 ngủ. đầy đủ công năng.  - Chủ mới về ở luôn,   - Giao thông thuận lợi,2 phút ra Ngã Tư Sở.  - Giá 4,5 tỷ.  - Liên hệ Em Trang: 0964398692 để được  đi xem nhà sớm nhất. ",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822493.6478949, 3, 2,
