price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Hướng,Lộ giới
,"TĐC Vai Réo, Phú Cát, Quốc Oai, Hà Nội", 100m2,"Cần bán lô đất 100m2 TĐC Vai Réo- Phú Cát-Quốc Oai giá 2xtr/m2- Vị trí trung tâm của trung tâm, nằm trong lõi khu đô thị vệ tinh Hoà Lạc .- Hạ tầng đồng bộ chuẩn Quốc gia chia ô bàn cờ, đường 8-10m, có vỉa hè 3m- Gần nhà máy in tiền lớn nhất Quốc gia (600m) - Nằm sát tổ hợp 8 nhà máy tập đoàn Phelika- Cách Đại lộ Thăng Long 1,2km - Cách QL21A 500m- 5' di chuyển ra ĐHQG - Giao thông kết nối với nội đô và các vùng lân cận cực kỳ dễ dàng            LH:0978862329 để được hỗ trợ đi xem đất",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818948.7412648, 5,,,,, 10
"5,95 tỷ VNĐ",Bùi Xương Trạch, 72m2,"+ Nhà cách phố hơn 20m + Nhà xây dựng 4 tầng, cực kỳ chắc chắn. Thiết kế hợp lý, thoáng sáng: - Tầng 1: Khách, bếp, vệ sinh. - Tầng 2, 3: Mỗi tầng 2 PN, vệ sinh giữa, phòng nào cũng có cửa sổ thoáng, sáng. - Tầng 4: Trồng cây, sân phơi. + Diện tích: 72m + Pháp lý: Sổ đỏ cực vuông vắn, nở hậu. + Liên hệ: 0362368485; 0964399436",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818949.7379591,,,,,,
"3,6 tỷ VNĐ",Trần Phú - Hà Đông - Hà Nội, 32m2,"BÁN NHÀ RIÊNG NGÕ 217 TRẦN PHÚ VĂN QUÁN-HÀ ĐÔNG NHÀ MỚI, ĐẸP 32M2x5T. GIÁ 3TỶ 6  Vị trí: ngõ 217 trần phú văn quán hà đông - Nhà mới, ở ngay, diện tích 32m2, 5 tầng kiên cố, 3PN, 1 thờ , 4wc - 10 m ra đường ô tô, hơn 100m ra đường trần phú _Thuận tiện qua trần phú, 19/5, nguyễn khuyến, chiến thắng - Nhà nằm trong khu đô thị Văn quán nên rất nhiều tiện ích, trường, chợ, siêu thị , quán xá tấp lấp, hồ điều hòa, sân chơi cho trẻ ,vườn hoa, sân tập thể thao…. - Sổ đỏ sẵn, pháp lý chuẩn, giao dịch ngay - Giá 3,6 tỷ ( đã bao gồm thủ tục phí sang tên sổ đỏ) - Liên hệ Mr Hưng 0984672007 để xem nhiều nhà trong khu vực. (Miễn trung gian.)",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818950.8639507,, 5, 3, 4,, 2
"4,2 tỷ VNĐ",Đường Vĩnh Phúc phường Vĩnh Phúc, 50m2,Phố Vĩnh Phúc – diện tích 50m² - 6 tầng – mặt tiền 5.8m – giá 6.5 tỷ + Ngõ trước nhà thông thoáng – cách ô tô tránh 50m – gần mặt phố - an ninh tốt. + Nhà chủ mới xây cuối năm 2021 – 6 tầng thang máy – mặt tiền rộng – bề thế. + Khu vực VIP Ba Đình – tiện ích bạt ngàn – nhà gần nhà thi đấu Quần Ngựa - Bệnh Viện 354 – Bệnh Viện Phổi TW – gần các phố: Đội Nhân – Đốc Ngữ - Hoàng Hoa Thám – Đội Cấn – Liễu Giai – Văn Cao. Sổ đỏ chính chủ - nở hậu – sẵn sàng giao dịch.  Liên Hệ: Chú Tuấn 0914631816,20/06/2022,Tin thường,batdongsan_so_com_vn_1673818952.099641, 5, 6, 6, 1,, 2
"6,48 tỷ VNĐ",Tái định cư 7.2ha - Trâu Quỳ - Gia Lâm - Hà Nội, 60m2,"- Anh trai cần bán nhanh thửa đất vị trí đẹp, view vườn hoa hướng đông nam, đất có nhiều lộc bán để mua biệt thự Vinhomes tại khu tái định cư 7.2ha trung tâm thị trấn Trâu Quỳ-Gia Lâm.- Giao thông vô cùng thuận tiện đi Lý Thánh Tông, Nguyễn Khiêm Ích, Ngô Xuân Quảng, Cửu Việt, Thành Trung,...tiện ích xung quanh vô cùng đầy đủ: bệnh viện, trường học từ cấp mẫu giáo đến đại học ,trung tâm hành chính các cấp,....- Nằm trong vùng lõi phát triển kinh tế của thị trấn và huyện Gia Lâm tiềm năng tăng giá và thanh khoản cực tốt, xung quanh là các dự án nhà ở thương mại giá đã khá cao như: Sông Hồng, Hải Phát, Euro Window, Metropolitan,...- Thửa đất vuông vắn mặt tiền rộng 4m đường trước đất 11m vỉa hè 3m View thoáng 3 bước chân ra ngay đường 22m Nguyễn Mậu Tài, hướng Đông nam mát mẻ, view vườn hoa và sân thể thao vô cùng thoáng đãng - Sổ đỏ chính chủ ,giá cực tốt cho thửa đất nhiều tiềm năng 107.5tr/m2.Liên hệ xem đất và biết thêm thông tin chi tiết E.Nhật: 0982852808, 0948584888.",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818953.3532875, 4,,,, Đông nam, 11
"7,8 tỷ VNĐ",Văn Khê-La Khê, 50m2,"Mô tả:+ Bán nhà Dọc Bún-Văn Khê- La Khê 50m2*5tầng chỉ 7,8tỷ,nhà hiếm,giá tốt, ô tô-kinh doanh,+ Nằm trong quần thể khu đô thị Văn Khê, Siêu phẩm hiện đã lấp đầy với 98% mật độ dân cư về ở. + Khu an sinh cho hộ gia đình ở vừa làm cửa hàng như Spa, văn Phòng, Kinh Doanh Online đều được.+ Tiện ích xung quanh, đi bộ 100m có chợ cóc nhỏ buôn bán ngày đêm ngay bên nhà, +gần trường tiểu học Vạn Bảo ,Học Viện Chính Trị, khu đô thị Dương Nội 1km ,các khu chung cư gần nhà….. + thiết kế hiện đại đầy đủ công năng sử dụng :5 phòng ngủ,4 wc + sổ đỏ phân lô, chính chủ sẵn sàng giao dịch + giá 7,8tỷ (có thương lượng)+ Gọi ngay Mrs Hương Chuyên bán, cho thuê và nhận ký gửi nhà đất thổ cư Hà Đông. ",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818954.544102,, 5, 5, 4,,
25 tỷ VNĐ,"Tố Hữu, La Khê, Hà Đông", 186m2,"Biệt Thự Văn Khê,La Khê,Hà Đông,Ga Ra Ô tô, Nội Thất Gỗ Tự Nhiên Xịn 186m2x 3T. Chỉ 25 Tỷ. Vị Trí: Nhà nằm trong khu Đô Thị Mới Văn Khê, xung quanh tiện ích ngập tràn, gần trường tiểu học Vạn Bảo, biệt tự xây từ đầu, 1 chủ sở hữu, chủ tâm huyết làm toàn gỗ Lim, Sến Táu. Ở rất có lộc, giờ muốn chia tay để sang Vinhom riverside, xum họp cùng các Đại Gia khác nên bán. Thiết kế: 3 tầng biệt thự truyền thống, với 4 phòng ngủ, phòng khách, bếp, phòng đọc sách thư giãn… đủ cả. Nói chung là quá tuyệt vời. Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                                 - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818955.7518706, 11, 3, 4, 4,, 8
"4,9 tỷ VNĐ","Phường Ngọc Thụy, Long Biên, Hà Nội", 31m2,"- Mảnh đất siêu hiếm, 3 mặt đường: mặt đường 12m, 6m và 2m. Vỉa hè rộng thênh thang, kinh doanh bạt ngàn. -Thửa đất cam kết không có lô thứ hai, khách tầm tài chính này chỉ cần xem là chốt gấp. - Tiện ích, công viên, hồ điều hòa (của Khai Sơn chuẩn bị đào), trường học các cấp gần kề. - Sổ chính chủ sẵn sàng sang tên trong ngày. - Nay có việc chủ cần bán cực gấp, chỉ trong tuần giá bất chấp.",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818957.1372108,,,,,,
6 tỷ VNĐ,"TÂY SƠN, ĐỐNG ĐA", 50m2,"BÁN NHÀ TRUNG TÂM ĐỐNG ĐA, Ô TÔ GẦN NHÀ, NGÕ BA GÁC, 50M2. + Vị trí trung tâm ĐỐNG ĐA dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 5 tầng cực đẹp, tương lai sáng ngời. + Sổ đỏ chính chủ, pháp lý sạch. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818958.324989,,,,,,
5 tỷ VNĐ,Đường Hoàng Hoa Thám phường Vĩnh Phúc, 50m2,"Bán nhà Hoàng Hoa Thám  50m- Ô tô đỗ cửa- Chỉ 5 tỷ NHÀ ĐẸP - VỊ TRÍ ĐẸP - NGÕ THÔNG - Ô TÔ ĐỖ CỬA 👉 Ngõ to đẹp vỉa hè thông thoáng, nhà cách Ô TÔ tránh 20m. Nhà 2 mặt ngõ trước sau thoáng sáng, ngõ sau nhà rộng gần 5m Thiết kế:  - Tầng 1: Tầng 1 phòng khách, bếp, khu để xe. - Tầng 2,3: Cầu thang giữa 4 phòng ngủ, WC. - Tầng 4: Phòng ngủ, phòng thờ. - Tầng 5: Sân phơi, ban công trước sau.Liên hệ 0366699510 xem nhà miễn phí",20/06/2022,Tin thường,batdongsan_so_com_vn_1673818959.4948575, 4, 5, 4, 3,, 3
