price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"5,6 tỷ VNĐ","Đường Cầu Vĩnh Tuy, Phường Vĩnh Tuy", 64m2, 4, 4,"Nhà đẹp, sát phố, kinh doanh, LÃI NGAY SAU CÔNG CHỨNG.- Mặt tiền 5m, thông sàn, kinh doanh đỉnh.- Vừa kinh doanh vừa ở, tổng 4 ngủ, đủ công năng.- Ngay cạnh Time city, gần các trường liên cấp.- Gần nhiều trường Đại học lớn.- Gần chợ dân sinh.- Diện tích: 64m.- SỔ ĐỎ CHÍNH CHỦ, PHÁP LÝ CHUẨN.- Giá chào 5.6 tỷ, có thương lượng.- Liên hệ: Nguyễn Dương - 0825920555.",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802264.2500236, 3, 4, 4,
"13,5 tỷ VNĐ",Phố Chùa Quỳnh, 40m2,,,"Cần bán nhà mặt phố Chùa Quỳnh,Hai Bà TrưngDiện tích 40m x 6 tầng ,mặt tiền 5 m Vị trí đắc địa ,kinh doanh sầm uất , ô tô tránh vỉa hè, mặt tiền rộng phù hợp kinh doanh đa dạng.Thiết Kế 6 Tầng Thông Sàn Kinh Doanh , Thang MáyPhù hợp khách hàng mua kinh doanh thì hết ýSổ đỏ chính chủ,giao dịch ngayGiá 13.5 tỷ có thương lượng Liện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội  ",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802265.9165645,,,,
"5,6 tỷ VNĐ","Đường Vĩnh tuy, Phường Vĩnh Tuy", 64m2, 4, 4,"Nhà đẹp, sát phố, kinh doanh, LÃI NGAY SAU CÔNG CHỨNG.- Mặt tiền 5m, thông sàn, kinh doanh đỉnh.- Vừa kinh doanh vừa ở, tổng 4 ngủ, đủ công năng.- Ngay cạnh Time city, gần các trường liên cấp.- Gần nhiều trường Đại học lớn.- Gần chợ dân sinh.- Diện tích: 64m.- SỔ ĐỎ CHÍNH CHỦ, PHÁP LÝ CHUẨN.- Giá chào 5.6 tỷ, có thương lượng.- Liên hệ: Nguyễn Dương - 0825920555.",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802267.9291813, 3, 4, 4,
"6,9 tỷ VNĐ",mỗ lao, 50m2, 6, 5,"Bán Nhà, Thanh Bình. Hà Đông. Ô Tô Kinh Doanh 50m2 x 5 tầng. Mặt Tiền 6m Giá 6.9 Tỷ.   PHÂN LÔ – TRUNG CƯ MINI KINH DOANH – Ô TÔ  + Nhà trong ngõ cách đường thanh Bình 20m tương lai quy hoạch đường Thanh Bình nên rất phát triển, giá đất lên rất nhiều, đường Thanh Bình  giao với các đường, Nguyễn Trãi, Quang Trung, Trần Phú, Tố Hữu, Ngả đi các hướng nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần các trường Đại Học lớn như; Đại Học Kiến Trúc, Bưu Chính Viễn Thông; Nhà gần Trung Tâm Thương mại Roal Anl CiTy, Bệnh Viện 103, Viện Bỏng, Siêu Thị BigC Hà Đông, Siêu Thị Coopmax Hà Đông, Quận Uỷ Hà Đông, chợ Hà Đông, Chợ Phùng Khoang, cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an sinh đỉnh, an ninh an toàn. + Nhà nằm trên khu phố sầm uất và rất tấp lập của Hà Đông, nhà 8 Phòng khép kín chủ đang cho thuê 32tr 1 tháng, dòng tiền quá đỉnh kết hợp buôn bán, kinh doanh, văn phòng và các loại hình dịch vụ rất đa dạng và phát triển. Cực hiếm nhà như vậy  + Nhà thiết kế 5 tầng:                                                                                                          - - - Tầng 1: Thông sàn  - Tầng 2,3,4,5: Mỗi tầng 2 phòng ngủ và wc + Nhà xây dựng bê tông cốt thép rất chắc chắn, nhà mới chủ về chỉ việc ở và nhận tiền thuê nhà.  Sổ đỏ chính chủ, cất két sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802269.681493,, 8, 8,
5 tỷ VNĐ,"hoàng mai, hà nội", 40m2,,,"4Bán Nhà Hoàng Mai, Phố Tân Mai, 40m, 5t, 5 tỷ, oto, Kinh Doanh.+Đường ô tô tránh, ô tô qua nhà dừng đỗ ngày đêm, chủ làm ăn có lộc nên bán đi mua chỗ to hơn.+Nhà chủ tự xây nên vô cùng chắc chắn phù hợp cho 3 thế hệ ở.+Đường Tân Mai gần đường Trương Định, Giáp Bát, Giải Phóng, Kim Đồng, Mai Động, Minh Khai, trường Đại Học Kinh Tế Quốc Dân Xây Dựng, Bách khoa, Bệnh viện Bạch Mai, bến xe Giáp Bát.+ Sổ đỏ chính chủ sẵn sàng giao dịch.Lh: 0346363362 : Phú Gia chuyên nhà phố Hà Nội.",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802271.3799503,,,,
55 tỷ VNĐ,Đường Võ Chí Công phường Nghĩa Đô, 176m2, 8, 9,"
    Cần Bán Siêu Phẩm Toà Căn Hộ Dịch Vụ Cho Thuê 70 Phòng Khép Kín Giá Chào bán 55 Tỷ Thiện chí Thương Lượng Vị Trí đắc địa Giáp Hoàng Quốc Việt,Võ Chí Công Xây mới 8 Tầng Nổi -  1 Tầng Hầm để xeÔ Tô vào hầmDòng tiền thu nhập hơn 400tr/ thángSổ Đỏ chính chủ vuông đẹp, sẵn sàng giao dịch.Liên hệ chi tiết Đức Tuấn
",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802272.8998828, 5, 70, 70,
,hưng yên, 80m2,,,"🧨Bán siêu phẩm dự án đất nền giá rẻ, nằm trọn vẹn giữa khu công nghiệp, khu đô thị lớn của tỉnh Hưng Yên🌏Diện tích giao động từ 70- 90m🚗Đường dải nhựa  6- 7m.✳Vị trí giao nằm cạnh nút giao cao tốc Hà Nội - Hải Phòng. ✳Gần cao tốc 5B từ Hà Nội- Hưng Yên- Hải Dương- Hải Phòng- Quảng Ninh. Nơi kết nối vùng kinh tế trọng điểm 4 tỉnh.✳Nằm sát quy hoạch đường: Tân Phúc- võng phan🏢Cách trường học cấp 1, 2 ,3 trong phạm vi 3 phút di chuyển.✳Nằm trong vùng quy hoạch hàng nghìn héc ta khu công nghiệp  Bắc Sơn, Bãi Sậy, Tân Phúc, Hoàng Hoa Thám, Quang Vinh, Văn Nhuệ🔥Quy trình mua bán:Bước 1: Đặt cọc 100 triệu.Bước 2: Thanh toán 95% ngay khi ký hợp đồng chuyển nhượng.Bước 3: Nhận sổ thanh toán 5% giá trị còn lại.☎️Liên hệ:0988192843 để được tư vấn trực tiếp",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802274.589363,,,, Tây
"2,65 tỷ VNĐ","Ngõ 1 Bùi Xương Trạch, Thanh Xuân", 26m2, 4, 5,"Mô tả:  Nhà 4 tầng  thiết kế: Tầng 1: Phòng khách, bếp, WC Tầng 2:: 1 phòng ngủ+ 1 WC. Tầng 3:: 1 phòng ngủ+ 1 WC. Tầng 4: Phòng Thờ + Sân phơi. Vị trí nhà ngõ 1 Bùi Xương Trạch, gần nhà văn hóa có sân to rộng Ô tô ra vào. Gần nhiều trường cấp 1,2 chợ ngay cạnh nhà tràn đầy tiện ích và dịch vụ. Trước nhà sáng, thoáng. Hàng xóm thân thiện dễ gần. Sổ đỏ riêng vuông vắn. Sẵn sàng giao dịch. Liên hệ: 0961771396",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802276.9470556,, 3, 3,
"5,9 tỷ VNĐ","Nguyễn Bặc, Tứ Hiệp HN", 70m2,,," - Cách 50m 4 làm đường Ô tô, giao thông các ngả, thuận tiện. - MT 4  - Nhà chính chủ xây mới 1 năm. Quá đẹp.  - Ngõ ô tô qua nhà.  - Mỗi tầng 2 phòng, 1 vệ sinh.  - Thiết kế hợp lý. Khung cột 1000 năm. Thép gấp đôi nhà bình thường.  - Nội thất gỗ Lim liền tấm tất cả nội thất. Cực kỳ đẳng cấp.  Sổ đỏ. Vuông vắn. sẵn sàng giao dịch ",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802278.5397956,,,,
"7,2 tỷ VNĐ","Tố Hữu, Hà Đông", 50m2, 4, 4,"Bán Nhà Tố Hữu, La Khê, Vỉa Hè, Phân Lô, Ô Tô DT 50m2 x 4T, Chỉ 7.2 Tỷ. Vị Trí: Nhà khu liền kề Cổng Đồng, La Khê, Hà Đông, đường trước nhà 7m, vỉa hè rộng, làm kinh doanh hay làm, phòng đều tuyệt vời, gần trường Tiểu học, Mầm non, gần chợ xung quanh buôn bán tấp nập, tiện ích vô vàn, Thiết kế: + Tầng 1: Khách + Bếp  + WC. + Tầng 2,3, mỗi tầng 2  phòng ngủ + WC. + Tầng 4: Phòng thờ, sân phơi Pháp lý: Sổ đỏ phân lô, ngân hàng giữ hộ. Giá bán: 7.2 tỷ ( có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                           - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",12/09/2022,Tin thường,batdongsan_so_com_vn_1673802280.0437708, 7, 4, 3,
