price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Hướng
45 tỷ VNĐ,Nguyễn Huy Tưởng, 200m2, 15, 5, 6, 6,"Chính chủ cần bán nhà biệt thự nằm trong dự án Imperia Garden Nguyễn Huy Tưởng, giáp phố Nguyễn Tuân - Vũ Trọng Phụng, Nguyễn Trãi. Mô tả: - Khu biệt thự đẳng cấp nằm trong quần thể dự án Imperia Garden, phố Nguyễn Huy Tưởng, tiếp giáp của 4 quận: Thanh Xuân - Đống Đa - Hà Đông và Cầu Giấy, giao thông thuận tiện thông các ngã, tiện ích đầy đủ quanh nhà. - Quy mô dự án hơn 4.3ha, gồm nhiều toà nhà chung cư văn phòng cao tầng, trường học và khu nhà biệt thự thấp tầng đầy đủ tiện ích: TTTM, khu vui chơi, bể bơi, spa, gym... - Căn biệt thự diện tích gần 200m2, mặt tiền 9m, xây 5 tầng đã có sổ đỏ, đã được chủ nhà hoàn thiện full nội thất thang máy, khuôn viên sân vườn, bể cá Koi cực đẹp, chủ mới chỉ sách vali về ở luôn - Giá bán: Giá cũ 63 tỷ, nay cần bán gấp trước tết, giá mới 45 tỷ bao sang tên, có thương lượng. Ra tết không bán nữa. - Sổ đỏ chính chủ, sẵn sàng giao dịch ☎️ Xin liên hệ Mr Đạt: 0961831835 - 0916558388 để được xem nhà và gặp chủ nhà làm việc giá trực tiếp.",11/01/2023,Tin thường,batdongsan_so_com_vn_1673780165.4485824, 9,
100 triệu VNĐ/m2,phố Nguyễn Khánh Toàn, 44m2, 5,,,,"Chính chủ cần bán gấp lô đất lô góc 2 mặt thoáng, sổ đỏ chính chủ vuông bánh trưng, mặt tiền rộng, ngõ ô tô tại phố Nguyễn Khánh Toàn Cầu Giấy.  Vị trí: Đất nằm mặt ngõ phố Nguyễn Khánh Toàn, ngõ thông phố Đông Quan, Quan Hoa, Dương Quảng Hàm, 100m ra mặt phố, gần chợ, trường PFT, công viên, siêu thị, Đại sứ Quán, cơ quan hành chính.. tiện ích đầy đủ Ngõ ô tô đỗ ngày đêm, đã có quy hoạch mở rộng cực đẹp, ô tô chạy vòng quanh Diện tích sổ đỏ: 44m3, mặt tiền 7.7m rất rộng, lô góc, rất hiếm về tầm giá và pháp lý sổ đỏ. Nhiều nhà ngõ kế bên chưa có sổ đã có giá bán tương tự Đất đã được giải phóng mặt bằng, có sẵn GPXD nhà 5 tầng, mua về có thể xây luôn Giá bán đâu tư cực tốt, do cần tiền trước tết nên để giá không ở đâu có, 100tr/m2, bao sang tên, có thương lượng cho khách thiện chí Liên Hệ xem đất và sổ đỏ: 0961831835 (Zalo/Call). Miễn TG ",11/01/2023,Tin thường,batdongsan_so_com_vn_1673780167.7680864, 8,
3 tỷ VNĐ,Phố Trần Quốc Vượng, 47m2,, 4, 3, 3,"- Vị trí đẹp ngõ nông, tiện ích xung quanh đầy đủ phục vụ cuộc sống: chợ, siêu thị, trường học các cấp, tạp hóa. - Thiết kế 4 tầng có ban công thoáng mát. - Có sân để xe. - khu dân trí cao, hàng xóm thân thiện. - Sổ đỏ chính chủ, sẵn sàng giao dịch. Liên hệ E Dũng BĐS Thổ cư để tư vấn và xem nhà miễn phí 0903461282 (Zalo/Call)",11/01/2023,Tin thường,batdongsan_so_com_vn_1673780170.1030302,,
"17,6 tỷ VNĐ","Đường Yên Xá, Tân Triều, Thanh Trì", 106m2, 3, 8, 40, 40,"LÔ GÓC 4 MẶT THOÁNG - 8 TẦNG THANG MÁY - 40 PKK - DÒNG TIỀN 160TR/THÁNG + Vị trí gần KĐT Tổng cục 5, khu vực nhiều trường Đại học lớn, SV đông đúc. Nhu cầu thuê trọ cực cao, luôn full phòng.+ Nhà ở ngõ rộng, nông, thông, tiện di chuyển đi Triều Khúc, Trần Phú, Nguyễn Khuyến, DT70A, gần KĐT Văn Quán.+ Khu vực tập trung nhiều trường Đại học lớn, nhiều KĐT lớn, tương lai phát triển, tăng giá đất vô cùng cao.+ Thiết kế 8 tầng thang máy, mỗi tầng 6 PKK, tổng 40 căn hộ khép: full đồ- Tầng 1: Sàn để xe + 2 PKK.- Tầng 2,3,4,5,6,7: Mỗi tầng 6 PKK.- Tầng 8: 2 PKK, sân phơi.+ Phù hợp khách mua đầu thư dài hạn, cho thuê giữ tiền.+ Đầy đủ hệ thống camera an ninh, PCCC, thoát hiểm,...+ Dòng tiền tự vận hành đạt 160tr/tháng.+ Sổ đỏ vuông đẹp, sẵn sang tên.+ Giá 17 tỷ 6 (có thương lượng)- Liên hệ Vũ Quang - Tư vấn đầu tư BĐS dòng tiền Hà Nội- Chuyên CCMN - CHDV - Nhà trọ - Apartment cao cấp các quận Hà Nội- Nhận ký gửi nhà đất.",11/01/2023,Tin thường,batdongsan_so_com_vn_1673780172.2712862, 8,
"6,6 tỷ VNĐ",phường mỹ đình quận nam từ liêm, 50m2,,,,,"CHÍNH CHỦ CẦN BÁN CĂN HỘ DỊCH VỤ ĐÌNH THÔN 9 PHÒNG KHÉP KÍN DT 50M2*5T MT 4M NHỈNH 6 TỶ 0962745289+ Căn hộ dịch vụ 9 phòng khép kín, thiết kế hiện đại công năng hoàn hảo. Doanh thu 450 triệu/ năm. + Ngõ 3 gác tránh thông tứ tung ra Mỹ Đình, Phạm Hùng, Thiên Hiền, Lê Đức Thọ, Nguyễn Hoàng, Tố Hữu và các tuyến phố trung tâm nội đô. khu an ninh cao, công năng đầy đủ tiện ích. Dân cư đông, kinh doanh buôn bán tấp nập.+ Sổ đỏ hoa hậu, cất két sẵn giao dịch.+ Giá có thương lượng.+ Liên hệ: Em Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.",11/01/2023,Tin thường,batdongsan_so_com_vn_1673780174.3170826,,
4 tỷ VNĐ,"Đường Đền Lừ, Mai Động, Hoàng Mai", 32m2, 3, 5, 3, 4,"- Bán nhà khu Đền Lừ, #hoangmai , Hà Nội - Nhà phân lô , Ô TÔ đỗ cổng, Gần nhiều siêu thị, chợ, Giao thông vô cùng thuận lợi.  - Trường học từ mẫu giáo đến cấp 3 quanh nhà, An Sinh tuyệt vời. - Khu dân trí cao, an toàn tuyệt đối. - Nhà 32m2 x 5 tầng , mới xây, hiết kế hiện đại, tặng toàn bộ nội thất. - Sổ đỏ chính chủ, sẵn sàng giao dịch, tặng sang tên . Giá 4 tỷ  Liên hê: em Dũng 0945676597  để được xem nhà miễn phí.",11/01/2023,Tin thường,batdongsan_so_com_vn_1673780176.4360955, 4,
"12,5 tỷ VNĐ","Đường Hoàng Văn Thái, Khương Mai, Thanh Xuân", 80m2, 5, 6, 6, 5," Bán nhà Hoàng Văn Thái. 6 tầng thang máy.Nhà mới xây cuối 2021 đẹp, ngõ thông, lô góc. Chủ nhà định cư nước ngoài tặng lại nội thất xịn toàn bộ cho chủ mới  + Nhà thuộc khu phân lô quân đội, đường rộng thông phố, ô tô chạy vòng quanh. Hàng xóm toàn là tướng tá quân đội cao cấp, dân trí cao, an ninh cực tốt, tiện ích bạt ngàn, gần các trường đại học, Đại học Y, Học viện Ngân Hàng, Đại học Thủy Lợi, Công Đoàn, và các bệnh viện lớn. Bệnh viện Đại học Y, Bệnh viện Bưu Điện, chợ và siêu thị xung quanh phố  + Giao thông kết nối đi lại rất thuận tiện, Nguyễn Ngọc Nại, Lê Trọng Tấn, Trường Chinh, Ngã Tư Sở, Ngã Tư Vọng, Giải Phóng. + Nhà vừa ở vừa làm văn phòng cực đẹp và thuận tiện  Thiết kế:  - Tầng 1: Để xe, phòng ăn, bếp, wc  - Tầng 2: Phòng Master rộng, phòng khách gia đình . - Tầng 3,4,5 : Mỗi tầng 2 ngủ, 2 wc.  - Tâng 6: Phòng thờ, sân phơi, tiểu cảnh, bàn trà. hướng Tây Bắc  Sổ đỏ chính chủ, giao dịch ngay",10/01/2023,Tin thường,batdongsan_so_com_vn_1673780178.3474631, 5, Tây nam
"35,5 tỷ VNĐ",Yên Phụ Tây Hồ Hà Nội, 86m2,, 7, 5, 5,"- Diện tích 86m2 X7 Tầng. Mặt tiền 5.5mGiá bán 35.5 tỷ ( có thương lượng )- Vị trí nhà nằm trên mặt phố Yên Phụ, Hồ Tây, vĩa hè, kinh doanh,  ô tô 2 chiều, dừng đỗ! Thiết kế : 2 Hầm 5 nổithông sàn kinh doanh!- Khách mua về phù hợp làm văn phòng công ty, Spa, nhà hàng!- Giao thông kết nối : Yên Phụ, Nghi Tàm, Yên Hoa!- Sổ đỏ chính chủ, pháp lý chuẩn sẵn sàng giao dịch!ACE có nhu cầu liên hệ em Quân để được tư vấn và xem nhà!0385 94 1802!Miễn ( TG Quảng Cáo )",10/01/2023,Tin thường,batdongsan_so_com_vn_1673780180.4295418,,
"3,6 tỷ VNĐ","Đường Minh Khai, Minh Khai, Hai Bà Trưng", 40m2, 3, 5, 6, 4,"+ Nhiều tiện ích : Vinmec, TimeCity, trường từ mầm non , các cấp gần nhà. + Ngõ thông, an ninh tuyệt đối. + 60m ra mặt phố Minh Khai + Diện tích40m x 5 tầng , MT: 4,1m + Nhà mới xây, thiết kế hiện đại, CHỦ TẶNG TOÀN BỘ NỘI THẤT RẤT ĐẸP. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá Nhỉnh3 Tỷ   Liên hệ: em Dũng chính chủ- 0945676597 ",10/01/2023,Tin thường,batdongsan_so_com_vn_1673780182.254334, 4,
"6,8 tỷ VNĐ",Phương Mai- Đống Đa, 55m2,,,,,"Diện tích: 55m2 x 5 tầng. + Mặt tiền: 5.5m Nhà xây KCBT chắc chắn, vuông vắn, ở luôn, không lỗi phong thủy. Tầng 1: Phòng khách + bếp. Tầng 2: 1 phòng vip rộng khép kín. Tầng 3,4: 2 phòng 2 vệ sinh khép kín. Tầng 5: Sân phơi, phòng thờ. Vị trí đắc địa, khu vực dân trí cao, giao thông thuận tiện, đi các ngả + Giấy tờ: Sổ đỏ chính chủ. + Giá 6.8 tỷ (có thương lượng). + Liên hệ em Phương 0964274610. Miễn phí xem nhà - nguồn nhà phong phú - nhiệt tình tận tâm - hỗ trợ 24/7.",21/12/2022,Tin thường,batdongsan_so_com_vn_1673780184.5876935,,
