price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Hướng,Lộ giới
"3,9 tỷ VNĐ",Phố Bát Khối, 30m2,BÁT KHỐI NGÕ NHỎ Ô TÔ QUA- FULL NỘI THẤT ĐẸP LONG LANH Bát Khối  30m  5 tầng   mặt tiền 3.4m  giá chào 3.9 tỷ  Mô tả - Ngõ rộng xe ô tô vào tận nhà - Full nội thất chỉ việc vào ở - Khu tiện ích đáng sống - Sổ đỏ cất két sẵn sàng giao dịch + T1: Khách+ bếp+wc + T2+3+4+: Mỗi tầng 01pn+wc + T5: Phòng thờ+ sân phơi. Liên hệ em Long : 0988 073 894,05/04/2022,Tin thường,batdongsan_so_com_vn_1673828379.9585128,,,,,,
"3,75 tỷ VNĐ",Kim Giang, 41m2,"- Diện tích 41m2, mặt tiền 3.4m, giá 3.75 tỷ. - Ngõ thông sang đường Vành Đai. - Ngõ to rộng, ô tô 14 chỗ vào thoải mái. Cạnh nhà là bãi xe của nhà văn hóa để 2 chục chiếc ô tô. - Nhà đẹp ở hay đầu tư đều ngon. Liên hệ em Đạt để được tư vấn và dẫn đi xem nhà miễn phí! LH: 0973838798.",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828381.3487926,, 4, 4,,,
"2,2 tỷ VNĐ","đường Lĩnh Nam, Hoàng Mai, Hà Nội", 28m2,"NHÀ ĐẸP - NGÕ THOÁNG - SỔ ĐỎ CHÍNH CHỦS = 28m, giá 2.2 tỷ * Mô tả: + Thiết kế: 5 tầng, 3 ngủ, phòng thờ, sân phơi + Vị trí đẹp, ngõ thoáng, gần chợ đêm Lĩnh Nam. + Nhà dân xây chắc chắn tỉ mỉ, mới đẹp, ở ngay, tặng nội thất. + Sổ đỏ chính chủ vuông vắn, cần bán gấp. * Liên hệ: Tôi – Bình, 0345752279 để được tư vấn và xem nhà miễn phí.* Không tiếp môi giới. ",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828382.5665355, 4, 5, 3, 4,,
"9,9 tỷ VNĐ","Đường Kim Ngưu, Thanh Nhàn, Hai Bà Trưng", 40m2,"Mô tả: + Nhà mới xây, 5 tầng, Ở đỉnh, kinh doanh sầm uất. + Gần các tiện ích  300m ra chợ. Bệnh viện, trường học cấp 1,2. + Mặt ngõ rộng 6m, ô tô đỗ cửa, vào nhà oki. 20m ra mặt phố lớn. + Tầng 1,2 kinh doanh rất ok, khu phố văn minh, dân trí cao. + DT40m2, 5T. Gần các tiện ích như 300m ra chợ, trường học, bệnh viện lơn. + Giá chào 9.9 tỷ, có thương lượng. + Tư vấn, xem nhà Miễn phí 100%. + Liên Hện xem nhà: Nguyễn Dương – 0825920555.",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828383.6396968, 4, 5, 4,,, 6
"4,3 tỷ VNĐ",Kim Giang, 30m2,"- Nhà cửa rộng rãi, thoáng mát. - Ngõ nông, sạch sẽ, an sinh tốt. - Diện tích 30m2, nhà 5 tầng, MT 3.8m, giá 4,3 tỷ. - Giao thông thuận tiện, có nhiều trường học quanh khu vực. - Đỗ xe Ô Tô ngay gần nhà. Liên hệ em Đạt để được tư vấn và dẫn đi xem nhà miễn phí! LH: 0973838798.",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828384.8524513, 3, 5,,, Đông,
"7,9 tỷ VNĐ",Nguyễn Ngọc Nại, 55m2,"+ Vị trí quá đẹp cách mặt phố Nguyễn Ngọc Nại chỉ vài bước chân, ngõ thoáng , ô tô đỗ cửa, hàng xóm ôn hòa,an ninh vô cùng đảm bảo. + Gần siêu thị Atermis, bệnh Viện Đại học Y … + Nhà 4 tầng phân lô vuông vắn không lỗi phong thủy, nội thất xịn sò, giường tủ điều hòa cơ bản tặng lại toàn bộ. + Thiết kế mỗi tầng 2 phòng rộng, thoáng, đẹp công năng đầy đủ mua về ở ngay. + Sổ đỏ sẵn sàng, giao dịch nhanh gọn, chuyên nghiệp.",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828386.2596865, 4, 4, 3, 2, Tây bắc,
"1,75 tỷ VNĐ","Trâu Quỳ , Gia Lâm , Hà Nội", 48m2,"Đất Đông Dư , giáp trường học chợ chỉ 1ty750 .Lh : 0981752669+ 49m , mặt tiền 4m+ Đất vuông vắn , gần đường lớn , ngay sát trường học chợ + 100m ra trường tiểu học , 150m ra đến trường mầm non , 170m ra tới chợ , gần ủy ban hành chính , trung tâm + 200m ra tới đường quốc lộ 379 xuống Ecopark , giao thông cực kì thuận tiện đi lại + Mảnh đất lí tưởng để xây nhà với diện tích gần 50m , mặt tiền 4m , khu dân cư đông đúc+ Vào nội thành 5p đi theo đường 379 , gần chân cầu thanh trì , sang Vinhome 3p Liên hệ :  0981752669 em Vĩ xem đất miễn phí , giá cả hợp lí     ",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828387.3358097, 4,,,,, 2
"4,2 tỷ VNĐ","848 Kim Giang, Thanh Liệt,", 35m2,"Bán nhà Kim Giang - Thanh Liệt, lô 5 căn ngõ ô tô , mới đẹp hiện đại. Khu vực tiện ích ngập tràn, giá BĐS tăng cao từng ngày. Đảm bảo sinh lời ngay khi khách xuống tiền.  Diện tích 35m2 x 5 tầng x 3.8m mặt tiền , giá 4.2 tỷ có thương lượng. Mô tả: + Vị trí tuyệt vời, ngõ ô tô tránh, thông mọi ngả đường. Ngay gần vành đai 3 Nguyễn Xiển, thông đường đôi Thanh Liệt, nằm giữa đại đô thị Linh Đàm và The Manor. Xung quanh trường học các cấp rất nhiều. + Lô 5 căn mới, đẹp long lanh. Thiết kế hiện đại 5 tầng . + Tầng 1: Khách, Bếp, Vệ Sinh + Tầng 2,3,4 : Mỗi tầng 1 ngủ + vệ sinh khép kín. + Tầng 5: Phòng thờ + Sân phơi. Giá chỉ  4.2  có thương lượng. LH: em Nhung 0367819123 được dẫn xem ngay nhà, cơ hội sở hữu căn nhà đẹp an sinh. # Nguồn bất động sản phong phú thuộc các tuyến phố như vành đai Nguyễn Xiển, Linh Đàm, Pháp Vân, Giải Phóng, đường đôi Thanh Liệt, Cầu Bươu, Yên Xá, Đại Kim, Nghiêm Xuân Yên, Kim Văn Kim Lũ, Nguyễn Hữu Thọ, Khương Đình, Khương Trung, Thanh Xuân, Vũ Tông Phan, Đại Từ, Hoàng Đạo Thành …… Có rất nhiều các trường tiểu học, trung học xung quanh, đại học Thăng Long, công viên Chu Văn An, đại đô thị mới The Manor Central Park, Chợ Quang, Sân vận động lớn, …… ",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828388.3830464, 3, 5, 4, 5,,
"15,6 tỷ VNĐ",Hoàng Cầu Đống Đa Hà Nội, 76m2,"+ Hiếm lăm! Phân lô Vip nhà phố Hoàng Cầu, 7 tầng thang máy, ô tô tránh, vỉa hè, kinh doanh, ngõ thông tứ tung, lại thoáng trước thoáng sau. ( Nhà rất nhiều ưu điểm tốt, cực hiếm có căn thứ 2 như thế này ) + Diện tích 76m2, 7 tầng, thiết kế mỗi tầng 2 phòng, phòng nào cũng nhiều ánh sáng, mát mẻ. + Vị trí đẹp, khu phân lô Vip hiếm nhà bán, vài bước ra hồ, nhà không có 1 chút lỗi lầm nào. + Ngõ thông tứ tung: Hoàng Cầu, Nguyễn Phúc Lai, Đê La Thành… + Sổ đỏ chính chủ nở hậu. + Giá: 15.6 tỷ ( giá tốt có thương lượng ) + Quan tâm xin liên hệ: Minh Quang 0327085656 ( Anh chị em môi giới vui lòng không gọi điện. Xin cảm ơn )",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828389.6386852,, 7, 8,,,
"6,9 tỷ VNĐ",Lê Duẩn Đống Đa Hà Nội, 52m2,"+ Ô tô tránh vào nhà, hai mặt ngõ trước sau, ngay gần hồ 3 Mẫu và công viên Lê Nin, an sinh tốt, ở rất là sướng. + Diện tích 52m2, xây 4 tầng, thiết kế mỗi tầng 2 phòng rất rộng rãi và thoáng mát. + Khu vực giao thông đi lại thuận tiện, chỉ mất vài phút để đi lên Hồ Gươm… + Sổ đỏ chính chủ, nở hậu rất đẹp, sẵn sàng giao dịch cho khách ngay. + Giá 6.9 tỷ ( thương lượng ) + Quan tâm xin liên hệ: Minh Quang 0327085656 ( Anh chị em môi giới vui lòng không gọi điện. Xin cảm ơn. )",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828392.4431043,, 4, 4,,,
