price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Hướng,Lộ giới
"4,2 tỷ VNĐ","Bán nhà ngõ 54 Tôn Thất Tùng, Bán nhà ngõ 22 Tôn Thất Tùng, Bán nhà ngõ 10 Tôn Thất Tùng", 36m2,"Bán nhà 5 tầng tại Phố Tôn Thất Tùng, Trường Chinh, Đống Đa, - Diện tích 36m2 m2 xây mới 5 tầng, khung cột bê tông chắc chắn. Ngoài ra có sân chung để xe 20m2+ Vị trí trung tâm đắc địa. Trong con ngõ lớn xe ô tô tải ra vào thoải mái, dân trí cao, đối diện sang đường là Đại Học Y, gần ngã tư Tôn Thất Tùng - Trường Chinh - Lê Trọng Tấn (có TTTM Atermis). Từ nhà ra phố chỉ 50m thuận tiện sinh hoạt, đi lạiKhu vực rất nhiều tiện ích, chỉ 100m là ra đến chợ, gần các trường THCS Khương Thượng, Đống Đa, Đại học Y, Đại học Thuỷ Lợi, Đại học Công Đoàn, Đại học Quốc Gia, Bệnh viện Đại học Y, Bệnh viện Đống Đa, các trung tâm thương mại, giao thông rất thuận lợi…+ Thiết kế: – Tầng 1: Phòng khách và bếp.– Tầng 2, 3,4: Mỗi tầng 01 phòng ngủ + 1WC rộng.– Tầng 5: Phòng thờ, phòng giặt + sân phơi.Nhà hoàn thiện vật liệu cao cấp, trần thạch cao Vĩnh Tường, cửa thông phòng và tay vịn cầu thang gỗ Lim, thiết bị vệ sinh Inax, hệ thống đèn Led chiếu sáng tiết kiệm điện.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Giá bán: 4,2 tỷ (có thương lượng) Liên hệ Chị yến ĐT:0702138238",06/01/2022,Tin thường,batdongsan_so_com_vn_1673833296.7823102, 5, 5, 3, 4, Đông bắc, 2
,kim giang đại kim ha noi, 36m2,"+Ngõ thông các ngả.Hướng đẹp. +Hiện tại nhà C4 đủ phòng : khách,ngủ,bếp,wc sinh hoạt tốt. +Mấy bước chân ra ô tô tránh ra phố,sát chợ nhỏ.trường cấp 1.2 Đại kim.Tiện ích vô vàn. +Chủ xác định bán đất tặng nhà. +Giao thông rất thuận tiện : đi Ngã Tư Sở,sát vành đai 3, bến xe,bệnh viện +Sổ đỏ chính chủ tiện sang tên ngay +Giá 2,15 tỷ có thương lượng +Lh Mr Phúc 097.8895.889zalo – 0912.338.038 ",07/01/2022,Tin thường,batdongsan_so_com_vn_1673833298.8053277,,,,,,
"15,8 tỷ VNĐ",KĐT Văn Quán, 80m2,"BIỆT THỰ LIỀN KỀ CỰC ĐẸP - SÁT MẶT HỒ - ĐƯỜNG Ô TÔ TRÁNH DỪNG ĐỖ NGÀY ĐÊM - VỈA HÈ - Ở, KINH DOANH, VĂN PHÒNG CTY * Vị trí: Tuyệt đẹp, khu vip dành cho giới thượng lưu, không gian sống đẳng cấp. + Nhà ngay gần sát mặt hồ, đường ô tô tránh dừng đỗ cửa ngày đêm, vỉa hè, sạch đẹp, yên tĩnh, thuận tiện vừa ở vừa kinh doanh, mở văn phòng, trụ sở Cty... * Thiết kế: Đẹp và hiện đại, tầng chia 2 phòng rộng, wc, cầu thang giữa thoai thoải đi không bị mỏi. + Tầng 1: Văn phòng, phòng khách, bếp, wc, sân sau trồng cây cảnh... + Tầng 2,3: Mỗi tầng 2 phòng ngủ, wc. + Tầng 4: 1 ngủ, phòng thờ, phòng tập thể thao, wc, đầy đủ công năng. * Sổ đỏ đẹp chính chủ, pháp lý chuẩn, ko lỗi phong thủy, sang tên ngay. * Giá 15 tỷ 8 có thương lượng. * Liên hệ xem nhà 0902083139",07/01/2022,Tin thường,batdongsan_so_com_vn_1673833301.3087497, 6, 4, 5, 4,,
"4,2 tỷ VNĐ",Quang Trung- Hà Đông, 52m2,"Bán nhà dân xây, ô tô, nở hậu, 52m2, 6 ngủ rộng, Quang Trung, Hà Đông Chủ gửi bán nhà trước tết do nhu cầu mở rộng kinh doanh cần vốn gấp, nhà vị trí đẹp thuận tiện di chuyển các phố: Văn Phú, Cầu Đơ, Tố Hữu, Phan Đình Giót, Văn La, Ngô Thì Nhậm... Ngõ rộng thông, vài bước ra phố ô tô tránh, chủ nhà mua đất tự xây rất tâm huyết, các phòng thoáng sáng, tổng 6 ngủ rộng, nhà đẹp nhất khu, tầm tiền không có căn thứ 2. Xung quanh đầy đủ tiện ích: trường học các cấp, chợ, siêu thị, ngân hàng, gần chợ lớn Hà Đông, dân cư đông đúc, văn minh, ở rất tĩnh. Giá: 4.2 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn. ",06/01/2022,Tin thường,batdongsan_so_com_vn_1673833303.5100987,,, 6,,,
"2,1 tỷ VNĐ",Mạc  Thị Bưởi - Hà Nội, 45m2,"-Vị trí đắc địa phố Mạc Thị Bưởi - Hai Bà Trưng, An sinh thì khỏi bàn tận dụng mọi tiện ích của lien hoàn các tổ hợp chung cư như Hòa Bình city, Time City….. cách đúng vài bước chân là  ra đường oto vài phút là  ra mặt phố lớn, -Giao thông thuận tiện đi, Kim Ngưu, Nguyễn Khoái, Lạc Trung, Yên Lạc, Quỳnh Mai, Quỳnh Lôi, Vĩnh Tuy, Thanh Nhàn; nhà gần UBND Phường Thanh Lương, THCS Hai Bà Trưng, khu đô thị Time city, tập thể Quân Y 108, aeon Mall Long BiênThừa hưởng mọi tiện ích của time city cũng như khu chung cư Hòa Binh , thuộc khu đã phân lỗ an sinh cực tốt dân trí cao_Nhà chủ tự thiết kết hợp lý ,khung cột cực kỳ chắc chắn- Xung quanh tiện ích đầy đủ, điện đường trường trạm đủ cả chả thiếu thứ gì - Sổ đỏ giêng chính chủ. - Giá chào 2.1 tỷ (có thương lượng).Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Phương châm làm việc :- Bán nhà bằng cái tâm và cái tầm.- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý    ",25/12/2021,Tin thường,batdongsan_so_com_vn_1673833308.2246475,,,,,,
"3,5 tỷ VNĐ",Minh Khai - Hà Nội, 30m2,"Tự tin khắp Hà Nội không có căn thứ 2 vừa ở vừa kinh doanh cực đỉnhChủ nhà cần tiền muốn thanh khoản nhanh trước tết bán đi chia tiền cho các con . Tầm tài chính này mà có nhà Mặt Phố quả là không tìm đâu ra căn thứ 2 cơ hội chỉ có 1+ Vị trí không thể đẹp hơn MẬT PHỐ MINH KHAI khu trung tâm quận Hai Bà TrưngNhà nằm ở vị trí đắc đia có vỉa hè rộng rãi kinh doanh trước cửa nhà ô tô tránh nhau phi vèo vèo, khu vực dành cho cán bộ VIP, gần các trường cấp 1,2,3 đủ cả sát sườn Bách Khoa, Xây Dựng , Kinh Tế Quốc Dân ,….. vài phút là ra các Bệnh Viện lớn như Bạch Mai , Thanh Nhàn , Lưu lượng người qua nhà tấp nập kinh doanh đỉnh của đỉnh chả đâu bằng thuận tiên đi khắp ngả như ra Bờ Hồ, Tây Hồ, Phố CổGiá chào 3.5  tỷ chủ nhà cực kỳ thiện tríChi tiết LH: em Nhật 0977.194.820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý ",27/12/2021,Tin thường,batdongsan_so_com_vn_1673833310.438531,,,,,,
"2,8 tỷ /tháng",Vân Đồn - Hà Nội, 50m2,"Vị trí vàng  trung tâm của các trung tâm là nơi tiếp giáp của 2 quận sầm uất bậc nhất Hà Thành  quận Hai Bà Trưng và Hoàng Kiếm. Nên đi lại vô cùng thuận tiện chạy bộ lên Phố cổ, vài phút là ra Tây Hồ,….. điện đường trường trạm sầm uất chả thiếu thứ  gì . Tầm nhìn quy hoạch vài năm nữa đô thị ven sông hoàn thành giá trị khu vực chỉ có lên chứ không có xuống. 🗺Căn nhà là tâm huyết bao năm làm ăn tu trí của chủ nhà bề thế, cao to nhất vùng 6 tầng trên diện tích gần 50m2 gần 10 ngủ có dòng tiền gần 30 triệu tháng mà giá chỉ có 2.8  tỷ, quá hiếm quá hiếm chấp mọi ngân hàng thời covid. Nay vì con cái đều thành đạt nên bán đi để chia tài sản nên cực kỳ thiện trí. 📕 Sổ đỏ giêng chính chủ, pháp lý sạch, luôn sẵn sàng đợi khách thiện chí đến giao dịch📜 Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",06/01/2022,Tin thường,batdongsan_so_com_vn_1673833313.257765,,,,,,
14 tỷ VNĐ,Phố Nguyễn Văn Lộc, 77m2,"LIỀN KỀ VIỆT KIỀU CHÂU ÂU - TRỤC ĐƯỜNG VEN HỒ - ĐỐI DIỆN KĐT AN LẠC, MULBERY - KINH DOANH TỐT -HIẾM NHÀ BÁN + Chính chủ nhờ bán LK6B Làng Việt Kiều Châu Âu, phường Mỗ Lao, Hà Đông, Diện tích 77m², nhà 4 tầng, mặt tiền rộng 4.5m, vỉa hè rộng 3m, giá 14 tỷ + Vị trí nhà thuộc LK6B, đối diện là hồ điều hòa và chung cư Mulbery Lane, đường thông các hướng Phùng Khoang, An Hòa, Nguyễn Văn Lộc, Tố Hữu, Vũ Trọng Khánh. + Tiện ích gần các trường đại học như An Ninh, Kiến Trúc, Bưu Chính, Hà Nội, Ngoài ra gần các bệnh viện 103, Bệnh viện Tuệ Tĩnh, trường học TCSC, THPT và các siêu thị lớn Coopmart, Big C Hà Đông,... + Nhà theo thiết kế của dự án, chủ hoàn thiện nội thất theo phong cách hiện đại với đầy đủ công năng vùa ở và kinh doanh. + Sổ đổ chính chủ, pháp lý chuẩn. + Giá chào 14 tỷ có thương lượng. + Liên hệ xem nhà: 0902.08.31.39",06/01/2022,Tin thường,batdongsan_so_com_vn_1673833315.9090238, 4, 4, 4, 4,,
115 tỷ VNĐ,Tây Hồ, 142m2,"Chủ chuyển hướng đầu tư, cần nhượng lại tòa căn hộ dịch vụ 8 tầng có hầm cực đẹp mặt phố Hồ Tây, view biển hồ của Hà Nội. Phố rộng oto đỗ cửaTòa nhà thiết kế 7 nổi + 1 hầm, mỗi tầng có 3 phòng khép kín đầy đủ công năng (full nội thất)Diện tích: 142m2 x 8 tầng, mặt tiền 6.6mGiá: 115 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)BUILDING MẶT PHỐ HỒ TÂY - VIEW HỒ TÂY - OTO ĐỖ CỬA - ĐẲNG CẤPLiên hệ xem nhà và nhận thông tin chi tiết: 0981367887- Thửa đất vuông đẹp nở hậu (hậu 7.5m), sổ pháp lý chuẩn cất két sẵn sàng giao dịch",06/01/2022,Tin thường,batdongsan_so_com_vn_1673833318.1135497, 6, 8,,,, 13
"2,65 tỷ VNĐ","lai xá ,hoài đức", 63m2,"Nhà xây trên diện tích 42m2 còn là sân để xe sạch sẽ và trồng cây. Nhà có 2 mặt thoáng và đầy đủ công năng. Đường vào rộng rãi, chỉ mấy chục mét là ra đến đường ô tô thông sang KĐT, hưởng trọn tiện ích tương lai. Gần trung tâm hành chính huyện Hoài Đức, sát khu đô thị Kim Chung- Di Trạch. Nhà cách đường 32 chỉ mấy trăm mét, đi Nhổn, Cầu Diễn, Xuân Phương, Trịnh Văn Bô, Nhổn, Hồ Tùng Mậu, SVĐ Mỹ Đình... rất nhanh chóng. Khu vực dân trí cao và cực tiềm năng khi Hoài Đức sắp lên quận. Giá chào thiện chí 2 tỷ 650 triệu (khách gặp chủ thương lượng trực tiếp). Sổ đỏ cất két, sẵn giao dịch ngay (hỗ trợ pháp lý và các thủ tục liên quan đến ngân hàng).    Anh chị liên hệ em Sơn (thổ cư) ngay để xem nhà và rất nhiều căn nhà khác hoàn toàn miễn phí: 0932382236",06/01/2022,Tin thường,batdongsan_so_com_vn_1673833320.888314,,,,,,
