price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"6,7 tỷ VNĐ",xã Trạch mỹ lộc, 670m2,,,,,"
    
Khu đất tại thôn Tuy Lộc, xã Trạch Mỹ Lộc, Huyện Phúc Thọ, Tp. Hà Nội
 Diện tích 670 m2 thổ cư lâu dài
+ Đất vuông vắn vị trí gần nhiều khu công nghiệp, nhà máy sản xuất, gần một số khu nghỉ dưỡng của Sơn Tây
+ Khu vực cách cầu Phùng khoảng 6 km, cách trung tâm Huyện 2 km, cách QL32 khoảng 1,5 km
+ Đường vào khu đất đổ bê tông trải nhựa sạch sẽ, gần chợ, trường học liên cấp, lô đất đầu tư đảm bảo sinh lời 
+ Phù hợp làm xây nhà nghỉ dưỡng, khí hậu quanh năm thoáng mát.
 Giá yêu thương  10 triệu/ m2


 Pháp lý chuẩn, sổ đỏ chính chủ ký công chứng được ngay
Anh/ chị em quan tâm liên hệ để được tư vấn cụ thể


 0903212751 - Mr. Tùng

",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784858.902333,,
"7,6 tỷ VNĐ","Đường Xuân Đỉnh, Xuân Đỉnh, Bắc Từ Liêm", 50m2, 4, 6, 5, 4,"Cần bán nhà đường Xuân Đỉnh, Từ LiêmDiện tích 50m2 Mặt tiền 4.5m- Nhà mới thiết kế đẹp,ô tô tránh, vào nhà, ngõ Vip toàn quan chức. 1 bước chân ra khu Ngoại Giao Đoàn, ra phố Lộc, 100m ra mặt phố Phạm Văn Đồng. Giao thông thuận lợi Ngõ rộng oto đi thông nhiều phố - Vị trí đắc địa, chủ mới về có thể vừa ở vừa kinh doanhThiết kế hiện đại đầy đủ công năng cho gia đình nhiều thế hệ sinh sốngGiá Bán 7.6 tỷ ( có thương lượng)- Sổ đỏ chính chủ sẵn sàng giao dịch - Mua nhà Liên hệ Thiên Thư 0916293888",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784860.1170838, 7,
"6,4 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 47m2,, 5, 10, 10,"- Bán CCMN trên phố Trương Định, HBT , Gần các tuyến phố Bạch Mai, Minh Khai, Đại La. - Gần nhiều trường Đại Học danh tiếng như ĐH Bách Khao, ĐH KTQD, ĐH Xây Dựng, Tiện ích bạt ngàn. - CCMN có 9 phòng ngủ, đã full khách, dòng tiền 40tr/ tháng.  - Nhà mới xây, khai thác ít nhất 20 năm nữa. - Đầu tư quá hời vào thời điểm hiện tại, tính ra giá đấ đã rẻ, dòng tiện lại quá tốt so với đầu tư ban đầu. - Giá chỉ 6,4 tỷ ( quá rẻ)  Liên hệ : em Dũng 0945676597 ",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784861.450517, 2,
"6,4 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 48m2,, 5, 10, 10,"- Bán CCMN trên phố Trương Định, HBT , Gần các tuyến phố Bạch Mai, Minh Khai, Đại La. - Gần nhiều trường Đại Học danh tiếng như ĐH Bách Khao, ĐH KTQD, ĐH Xây Dựng, Tiện ích bạt ngàn. - CCMN có 9 phòng ngủ, đã full khách, dòng tiền 40tr/ tháng.  - Nhà mới xây, khai thác ít nhất 20 năm nữa. - Đầu tư quá hời vào thời điểm hiện tại, tính ra giá đấ đã rẻ, dòng tiện lại quá tốt so với đầu tư ban đầu. - Giá chỉ 6,4 tỷ ( quá rẻ)  Liên hệ : em Dũng 0945676597 ",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784862.5565577, 2,
"6,8 tỷ VNĐ","Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 52m2, 1, 3, 4, 3,"
    
NHÀ SIÊU ĐẸP - LÕI THANH XUÂN - GIÁP TTTM ARTEMIS PHỐ LÊ TRỌNG TẤN - HÀ NỘI. S=52m2 3 tầng 6,8 tỷ ( có TL)

Vị trí nhà rất đẹp, ngõ trước nhà 2.5m. Cách MP 10m. Xung quanh tiện ích rất nhiều.

Thiết kế :
- Tầng 1 : Phòng khách + bếp.
- Tầng 2 : 2 Phòng ngủ + wc.
- Tầng 3 : 3 Phòng thờ + sân phơi.

Khuôn đất cực đẹp, mặt tiền hơn 5m bề thế - sổ nở hậu 15cm - Rất phù hợp để đầu tư xây dựng building, hoặc khách mua về xây mới sẽ đẹp nhất Phố. 

Liên hệ : E Toàn 0362.903.179 ( Xem nhà 24/7)
",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784863.6127324, 4,
,"Đường Trần Duy Hưng, Trung Hòa, Cầu Giấy", 112m2,,,,,"CHÍNH CHỦ CẦN BÁN NHÀ MẶT PHỐ TRẦN DUY HƯNG   - Địa chỉ: Nhà 17 Trần Duy Hưng, Trung Hoà, Cầu Giấy, Hà Nội - Diện tích sổ: 112m2 - Diện tích thực: 130m2 - Mặt tiền 4m2 - Nhà xây 6 tầng thiết kế rộng rãi thoáng mát  - Có GPKD Karaoke - Có PCCC Karaoke - Vị trí đắc địa giao thông đi lại thuân lợi, thuộc khu dân cư đông đúc, dân trí cao, an ninh tốt, không gian sạch sẽ thoáng mát - Khách có nhu cầu liên hệ chính chủ: 0975309991 & 0795268668 ( không qua trung gian môi giới )",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784864.5851305, 10,
"4,2 tỷ VNĐ",Đầm Trấu - Hà Nội, 50m2,,,,,"Gia đình bán nhà trong khu phân lô Đầm Trấu, vị trí đẹp, gần phố kinh doanh, trước nhà thoáng sáng đẹp long lanh. Oto vỉa hè đỗ ngày đêm.Nhà xây 3 tầng kiên cố, hiện đại, sẵn 3 phòng ngủ riêng đẹp đủ công năng, chủ mới về ở ngay. + Nhà gần Cảng Hà nội, 5 phút di chuyển lên Nhà Hát Lớn, Phố Cổ hoa lệ. Nằm trong khu dân cư dân trí cao, an ninh đảm bảo. Bước chân ra cửa là khu phân lô kinh doanh tấp nhập, dịch vụ đầy đủ, tiện ích và an sinh tốt. + Chủ nhà đã mua nhà mặt phố bên Lãng Yên ở cùng con cái nên cần bán bớt nhà đi khỏi phí phạm xuống cấp nên cực kỳ thiện trí giá 4.2 tỷ có thương lượng cho khách hữu duyên.Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu.- Không kênh giá chủ nhà.- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý. ",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784865.6642883,,
"1,5 tỷ VNĐ","Đường Quốc Lộ 6A, Phụng Châu, Chương Mỹ", 30m2, 4, 3, 3, 2,"Nhà 3 tầng - chỉ 1,5 tỷ sẵn sổ - cạnh Hà Đông - Hỗ trợ trả góp ngân hàng LS thấp.Chủ Đầu Tư có nhiều cụm nhà ở các khu vực: Quốc Oai, Hoài Đức, Chương Mỹ, Hà Đông, thuận tiện cho khách hàng lựa chọn phù hợp tài chính và công việc.Giá rẻ từ 1,5 tỷ tùy theo diện tích, full sẵn nội thất.Thiết kế đẹp theo phong cách hiện đại, sang trọng. Tối ưu công năng và thoáng mát.Sổ đỏ có sẵn - chính chủ, nhà xây dựng tường + móng riêng.Mua nhà hôm nay - sung túc ngày mai.",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784866.737417, 1, Tây nam
5 tỷ VNĐ,"Đường Đê La Thành, Ô Chợ Dừa, Đống Đa", 150m2,,, 3, 2,"Bán căn hộ ở toà 170 Đê La Thành , Đống Đa DT: 150m2, 3 ngủ, 2 vệ sinh, phòng khách, bếp, ban công. Tầng Trung, thoáng mát,nội thất đầy đủ sổ đỏ chính chủ giá: 5 tỷ  LH: 0947732147 Huynh Hoặc  0949035102 Thanh",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784867.933218, 40,
"3,75 tỷ VNĐ","Đường Khương Trung, Khương Trung, Thanh Xuân", 40m2,, 3, 3, 2,"Mô tả:  + Thiết kế tầng 1 phòng khách, bếp, wc.  Tầng 2 thiết kế hai phòng ngủ + wc.  Tầng 3 phòng ngủ, thờ, sân phơi . + Vị trí đẹp gần hồ đầm hồng,tiện ích đầy đủ không thiếu thứ gì. Khu vực nhiều người thuê  + Chủ đang cần tiền để giả nợ ngân hàng, nên cần bán gấp, thiện trí thương lượng, chỉ cần khách thíc h LH ngay em Hùng: 094 665 8282 (Miễn trung gian-xem nhà 24/7-100% thông tin nhà thật)",03/12/2022,Tin thường,batdongsan_so_com_vn_1673784868.8642395, 3,
