price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới,Số phòng ngủ,Số toilet
"5,65 tỷ VNĐ",Lê Trọng Tấn- Hà Đông, 45m2,, 5,"Nhà đẹp trung tâm Hà Đông 45m, 5 tầng,lô góc, kinh doanh sầm uất, ô tô vào nhà Cần bán gấp nhà đẹp trong tuần thiết kế hiện đại vừa ở kết hợp kinh doanh quá đỉnh, khu vực dân cư đông đúc, hiếm nhà bán, mặt tiền rất rộng, ô tô 7 chỗ vào nhà thoải mái. Nhà đẹp các tầng thoáng sáng đầy đủ công năng với 5 tầng, nội thất Châu Âu xịn xò, nằm trong con phố đông đúc bậc nhất Hà Đông, giao thông vô cùng thuận lợi hàng xóm Văn Phú, gần các Khu đô thị Dương Nội, An Hưng, Văn Khê, thông ra Ngô Quyền giáp với trục lớn Quang Trung. Chủ chuẩn bị vào Đà Nẵng sống lên cần bán gấp trong tuần căn nhà tâm huyết, gia lộc lớn cho khách mua. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 5.65 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825112.9598897,,,,
"5,5 tỷ VNĐ",Vạn Phúc- Hà Đông, 46m2,, 5,"Bán nhà lô góc kinh doanh 46m, 5 tầng, dân xây, ô tô 7 chỗ vào nhà Chủ nhà chuẩn bị sang định cư nước ngoài nên cần bán gấp nhà đẹp thiết kế phong cách hiện đại kinh doanh kết hợp với ở, nhà có mặt tiền rộng ô tô 7 chỗ vào nhà, lô góc cực hiếm, đường trước nhà rộng thênh thang. Xung quanh nhà dân cư đông đúc giao thông vô cùng thuận lợi đi các hướng lên Thanh Xuân, hàng xóm Ngô Quyền, cạnh các khu đô thị Mỗ Lao, Văn Quán, gần các trường học, bệnh viện, ngân hàng,… Chủ cần thanh khoản nhanh cực thiện chí bán, căn nhà tầm tiền hiếm trong khu vực không có căn thứ 2. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 5.5 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825114.1517053,,,,
"5,5 tỷ VNĐ",Vạn Phúc- Hà Đông, 46m2,,,"Bán nhà lô góc kinh doanh 46m, 5 tầng, dân xây, ô tô 7 chỗ vào nhà Chủ nhà chuẩn bị sang định cư nước ngoài nên cần bán gấp nhà đẹp thiết kế phong cách hiện đại kinh doanh kết hợp với ở, nhà có mặt tiền rộng ô tô 7 chỗ vào nhà, lô góc cực hiếm, đường trước nhà rộng thênh thang. Xung quanh nhà dân cư đông đúc giao thông vô cùng thuận lợi đi các hướng lên Thanh Xuân, hàng xóm Ngô Quyền, cạnh các khu đô thị Mỗ Lao, Văn Quán, gần các trường học, bệnh viện, ngân hàng,… Chủ cần thanh khoản nhanh cực thiện chí bán, căn nhà tầm tiền hiếm trong khu vực không có căn thứ 2. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 5.5 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825115.4622371,,,,
"5,65 tỷ VNĐ",Lê Trọng Tấn- Hà Đông, 45m2,,,"Nhà đẹp trung tâm Hà Đông 45m, 5 tầng,lô góc, kinh doanh sầm uất, ô tô vào nhà Cần bán gấp nhà đẹp trong tuần thiết kế hiện đại vừa ở kết hợp kinh doanh quá đỉnh, khu vực dân cư đông đúc, hiếm nhà bán, mặt tiền rất rộng, ô tô 7 chỗ vào nhà thoải mái. Nhà đẹp các tầng thoáng sáng đầy đủ công năng với 5 tầng, nội thất Châu Âu xịn xò, nằm trong con phố đông đúc bậc nhất Hà Đông, giao thông vô cùng thuận lợi hàng xóm Văn Phú, gần các Khu đô thị Dương Nội, An Hưng, Văn Khê, thông ra Ngô Quyền giáp với trục lớn Quang Trung. Chủ chuẩn bị vào Đà Nẵng sống lên cần bán gấp trong tuần căn nhà tâm huyết, gia lộc lớn cho khách mua. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 5.65 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825116.8855917,,,,
"5,75 tỷ VNĐ",Đường Thái Thịnh phường Thịnh Quang, 48m2, 4, 5,"BÁN CHUNG CƯ MINI THÁI THỊNH 5 TẦNG 5.75 tỷ - 8 PHÒNG CAO CẤP KHÉP KÍN - DÒNG TIỀN CHO THUÊ~ 50 TRIỆU/ 1 THÁNG - SỔ ĐỎ PHÂN LÔ - 2 MẶT NGÕ THOÁNG TRƯỚC SAU VĨNH VIỄN Mô tả:- Diện tích 48m2, mặt tiền 3.8 phát tài, giá dưới 6 tỷ siêu hiếmThiết kế 8 phòng đều thoáng sáng vô cùng, cho thuê ~ 50 triệu/ tháng tính cả phí dịch vụ + chênh điện nước, không bao giờ lo trống phòng tại khu vực trung tâm đi đâu cũng tiện.Dòng tiền gần 600 triệu/ 1 năm, chỉ hơn 9 năm gấp đôi tài sản, chưa kể giá đất Ngã Tư Sở lõi Đống Đa tăng phi mã, lãi kép quá ngọt ngào.- Vị trí 2 mặt ngõ thoáng trước sau vĩnh viễn, đường vào rộng nông cực đẹp, hoa hậu trong làng chung cư mini.Chỉ vài bước ra mặt phố Tây Sơn, ngã tư Sở hoa lệ, cắt Vĩnh Hồ, Thái Thịnh, Láng, Nguyễn Trãi, Trường Chinh..- Sổ đỏ vuông vắn, sẵn sàng giao dịch. LH 091.808.6689",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825118.2339838,, 4, 8, 8
"4,2 tỷ VNĐ",kim giang, 46m2,, 4,"- Chủ cần bán gấp nhà Khương Trung 46m2x4 tầng. - Vị trí cực đẹp, gần mặt phố, ngõ ba gác chạy vù vù, thông thoáng, cách ô tô tránh 10m, gần trường học các cấp, chợ, tiện ích đầy đủ. - Nhà thiết kế đẹp, lô góc thoáng sáng, công năng đầy đủ, khung cột chắc chắn, chủ tặng toàn bộ nội thất chỉ việc ở luôn. - Khu vực dân trí cao, hàng xóm thân thiện. - Giá 4 tỷ thương lượng trực tiếp với chủ nhà. - Sổ đỏ, pháp lý sạch, vuông vắn. - Liên hệ ngay em Thảo 0348156621 chuyên thổ cư Hà Nội.",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825119.4686806,,, 3, 4
"1,7 tỷ VNĐ",Bùi Xương Trạch, 35m2,, 3,"LÕI THANH XUÂN - NHÀ ĐẸP NHƯ NGỌC TRINH - 4 NGỦ ĐỦ CÔNG NĂNG - Ở HAY CHO THUÊ ĐỀU PHÙ HỢP.  + Nhà đang bán ở khu vực gần giao với phía Định Công Thượng. + Nhà Ngõ ngách thoáng, rộng rãi, xe 3 gác đỗ cổng. + Nhà xây chắc chắn, chủ nhà đã sửa chữa ở sạch đẹp với sàn gỗ, trần thạch cao, cửa nhôm kính Việt Pháp sang trọng, thiết bị vệ sinh cao cấp... + Thiết kế 3 tầng chắc chắn với bố cục đơn giản. - Tầng 1: Phòng khách, để xe, bếp, wc. - Tầng 2+3: Mỗi tầng 2 Phòng ngủ, 1 vệ sinh, ban công nhỏ. - Tầng 3 có lối lên mái, sau này phù hợp với lên thêm tầng. + Pháp lý đầy đủ. + Giá chỉ hơn 1 tỷ (Có thương lượng). + Liên hệ ngay: 0354526316 Em Thế Anh (Hỗ trợ hoàn toàn MIỄN PHÍ từ xem nhà, tư vấn pháp lý, kiểm tra Quy hoạch, vay vốn ngân hàng, sang tên sổ đỏ…)",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825120.4959342,,, 4,
"5,44 tỷ VNĐ",Đường Vạn Phúc phường Vạn Phúc, 50m2, 5, 4,"+ Dân xây 50m2, 4 tầng, cải tạo lên được 6 tầng + Quanh nhà là trường học các cấp, chỉ mất 3ph để ra tới Bưu Điện hà Đông. ",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825121.8253787,, 6, 5, 4
7 tỷ VNĐ,"Tô Vĩnh Diện, Thanh Xuân", 35m2,,,"CHÍNH CHỦ BÁN NHÀ NGÕ 86 PHỐ TÔ VĨNH DIỆN, DT 35M2, MT 4,0M, Ô TÔ VÀO NHÀ, THANG MÁY, NGÕ THÔNG THOÁNG. + Vị trí trung tâm Thanh Xuân dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 6 tầng cực đẹp mặt ngõ nông rộng, ô tô 5 chỗ vào nhà. Nhà kinh doanh tốt hoặc cho thuê khoảng 30 triệu/tháng. + Sổ đỏ chính chủ, pháp lý sạch. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825123.0491025,,,,
,Bùi Xương Trạch-Khương Đình-Thanh Xuân, 37m2, 5, 5,"3 +Nhà nằm ở vị trí trung tâm quận Thanh Xuân, tiện ích bạt ngàn.+Vị trí nhà cách đường lớn 50m, ngõ rộng thông thoáng.+Nhà đẹp mới toanh, khách mua xách vali về ở ngay.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng dao dịch.LH: Mr. Hoan, 0925088355, Chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7. ",12/05/2022,Tin thường,batdongsan_so_com_vn_1673825124.2558749,,,,
