price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Hướng
"11,5 tỷ VNĐ","Minh Khai,phường Vĩnh Tuy", 90m2,, 7, 10, 10,"Cần bán gấp căn nhà gần Times City cho thuê dòng 85tr/tháng( 1 tỷ/năm):- Vị trí: Cách mặt phố 80m, gần cầu Mai Động, Times City trung tâm quận Hai Bà Trưng.- Diện tích :90m2 sổ đỏ vuông vắn,xây dựng 7 tầng với 20 phòng đầy đủ nội thất cho thuê thu nhập dòng hàng tháng 85tr.- Nhà mới xây dựng chắc chắn khai thác lâu dài,phù hợp mua để tích lũy tài sản,vừa tiềm năng tăng giá vừa thu nhập dòng hàng năm.Gía bán:hơn 11 tỷ ( Có thương lượng cho khách mua nhanh)Liên hệ : Mr.ĐẠT 0365999897 (imess/zalo/viber)",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829420.8637137,,
4 tỷ VNĐ,"Khương Đình, Thanh Xuân", 50m2,,,,,"CHÍNH CHỦ BÁN NHÀ KHƯƠNG ĐÌNH, THANH XUÂN, DIỆN TÍCH 50M2, MẶT TIỀN 4,5M, TƯƠNG LAI GẦN PHỐ LỚN. + Vị trí trung tâm Thanh Xuân dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 4 tầng cực đẹp mặt ngõ nông rộng, tương lai rất gần đường gom nối cầu Khương Hạ sắp mở. + Sổ đỏ chính chủ, pháp lý sạch. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829421.9581132,,
"2,45 tỷ VNĐ","Đường Thanh Lãm, Phường Phú Lãm, HĐ, HN", 40m2,,,,,"Mô Tả:- Nhà 3 tầng dân tự xây được 2 năm còn như mới, khung cột BTCT chắc chắn có thể lên thêm tầng nếu có nhu cầu.- hiện tại nhà gồm 3 phòng ngủ, phòng khách, bếp wc đầy đủ công năng sử dụng.- Nhà cách ô tô khoảng 20m, cách mặt phố Thanh Lãm khoảng 50m Giao thông thuận tiện.- Xung quanh gần nhiều tiện ích như chợ, trường mần non, cấp 1,2,3. Trường Đại Học Đại Nam, Cao Đẳng Thương Mại, Bến Xe, Ga Tàu Điện trên cao.... Diện tích: 40m. Sổ đỏ vuông đẹp, nét, sẵn sàng giao dịch. Giá 2,45 tỷ có thương lượng. Liên hệ: Tôi Quang 0936590234 để được xem nhà miễn phí.",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829424.137613,,
"1,9 tỷ /tháng",Lò Đúc - Hà Nội, 40m2,,,,,"+ Chủ nhà có tuổi chán nơi phố phường tấp về quê an hưởng tuổi già cần bán đi ngôi nhà tâm huyết  của mình ở Lò Đúc phố, diện tích 40m2 còn rất đẹp khách mua nhà sách vali về ở ngay an sinh đỉnh. + Nằm ngay gần ngã tư lò đúc - trần khát chân, giao thông thuận tiện, ngõ trước nhà xe 3 gác phi ầm ầm. + Khu vực đầy đủ tiện ích gần chợ, siêu thị, bv dinh dưỡng, bv quân đội 108, bv hữu nghị việt xô, bv bưu điện, 10 phút ra hồ gươm ….  - Sổ đỏ chính chủ, sẵn sàng giao dịch giá chào 1.9 tỷ chủ nhà cực kỳ thiện tríChi tiết LH: em Nhật 0977.194.820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý ",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829425.3493729,,
19 tỷ VNĐ,Hà Nội, 71m2,,,,,"Bán nhà ngõ 8 Trần Quang Diệu, quận Đống Đa - LH: 0856 968 656.Diện tích 71 m2, mặt tiền 6.6 m, 7 tầng thang máy.Nhà đẹp thiết kế gara ô tô 7 chỗ, đường hai ô tô tránh, cách hồ Hoàng Cầu 50m, thang máy nội thất cao cấp. - Ngõ 8 đẹp nhất phố, ngõ rộng 9 m hai ô tô tránh, thông bàn cờ nối thông Hoàng Cầu với Trần Quang Diệu. - Vỉa hè kinh doanh sầm uất, giao thông thuận tiện thông ra Thái Hà, Chùa Bộc, Hiền Hồ, Cát Linh, Láng Hạ, Nguyễn Chí Thanh… - Nhà chủ xây tâm huyết 7 tầng, khu phân lô cao cấp của cán bộ, dân trí cao, đáng sống. - Tiện vừa ở vừa kinh doanh văn phòng, spa, nhà hàng cao cấp... siêu đỉnh.  - Sổ đỏ chính chủ. - Giá chào chỉ 19 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Ngoài ra em còn có nhiều thông tin nhà khoảng giá từ 10 đến 1000 tỷ.Liên hệ ngay 24/7: Mr. Bình để được tư vấn và xem nhà miễn phí - 0856 968 656. Chuyên nhà đất Hà Nội. Pháp lý chuẩn - giá tốt.",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829426.3447087,,
"6,73 tỷ VNĐ","Ngõ Phố Đội Cấn, Ba Đình, Hà Nội", 48m2, 3, 5, 5, 4,"✅  Bán nhà thiết kế cực đẹp, thoáng. Trước nhà có sân để xe. Nội thất được trang trí bằng gỗ sang trọng, đẳng cấp. Sân để xe rộng rãi rộng rãi, cách phố lớn Đội Cấn 25m. Vị trí dân trí cao, tiện nghi đi lại và sinh hoạt. Diện tích 48m2 x 5 tầng. --------------------------------------------------------- ✔️  Thiết kế, công năng: Kiến trúc Tân cổ điển.  - Diện tích 48m2, 5 tầng mới đẹp, 5 phòng ngủ. - Tầng 1: Phòng khách + Phòng bếp và ăn. - Tầng 2: Phòng sinh hoạt chung. Phòng ngủ + Vệ sinh. - Tầng 3, 4: Mỗi tầng 2 phòng ngủ + Vệ sinh. - Tầng 5: Phòng thờ. Không gian ngoài trời, kho, sân phơi. ✔️  Vị trí: - Nhà ở vị trí dân trí cao, an ninh cực tốt, khu vực có nhiều người nước ngoài sinh sống. Nằm trên Đất Văn, đất Võ Đội Cấn. Nhà cách đường oto tránh 25m. View và khí hậu hồ mát. - Nhà bên cạnh hồ Đầm Tròn, trung tâm Quận Ba Đình, gần đường Giang Văn Minh, gần Lăng Bác, công viên Bách Thảo. Vị trí thuận tiện ra Phố Cổ, hồ Hoàng Kiếm. - Một vị trí đáng an cư lập nghiệm cho sự thịnh vượng của gia đình. ✔️  Nội thất: - Được làm tỉ mỉ với chủ đạo là gỗ: Các cửa, cầu thang, tủ bếp. Sàn gỗ Malaysia chống trơn trượt nên rất sang trọng và đẳng cấp. - Thiết bị điện cao cấp, dây Trần Phú đi GEN cẩn thận.Đèn LED. Thiết bị vệ sinh TOTO nhập khẩu, vách tắm đứng. ✔️  Cam kết sổ đỏ chính chủ, Giấy phép xây dựng. ✔️  Giá chỉ: 6.73 tỷ (có thương lượng, bao sang tên). ✔️  Liên hệ xem nhà trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG, MG)",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829427.7230196, 4,
17 tỷ VNĐ,Hà Nội, 75m2,,,,,"Bán nhà ngõ 221 Tôn Đức Thắng, quận Đống Đa - LH: 0856 968 656.Diện tích 75m2 xây 7 tầng chắc chắn, mặt tiền bề thế 6.2m.Nhà chủ chăm chút rất tâm huyết trang bị thang máy và toàn bộ nội thất cao cấp.Khu an ninh, dân trí, ngõ rộng hai ô tô tránh, ô tô vào nhà, vài bước chân ra mặt phố. + Vị trí đắc địa, gần các di tích lịch sử, trường đại học nổi tiếng: Văn Miếu - Quốc Tử Giám, Học Viện Âm Nhạc Quốc Gia Việt Nam... + Giao thông thuận tiện phố Nguyễn Thái Học, Quốc Tử Giám, Hiền Hồ, Cát Linh, Hào Nam, Trần Quang Diệu…Sổ đỏ chính chủ, sẵn sàng giao dịch.Giá chào bán chỉ 17 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ ngay 24/7: 0856 968 656.",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829428.7732115,,
"10,4 tỷ VNĐ",phân lô ngõ 37 Tạ Quang Bửu, 60m2, 5, 4, 4, 3,"Bán nhà phân lô Tạ Quang Bửu Hai Bà Trưng. 60m2 x 4T ô tô vào nhà khu dân trí cao an ninh tốt.Cách Mặt Phố Tạ Quang Bửu 30m, sát trường PTTH Thăng Long. Nhà năm trong khu phân lô cán bộ cấp cao của TP Hà Nội. Khu dân trí cao, an ninh tốt. Diện tích 60m2, nhà chắc chắn đẹp, thoáng 2 mặt trước sau. Ô tô vào nhà thoải mái. Thiết kế mỗi tầng 2 phòng, thoáng trước sau, các phòng đều tràn ngập ánh sáng tự nhiên, không khí trong lanh. Nhà xây 4 tầng kiên cố chắc chắn, có thể nâng tầng, lắp thêm thang máy. Vị trí đắc địa, phố Tạ Quang Bửu giao Bạch Mai. Gần nhà trường ĐH Bách Khoa, Kinh Tế, Xây Dựng, gần trường Cấp 3 Thăng Long. SĐCC, Giá bán 10,4 tỷ. có thương Lượng Liên hệ chị Yến ĐT:0702138238",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829429.7865, 3, Nam
"7,5 tỷ VNĐ",ngõ 176 Trương Định HBT Hà Nội, 55m2, 3, 5, 4, 4,"Bán nhà ngõ 104 Nguyễn An Ninh thông 176 Trương Định diện tích 55m2x5 tầng thang máy kinh doanh, ô tô, giá 7.5 tỷ.Nhà do gia đình tâm huyết xây dựng 5 tầng thoáng đẹp. Kiến trúc độc đáo, hiện đại và kiên cố, không gian trong nhà luôn thoáng và nhiều sánh sáng. Bao gồm:- Tầng 1: Thông sàn kinh doanh.- Tầng 2: Thiết kế phòng khách và phòng bếp rộng thông nhau như 1 sàn chung cư-Tầng 3,4: Mỗi tầng 2 phòng ngủ rộng, vệ sinh giữa- Tầng 5: Phòng thờ, phòng kho cùng sân phơi thoáng rộngNhà được gia đình tự hoàn thiện nội thất hoàn hảo, tỉ mỉ đến từng chi tiết nhỏ, tất cả các tầng đều sử dụng trần thạch cao, hệ thống sàn gỗ Malaysia, buồng tắm kính, thiết bị vệ sinh nhập ngoại...Ngõ trước nhà thoáng, ô tô 7 chỗ đỗ cửa, có thể kinh doanh mọi loại mặt hàng... ngay gần sân Bóng đá Minh Kiệt, nhà Thi đấu Hai Bà Trưng, gần trường học, chợ. Thuận tiện giao thông, cách Bách Khoa, Bạch Mai, Tân Mai, Giải Phóng chỉ 1km. Sổ đỏ chính chủ. Giá 7.5 tỷ (có thương lượng) liên hệ chị Yến ĐT:0702138238",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829431.074066, 4, Đông bắc
"6,804 tỷ VNĐ","Thôn 7 Đông Dư, Gia Lâm, Hà Nội", 144m2, 4,,,,"- Chủ đất cần bán nhanh thửa đất đẹp nhiều tiềm năng tại thôn 7 Đông Dư – Gia Lâm – Hà  Nội.- Vị trí ,thế đất cực đẹp trung tâm của khu vực đường thông các ngả, trước đất thoáng ,dân cư đông đúc an ninh tốt.- Mặt tiền đất rộng 8m, đường  nhựa sạch sẽ rộng 3.5m đến 4m ô tô 9 chỗ qua lại thoải mái, đất 2 thoáng bên hông đường bê tông hơn 2m.- Cách trục chính 3 ô tô tránh nhau chưa đến 50m , hướng thông xuống Bát Tràng và đê Long Biên – Xuân Quang vào nội thành cực tiện.- Đất ở nhiều lộc, tiềm năng tăng giá tốt để đầu tư khi Gia Lâm lên quận, đô thị ven song Hồng được triển khai và giá còn rất hợp lý để đầu tư hoặc ở đều tuyệt vời- Sổ đỏ chính chủ, đã chia thành 2 lô có thể mua tách rời, giá chỉ 44.5tr/m2.Liên hệ xem đất và biết thêm thông tin chi tiết E.Nhật 0982852808, 0948584888",23/03/2022,Tin thường,batdongsan_so_com_vn_1673829432.1692252, 8, Đông bắc
