price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới
"15,5 tỷ VNĐ",Hà Nội, 72m2,,,,," + Trung tâm quận Đống Đa gần nhiều tuyến phố Thái Thịnh, Chùa Bộc, Yên Lãng, Hoàng Cầu, Huỳnh Thúc Kháng, Láng Hạ, Ngã Tư Sở, Tây Sơn... + Liên hệ xem nhà 24/7: 0366 555 258.Vị trí đắc địa, mặt ngõ thông rất gần phố, đường trước nhà rộng ô tô dừng đỗ, vào nhà dễ dàng.Vị trí rất thích hợp làm mặt bằng kinh doanh, văn phòng, phòng khám, Spa, khách sạn…Cho thuê giữ tiền sẽ mang lại giá trị lợi nhuận doanh thu cực kỳ cao.Nhà thiết kế hiện đại chắc chắn, sáng thoáng, nội thất nhập khẩu châu Âu.Khu vực toàn cán bộ, quan chức, dân trí cao rất nhiều.Diện tích 72 m2, 7 tầng thang máy nhập khẩu nguyên chiếc từ Nhật Bản. + Thiết kế: - Tầng 1: Gara ô tô + Bếp, wc. - Tầng 2, 3, 4, 5, 6: Các phòng, wc. - Tầng 7: Phòng thờ + Sân phơi.Sổ đỏ chính chủ.Giá chào chỉ 15.5 tỷ thương lượng mạnh.Liên hệ ngay em Nguyễn Thanh - 0366 555 258.",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826653.3901968,,
"8,3 tỷ VNĐ",Sơn Đồng - Hoài Đức - Hà Nội, 86m2,,,,,"☑️✅ Đón sóng hạ tầng Vành Đai 3.5 và Hoài Đức lên quận. Sở hữu liền kề 4.5 tầng - hỗ trợ lãi suất 0% trong 12 tháng. ✅Trả trước 30% sở hữu ngay căn 4.5 tầng cùng gói vay lãi suất % /12 tháng. ☑️Chiết khấu 5.5% cho phương án thanh toán sớm.✔️ Vốn đầu tư thấp - Đòn bẩy ngân hàng dài hạn - Dự án tốt nhất Hà Nội hiện nay cho phương án giữ tài sản.------------------------✔️ Tại sao Liền kề Sơn Đồng Center lại hot đến vậy?X2 công năng - X2 lợi nhuận. Vừa có thể để ở vừa có thể đầu tư sinh lời.✔️ Hoài Đức lên quận theo đề án xây dựng huyện thành Quận năm 2023 - 2024.✔️ Nằm ngay giao điểm Trịnh Văn Bô kéo dài và tỉnh lộ 422, di chuyển vào Cầu Giấy chỉ 15phút di chuyển.✔️ Vị trí đắc địa nằm giữa hai tuyến đường huyết mạch vành đai 3.5 & vành đai 4.✔️ Tiềm năng tăng giá lớn theo giai đoạn.✔️ Giá từ 65tr/m2 - Diện tích từ 65m2 - 119m2.------------------------Nhận ngay thông tin quy hoạch lô đường 40m đẹp nhất dự án:———--------------------------------✔️ Liên hệ Hotline: : 0779273787",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826654.7325134,,
17 tỷ VNĐ,Hà Nội, 70m2,,,,,"Bán nhà phố Láng Hạ, quận Đống Đa, kinh doanh vô địch - LH: 0856 96 8656.Tòa mặt đường ô tô, 7 tầng thang máy đẹp nhất ngã tư Láng Hạ - Huỳnh Thúc Kháng - Thái Hà. - Mặt tiền rộng 6 m, có vỉa hè, kinh doanh, ô tô đỗ 24/7, gần Rạp Chiếu Phim Quốc Gia. - Vị trí cực đẹp, sát mặt phố, thông các tuyến phố lớn Giảng Võ, Trần Quang Diệu, Hoàng Ngọc Phách, Trúc Khê, Thái Thịnh... - Nhà chủ tự xây dựng kiên cố chắc chắn diện tích 70 m2, 7 tầng thang máy nhập khẩu. - Thiết kế phong cách hiện đại, sang trọng và đẹp mắt, không gian thoáng mát, đón ánh nắng tự nhiên.Tầng 1 Gara ô tô, kinh doanh, WC.Tầng 2, 3, 4, 5, 6 Đều là các phòng VIP tối ưu công năng cực kỳ đẳng cấp.Tầng 7 Thiết kế phòng thờ, sân trồng cây, không gian xanh, bàn café, - Hoàn thiện nội thất sang trọng, không gian xanh thân thiện với môi trường. - Tiện vừa ở vừa làm kinh doanh, văn phòng, spa, nhà hàng cao cấp… - Sổ đỏ chính chủ.Giá chào chỉ 17 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Nhấc máy liên hệ miễn phí 24/7 ngay Bình - 0856 968 656.",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826655.7842984,,
"5,45 tỷ VNĐ",ngõ 101 Thanh Nhàn, 55m2, 3, 4, 4, 3,"Bán  căn nhà dân ngay ngã tư Võ Thị sáu Thanh Nhàn, Hai bà Trưng Hà Nội.- Diện tích 55m2x4 tầng, thiết kế có sân riêng để xe  phía sau thoáng có tiểu cảnh:+ Tầng 1: Sân cổng để xe, Phòng khách, phòng bếp, wc phụ, tiểu cảnh.+ Tầng 2, 3: Mỗi tầng 2 phòng ngủ rộng + WC.+ Tầng 4: Phòng thờ + sân phơi.- Nội thất được gia đình lựa chọn kỹ lưỡng gồm: Cầu thang đá, tủ bếp gỗ sồi Nga, thiết bị vệ sinh ToTo, trần thạch cao phòng khách, phòng ngủ, các phòng được lát sàn gỗ công nghệ Đức.- Nhà nằm trong khu vực cán bộ dân trí cao, an ninh tốt. Gần công an, UBND phường, chợ, trường mầm non, tiểu học và các trường đại học.- Giá bán: 5.45 tỷ (có thương lượng) bao phí sang tên sổ đỏ.liên hệ chị Yến ĐT:0702138238",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826656.895338, Đông nam, 3
27 tỷ VNĐ,ngõ 61 Lạc Trung, 133m2, 9, 1, 1, 1,"Bán nhà PL Lạc Trung Hai Bà Trưng. Diện tích 133m2, mặt tiền 9m, nhà vuông vắn (có thể bán 1/2 căn 1 nửa- 70m2 mt 4,5m). hoặc mua cả nhà là 133m Vị trí đắc địa, ngõ trước nhà 2 ô tô tránh nhau, vỉa hè rộng. Phù hợp xây tòa nhà văn phòng, bệnh viện, TT Spa.. Ngõ 61 Lạc Trung rộng thông sang Mạc Thị Bưởi, thông sang Times City, Imperia.. SĐCC, Giá bán 27 tỷ. xung quanh nhiều tiện ích liên hệ chị yến ĐT:0702138238",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826657.8866751, Bắc, 8
"2,7 tỷ VNĐ","Giáp Bát, Hoàng Mai, Hà Nội", 40m2, 4, 3, 3,,"NGÕ RỘNG THOÁNG - GẦN Ô TÔ – SỔ RIÊNG CHÍNH CHỦ.S = 40m, giá 2.7 tỷ * Rẻ nhất trong phân khúc giá, không thể tìm thấy căn nhà nào tốt hơn. - Ngõ trước nhà rộng gần 3m, sạch sẽ thoáng mát. - Sau nhà có 1 lối đi ra bờ sông Sét rất gần, đang chờ quận giải tỏa nhà phía sau lấn chiếm là nhà mình mở lối ra phía sau ra bờ sông Sét thoáng hơn.  - Nhà 3 tầng, 3 phòng. - Giao thông: Giải Phóng, Kim Đồng, Trương Định, Tân Mai, bến xe Giáp Bát. * Bán gấp trong tuần, giá cả thương lượng. * Lh: 0345752279, miễn môi giới. ",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826658.9338725,,
"15,4 tỷ VNĐ",Hà Nội, 74m2,,,,,"Bán nhà Chùa Láng, quận Đống Đa, kinh doanh sầm uất - LH: 0856 968 656.Nhà phân lô siêu hiếm thoáng, kinh doanh cực tốt, thang máy xịn chạy vèo vèo. - Nhà ở vị trí vàng trung tâm Đống Đa. - Xây 7 tầng kiên cố, diện tích 74 m2. - Đường ô tô tránh nhau, nội thất cao cấp, dân trí cao. - Sổ vuông vắn.Tầng 1 Gara ô tô + kinh doanh + vs.Tầng 2, 3, 4, 5, 6 Phòng khách + phòng ngủ + phòng giải trí, karoke + vs.Tầng 7 Phòng thờ + sân phơi + cây cảnh.Giá chào chỉ 15.4 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ gấp (miễn phí 24/7) - 0856 968 656.",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826659.8943775,,
"3,3 tỷ VNĐ",Đường Khương Đình phường Khương Đình, 41m2, 4, 4, 4, 4,"- Xung quanh tiện ích VIP, trường học các cấp vài bước chân, gửi ô tô cực tiện, 5 phút ra Ngã tư sở, rất gần Vũ Tông Phan, Khương Hạ, đường vành đai 2,5... Liên hệ: Mr Hiếu 09 TÁM BA 83 6733 để được tư vấn và xem nhà MIỄN PHÍ.Chuyên Nhà Đẹp, Pháp lý Chuẩn - Giá Tốt! (Nhận ký gửi nhà Hà Nội).",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826661.1141145,, 4
"3,9 tỷ VNĐ",Đường Khương Trung phường Khương Trung, 35m2, 5, 4, 4, 3,"
    
Cần tiền bán gấp căn nhà cực hiếm nhà bánTrung tâm quận Thanh Xuân, không lỗi Phong Thủy- Nhà mới 5 tầng, Thiết kế hiện đại, Full công năng sử dụng- Nội thất cực đỉnh, khách chỉ việc vali về ở- Ngõ to, rộng thoáng 10m ra ô tô tránh- Vị trí trung tâm, gần trường học các cấp, chợ sát nhà,- Sổ chính chủ, pháp lý sạch- Diện tích 35m- Giá 3,9tỷ ( thương lượng trực tiếp chủ nhà)Liên hệ ngay Mr Việt 0928958274chuyên Thổ cư Hà Nội để được đi xem nhà và được tư vấn miễn phí

",27/04/2022,Tin thường,batdongsan_so_com_vn_1673826662.2091851,, 3
"3,6 tỷ VNĐ",Mỹ Đình Nam Từ Liêm, 34m2,,,,,31,27/04/2022,Tin thường,batdongsan_so_com_vn_1673826663.461351,,
