price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet
38 tỷ VNĐ,"Đường Nguyệt Quế, Việt Hưng, Long Biên", 180m2, 4, 4,"BIỆT THỰ KHU NGUYỆT QUẾ, ĐẲNG CẤP, SIÊU NỘI THẤT, SANG TRỌNG, ĐỈNH CAO ĐỂ Ở. - Vị trị khu Nguyệt Quế riverside, tiện ích ngập tràn, cuộc sống đẳng cấp, an ninh 24/24 cực gắt. - Diện tích lớn 180m2, xây theo phong cách hiện đại, mới mẻ không kém phần sang trọng. Gần khu vui chơi trẻ em, công viên vườn hoa và cửa ra vào. - Sát bên cạnh là 1.5m Bon sai, cây cảnh, có thể cải tạo lại thành hồ cá KOI. - Thiết kế nhà 3 tầng và 1 tầng áp mái: + Tầng 1: Gara, phòng khách, phòng bếp và 1 wc. + Tầng 2: 2 phòng ngủ, 2 vệ sinh. + Tầng 3: 2 phòng ngủ, 1 wc. + Tầng 4: Phòng thờ, sảnh rộng và sân phơi. - Chủ nhà kinh doanh thành đạt, bán đi để mua nhà diện tích lớn hơn. + Pháp lý đầy đủ, chủ nhà nhờ ngân hàng giữ.☎️ Liên hệ ngay để được tư vấn xem sổ và nhà (không giới hạn số lượng).",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789735.2203102, 18, 1, 4
13 tỷ VNĐ,"Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 60m2, 5, 6,"Bán nhà phố Lê Trọng Tấn, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội. Vị trí đẹp, ô tô tránh, kinh doanh, đang cho thuê 20tr/tháng. Đối diện khu Phòng Không không Quân, gần bệnh viện Bưu Điện. Rất gần phố, hiếm có căn nhà như thế. Diện tích: 60m2, thiết kế 4.5 tầng. Đường ô tô tránh. Sổ đỏ đẹp, nở hậu. Giao dịch nhanh chóng. Xlh: 0382.703.234 ( thanh sơn) để được giá tốt. ",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789736.673425, 4, 6, 5
"2,4 tỷ VNĐ","Đường Quốc lộ 21B, Cự Khê, Thanh Oai", 54m2, 1, 1,"CHÍNH CHỦ CẦN BÁN KIOT 40HH03C B2.1 KDT THANH HÀ – XÃ CỰ KHÊ – THANH OAI – HÀ NỘI– Diện tích : 54m2 lô góc– Giá bán 2 tỷ 4 [ chính chủ không qua mô giới ]– Kiot sữa chữa đẹp vào ở hay buôn bán luôn– Khu vực kinh doanh sầm uất, tấp nập.– Đầu tư cho thuê dòng tiền hàng tháng sinh cực* Tiện ích xung quanh : an ninh tốt , dân chí cao , thân thiện , giao thông tiện lợiLiên hệ làm việc chính chủ : 0949121984",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789742.7751935, 6, 10, 1
"4,1 tỷ VNĐ","Đường Nguyễn Chính, Thịnh Liệt, Hoàng Mai", 42m2, 3, 3,"Nhà nằm vị trí ngõ thông, khu vực đông dân cư, kinh doanh nhỏ. Trước nhà thoáng rộng, ô tô 7 chỗ đỗ cửa. Tiện ích quanh khu vực đầy đủ không thiếu thứ gì, đường trước nhà rộng gần 4m. Nhà dân tự xây chắc chắn, thiết kế 3 tầng, 3 ngủ chắc chắn đầy đủ công năng, có thể lên tầng nếu muốn. Sổ đỏ chính chủ.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789743.952082, 3, 4, 3
"6,8 tỷ VNĐ","Trung Kính, Cầu Giấy", 55m2,,,"Trung Kính 55m2 - 3 thoáng đẹp - full nội thất - gần phố - hơn 6 tỷ.Cần bán gấp căn nhà tại Trung Kính - Cầu Giấy, khu vực vip của quận Cầu Giấy, giao thông thuận lợi tới mọi nơi. Cực gần trường học (từ mầm non tới Đại học), gần siêu thị Big C. Ngõ rộng thoáng, xe ba gác đỗ tận cửa, đầy đủ tiện ích xung quanh. Nhà xây 4 tầng mới đẹp, full nội thất, chủ mới chỉ việc xách vali vào ở. Nhà 3 thoáng, phòng nào cũng có cửa sổ.Diện tích: 55m2.Sổ đỏ chính chủ sẵn sàng giao dịch.Giá: 6.8 tỷ (CÓ THƯƠNG LƯỢNG)Liên hệ: QUYÊN - 0343558823 (miễn môi giới & trung gian). QUYÊN - chuyên nhà đẹp. Hỗ trợ thủ tục vay vốn ngân hàng, thủ tục đơn giản, giải ngân nhanh.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789745.1877766,,,
"9,7 tỷ VNĐ",Đường Kim Đồng, 37m2,,,"Cần bán nhà riêng Ngõ 19 Kim Đồng,Hoàng MaiDiện tích 37m x 7 tầng,mặt tiền 3.50mVị trí quá đẹp ngay đầu ngõ to hai oto tránh nhau, vỉa hè rộng, kinh doanh buôn bán sầm uất ngày đêmTiện ích quá víp với nhiều trụ sở cơ quan kinh doanh, nhà hàng lớn, sát bến xe Giáp Bát, nhà gas, bệnh viện trường họcNhà xây 7 tầng kiên cố chắc chắn, thiết kế cầu thang giữa, đầy đủ công năngSổ đỏ giao dịch,sẵn sàng giao dịchGía 9.7 tỷ có thương lượngLiện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789746.4374332,,,
"4,1 tỷ VNĐ","Đường Nguyễn Khánh Toàn, Quan Hoa, Cầu Giấy", 48m2, 5, 6,"#CầuGiấy #3đến6tỷ
Bán nhà 48m2 5tầng 4.1tỷ gần ôtô, phố Nguyễn Khánh Toàn Cầu Giấy (1)

NHÀ 4 TỶ - HÀNG XÓM TOÀN ĐẠI GIA - Ở NHÀ BIỆT THỰ - NGÕ NÔNG - CÁCH Ô TÔ 10M - 6 PHÒNG NGỦ

- Nhà thuộc khu vực kinh doanh sầm uất, an ninh, dân trí cao tiện ích xung quanh ngập tràn, 3 bước ra ôtô, 5 bước ra phố.
- Giao thông thuận tiện vô cùng, tiếp giáp Ba Đình, Tây Hồ, Cầu Giấy, Đống Đa
- Nhà dân xây KCBT chắc chắn thiết kế cơ bản tầng 2 phòng tổng 6 ngủ:
+ Tầng 1: Để xe, Bếp, WC, 01 phòng ngủ
+ Tầng 2: Phòng khách, 01 Phòng ngủ
+ Tầng 3: 02 phòng ngủ, WC
+ Tầng 4: 02 phòng ngủ, WC
+ Tầng 5: Phòng thờ, Sân phơi
- Sổ đỏ chính chủ , pháp lý chuẩn. Sẵn giao dịch
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Link kho nhà đẹp Quận Cầu Giấy: 
https://www.facebook.com/465097751010307
3. Hỗ trợ tài chính ...
",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789747.6900818, 4, 4, 4
"15,2 tỷ VNĐ",Phố Vĩnh Phúc, 42m2,,,"Càn bán gấp nhà mặt phô Vĩnh Phúc,Ba ĐìnhDiện tích 47m x 7 tầng,mặt tiền 4.20mVị trí đẹp,mặt phố kinh doanh,khu trung tâm quận Ba Đình,khu toàn cấp tướngMặt phố kinh doanh cực kì sầm uất, dân trí cao, ở sướng, tiếp giáp Tây Hồ & các quận trung tâm nội thành.Thiết kế 7 tầng thang máy thông sàn, ban công, cửa sổ thông thoáng, có bản vẽ thiết kế xịn cùng GPXD, tầng 1PN khép kín.Sổ đỏ phân lô, sẵn sàng giao dịchGiá 15.2 tỷ có thương lượngLiện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789749.580139,,,
4 tỷ VNĐ,Phú Đô, 35m2, 4, 3,"NHÀ DÂN XÂY – CÁCH ĐƯỜNG Ô TÔ 15M - CẦN BÁN GẤP + S= 35m, mặt tiền 6m ,4 tầng, giá 4 tỷ. + Vị trí: Gần đường Lê Quang Đạo, Châu Văn Liêm, Phú Đô, Mễ Trì, Đại Lộ Thăng Long, sân vận động Mỹ Đình, bến xe MỸ Đình. + Tiện ích xung quoanh đầy đủ, dân cư đông đúc, dân trí cao. + Thiết kế: 4 tầng, 4 phòng ngủ, phòng thờ sân phơi. + Sổ đỏ cất két sẵn sàng giao dịch, chủ nhà thiện chí. + Liên hệ Trường: 0373680538 để được tư vấn và xem nhà miễn phí.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789752.3367643, 6, 5,
"1,75 tỷ VNĐ","Đường Đại lộ Thăng Long, Vân Côn, Hoài Đức", 50m2,,,"
    Cần BÁN ĐẤT VÂN CÔN, HOÀI ĐỨC 50m Ô tô 1,x tỷ
- Đầu tư, giữ tiền, tương lai lên Quận Hoài Đức.
- Xây Văn phòng, cửa hàng, nhà ở đều tốt.
- Vị trí cực đẹp, Ô tô, Đại lộ Thăng long, cách trung tâm 10 phút đi xe.. KCN, TTTM, Trường học cấp 1,2,3 đến Đại học, chợ.
- Sổ CC Đẹp như Hoa Hậu, sẵn sàng sang tên nhanh gọn.
- Giá thương lượng.
- Có nhu cầu thực sự, thiện chí, hiểu thị trường
- Liên hệ tư vấn, Pháp lý, Ngân hàng hỗ trợ Xem nhà 24/24 Gọi Mr Đức 0898839292 - 0812212525.
",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789753.5255842, 5,,
