price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet
"1,95 tỷ VNĐ","Bắc Cầu, Ngọc Thụy HN", 61m2,,"+ Thửa đất vuông vức như tờ A4, ô tô tải chạy qua vèo vèo. Đường nhựa láng bóng + Vị trí mặt phố, giá chỉ nhỉnh 30 tr/m2, sự lựa chọn số 1 với tầm tài chính này, không đâu có mảnh đất ô tô vào nhà mà lại rẻ đến vậy. + Thành Phố ven sông, thơ mộng, xinh đẹp. Môi trường sống trong lành, mát mẻ vừa ở vừa kinh doanh. + 2 Mảnh liền kề, mua cả giá trị càng tăng cao 169 m2 quá khủng luôn",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803845.8788028,,,,
866 triệu VNĐ,gia lâm hà nội, 90m2,,"
    
🎯
 bán đất dự án khu dân cư mới tự xây Tân Phúc, sát nút giao Cao tốc 5B giá chỉ 866 triệu. 🌏Diện tích giao động từ 70- 80m. 🚗Đường dải nhựa 6- 7m. 💎Vị trí giao nằm cạnh nút giao cao tốc Hà Nội - Hải Phòng.  🌐Trung tâm vận chuyển hàng hóa của cao tốc 5B từ Hà Nội- Hưng Yên- Hải Dương- Hải Phòng- Quảng Ninh. Nơi kết nối vùng kinh tế trọng điểm 4 tỉnh. 💎Nằm sát đường tỉnh Tân Phúc- Võng Phan.  🏢Cách trường học cấp 1, 2 ,3 trong phạm vi 3 phút di chuyển. 💎Nằm trong vùng quy hoạch hàng nghìn héc ta khu công nghiệp Bắc Sơn, Bãi Sậy, Tân Phúc, Hoàng Hoa Thám, Quang Vinh, Văn Nhuệ 🌏Vị trí nằm ở giữa trung tâm khu công nghiệp huyện Ân thi, với quy mô hơn 10 nghìn công nhân. 🔥Quy trình mua bán: 💎Bước 1: Đặt cọc 100 triệu. 💎Bước 2: Thanh toán 95% ngay khi ký hợp đồng chuyển nhượng. 💎Bước 3: Nhận sổ thanh toán 5% giá trị còn lại. ☎️Liên hệ chủ đầu tư: 0866 478 590",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803847.256118,,,,
"4,75 tỷ VNĐ","Ngọc Lâm, Long Biên HN", 35m2,,"+ Vị trí nhà đẹp, 6 tầng, ngõ nông, vài bước ra phố Ngọc Lâm kinh doanh sầm uất suốt ngày đêm, tiện ích ngập tràn, 10 phút sang phố Cổ.   Nhà tự xây, tâm huyết, thiết kế vuông vắn, 6 tầng, 4 ngủ. Nội thất đẹp.  + Tầng 1 : Phòng khách + Bếp + wc.  + Tầng 2 + 3 + 4 : Mỗi tầng 1 Phòng ngủ + wc khép kín. + Riêng Tầng 5 : 1 Phòng ngủ rộng Master.  + Tầng 6 : Sân phơi + sân chơi. Sổ đỏ cất két,giao dịch luôn",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803848.878303,,,,
"7,4 tỷ VNĐ",Đường Cự Lộc phường Hạ Đình, 35m2, 5,"+ Nhà xây mới tuyệt đẹp, nội thất cực xịn, nhà gần đường nguyễn trãi, nhìn sang RoyalCity. +LH: Hoàng Bắc, ĐT: 0377610275, chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803850.2008052, 5, 10, 4,
6 tỷ VNĐ,Đường Bồ Đề phường Bồ Đề, 65m2, 5,"Chính chủ bán ĐẸP Bồ Đề: 65m2, 4 tầng, gara ô tô, sân vườn tầng thượng, sát phố Bồ Đề

NHÀ ĐẸP - NỘI THẤT SIÊU SANG XỊN MỊN - NGÕ THÔNG TỨ TUNG - Ô TÔ ĐỖ - VÀI BƯỚC RA HỒ - SỔ ĐỎ HOA HẬU 

+ nhà nằm trên mặt ngõ Ô tô rộng rãi , thông tứ tung, thông sang Ái Mộ,
+ quanh nhà tiện ích không thiếu thứ gì: vài bước ra hồ Bồ Đề dạo mát, gần trường học, trường liên cấp Quốc tế Wellspring, bệnh viện Tâm Anh, ….
+ nhàThiết kế tiêu chuẩn tầng 2 phòng cầu thang giữa. tổng 4 Phòng ngủ, Nội thất siêu đẹp long lanh
+ sân vườn tầng thượng tầm view cực thoáng sáng
+ Sổ đỏ chính chủ,  Sang tên trong nốt nhạc.
Chi tiết xin liên hệ: Vũ Tuấn - chuyên bđs thổ cư, biệt thự, nhà phố Long Biên...theo số..   0399.o.27.o.11.o.14.o
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803851.4534247, 4, 5, 4, 4
4 tỷ VNĐ,Khương Đình, 38m2, 5,"+ Vị trí đắc địa, gần trường học các Cấp, chợ, gần Hồ Hạ Đình. Thông sang Hạ Đình, Nguyễn Xiển, Nguyễn Trãi.+ Ô TÔ tránh cách 30m, đường trước nhà rộng thông thoáng, rất đáng sống.+ Thiết kế nhà 5 tầng hiện đại, KCBT chắc chắn, khách mua về ở ngay.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803853.3104918,,,,
"6,1 tỷ VNĐ",Đường Quán Thánh phường Quán Thánh, 42m2, 5," Phố Quan Thánh được mệnh danh là phố của biệt thự cổ. Một trục đường lịch sử cổ kính. Rất thuận tiện giaao thông đi các ngả. Tầng 1: Phòng khách, bếp, wc. Tầng 2,3,4: mỗi tầng 1 phòng ngủ to + wc. Tầng 5: Phòng Thờ + sân Phơi. - Nấc xđềi nh-ầ tđồ trong nhà,tay vầ cđề        ng đủiạ         ủ hấp và sị                
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803854.9072022, 3, 3, 6, 6
30 tỷ VNĐ,Quận Tây Hồ, 50m2,,"CỰC HÓT NHÀ MỚI KÝ CHƯA KỊP KHÔ MỰC VIEW HỒ TÂY, VỈA HÈ,  KINH DOANH. CHỈ 30 TỶ.0962745289+ VỊ TRÍ 5* ĐẸP NHẤT MẶT TIỀN LẠC LONG QUÂN CHỈ 30 TỶ.  DT 50M2 M2, 5 TẦNG. mặt phố  cực hiếm nhà bán .Trung tâm Quận Tây Hồ, mặt phố View Hồ Tây thoáng vĩnh viễn,ở sướng. Tiện ích nhất khu vực.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7. ",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803856.333383,,,,
"8,35 tỷ VNĐ",cầu giấy, 70m2,,"HOT HOT ! BÁN CCMN CẦU GIẤY 70M 6 TẦNG NHỈNH 8 TỶ - Gần các Trường Đại Học Ngoại thương, ĐH Giao thông vận tải, Học viện Báo Chí Tuyên Truyền.. - Tiện ích, Đường Láng, Cầu Giấy, Trần Thái Tông, Nguyễn Khang.. - Sổ đẹp, pháp lý rõ ràng. Sang tên nhanh gọn. - Giá thương lượng. Liên hệ Mr Đức 0898839292 - 0812212525.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803857.7296884,,,,
"8,25 tỷ VNĐ",cầu giấy, 66m2,,"
    HIÊM HIẾM ! BÁN CCMN LÁNG, CẦU GIẤY 66M 5 TẦNG CHỈ 8 TỶ
- Gần các trường đại học Ngoại thương, ĐH Giao thông vận tải..
- Tiện ích xung Quanh đầy đủ.
- Sổ đẹp, pháp lý rõ ràng. Sang tên nhanh gọn.
- Giá thương lượng.
Liên hệ Mr Trung Nhà Trọ 0812212525
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803859.3573346,,,,
