price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
24 tỷ VNĐ,"Trung Kính, Cầu Giấy", 92m2,"Chính chủ gửi bán gấp nhà mặt ngõ Phố Trung Kính, hai oto tải tránh nhau: -  Diện tích: 92M2( 4.5m x 20.4m) - Xây 4 tầng, 4PN+ 1 Phòng bếp và phòng thờ ở tầng 4 - Tầng 1 đang cho thuê làm văn phòng công ty, tầng 2 có sân trồng cây - Đường rước nhà rộng 7M, đối diện là quy hoạch xây chung cư cao cấp và TTTM( Hiện đang quây tôn cho thuê làm kho hàng) Sổ đỏ chính chủ Giá bán: 24.5 tỷ (  có thương lượng)  Liên hệ: Anh Hoàng: 0839 763366  Bán nhà phố trung kính, nhà mặt phố trung kính, nhà đất trung kính, nhà đất cầu giấy, bán nhà mặt phố trung kính, nhà mặt phố quận cầu giấy, nhà liền kề trung kính, chính chủ bán nhà trung kính. ",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830029.410862, 4, 4, 7, 4, 4, Đông bắc
34 triệu VNĐ/m2,"Chính chủ cần bán 96,3m2 đất thổ cư tại Ninh Sở, Thường Tín; 34tr/m2; 0987917773", 96m2,"Chính chủ cần bán 96,3m2 đất thổ cư tại Ninh Sở, Thường Tín; 34tr/m2; 0987917773   _ Diện tích: 96 m2*Vị trí 2 mặt tiền, ô tô tải đỗ cửa, cách bến xe nước ngầm 6km, gần đg vành đai 4,* vị trí thông thoáng, dự kiến 2023 sát nhập về thanh trì, khi thanh trì lênQuận, phù hợp làm nhà ở, văn phòng, xây xưởng.  - Giá: 34 triệu/m2 + Liên hê chính chủ: 0987917773 Địa chỉ tài sản: Số 4 ngõ Đoàn Kết Xã Ninh Sở, Huyện Thường Tín, Hà Nội            http://www.sanbatdongsanviet.com.vn",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830030.661518,,,,,,
"12,8 tỷ VNĐ",Hoàng Mai - Hoàng Văn Thụ, 60m2,"ĐẲNG CẤP THƯỢNG LƯU - Ô TÔ THÔNG CÁC NGẢ Vị trí đắc địa ô tô tránh thông các ngả, vừa ở vừa cho thuê VP. - Diện tích: 60m2 x 6 tầng, có thang máy nhập khẩu Đức. - Cửa kính 2 lớp chống ồn xịn. - Gạch ốp lát Anh quốc loại xịn. - Thiết kế 6 tầng thông sàn đầy đủ công năng. + T1 - T5: Thông sàn - Khu bếp + tiểu cảnh trên tầng 6. - Hệ thống đèn thông minh. - Thiết kế thông sàn kiểu vừa ở vừa cho thuê văn phòng. - Ngõ thông Mai Động, Minh Khai - Đối diện trung tâm thương mại dịch vụ. - Sổ đỏ căng đét sẵn sàng giao dịch. - Liên hệ Mr Sơn 0379491999 ( trung gian môi giới không làm phiền).",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830031.7825184, 5, 4, 7,,,
34 tỷ VNĐ,Trích Sài, 58m2,"Chủ chuyển hướng đầu tư cần nhượng lại mảnh đất hiếm vị trí đẹp nhất mặt phố Trích Sài, Q Tây Hồ. View thẳng Hồ tây, đoạn vỉa hè rộng rãi. Kinh doanh cực tốt.Diện tích: 58m2 , mặt tiền 3.8mGiá: 34 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)ĐẤT MẶT PHỐ ĐƯỜNG VEN HỒ - KINH DOANH TÔT - VỈA HÈ RỘNG RÃILiên hệ xem thực tế và nhận thông tin chi tiết:0981367887 - Thửa đất vuông đẹp, sổ pháp lý chuẩn cất két sẵn sàng giao dịch",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830032.9613638,, 3, 15,,,
17 tỷ VNĐ,Hà Nội, 59m2,"Lò Đúc Hai Bà Trưng - Nhà đẹp - Không gian sống đỉnh cao - Hiếm không có căn thứ 2 - SĐT: 0366 555 258.Tiện để ở, kinh doanh các loại hình spa, nhà hàng cao cấp, văn phòng…Diện tích 59 m2, 6 tầng, mặt tiền 5m, full nội thất thang máy cao cấp.Giá chỉ 17 tỷ thương lượng sâu.Sổ đỏ chính chủ. - Ngõ trước nhà 2 ô tô tránh, dân trí cao, an ninh tốt cách trung tâm phố cổ chưa đến 1km. - Nhà 6 tầng ngõ phố Lò Đúc, full tiện ích, vị trí trung tâm, cách trường mầm non Việt Úc, cấp 1, cấp 2, cấp 3 chỉ 300m, gần chợ, bệnh viện… - Thiết kế: - Tầng 1: Gara + Phòng khách + WC. - Tầng 2, 3, 4, 5: Nhiều phòng + WC. - Tầng 6: Phòng thờ, sân phơi, vườn hoa sân thượng (view pháo hoa giao thừa), bể cá Koi siêu đẹp, không gian thư giãn tại gia hiếm có giữa trung tâm thành phố. - Nhà sát hồ Hai Bà Trưng cách Công viên Thống Nhất chưa đến 1km cách Hồ Hoàn Kiếm 1,5 km.LH ngay em Thanh xem nhà MP - SĐT: 0366 555 258.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830033.9656842,,,,,,
"7,032 tỷ VNĐ","Đường Võ Chí Công, quận Tây Hồ, Hà Nội", 195m2,"!!!TIN CỰC SỐC!!!🔥 GIÁ CHỈ 35TR/M2 SỞ HỮU NGAY CĂN HỘ DUPLEX VIEW HỒ, SÔNG HỒNG TẠI UDIC WESTLAKE🔥✅ 𝐂𝐡𝐢́𝐧𝐡 𝐬𝐚́𝐜𝐡 𝐯𝐨̂ 𝐜𝐮̀𝐧𝐠 𝐡𝐚̂́𝐩 𝐝𝐚̂̃𝐧:💵 Chiết khấu 4% 𝐆𝐓𝐂𝐇.💵 Hỗ trợ vay tới 50% và không phải trả đến năm 2024.💵 Tặng 5 chỉ vàng + 30tr tiền nội thất.💵 Miễn 2 năm phí dịch vụ.✅ 𝐓𝐢𝐞̣̂𝐧 𝐢́𝐜𝐡 𝐭𝐡𝐨̂𝐧𝐠 𝐦𝐢𝐧𝐡, đ𝐚̆̉𝐧𝐠 𝐜𝐚̂́𝐩:- Đối diện Lotte Mall.- Vườn dạo bộ nội khu, khu vui chơi trẻ em, sân vườn khối đế.- Chỉ mất 10p tới Phố đi bộ Trịnh Công Sơn, công viên nước Hồ Tây.- Hê thống các trường học trong nước và quốc tế hang đầu Hà Nội.- Bể bơi 4 mùa, 3 tầng trung tâm thương mại, chuỗi shophouse.✅ UDIC WESTLAKE là Đại đô thị đáng sống bậc nhất Hà Nội.☎️☎️☎️HOTLINE PKD: 𝟎977568223 để được tư vấn chọn căn phù hợp, vị trí đẹp và giá tốt nhất",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830035.1594849, 2,,, 4, 2, Tây
"15,5 tỷ VNĐ",ngõ 41 phố Vọng Đồng Tâm HBT Hà Nội, 80m2,"Bán tòa chung cư mini 7 tầng thang máy ngõ 41 phố Vọng Đồng Tâm HBT Hà NộiDiện tích sử dụng mỗi tầng  80m2,đã cho thuê full phòng.doanh thu 1 tỷ 100tr trên 1 năm . được thiết kế cực hiện đại, mặt trước và sau đều là ngõ thoáng. Với kiến trúc bao gồm:Tầng 1: chỗ để xe, 2 căn hộ khép kín.Tầng 2, 3, 4,5: mỗi tầng 4 căn hộ riêng biệt, đầy đủ nội thất. Tầng 6 : Thiết kế 2 phòng Master rộng, vệ sinh khép kín.Tầng 7 : Sân phơi cực rộng, có thể tổ chức liên hoan sinh nhật, BBQ.  Tổng tòa có 20 căn hộ khép kín.Nội thất hoàn thiện đầy đủ 100%, đã cho thuê full phòng mỗi căn hộ đã có sẵn giường ngủ và tủ quần áo, điều hòa, nóng lạnh, bếp + hút mùi, máy giặt, tủ lạnh, dàn phơi...Vị trí trung tâm lý tưởng, ngay ngã tư Lê Thanh Nghị - Trần Đại Nghĩa, cạnh 3 trường ĐH lớn Bách Khoa - Kinh Tế - Xây Dựng và bệnh viện Bạch Mai, tiềm năng cho thuê vô cùng lớn.* Sổ đỏ chính chủ. Giá 15,5 tỷ (có thương lượng) liên hệ chị yến ĐT:0702138238",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830036.2106724, 7, 7, 3, 10, 10, Nam
"4,3 tỷ VNĐ","Ngõ Phố Nguyễn Đổng Chi, Nam Từ Liêm, Hà Nội", 40m2,"✅  Bán nhà mới cực đẹp. Duy nhất 1 căn tại Nguyễn Đổng Chi, Hàm Nghi, Nam Từ Liêm. Nhà ôtô đậu cách cửa 15m. Nhà mặt tiền rộng, view thoáng. Nhà gần các khu trung tâm tiện đi lại và sinh hoạt. Diện tích nhà 40m2, 5 tầng.  Nội thất sang trọng, tiện nghi và đẳng cấp. --------------------------------------------------------------------- ✔️ Thiết kế và công năng: Kiến Trúc Tân cổ điển, sang trọng. Công năng sử dụng tiện lợi: - Diện tích: 40m2, 5 tầng mới đẹp và sang. 3 phòng ngủ Master. Vị trí trung tâm. - Tầng 1: Phòng khách. Phòng bếp + ăn. - Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng (phòng Master) + Vệ sinh. - Tầng 5: Phòng thờ, sân phơi, kho, Khu xinh hoạt ngoài trời. ✔️ Vị trí: - Nhà có 1 căn nên nằm vị trí rất đẹp, trước nhà cực thoáng. Cửa nhà cách mặt phố và ngõ ôtô vào 15m, không gian thoáng, nhiều ánh sáng tự nhiên. - Giao thông thuận tiện, ngõ thông Hồ Tùng Mậu sang Nguyễn Đổng Chi, Hàm Nghi. Gần Vinhomes Hàm Nghi, thừa hưởng nhiều tiện ích cao cấp xung quanh. Gần trung tâm y tế, ủy ban, … ✔️ Nội thất: - Được gia chủ đầu tư cực đẹp: Các cửa, cầu thang là gỗ Lim Nam Phi. Sàn gỗ Malaysia chống trơn trượt, sang trọng và đẳng cấp. - Thiết bị vệ sinh Toto nhập khẩu. Nóng lạnh Picenza, nhôm kính Vietphap, trang trí đèn chùm, trần thạch cao sang trọng. ✔️  Cam kết sổ đỏ chính chủ, Giấy phép xây dựng,…sẵn sàng giao dịch. ✔️  Giá thương lượng chỉ: 4.3 tỷ (có thương lượng, bao sang tên). ✔️  Liên hệ xem nhà trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG, MG)",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830037.3765516, 5, 4, 2, 4, 4,
"7,032 tỷ VNĐ","Đường Võ Chí Công, phường Phú Thượng, quận Tây Hồ, Hà Nội", 195m2,"!!!TIN CỰC SỐC!!!🔥 GIÁ CHỈ 35TR/M2 SỞ HỮU NGAY CĂN HỘ DUPLEX VIEW HỒ, SÔNG HỒNG TẠI UDIC WESTLAKE🔥✅ 𝐂𝐡𝐢́𝐧𝐡 𝐬𝐚́𝐜𝐡 𝐯𝐨̂ 𝐜𝐮̀𝐧𝐠 𝐡𝐚̂́𝐩 𝐝𝐚̂̃𝐧:💵 Chiết khấu 4% 𝐆𝐓𝐂𝐇.💵 Hỗ trợ vay tới 50% và không phải trả đến năm 2024.💵 Tặng 5 chỉ vàng + 30tr tiền nội thất.💵 Miễn 2 năm phí dịch vụ.✅ 𝐓𝐢𝐞̣̂𝐧 𝐢́𝐜𝐡 𝐭𝐡𝐨̂𝐧𝐠 𝐦𝐢𝐧𝐡, đ𝐚̆̉𝐧𝐠 𝐜𝐚̂́𝐩:- Đối diện Lotte Mall.- Vườn dạo bộ nội khu, khu vui chơi trẻ em, sân vườn khối đế.- Chỉ mất 10p tới Phố đi bộ Trịnh Công Sơn, công viên nước Hồ Tây.- Hê thống các trường học trong nước và quốc tế hang đầu Hà Nội.- Bể bơi 4 mùa, 3 tầng trung tâm thương mại, chuỗi shophouse.✅ UDIC WESTLAKE là Đại đô thị đáng sống bậc nhất Hà Nội.☎️☎️☎️HOTLINE PKD: 𝟎977568223 để được tư vấn chọn căn phù hợp, vị trí đẹp và giá tốt nhất",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830038.5314631, 2,,, 4, 2, Tây bắc
15 tỷ VNĐ,Hà Nội, 68m2,"Chủ nhà bán gấp nhà phố Vọng - SĐT: 0366 555 258.* Chủ nhà tự xây dựng để ở chất lượng ngôi nhà sang, đẹp và hiện đại. * Nội thất đẳng cấp, thang máy nhập khẩu.* Khu phân lô, ô tô tránh, dân trí cao, an ninh tốt, hàng xóm văn minh…Diện tích 68m2, xây 7 tầng thang máy, mặt tiền 6m.Thiết kế: + Tầng 1: Gara + Phòng khách hoặc vp + wc. + Tầng 2, 3, 4, 5, 6: Nhiều phòng + wc. + Tầng 7: Phòng thờ, sân phơi, vườn thượng uyển.Giá chào chỉ 15 tỷ gia lộc sâu.Sổ đỏ chính chủ sẵn sàng giao dịch.Liên hệ luôn ạ Ms Thanh 0366 555 258.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830039.6614392,,,,,,
