price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
3 tỷ VNĐ,Trần Khát Chân - Hà Nội, 52m2,,"* Vị trí nhà cực kỳ đắc địa  tiếp giáp với các trục đường chính như: Trần Khát Chân, Đại Cồ Việt, Kim Ngưu, Lò Đúc, Ô Chợ Dừa, Giải Phóng, thuận tiện để di chuyển qua các điểm: Lăng Bác, công viên Thống Nhất, Hồ Gươm... Với các tiện ích tiện nghi xung quanh như: ĐH Bách Khoa, KTQD, Xây Dựng, trường mầm non, tiểu học THCS, THPT Hai Bà Trưng. Cùng nhiều tiện ích tiện nghi phục vụ cho cuộc sống hàng ngày.+Ngõ vào nhà thông tứ phía sang Minh Khai , Kim Ngưu….- Kết cấu 3 tầng kiên cố vững chắc , cực kỳ thông thoáng ,thuê thiết kế vô cùng hiện đại dưới bàn tay của chủ nhà dân trong ngànhGiá chỉ 3 tỷ có thương lượng cho khách thiện tríChi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800628.6205058,,,,,
"9,7 tỷ VNĐ",Đường Tây Sơn phường Ô Chợ Dừa, 70m2, 4,- Chủ nhà cán bộ về hưu bán để chuyển về ở biệt thự. Liên hệ anh Thành 0373019999 CB Địa chính phường. ,19/09/2022,Tin thường,batdongsan_so_com_vn_1673800629.8751507, 10, 5, 4, 3,
95 tỷ VNĐ,Đường Lê Đức Thọ phường Mỹ Đình 2, 270m2, 15,"-        Giá bán: 103 tỷ- 135 tỷ (giá chưa chiết khấu) -        Kết nối thuận tiện đi các quận khác qua tuyến đường xuyên tâm Hồ Tùng Mậu, Đại lộ Thăng Long… -        Liên hệ xem thực tế: 0907023278",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800630.947739, 40, 4, 5, 8,
"6,25 tỷ VNĐ",Cầu giấy, 60m2,,"Bán nhà Trần Duy Hưng, Cầu Giấy 60m 5 tầng nhỉnh 6 tỷ- Vị trí đẹp, lợi thế kinh tế, Kinh doanh, Cho Thuê, Văn Phòng.- Nhà mới, đẹp, sẵn ở.- Sổ đẹp như Hoa Hậu+ Liên hệ Mr Đức Thổ Cư HN 0898839292 - 0812212525Rất nhiều Nhà , Đất Thổ cư, Mặt phố, CCMN, Văn Phòng, BTLK..",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800632.0418074,,,,,
"6,35 tỷ VNĐ",Hà Nội, 60m2,,"
    Bán nhà Trần Duy Hưng, Cầu Giấy 60m 5 tầng nhỉnh 6 tỷ
- Vị trí đẹp, lợi thế kinh tế, Kinh doanh, Cho Thuê, Văn Phòng.
- Nhà mới, đẹp, sẵn ở.
- Sổ đẹp như Hoa Hậu
+ Liên hệ Mr Đức Thổ Cư HN 0898839292 - 0812212525
Rất nhiều Nhà , Đất Thổ cư, Mặt phố, CCMN, Văn Phòng, BTLK..
",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800633.1608138,,,,,
4 tỷ VNĐ,"Trần phú , hà đông, hn", 48m2, 5,"+ Cần bán Nhà Trần Phú Hà Đông, MT 5m x 5 Tầng . Nhà mới chắc chắn, yên tĩnh. + Vị trí đẹp: Gần nhiều Trường Đại học, ĐH Kiến Trúc, Học Viện An Ninh..., Bic C, Metro Hà Đông . Trung tâm phát triển mạnh, Giá tăng từng ngày. + Địa điểm : Gần đường lớn trung tâm Hà Đông, dân trí cao phát triển mạnh, tiện ích rất nhiều. + Gần nhiều Trường Đại học, ĐH Kiến Trúc, Học Viện An Ninh Nhân Dân, Y học Cổ truyền... Nhiều tiện ích xung quanh.. +  Diện tích: Trên 35 m2 x 4 tầng,  Sổ đỏ chính chủ, pháp lý sạch. +  Giá: Nhỉnh 4 tỷ ( Có thương lượng ). Miễn môi giới và trung gian..! Liên hệ: Đức Thổ Cư  0898839292. (Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí). Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nha",11/04/2022,Tin thường,batdongsan_so_com_vn_1673800634.293786, 3, 5, 3,,
9 tỷ VNĐ,"Cầu Giấy , Hà Nội", 57m2,,"+ Cần bán nhà Khu vực Cầu Giấy Nhà 3 tầng  Giá trên 9 tỷ. + Gần trung tâm Thành phố, Gần chợ, gần trường Tiểu học, Trung học FPT. + Vị trí: Mặt phố, Ô tô đỗ cửa, vào nhà, hai xe trành nhau thoải mái. Gần ngã 3 thuận tiện kinh doanh,cho thuê +  Diện tích: Trên 50m x 3 tầng,  Sổ đỏ chính chủ, pháp lý sạch. + Giá: Nhỉnh 9 tỷ ( Có thương lượng ). Miễn môi giới và trung gian..! Liên hệ: Đức Thổ Cư CG : 0898839292. (Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí). Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nhau.",04/04/2022,Tin thường,batdongsan_so_com_vn_1673800635.542443, 8, 3, 2,,
"16,8 tỷ VNĐ",Đội Cấn Ba Đình Hà Nội, 45m2, 4,"- DT 45m2 x4 tầng. Mt 4.6m  Giá bán 16.8 tỷ ( có thương lượng )    - Vị trí căn nhà nằm tại vị trí đắc địa của tuyến phố Đội Cấn kinh doanh sầm uất bậc nhất thuộc quận Ba Đình,  nhà 3 mặt thoáng.  - Thiết kế 4 đầy đủ công năng vừa ở vừa kinh doanh, Chủ mới chỉ việc xách vali vào ở.  - Tiện ích gần LOTE center Hà Nội, gần trường ĐH Giao Thông Vận Tải, Bệnh viện Quân y 354, Chợ và các Trung tâm Thương mại lớn.  - Giao thông thuận tiện kết nối với các tuyến phố như Đội Cấn, Liễu Giai, Đốc Ngữ, đường Bưởi, Vành đai 2, Linh Lang, ... . - Khu vực dân trí cao, an ninh rất tốt.  - Sổ đỏ vuông vắn, sẵn sàng giao dịch. Ace có nhu cầu liên hệ với em để được tư vấn.  Miễn ( TG Quảng Cáo ) ",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800637.4284377,, 4, 3, 4,
"10,5 tỷ VNĐ","Đường Kim Mã, Ba Đình, Hà Nội", 44m2, 4,"🌺 KIM MÃ BA ĐÌNH - 5 TẦNG NHÀ ĐẸP Ở NGAY 🌺+ Nhà 5 tầng phân lô dân xây chắc chắn, ngõ rộng ô tô tránh. Xung quanh nhiều tiện ích, 2 phút sang lotte centre, Metropolise, Vincom Nguyễn Chí Thanh. Đi bộ vài bước chân sang bệnh viên nhi và Phụ sản Hà Nội.+ Nội thất đẹp long lanh xịn sò mặc dù đã ở vài năm nhưng vẫn như mới.+ thiết kế nhà 5 tầng + Diện tích : 44m² mt 4m+ Tầng 1 : Phòng khách + bếp+ Tầng 2,3,4 : Tổng 6 phòng ngủ + Tầng 5 : Phòng thờ + sân phơi+ Căn nhà nằm ở vị trí thuận tiện đi lại vào trung tâm, gần vành đai 2 và 3 chỉ vài chục phút lên sân bay.+ sổ đỏ nét căng vuông như bao diêm.+ Giá : 10,5 tỷ  Liên hệ : Mr Dũng 0825237636",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800639.373195, 6, 5, 6, 4, Nam
"5,65 tỷ VNĐ",Hồ Tùng Mậu Mai Dịch Cầu Giấy Hà Nội, 42m2,,"Bán CCMN đường Hồ Tùng Mậu Cầu Giấy 42m 5T chỉ 5.65 tỷKhu vực trung tâm sinh viên, giữa ngã tư Xuân Thuỷ-Hồ Tùng Mậu, xung quanh có khoảng 10 trường Đại học, lượng người thuê vô cùng đông đảo.+ Nhà đẹp thiết kế 9 phòng full nội thất, chủ mới chỉ việc về vận hành. Diện tích thực tế mình sử dụng là 58m2.+ Doanh thu 45tr/ tháng. + Pháp lý chuẩn, sổ đỏ chính chủ, giao dịch trong ngày.Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn.",19/09/2022,Tin thường,batdongsan_so_com_vn_1673800641.2013125,, 5, 9,,
