price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Lộ giới,Số toilet
"3,1 tỷ VNĐ",Đường Văn La phường Phú La, 38m2, 4,"BÁN NHÀ VĂN LA HÀ ĐÔNG-ĐƯỜNG THÔNG-KINH DOANH-Ô TÔ CÁCH 20M-NHÀ ĐẸP Ở NGAY-38M2-3.1 TỶ +Vị trí phố Văn La, đường rộng thông thoáng, ô tô vào tận ngõ, giao thông thuận lợi +Khu vực đáng sống, gần nhiều tiện ích, Đại Học Fenika, Đại học Đại Nam, Chuyên Nguyễn Huệ, Chợ Văn La, Trung Tâm Thương Mại, Bệnh Viện Hà Đông +Nhà thiết kế 4 tầng x 38m mới đẹp, 3 phòng ngủ đầy đủ tiện nghi công năng, sạch sẽ thoáng mát. Đầy đủ sinh khí tài lộc +Chủ nhà thành đạt có gia lộc cho khách thiện trí Liên hệ em Đạt để xem nhà ngay",08/07/2022,Tin thường,batdongsan_so_com_vn_1673815657.3083377, 4, 3, 7, 3
6 tỷ VNĐ,Thượng Đình, 50m2, 5,"Bán nhà Trung tâm Phố Thượng Đình – Thanh Xuân – Dân xây mới – Tặng nội thất.   - Diện tích rộng: 50m2 – 5 Tầng dân xây mới.    - Ưu điểm cực lớn của căn nhà: Mặt tiền rộng 5m, Ở sướng thoáng mát.    - Ô TÔ tránh cách 15m, bãi xe Ô Tô cách 30m.    Giá: 6.5 Tỷ ( Có thương lượng sâu).+ Vị trí nhà đẹp, cách đường lớn 60m, xung quanh là TTTM, Trường học Cấp 1,2,3. Gần bệnh viện và khu tập Gym.+ Nhà chủ xây, mới ở được vài năm bán đi để mua nhà Phố, nội thất sang trọng – nhập khẩu. Tặng hết nội thất cho khách, khách mua về ở ngay.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sang tên nhanh.LH: Em Hoan, 0879785710, với nguồn nhà hơn 13 000 căn nhà tại các Quận Hà Nội, miễn phí xem nhà 24/7.",08/07/2022,Tin thường,batdongsan_so_com_vn_1673815658.6268106, 5, 6,,
"6,98 tỷ VNĐ","Trâu Quỳ , Gia Lâm ,Hà Nội", 70m2, 7,"Nhà Trâu Quỳ 70m mặt tiền 7m đường oto to vào giá thương lượng . Lh : 0981752669 .+ Diện tích 70m , mặt tiền 7m , hai mặt tiền + Đường trước đất 4m oto to chạy thông thoái mái , đường thoáng đẹp+ Ngay cạnh chợ sinh viên , khu dân cư đông đúc toàn giáo viên trong trường , dân trí cao + Xung quanh nhiều hàng quán : quán ăn , quán nước , quán karaoke , quần áo đầy đủ+ Tiện ích trong vòng bán kính 200m , cực kì lí tưởng để ởLiên hệ : 0981752669 em Vĩ - xem đất miễn phí , giá cả hợp lí  ",08/07/2022,Tin thường,batdongsan_so_com_vn_1673815659.8396087, 3,, 4,
260 tỷ VNĐ,Cầu Giấy, 398m2, 12,"Bán gấp toà nhà vip 11 tầng mặt phố giữa ngã ba Cầu Giấy và Nguyễn Văn Huyên... DT 398m2, MT 12m, sau toà nhà có ngõ 4m, xây 8 tầng, 1 tum và 2 tầng hầm, Kiến trúc văn phòng tiêu chuẩn hạng A, Hai thang máy nhập khẩu nguyên bộ Mitsubishi Nhật - Thái, hệ thống điều hoà trung tâm Daikin Nhật - Thái, thiết bị vệ sinh TOTo nhập khẩu, kính mặt tiền hai lớp cách âm cách nhiệt, vỉa hè rộng 10m.Vị trí đắc địa sát ngã ba Nguyễn Văn Huyên. Cầu Giấy, trung tâm phố giao thông thuận lợi, tuyến phố Kinh doanh buôn bán sầm uất, ngân hàng, vàng bạc, siêu thị, Spa....Sổ đỏ chính chủ. Giá: 260 tỷ (bao phí sang tên).📞 LH: A Tình 0941597734( Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).Trân trọng cảm ơn Anh/Chị, các bạn đã xem tin đăng này!",08/07/2022,Tin thường,batdongsan_so_com_vn_1673815661.148106,,,,
"3,8 tỷ VNĐ","Hồng Tiến, Bồ Đề, Long Biên, Hà Nội", 26m2, 4,"💥 Vị trí đắc địa gần các bệnh viện, đường ra TTTM chỉ vài phút; đặc biệt có mặt tiền rộng, kinh doanh cực phát đạt.🏫 Nhà có 4 tầng với 26m2, kết cấu chắc chắn, đầy đủ công năng. Full nội thất cao cấp. - Có chỗ oto đậu ngày đêm thoải mái- Đã có kinh doanh tiệm Nail rất hồng phát.🏫 Mặt tiền trước mặt phố.🏘️ Sổ đỏ chính chủ. Để két chờ giao dịch.☎️Hotline: 0978600*** - Em Thành Long Biên để được tư vấn, xem nhà miễn phí, hỗ trợ vay vốn ngân hàng, pháp lý, phong thủy, sang tên làm sổ,...",08/07/2022,Tin thường,batdongsan_so_com_vn_1673815662.2902677, 4, 3, 4,
68 tỷ VNĐ,Phố Thái Thịnh, 130m2, 18,"Bán nhà xây mới mặt phố Thái Thịnh 8 tầng nổi, 1 tầng hầm. Diện tích đất 130m2, mặt tiền rộng 18m, căn góc 2 mặt thoáng. Thiết kế theo kiểu văn phòng, mỗi tầng 1 sàn thông rộng. Tầng 8 thiết kế phòng ăn và phòng khách riêng biệt, khép kín. Phù hợp vừa ở vừa làm văn phòng, phòng khám, Spa, ngân hàng. Toàn bộ trang thiết bị hiện đại nhập khẩu. Thiết bị vệ sinh nhập khẩu chính hãng American Standard. Thang máy nhập khẩu chính hãng Mitsubishi. Điều hòa Daikin cassette âm trần. Thiết bị điện Philips, dây cáp điện Trần Phú. Sổ đỏ chính chủ. Giá Bán 68 tỷ Liên hệ: A Tình 0941597734 - 0908395135",12/11/2020,Tin thường,batdongsan_so_com_vn_1673815663.6027944, 9, 4,,
58 tỷ VNĐ,Hoàng Ngân, 145m2, 8,"   Bán nhà xây mới mặt phố Hoàng Ngân 8 tầng nổi, 1 tầng hầm.Diện tích đất 145m2, mặt tiền rộng 8,2m, 2 mặt thoángThiết kế theo kiểu văn phòng, mỗi tầng 1 sàn thông rộngTầng 8 thiết kế phòng ăn và phòng khách riêng biệt, khép kínPhù hợp vừa ở vừa làm văn phòng, phòng khám, Spa, ngân hàng…Toàn bộ trang thiết bị hiện đại nhập khẩuThiết bị vệ sinh nhập khẩu chính hãng American StandardThang máy nhập khẩu chính hãng MitsubishiĐiều hòa Daikin cassette âm trầnThiết bị điện Philips, dây cáp điện Trần phúSổ đỏ chính chủ, giá bán=58 tỷ (bao phí sang tên)- Lh: A Tình 0941597734 - 0908395135(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nhau.",21/11/2020,Tin thường,batdongsan_so_com_vn_1673815664.7786999, 9,,,
50 tỷ VNĐ,Đặng Thùy Trâm, 118m2, 8,"Cần bán nhanh tòa văn phòng 9 tầng mặt phố Đặng Thuỳ Trâm - cách phố Hoàng Quốc Việt 50m.- DT 118m2, mặt tiền 8,6m, tòa nhà hai mặt đường nhựa to, ở giữa có vườn hoa làm giải phân cách, vỉa hè rộng 4m.- Tòa nhà thiết kế hiện đại xây mới 8 tầng nổi 1 tum và 1 tầng hầm, các tầng thông sàn.- Hệ thống thiết bị thang máy, điều hòa, thiết bị vệ sinh toàn bộ nhập khẩu nguyên chiếc.- Vị trí nhà ko lỗi phong thủy, đường hè thông thoáng, giao thông thuận tiện ra Phạm Văn Đồng, Hoàng Quốc Việt, Phạm Tuấn Tài.Hệ thống phòng cháy hiện đại, sổ đỏ chính chủ.Giá = 50 tỷ (có thương lượng).- Lh: A Tình 0941597734 - 0908395135(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nhau.",22/11/2020,Tin thường,batdongsan_so_com_vn_1673815666.1041572, 9,,,
760 triệu VNĐ,"Linh Quang, Văn Chương, Đống Đa", 35m2,,"* Vị trí chung cư : Chung cư mini Trần Quý Cáp. Gần các tuyến đường lớn: Trần Quý Cáp, Khâm Thiên, Văn Chương vào đều đc, gần ngay ga hà nội, gần ngay hồ 200m... * Gần các Trường Tiểu học Trung học, Gần công viên trung tâm * Diện tích: 34m2 - 48m2 - 50m2 – 54m2 * Giá bán: Từ 600tr - 760tr - 860tr - 920 tr - 1,2 tỷ * CHIẾT KHẤU NGAY 2% GIÁ TRỊ CĂN HỘ * Quy mô và thiết kế: Gồm 6 tầng căn hộ, mỗi tầng 4-5 căn, rộng thoáng, tầng 1 để xe. * Tòa nhà được trang bị 1 thang máy tốc độ cao, bảo vệ trực 24/24, PCCC hiện đại. * Giá bán đã bao gồm chi phí làm sổ và nội thất căn hộ. * Nội thất: Tủ bếp trên dưới, bếp từ, hút mùi, thiết bị vệ sinh, bình nóng lạnh, đầu chờ internet, điều hòa. Quý Anh/chị liên hệ văn phòng bán hàng trực tiếp CĐT để chọn căn, tầng đẹp nhất! Hotline: 0985421444",08/07/2022,Tin thường,batdongsan_so_com_vn_1673815667.1703024, 6, 1,, 1
36 tỷ VNĐ,Tô Vĩnh Diện, 89m2, 5,"Bán tòa văn phòng 9 tầng mặt phố Tô Vĩnh Diện - Hoàng Văn Thái...Dt89(từ tầng 2 trở lên dt100m2), Mặt tiền 5m.+ Nhà xây mới 8 tầng nổi 1 tum và 1 tầng hầm, Thiết kế hiện đại, Mỗi tầng là 1 sàn Văn Phòng rộng, Tầng 8 là 1 phòng ăn kết hợp phòng khách sang trọng, toàn bộ đá ốp mặt tiền và thang máy là đá nhập khẩu, Thang máy nhập khẩu chính hãng Mitsubishi 650kg, Thiết bị vệ sinh và Hệ thống phòng cháy hiện đại.+ Nhà nằm vị trí đẹp nhất phố, Nhà lô góc 1 mặt phố 1 mặt ngõ thông thoáng cả 2 mặt. Vỉa hè rộng. Thích hợp kinh doanh nhiều ngành nghề như văn phòng, nhà hàng, trụ sở công ty...+ Sổ đỏ chính chủ. GIÁ = 36 tỷ (bao phí sang tên).+ LH: A Tình 0941597734 - 0908395135(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí). Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nhau",24/11/2020,Tin thường,batdongsan_so_com_vn_1673815668.420956,,,,
