price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"7,7 tỷ VNĐ","Láng, Thịnh Quang, Đống Đa", 70m2,"Cần bán nhà cực đẹp trong ngõ đường Láng, Đống Đa sổ chính chủ vuông như phân lô. Gia đình không sử dụng đến nên bán Mô tả: +Nhà ngay sát đường Láng, ngõ trước nhà thoáng rộng, 2 xe ba gác phi ầm ầm. +Nằm ở vị trí trung tâm quận Đống Đa, gần Ngã Tư Sở và trung tâm thương mại Royal City. +Diện tích đất 70m2, xây dựng 60m2, sân trước để xe 10m2. Nhà thoáng trước sau, phòng nào cũng tràn ngập ánh sáng tự nhiên -Tầng 1: Phòng khách, bếp và 1 vệ sinh -Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ rộng, thoáng, nhà vệ sinh ở giữa -Tầng 5: Phòng thờ, sân phơi *Pháp lý: +Sổ đỏ chính chủ, vuông vức như phân lô, sẵn sàng giao dịch, sang tên nhanh *Diện tích: 70m2 *Giá tiền: 7.7 tỷ (có thương lượng) Liên hệ: Minh 0964 915 213 / 0389 609 210 Chúng tôi còn hàng trăm căn khác tại Hà Nội, hãy gọi điện ngay để được tư vấn miễn phí những căn nhà phù hợp với quý khách! Dịch vụ môi giới Bất Động Sản cùng nhiều dịch vụ khác theo tiêu chuẩn Nhật Bản. 0964 915 213 / 0389 609 210 (Minh)",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827462.2648902,, 3,,,,
"24,5 tỷ VNĐ",đường Nghi Tàm, 78m2,"Bán gấp nhà mặt phố Nghi Tàm,Tây Hồ Diện tích 78m x 5 tầng,mặt tiền 5m Vị trí đẹp vỉa hè rộng,nhà bên số lẻ Nhà ngay ngã ba Đường Thanh Niên và Nghi Tàm, kinh doanh đỉnh cao Nhà xây lâu vẫn còn chắc chắn, khách về sơn sửa lại chút. Sổ đỏ chính chủ,giao dịch ngay Giá 24.5 tỷ có thương lượng Liện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827463.464681,,,,,,
"6,8 tỷ VNĐ",Phường Mỹ Đình, 50m2,"Bán Nhà  tại Nam Từ Liêm. 50m2, 5 Tầng, giá nhỉnh hơn 6Tỷ+ Vị Trí: Đắc địa gần ngay UBND Phường Mỹ Đình. Mặt tiền  đường to  ô tô, ngõ thông đi ra đường Phạm Hùng, Bến xe Mỹ Đình,  + Gần khu Đô thị, Doanh trại Quân đội, An ninh cao, dân cư đông đúc tập trung nhiều sinh viên, kinh doanh buôn bán nhộn nhịp.+ Sổ đỏ chính chủ sẵn sang giao dịch.+ Giá thỏa thuận.Liên hệ: Anh Đoàn:0962745289.+ Chuyên nhà đất – Đất thổ cư.+ Tư vấn 24/7 miễn phí. ",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827464.4959238,,,,,,
14 tỷ VNĐ,"ngõ 104 phố Nguyễn An Ninh, Quận Hoàng Mai, Hà Nội", 100m2,"Chính chủ bán nhà ngõ 104 phố Nguyễn An Ninh, Quận Hoàng Mai, Hà NộiDiện tích: 100m2 - Nhà 2 mặt đường, chiều rộng hơn 5m- Mảnh đất  có thể chia hai lô rất đẹp, mỗi lô có kích thước 5,5m × 10m (mặt sau nhà đi vào ngõ 126 phố Nguyễn An Ninh)- Nhà hướng Nam mát mẻ - Lô nào cũng có đường ô tô vào được.- Vị trí trung tâm đẹp, cạnh sân bóng, nhà thi đấu Quận Hoàng Mai, gần chợ, trường học và bệnh viện.- Vị trí thuận lợi cho việc xây dựng chung cư mini, văn phòng hay cửa hàng.. Giá bán: 14 tỷ (Chủ nhà có thể bán 1/2 thửa đất)LH chủ nhà: Hồng Anh 0983487689 Nguồn:  http://nhadathanoi.net.vn/",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827465.9281306,, 5,,,,
"4,4 tỷ VNĐ","Tam Khương, Đống Đa", 30m2,"BÁN NHÀ PHỐ TAM KHƯƠNG, DT30M2, 6 TẦNG, NGÕ THÔNG PHỐ, KINH DOANH. + Vị trí mặt ngõ rộng, cách mấy nhà ra mặt phố Tam Khương, ngõ thông tứ tung, kinh doanh cực tốt. + Nhà xây mới 6 tầng hiện đại, sàn gỗ các tầng. + Sổ đỏ vuông vắn, sẵn sàng giao dịch. + Liên hệ em Thái để được đi xem nhà ngay và luôn.",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827467.01423,,,,,,
"7,2 tỷ VNĐ",Mỗ Lao- Hà Đông, 50m2,"Mỗ Lao, Hà Đông, Kinh doanh vỉa hè, lô góc 3 thoáng, 50m, nhỉnh 7 tỷ Cần tiền bán gấp nhà lô góc 3 mặt thoáng sáng, dân tự xây thuê thiết kế hiện đại tỉ mỉ từng góc cạnh, nhà đẹp nhất khu, ô tô chạy vòng quanh, khu dân đông đúc, môi trường trong lành, vài bước Hồ gươm Plaza, ba bước ra Big C, mặt tiền rộng ô tô vào nhà, vỉa hè đá bóng. Rất phù hợp vừa ở vừa kinh doanh cho thuê văn phòng. Xung quanh đầy đủ tiện ích: trường học, ngân hàng, chợ, ...khu vực sầm uất đáng sống bậc nhất. Khu trung tâm di chuyển các tuyến phố Huyết mạch: Thanh Xuân, Nam Từ Liêm, Ao Sen, Chiến Thắng, Nguyễn Khuyến, Văn Quán,... Chủ nhà doanh nhân thành đạt, con cháu đuề huề nhà rất có lộc, do chuyển vào Đà Nẵng cùng gia đình nên cần bán gấp. Sổ vuông như tờ A4, sẵn sàng giao dịch. Giá: 7.2 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827468.13128,,,,,,
"7,2 tỷ VNĐ",Chiến Thắng- Hà Đông, 50m2," Phân lô, vỉa hè, ô tô tránh, kinh doanh đỉnh cao, Chiến Thắng, Hà Đông 50m2, nhỉnh 7 tỷ Cần bán nhanh nhà đẹp phân lô, vỉa hè đá bóng gần hồ Văn Quán Hà Đông, nhà tự xây tâm huyết, các tầng thoáng sáng đầy đủ tiện ích: Trường học, siêu thị, ngân hàng, bệnh viện,.... Vị trí đắc địa thoáng sáng lô góc phù hợp với các loại hình kinh doanh, khu dân cư đông đúc, văn minh, sầm uất bậc nhất Hà Đông. Giao thông qua các phố chính Quang Trung, Thanh Xuân, Văn Quán, Nguyễn Khuyến, Trần Phú, Ao Sen, Đại An, Nguyễn Văn Lộc,.... Sổ vuông như tờ A4, sẵn sàng giao dịch. Giá: 7.2 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827469.4667063,,,,,,
"7,2 tỷ VNĐ",Chiến Thắng- Hà Đông, 50m2,"Phân lô, vỉa hè, ô tô tránh, kinh doanh đỉnh cao, Chiến Thắng, Hà Đông 50m2, nhỉnh 7 tỷ Cần bán nhanh nhà đẹp phân lô, vỉa hè đá bóng gần hồ Văn Quán Hà Đông, nhà tự xây tâm huyết, các tầng thoáng sáng đầy đủ tiện ích: Trường học, siêu thị, ngân hàng, bệnh viện,.... Vị trí đắc địa thoáng sáng lô góc phù hợp với các loại hình kinh doanh, khu dân cư đông đúc, văn minh, sầm uất bậc nhất Hà Đông. Giao thông qua các phố chính Quang Trung, Thanh Xuân, Văn Quán, Nguyễn Khuyến, Trần Phú, Ao Sen, Đại An, Nguyễn Văn Lộc,.... Sổ vuông như tờ A4, sẵn sàng giao dịch. Giá: 7.2 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827470.4241686,,,,,,
"7,2 tỷ VNĐ",Mỗ Lao- Hà Đông, 50m2,"Mỗ Lao, Hà Đông, Kinh doanh vỉa hè, lô góc 3 thoáng, 50m, nhỉnh 7 tỷ Cần tiền bán gấp nhà lô góc 3 mặt thoáng sáng, dân tự xây thuê thiết kế hiện đại tỉ mỉ từng góc cạnh, nhà đẹp nhất khu, ô tô chạy vòng quanh, khu dân đông đúc, môi trường trong lành, vài bước Hồ gươm Plaza, ba bước ra Big C, mặt tiền rộng ô tô vào nhà, vỉa hè đá bóng. Rất phù hợp vừa ở vừa kinh doanh cho thuê văn phòng. Xung quanh đầy đủ tiện ích: trường học, ngân hàng, chợ, ...khu vực sầm uất đáng sống bậc nhất. Khu trung tâm di chuyển các tuyến phố Huyết mạch: Thanh Xuân, Nam Từ Liêm, Ao Sen, Chiến Thắng, Nguyễn Khuyến, Văn Quán,... Chủ nhà doanh nhân thành đạt, con cháu đuề huề nhà rất có lộc, do chuyển vào Đà Nẵng cùng gia đình nên cần bán gấp. Sổ vuông như tờ A4, sẵn sàng giao dịch. Giá: 7.2 tỷ ( có thương lượng). Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM GẦN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827471.497301,,,,,,
"2,9 tỷ VNĐ","số 19 ngõ 119/93 Giáp Bát, Quận Hoàng Mai, Hà Nội", 40m2,"Chính chủ bán nhà số 19 ngõ 119/93 Giáp Bát, Quận Hoàng Mai, Hà NộiDiện tích: 40m2 x 2 tầng - Mặt tiền: 3,93m - Nhà nở hậu: 3,95m- Nhà có ngách sau là ngõ 553 đường Giải Phóng, đường ô tô chạy tránh nhau đươc*** Vị trí vô cùng đẹp như:- Nhà nằm rất gần các trường ĐH Xây Dựng, ĐH Bách Khoa, Đại Học Kinh Tế Quốc Dân, Đại Học Kinh Doanh Công Nghệ, ĐH Công Nghiệp,…cùng các toà nhà văn phòng dày đặc ở khu vực trung tâm Quận Hoàng Mai.  Khu vực Quy Hoạch rất là ổn định!- Xung quanh đầy đủ chợ, trường từ mẫu giáo đến các cấp tiểu học và trung học, tiện ích vô biên không thiếu thứ gì, từ nhà đi đến Bờ hồ chỉ độ 10 phút đi xe máy hoặc ô tô hoặc đi lại theo hướng nào cũng tiện.- Rất gần bến Giáp Bát, bến xe Nước Ngầm giúp cho việc vận chuyển đồ đạc qua lại các tỉnh cũng vô cùng tiện.- Gần các tuyến phố Tân Mai, Kim Đồng, Giải Phóng, Trương Định, Tương Mai... An ninh đảm bảo, yên tĩnh. Dân cư văn minh- Nhà gần Ngân hàng, siêu thị, gần bệnh viện Bạch Mai,  BV Tai Mũi Họng...Giá bán: 2,9 tỷ  - Nhà cũ nên có bớt để sửa chữaLiên hệ chủ nhà: 0983636786 - sổ đỏ chính chủ   Nguồn:  http://nhadathanoi.net.vn/",17/04/2022,Tin thường,batdongsan_so_com_vn_1673827472.7539723,, 3,, 2,,
