price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"17,8 tỷ VNĐ",Đường Trường Chinh phường Phương Liệt, 85m2, 5, 5,"Bán nhà Phố Trường Chinh 85mx4T MT5.1m 17.8 tỷ Thanh Xuân GARA Ô TÔ 7 CHỖ, KINH DOANH CỰC ĐỈNH.0913648922 + Nhà ở vị trí mặt ngõ cực đẹp to rộng: LÔ GÓC – GARA Ô TÔ 7 CHỖ  VÀO NHÀ, NGÕ Ô TÔ TRÁNH – KINH DOANH ĐỈNH, giao thông đi lại thuận tiện,ngõ thông tứ tung sang Phố Vọng,Đại La, Giải Phóng, Trần Đại Nghĩa...  +Nhà chủ  tự tay thiết kế,tự  xây dựng cực kỳ tỉ mỉ và  tâm huyết.  + Thiết kế 4 tầng đầy đủ công năng sử dụng.  - Tầng 1: Phòng khách, kinh doanh, gara, bếp,wc.  - Tầng 2+3: Mỗi tầng 2 phòng khép kín siêu rộngsiêu thoáng. - Tầng 4: Phòng thờ,sân phơ + Sổ đỏ vuông đẹp lung linh, sẵn sàng công chứng sang tên. + Liên hệ: Em Hùng 0913648922. Trân trọng cảm ơn!",14/08/2022,Tin thường,batdongsan_so_com_vn_1673808813.6045225, 10, 4, 5,
4 tỷ VNĐ,"Đường 19/5, phường Văn Quán, quận Hà Đông", 40m2, 6, 5,"Chủ nhà xây dựng tâm huyết để ở, giờ làm ăn có lộc đã mua nhà to hơn nên cần bán căn nhà Văn Quán – Hà Đông Nhà ngay sau khu hành chính Hà Tây cũ, rất có lộc vệ công danh.",14/08/2022,Tin thường,batdongsan_so_com_vn_1673808814.932965, 40, 5, 5, Tây nam
"3,9 tỷ VNĐ",xã Tứ Hiệp, 46m2,,,"+ Bán nhà Tứ Hiệp, Thanh Trì, Hà Nội+ Nhà nằm trong khu phân lô, khu dân cư toàn cán bộ, nội khu ngay chợ. Full tiện ích…+ Đường Ngọc Hồi 50m, Đường Quang Lai 100m, Công An huyện Thanh Trì, Đường Vũ Lăng 300m, Tecco Garden Thanh Trì 350m, Trường tiểu học thị trấn Văn Điển 350m…+ Nhà chủ tự xây rất chắc chắn, thiết kế đầy đủ công năng. + Sổ đỏ chuẩn đẹp, sẵn sàng giao dịch. Miễn TG. ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808816.2504404,,,,
"3,6 tỷ VNĐ",Trần Đại Nghĩa - Hà Nội, 45m2,,,"Gia đình cần tiền bán gấp căn nhà phố Vọng Sát vách Kinh Tế quốc dân  diện tích Vọng 45m2 xây 5 tầng SỪNG SỮNG, ĐÚNG NGHĨA MỘT CĂN NHÀ ĐẦY ĐỦ MỌI CÔNG NĂNG., nhà xây mới thiết kế hiện đại Khu vực Đại La trung tâm quận Hai Bà Trưng sát vách các trường đại học lớn : Đại học Xây Dựng, Đại học Bách Khoa, Đại Học Kinh thế quốc dân,….. tiện ích đủ bề, vô cùng bề thế.Là khu phân lô quân đội dân trí thì khỏi bàn, oto đỗ cổng thuận tiện trăm bề.Giá chào 3.6 tỷ chủ nhà cực kỳ thiện trí có gia lộc với khách hữu duyên muốn thanh khoản nhanh. Liên hệ: Em Nhật 097.719.4820  (24/7). Chuyên nhà đất thổ cư. Để được dẫn đi xem nhà miễn phí(miễn môi giới). ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808817.6147904,,,,
"6,6 tỷ VNĐ",lạc trung, 50m2,,,"Mô tả Chính chủ cần bán nhà Lạc Trung, Hai Bà Trưng, gần các khu vực Trần Khát Chân, Vĩnh Tuy, Kim Ngưu, Minh Khai, Đại Cồ Việt,… Diện tích 50m2. + Nhà 4 tầng khung cột chắc chắn, thiết kế mỗi tầng 1 phòng ngủ rộng. + Vị trí ngõ vào ba gác, vài bước chân là ra phố. Cách Bờ Hồ 10 phút đi xe máy, giao thông thuận tiện đi các ngả. Nhà lô góc 3 thoáng giếng trời rộng luôn thoáng sáng. + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 6.6 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808818.88639,,,,
"4,86 tỷ VNĐ","Đại Từ, Đại Kim, Hoàng Mai, Hà Nội", 45m2,,,"BÁN GẤP NHÀ ĐẠI TỪ - HOÀNG MAI – GẦN Ô TÔ TRÁNH – 4.86 TỶ BA BƯỚC RA KHU ĐÔ THỊ ĐẠI KIM NHIỀU XE Ô TÔ TRÁNH NHAU - FULL NỘI THẤT - NHÀ ĐẸP.  - Nhà nằm ở vị trí cực kì đẹp, ba bước ra KĐT Đại Kim nhiều xe ô tô tránh nhau. Ra hồ Linh Đàm, Giải Phóng, Định công, Trương Định, Bến xe Giáp bát rất tiện - Full nội thất (bàn ghế, giường tủ, điều hòa, nóng lạnh......) - Nhà có thoáng sau, phòng ngủ nào cũng rất thoáng sáng. - Nằm trên mặt ngõ thông 2 đầu ra phố. - Nhà dân xây cực kỳ chắc chắn. - Xung quanh cực kỳ nhiều tiện ích. - 3 bước chân ra trường học các cấp. - 4 bước ra hồ Linh Đàm. - 5 bước ra các tiện ích khác của khu đô thị kể cả ngày không hết. Thiết kế: mỗi tầng 2 phòng: + Sổ đỏ thi hoa hậu, sẵn sàng giao dịch. + Liên hệ: 0362368485; 0916286256 Kết nối zalo nhận nhà miễn phí. Hỗ trợ tư vấn pháp lý.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808820.223812,,,,
"5,3 tỷ VNĐ",xã Tứ Hiệp, 30m2,,,"+ Bán đất Tứ Hiệp, Thanh Trì, Hà Nội+ Trường tiểu học Thị Trấn Văn Điển 10m, Nhà thi đấu trung tâm TDTT Thanh Trì 100m, QL1A 150m, Đường Vũ Lăng 150m, Tecco Diamond, IEC Residence 250m…+ Cả mặt phố kinh doanh cực đỉnh không có điểm chê. Đất vuông như đặt gạch. Miễn TG. ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808821.5642252,,,,
6 tỷ VNĐ,Hạ Đình, 51m2,, 5,"Cực Hiếm! Phố Hạ Đình, Thanh Xuân, Ô TÔ qua, KINH DOANH bất cấp, 51m2, 5 Tầng, 6 Tỷ. + Vị trí cực đẹp, gần Hồ Hạ Đình, chợ, trường học. Thông sang Nguyễn Trãi, Khương Đình, Nguyễn Xiển. + Sổ đỏ chính chủ, pháp lý chuẩn, sắn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Thanh Xuân, Đống Đa với nguồn nhà hơn 13 000 căn, miễn phí xem nhà 24/7.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808822.7927706,,,,
"6,5 tỷ VNĐ",kim ngưu, 55m2,,,"Mô tả + Vị trí ngõ vào ba gác, vài bước chân là ra phố. Cách Bờ Hồ 10 phút đi xe máy, giao thông thuận tiện đi các ngả. Nhà lô góc 3 thoáng giếng trời rộng luôn thoáng sáng. + Nhà 4 tầng khung cột chắc chắn, thiết kế mỗi tầng 1 phòng ngủ rộng. + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 6.5 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808824.0763373,,,,
5 tỷ VNĐ,Đường Lâm Hạ phường Bồ Đề, 36m2,, 5,"Chính chủ gửi bán nhà Phố Lâm Hạ vị trí đắc địa, trung tâm quận Long Biên. Khu vực đẹp nhất Phố Lâm Hạ cách cầu Trần Hưng Đạo 200m với Hạ tầng đồng bộ gần các Phố Hoàng Như Tiếp, Hồng Tiến, Nguyễn Văn Cừ, Gia Thụy,  Hàng xóm toàn trí thức,phi công, cán bộ quận đội thành đạt, thân thiện. Xung quanh tiện ích bạt ngàn với Trường Học Cấp 1,2,3 Quốc tế, TTTM AEON, Bệnh viện Tâm Anh không thiếu thứ gì. Nhà dân tự xây và thiết kế chắc chắn,hiện đại. Sổ đỏ đẹp, pháp lý rõ ràng, sẵn sàng giao dịch ngay. Giá bán siêu hot : 5 tỷ ( Có thương lượng)  Liên hệ: Tôi Lâm ( Gọi hoặc inbox 24/24h) để được XEM NHÀ MIỄN PHÍ, tặng kèm gói check quy hoạch nếu khách quan tâm. Miên trung gian, Môi giới làm phiền",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808825.4995315, 4, 4,,
