price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"3,3 tỷ VNĐ",Vân Canh - Hoài Đức - HN, 33.3m2, 5, 4, 6, 4,"BÁN NHÀ ĐẸP TẠI VÂN CANH – HOÀI ĐỨC!!!!! 👉Nếu bạn trọn sống cho gia đình cho những người thân yêu của mình 👉👨‍👩‍👧‍👧một ngôi nhà 🏡mà bạn cảm thấy ưng ý với tài chính và sự bền đẹp, chất lượng và giá cả thì hãy nhớ gọi đến tôi_ người kết nối mua nhà tận tâm Sâm Nhung _ 0973.922.228 Có phải khi mua nhà bọn thường trọn: 👉Thông tin của căn nhà 🏡: Diện tích 33,3 m2 một sàn.  Căn nhà có 4 tầng và 1 tum. Tầng 1 là phòng khách và bếp thông nhau,  có đến 6 phòng ngủ rộng  tầm 13m, tầng thượng có 2 sân trước sau 1 sân phơi, 1 sân trồng hoa. 🏡☘☘☘  👉Chất lượng sản phẩm: Toàn bộ cửa  gỗ, cầu thang, và mặt bậc đều được làm bằng gỗ lim, toàn bộ 6 phòng ngủ đều được lát sàn gỗ. Thiết bị vệ sinh đều hàng chính hãng có giấy bảo hành 3 năm, đồ sứ bảo hành 10 năm, cả tòa nhà bảo hành 1 năm có mọi vấn đề gì đều được xử lý. Các căn nhà đều được xây tường riêng từng căn, và nhà đều có giếng trời thông thoáng mát. 👉Giao thông dễ dàng, vị trí thuận lợi 🚕🚙🛵🚘🚑: Xe ô tô vào tận ngõ, có hai nối ngõ đi, chỗ gửi xe ô tô ngay gần nhà, gần khu đô thị HUD, Gần ngay đường  Trịnh Văn Bô; Cách Đại Học Công Nghiệp 1km; Cao đẳng FPT 700m; cách đường vành đai 3.5 tầm 500m; Gần các trung cư HATACO; ANTHENA; NUMBERONE 👉Chất lượng khu dân cư ( hàng xóm): “Bà con xa không bằng láng giềng gần”. Dân  trí thức làm văn phòng là chính. 👉Giá được xây dựng lúc vật liệu còn rẻ nên giá rất hợp lý rẻ hơn những căn mới xây. 👉Pháp lý minh bạch: Đã có sổ công chứng trong ngày. 👉Hướng nhà : Đông Nam",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827635.298828,, Đông nam
10 tỷ VNĐ,"Tổ 24 - Quốc Lộ 3, Đông Anh, Hà Nội", 89m2, 5, 5, 5, 5,"Quý anh/chị có nhu cầu mua Liền Kề - ShopHouse để đầu tư/ để ở tại dự án Đông Anh đón sóng Đông Anh lên Quận năm 2023? Liên hệ tôi để nhận tư vấn mua vị trí đẹp, giá tốt, pháp lý minh bạch, tiềm năng thanh khoản cao mà lại hợp tài chính hiện tại? Đừng ngại 1 tin nhắn Zalo/cuộc gọi cho tôi 24/7! Tôi khẳng định không làm anh/chị mất thời gian vô ích. Nếu thấy hài lòng, trân trọng mời anh/chị qua văn phòng CĐT tại dự án xem thực tế để vào việc.Hotline 24/7: 0947.201086 Hiện tại quỹ căn trực tiếp từ chủ đầu tư vừa ra hàng duy nhất 19 căn Shophouse với đa dạng diện tích: 139m2 - 125m2 - 110m2 - 100m2 - 95m2 - 89m2. Quý nhà đầu tư hay ra quyết định nhanh nhất có thể - cam kết sinh lãi cao khi mà Đông Anh đang dần hoàn thiện những bước cuối cùng để lên Quận + Tây Tứ Trạch+ Chiều cao: 4 tầng + 1 lửng + 1 tum + Diện tích đất: 89,1 m2.+ Diện tích sàn xây dựng: 375,9 m2.+ Giá đất: 9,2 tỷ. (Đã bao gồm VAT) - Không có tiền chênh+ Giá xây dựng: 1,8 tỷ (Đã bao gồm VAT). Đã có sổ đỏ rõ ràng - Đất sở hữu lâu dài - Tiến độ giãn - Bàn giao sớm - Vị trí Kim Cương đón sóng Đông Anh lên Quận trong năm 2023.",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827636.4397743, 25, Đông nam
"5,5 tỷ VNĐ",Đội Nhân Ba Đình Hà Nội, 61m2,, 4, 4, 4,"+ Chính Chủ cần bán nhà Đội Nhân, Ba Đình,  61m2, 4 tầng , 4,5 m mặt tiền, 5.5 tỷ. + Gia đình cần bán gấp nhà Phố Đội Nhân để chuyển nhà mới, chủ nhà xây để ở, xây tâm huyết. + Dân trí cao, an ninh đảm bảo, Ô tô đỗ cửa nhà , tiện ích xung quanh đầy đủ . + Viện QuânY 354 , Trường THCS Hoàng Hoa Thám , Mầm non Tư thục Hoa Lan…. + Giao thông thuận tiện thông ra các phố Đội Cấn, Đường Bưởi, Văn Cao, Liễu Giai , Thuỵ Khuê, Hồ Tây chỉ 5 phút... + Sổ đỏ : Chính chủ không tranh chấp thế chấp. + Giá: Thỏa thuận. Liên hệ: Minh Đức 0966680584 , để xem nhà 24/24 .",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827637.3393679,,
25 tỷ VNĐ,ngõ 213 Trần Đại Nghĩa, 120m2, 4, 8, 10, 10,"Bán toà nhà chung cư mini có 31 Phòng cho thuê, ngõ  phân lô giảng viên Đại Học Kinh Tế Trần Đại Nghĩa ,Đồng Tâm , Hai Bà Trưng, HN , trước nhà 2 ô tô tránh nhau, có vỉa hè.DT 120mx8T thang máy giá 25 tỷ Diện tích 120m2, mặt tiền 4.5m, nhà xây mới tinh 8 tầng đẹp long lanh. Thiết kế hiện đại, phong cách Châu Âu, có thang máy xịn, chuyên để cho thuê. Tầng 1: Thiết kế  thông sàn làm chỗ để xeTầng 2,3,4,5,6,7 Thiết kế mỗi tầng 5 phòng  vệ sinh khép kín, Tầng 8: Phòng máy, sân phơi đồ.Chủ nhà đã lắp đặt đầy đủ nội thất chất lượng cao  điều hoà , Vệ sinh ToTo, nóng lạnh , Giường Tủ, công tơ điện nước riêng đầy đủ, khách mua về chỉ việc vận hành,  Vị trí cực đẹp ngõ trước nhà 2 ô tô tránh nhau cạnh kí túc xá trường kinh tế cho thuê hiệu suất cao sổ đỏ chính chủ giá 25 tỷ có thương lượng liên hệ chị yến ĐT:0702138238",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827638.4912863, 8,
"11,5 tỷ VNĐ",ngõ 26 yên lạc, 85m2, 4, 5, 5, 6,"Bán nhà khu phân lô cán bộ phố Yên Lạc, Kim Ngưu, Hai Bà Trưng,Hà Nội , DT 85m2x5 tầng, thang máy, ô tô vào nhà. Giá 11.5 tỷ Gia đình tự tay thiết kế và xây dựng theo phong cách hiện đại nên vô cùng chắc chắn, tối ưu công năng sử dụng, nội thất thiết bị toàn hàng chính hãng, cầu thang , cửa cính, cửa thông phòng đều được làm từ gỗ Lim nguyên khối, cửa sổ Nhôm Xingfa bản dày chất lượng cao, hệ thống đèn chùm, đèn chiếu sáng hiện đại tiết kiệm điện tối ưu…- Tầng 1: Gara ô tô, khu bếp ăn rộng rãi, thang máy và thang bộ được thiết kế giữa nhà để chia mỗi tầng 2 phòng rất hợp lý- Tầng 2,3 mỗi tầng thiết kế 2 phòng ngủ rộng,vệ sinh khép kín  _Tầng 4 1 phòng thờ,1 phòng ngủ, 1 vệ sinh - Tầng 5 là  sân trồng rau, sân phơi Vị trí nằm trọn trong khu phân lô cán bộ nên dân trí cực cao, an ninh đảm bảo, rất nhiều tiện ích đồng bộ như Trường đại học, bệnh viện, TTTM , đường trước nhà rộng rãi thoáng đãng, 2 mặt thoáng trước sau…Sổ đỏ chính chủ, giá 11.5 tỷ ( có thỏa thuận)liên hệ chị Yến ĐT:0702138238",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827639.5763996, 3, Đông bắc
"15,5 tỷ VNĐ",ngõ 128 Đại La, 80m2, 7, 7, 10, 10,"Bán tòa chung cư mini 7 tầng thang máy ngõ 128 Đại La Hai Bà Trưng. Diện tích sử dụng mỗi tầng  80m2,đã cho thuê full phòng.doanh thu 1 tỷ 100tr trên 1 năm . được thiết kế cực hiện đại, mặt trước và sau đều là ngõ thoáng. Với kiến trúc bao gồm:Tầng 1: chỗ để xe, 2 căn hộ khép kín.Tầng 2, 3, 4,5: mỗi tầng 4 căn hộ riêng biệt, đầy đủ nội thất. Tầng 6 : Thiết kế 2 phòng Master rộng, vệ sinh khép kín.Tầng 7 : Sân phơi cực rộng, có thể tổ chức liên hoan sinh nhật, BBQ.  Tổng tòa có 20 căn hộ khép kín.Nội thất hoàn thiện đầy đủ 100%, đã cho thuê full phòng mỗi căn hộ đã có sẵn giường ngủ và tủ quần áo, điều hòa, nóng lạnh, bếp + hút mùi, máy giặt, tủ lạnh, dàn phơi...Vị trí trung tâm lý tưởng, ngay ngã tư Lê Thanh Nghị - Trần Đại Nghĩa, cạnh 3 trường ĐH lớn Bách Khoa - Kinh Tế - Xây Dựng và bệnh viện Bạch Mai, tiềm năng cho thuê vô cùng lớn.* Sổ đỏ chính chủ. Giá 15,5 tỷ (có thương lượng) liên hệ chị yến ĐT:0702138238",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827640.526858, 3, Nam
"15,7 tỷ VNĐ",Hà Nội, 79m2,,,,,"ĐẸP Ở LUÔN - GARA Ô TÔ - THANG MÁY - KINH DOANH ĐỈNH - SĐT: 0366 555 258TRUNG TÂM QUẬN BA ĐÌNH - AN NINH DÂN TRÍ - VÀO TRONG NHÀ KHÔNG MUỐN RA.  + Mô tả. - Tầng 1: Gara ô tô + phòng khách và bếp, WC. - Tầng 2, 3, 4, 5: Nhiều phòng + WC. - Tầng 6: Phòng thờ, sân phơi và sân trồng hoa, tiểu cảnh bàn trà.  + Sổ đỏ chính chủ.Diện tích 79 m2, 6 tầng thang máy, mặt tiền 5m.Giá chào chỉ 15.7 tỷ thương lượng mạnhLiên hệ 24/7 — Nguyễn Thanh — 0366 555 258.",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827643.6842182,,
16 tỷ VNĐ,Hà Nội, 81m2,,,,,"Bán nhà chính chủ đường Vạn Bảo - SĐT: 0366 555 258. - Bán nhà nằm mặt ngõ ô tô tránh phố Vạn Bảo, rất hiếm nhà bán, khu VIP Ba Đình. - Dân trí cao, an ninh cực tốt, xung quanh đầy đủ tiện ích. - Diện tích là 81 m2, 6 tầng thang máy, mặt tiền 5 m. - Nhà thoáng trước sau, gần phố, kinh doanh tốt. - Thiết kế vô cùng hợp lý, khách vào là phê không về.Tầng 1: Gara ô tô, phòng khách, bếp ăn, WC.Tầng 2, 3, 4, 5: Các phòng + WC.Tầng 6: Phòng thờ + sân phơi. - Sổ đỏ vuông đẹp, cất két.  - Giá bán chỉ 16 tỷ thương lượng mạnh. - Vui lòng liên hệ 24/7 Nguyễn Thanh - SĐT: 0366 555 258.",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827644.9937663,,
16 tỷ VNĐ,Hà Nội, 78m2,,,,,"Bán nhà phố Linh Lang quận Ba Đình - LH: 0856 968 656.Nhà đẹp tiện kinh doanh, diện tích 78 m2, 6 tầng thang máy, mặt tiền 5 m, thiết kế hiện đại, nội thất cao cấp - Nhà nằm tại khu vực VIP nhất Ba Đình, cây xanh bóng mát, chim hót líu lo. - Trước nhà ô tô tránh, hàng xóm toàn người Tây, Hàn, Nhật, dịch vụ kinh doanh, tiện ích ngập tràn. - Giao thông vô cùng thuận lợi, cơ sở hạ tầng đầy đủ, dân trí cao, an ninh tốt.Trường học các cấp, bệnh viện quân Y 354, chợ Linh Lang, TTTM Lotte, công viên Thủ Lệ, ba bước ra Hồ Tây lộng gió… - Chủ nhà anh Hào cực kỳ có thiện chí, muốn bán nhanh. - Giá chào chỉ 16 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn. - Sổ đỏ chính chủ, đẹp sẵn sàng giao dịch.Gọi ngay cho tôi khi quý khách đọc được tin này 24/24 giờ bất cứ lúc nào.Hoặc giới thiệu cho tôi nếu quý khách biết ai đang cần, tôi vô cùng biết ơn.Thanh Bình BĐS - 0856 968 656.",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827646.0233262,,
16 tỷ VNĐ,Hà Nội, 76m2,,,,,"Bán nhà sổ đỏ đường Nguyên Hồng - LH: 0856 968 656. + Vị trí trung tâm kinh doanh đắc địa, khu VIP đi đâu cũng tiện. + Đường ô tô tránh, dân trí cao, an ninh tốt. + Nhà xây 6 tầng thang máy vô cùng chắc chắn, sáng thoáng nhiều sinh khí. + Diện tích 76 m2, mặt tiền 5 m, trang bị toàn bộ nội thất cao cấp. + Chủ nhà thuê kiến trúc sư thiết kế đẹp lung linh, tối ưu công năng sử dụng. + Sổ đỏ vuông đét, sẵn sàng giao dịch. + Giá chào chỉ 16 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ ngay Mr. Bình - 0856 968 656.",15/04/2022,Tin thường,batdongsan_so_com_vn_1673827647.00628,,
