price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới
"5,35 tỷ VNĐ",Kiến Hưng- Hà Đông, 50m2, 4,,,,"Bán đất Kiến Hưng, Hà Đông 50m, MT 4m kinh doanh hơn 5 tỷ Tôi chính chủ bán đất tại khu Kiến Hưng, Hà Đông đường phân lô có vỉa hè ô tô tránh. Vị trí đẹp mặt tiền 4m diện tích 50m xây ở sướng hoặc kinh doanh làm văn phòng quá đỉnh. Xung quanh nhà đầy đủ tiện ích của khu đô thị. Giao thông thuận lợi ra senco5 sang Văn Phú ra Phú Lương lên Xa La hàng xóm Đa Sỹ gần chợ đầu mối 365 đi đâu cũng thuận tiện. Chủ nhà bán chia tài sản cho các con cần bán gấp. Sổ vuông phân lô sẵn sàng giao dịch. Giá 5.35 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) – Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797442.4828713,
131 triệu VNĐ/m2,"Phú DIễn, phường Phú DIễn, quận Bắc Từ Liêm", 130m2, 5,,,,"MẶT ĐƯỜNG KINH DOANH TO NHƯ PHỐ - LÔ GÓC - VỈA HÈ - Ô TÔ TRÁNH - SỔ ĐỎ HOA HẬU + Vị trí tuyệt đẹp, một mặt có Đường ô tô tránh có vỉa hè, một mặt có đường ô tô 7 chỗ vào, nhà cách mặt phố vài chục mét, khu vực đang phát triển ầm ầm, tương lai rất sáng giá + Sổ đỏ hoa hậu, đất không lỗi phong thủy+ Giá bán chỉ 130 triệu/m2 Liên hệ ngay bây giờ để nhận full thông tin hình ảnh, video, giá gặp chủ... THÔNG TIN LIÊN HỆ: Tùng Nhiệt (zalo, viber, sms, call...)",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797447.4810977,
"1,65 tỷ VNĐ",Đường Khương Trung phường Khương Trung, 21m2, 3, 5, 3, 4,"Cần bán nhà 5 tầng tại Khương Trung Nhà còn mới, có thể mua về ở ngay. Xây dựng chắc chắn, thiết kế tối ưu hóa công năng sử dụng. Vị trí trung tâm Thanh Xuân, đảm bảo yếu tố Điện - Đường - Trường - Trạm: vài bước ra chợ Khương Trung - Nhà gần các trục đường chính Thượng Đình,Khương Đình, Vũ Tông Phan, Nguyễn Trãi, Định Công … di chuyển thuận tiện. - Nhà gần trường học các cấp:  Đại học Công Đoàn, Đại học Thủy Lợi, Học viện Ngân Hàng, Đại học Y Hà Nội  - Y tế đảm bảo: Gần Bệnh viện Đại học Y, Bệnh viện PKKQ, Bệnh viện Bưu Điện… - Gần các khu vui chơi, trung tâm thương mại lớn Vincom Mega Mall Royal City, Vincom Phạm Ngọc Thạch, bể bơi Thủy Lợi, bể bơi Thái Hà, … khu vực dân cư đông đúc. ĐẶC BIỆT Phù hợp mua để ở, cho thuê dòng tiền, đầu tư lãi vốn ( đường 2.5 ngay sát, sắp mở đường to bên cạnh) 3 TRONG 1, MUA LÀ LÃI. Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch, Liên hệ gặp Hiếu - 0382.603.113 để được tư vấn xem nhà và hỗ trợ miễn phí.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797448.5335393, 2
"10,5 tỷ VNĐ",Trung Kính Trung Hòa Cầu Giấy Hà Nội, 62m2,, 5,,,"Nhà biệt thự PHÂN LÔ FULL NỘI THẤT phố TRUNG KÍNH CG 62M2 5T MT 4.4M CHỈ 10.5 TỶNhà nằm tại vị trí đắc địa  cách mặt phố Nguyễn Chánh 50m, cách Tú Mỡ 20m, nơi tập trung của rất nhiều thương hiệu nổi tiếng kinh doanh sầm uất. Vị trí tuyệt đẹp cho các gia đình có thể vừa kết hợp ở và kinh doanh online.- Tiện ích xung quanh nhà không thiếu thứ gì: Siêu thị, trung tâm thương mại, trường học cấp 1,2,3 xung quanh nhà. Gần trường ĐH Phương Đông, Đh Lao động và Xã Hội..- Thiết kế 5 tầng:+ Tầng 1:  Sân để xe + Phòng khách + bếp + Tầng 2: Phòng ngủ và  phòng tắm master.+ Tầng 3, 4: Mỗi tầng 2 ngủ + Vs.+ Tầng 5 : Phòng thờ + Sân phơi.- Nhà thiết theo kiểu biệt thự rất đẹp, hai giếng trời nên nhà lúc nào cũng thoáng sáng. Chủ nhà thiện chí bán tặng lại toàn bộ nội thất.+ Sổ phân lô vuông tờ A4, sẵn sàng giao dịch. Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797450.6964738,
"6,6 tỷ VNĐ",Đường Đình Thôn phường Mễ Trì, 50m2, 4, 5, 9, 10,"Mô tả: Chung cư mi ni gồm 9 phòng cho thuê, đầy đủ nội thất, vị trí cực đẹp, khu vực toàn người Hàn Quốc sinh sống, tiện ích xung quanh vô vàn, gần trường, chợ, giao thông vô cùng thuận tiện, vài bước là ra Nguyễn Xiển, vành Đai 3, đi đâu cũng tiện. khu vực lúc nào cũng kín phòng cho thuê với thu nhập 40 triệu/ tháng. - Nhà xây mới thiết kế hiện đại, phòng nào cũng thoáng sáng, an sinh cực đỉnh. - Sổ đỏ vuông đẹp, chuẩn pháp lý, sẵn sàng giao dịch.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797451.8982854, 3
"4,95 tỷ VNĐ","Hào Nam, Đống Đa, Hà Nội", 35m2,,,,,"SIÊU PHẨM HÀO NAM ĐỐNG ĐA NHÀ ĐẸP NGÕ THÔNG TỨ TUNG NHÀ ĐẸP FULL NỘI THẤT  - Diện tích: 35m2x4 tầng- Mặt tiền 4m- Giá 4.95 tỷ- Nhà nằm trên mặt ngõ thông tứ phía ra Đê La Thành và Vũ Thạnh. Tiện ích an sinh sống khu vực thì quá hoàn hảo không phải bàn. Nhà chủ tự xây ở nên cực chắc chắn và rất thoáng. - Nhà đẹp ở ngay, tặng toàn bộ nội thất. Thiết kế 4 phòng ngủ, 1 thờ , 1 khách, 1 bếp, 1 tum. Tầng tum rất đẹp, có thể làm bàn trà và nướng BBQ rất tuyệt. - Trước nhà xe máy tránh dừng đỗ thoải mái. - Sổ đỏ vuông đét, sẵn sàng giao dịch - Liên hệ: Nguyễn Hương 0982140895",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797453.3650403,
25 tỷ VNĐ,Bán nhà Tôn Đức Thắng 92m 7 tầng lô góc giá 25 tỷ, 92m2,,,,," Bán nhà Tôn Đức Thắng 92m 7 tầng lô góc giá 25 tỷ  + Tòa nhà văn phòng hoặc cho thuê căn hộ đều hợp lý. + Thiết kế: Toà nhà phong cách hiện đại, 7 tầng thang máy, lô góc, mặt bên mặt ngõ, nội thất Xịn Sò nhập khẩu, tiêu chuẩn 5 sao + Mỗi tầng 2 phòng, phụ khép kín, thiết bị vệ sinh cao cấp + Sổ đỏ chính chủ  Liên hệ: Kim Hạnh 0946 553 655 ",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797455.134864,
"15,6 tỷ VNĐ",Đường Chùa Bộc phường Nam Đồng, 55m2, 3, 3, 4, 5,"- Con phố Thời trang nổi tiếng Hà thành. - Giao thông cực kỳ thuận tiện, ngay ngã ba nên đường nào cũng vào được. - Sổ đỏ pháp lý chuẩn, sẵn sàng giao dịch luôn. - Chủ nhà để lại toàn bộ nội thất châu âu. + THƯƠNG LƯỢNG CỰC MẠNH QUÝ KHÁCH NHÉ.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797456.8162487, 20
"6,6 tỷ VNĐ","Phan Đình Phùng, Yết Kiêu, Hà Đông", 37m2, 4, 3, 2,," [ VÔ ĐỊCH KINH DOANH ] nhà phố Phan Đình Phùng phường Yết Kiêu quận Hà Đông. mặt chợ kinh doanh sầm uất, cho thuê chơi cũng trên 10 triệu một tháng. + DT 37m, 3 T, mt 4m. + Giá chỉ 6.6 tỷ ( Thương Lượng – Chủ cần bán gấp trong tuần ). + Vị Trí trung tâm, đắc địa, có 1 không 2, khu dân đông đúc, kinh doanh tấp nập ngày đêm, gần cạnh Cầu Am, Ngã tư Bưu Điện, Bệnh viện Đa Khoa Hà Đông. + Hiện trạng nhà hơi cũ, thông sàn tầng 1 kinh doanh, chủ mới xác định mua = vị trí  = Giá tốt = Chủ Linh Hoạt ===. + Phù hợp ở, tự kinh doanh, đầu tư giữ tiền, cho thuê phát sinh dòng tiền. + Sổ đỏ chính chủ, pháp lý chuẩn, sang tên nhanh. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông ( nhiệt tình, chuyên nghiệp, hỗ trợ 24/7 ).",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797458.78607, 10
"1,2 tỷ VNĐ",Văn Quán - Hà Đông - Hà Nội, 45m2,,,,,"BÁN CĂN HỘ CC KHU ĐÔ THỊ VĂN QUÁN - HÀ ĐÔNG - DT: 50M - GIÁ 1,2 TỶ. + Nhà xây phân cho Cán bộ, Sỹ quan đoàn Nghệ thuật Biên Phòng. + Khu vực dân trí cao, sát cạnh Trường học, Công an thành phố. Gần Viện 103, BigC, Hồ Gươm Plaza…+ Đường 17m, Ô tô đỗ chân tòa nhà. 100m ra Ga tàu điện và điểm xe buýt.+ Nhà đẹp vào ở ngay, pháp lý chuẩn.   Lh: 0963.566.856 - 0963.56.68.56",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797460.0381875,
