price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Mặt tiền,Lộ giới
"7,7 tỷ VNĐ",Nguyễn Văn Lộc- Hà Đông, 44m2,"Nhà đẹp Ngyễn Văn Lộc, Hà Đông, 44m, 6 tầng thang máy kinh doanh sầm uất, ô tô tránh Siêu phẩm nhà đẹp hiếm Nguyễn Văn Lộc, Hà Đông, vị trí đẹp đắc địa vừa ở kết hợp kinh doanh hay làm văn phòng, thông sang An Hoà, đường trước nhà ô tô tránh rộng mênh mông. Nhà được thiết chuẩn công năng sử dụng lừng lững 6 tầng thang máy hiếm nhất khu, các phòng hiện đại, kinh doanh đủ loại hình. Dân cư tấp nập ngày đêm kinh doanh sầm uất, lõi trung tâm Hà Đông cạnh siêu thị lớn Big C, Coop mark, các trường đại học như Kiến Trúc, Học viện An ninh, Bưu chính Viễn Thông, Nhạc hoạ Trung Ương,… Giao thông đi đâu cũng thuận tiện vài bước ra trục chính lên Thanh Xuân, giáp Nam từ Liêm, cạnh Phùng Khoang, hàng xóm Mỗ Lao, song song với Văn Quán xuống Trần Phú,… Sổ vuông chính chủ, sẵn sàng giao dịch. Giá: 7.7 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824050.3895545, 6,,,,
"13,1 tỷ VNĐ",Văn Phú- Hà Đông, 90m2,"Cần bán Liền kề Văn Phú 90m, 5 tầng thang máy, ô tô tránh, vỉa hè kinh doanh sầm uất Chủ nhà sang định cư nước ngoài cần tiền bán gấp nhà đẹp Liền kề Văn Phú gần Victora, khu vực sầm uất, gần chợ Văn Phú, khu vực đắc địa đẹp dân đông đúc, đường thông hè thoáng, ở kết hợp kinh doanh hay làm văn phòng tuyệt vời với 5 tầng thang máy hiếm. Nhà gần chợ, siêu thị Metro, trường học, ngân hàng, bệnh viện không thiếu,…khu văn minh một trong 4 khu đô thị đáng sống bậc nhất Hà Đông. Giao thông di chuyển ra trục chính Quang Trung sang Lê Trọng Tấn thông ra Văn La, hàng xóm Lý Thường Kiệt, giáp Trần Đăng Ninh,… Sổ vuông chính chủ, sẵn sàng giao dịch. Giá: 13.1 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824051.3749185, 5,,,,
15 tỷ VNĐ,Phố Tô Vĩnh Diện, 50m2,"BÁN NHÀ MẶT PHỐ TÔ VĨNH DIỆN, LÔ GÓC, GIÁ BẰNG MẶT NGÕ Diện tích 50m2, nhà xây mới 6 tầng có thang máy xịn. Tầng 1: Cửa hàng + khách + WC Tầng 2,3,4: mỗi tầng đều có 2PN + WC Tầng 5: Bếp + Phòng thờ + WC Tầng 6: Sân phơi, tum, vườn cây Nhà lô góc có 2 mặt cực thoáng mát. MT 3,3m. Giá 15 tỷ Phố Tô Vĩnh Diện là những con phố được quy hoạch tốt của quận Thanh Xuân. Nhà mặt phố lại là lô góc nên có 2 mặt thoáng. Khu phố này chuyên văn phòng, khách sạn, quán ăn, cà phê... cùng đầy đủ tiện ích như chợ, siêu thị, cây xăng, ngân hàng, trường học các cấp gần bên. Sổ đỏ chính chủ giao dịch. Mr Tiến Lucky – chuyên BĐS Thổ cư -  ĐT: 0979.160085, liên hệ trước 1 tiếng để mở cửa xem nhà.",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824052.739357, 6,,,,
"3,9 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Bồ Đề, 30m2,"Thì trường chứng khoán thì ngã ngửa
Coin thì bổ nhào
Dòng tiền chảy về đâu ???
Chắc chắn là bất động sản

-Chủ nhà Thua lỗ Chứng khoán Giảm ngay 500 triệu 

-Bán nhà 6 Tầng ngõ 2 oto tránh nhau (Ngõ 162 nguyễn văn cừ-Quận long biên)
Sổ đỏ:30m2

-Công năng: 6 Tầng,3 phòng ngủ,4wc,1 phòng khách,1 tầng phòng ăn,1 tum 
-Hướng nhà: Tây Bắc

Giá bán nhanh trong tháng: 3 tỷ 9(giá cũ 4 tỷ 4)
Mua nhanh không chứng khoán lên chủ nhà không bán nữa đâu

Liên hệ xem nhà: 0823725424
",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824053.8065472, 6, 3, 4, 4, 7
22 tỷ VNĐ,Đường Phố Vọng phường Bách Khoa, 60m2,,20/05/2022,Tin thường,batdongsan_so_com_vn_1673824054.955473, 5, 5, 6, 5, 10
"2,1 tỷ VNĐ",Đường Cổ Điển A phường Tứ Hiệp, 70m2,"2"",serif;="""" mso-ansi-language:="""" vi'="""" tháng="""" span="""" p="""" class=""MsoNormalSPAN"" vi'span="""" spantriết="""" khấu="""" spanspantimes="""" roman"",serif'="""">4"",serif;="""" mso-ansi-language:="""" vi'%="""" giá="""" trị="""" căn="""" hộ="""" khi="""" thanh="""" toán="""" sớm="""" spanspantimes="""" roman"",serif'95%="""" spanspan="""" vi'=""""> "",serif;="""" mso-ansi-language:="""" vi'="""" span="""" p="""" class=""MsoNormalSPAN"" vi'span="""" spantặng="""" bộ="""" tủ="""" bếp="""" lên="""" tới="""" 40="""" triệu+gói="""" smart="""" home="""" 35="""" triệu="""">Dự kiến cuối tháng 6 năm 2022 bàn giao nhà "",serif;="""" mso-ansi-language:="""" vi'="""" span="""" p="""" class=""MsoNormalSPAN"" vi'*span="""" spanchỉ="""" từ="""" 1,9x="""" tỷ="""" căn="""" hộ="""" 2="""" pn+2vs="""" (bàn="""" giao="""" nội="""" thất+thuế="""" vat)="""">Chỉ từ 2,3x tỷ căn hộ 3 PN+2VS (Bàn giao nội thất+thuế VAT "",serif;="""" mso-ansi-language:="""" vi'="""" span="""" p="""" class=""MsoNormalSPAN"" vi'*span="""" spanquy="""" trình="""" mua="""" bán="""" ký="""" hợp="""" đồng.="""">Giá niêm yết chủ đầu tư "",serif;="""" mso-ansi-language:="""" vi'span="""" spantrực="""" tiếp="""" ký="""" hợp="""" đồng="""" mua="""" bán="""" với="""" chủ="""" đầu="""" tư="""" span="""" p="""" class=""MsoNormalSPAN"" spancam="""" kết="""" pháp="""" lý="""" đầy="""" đủ,sổ="""" hồng="""" sau="""" 1="""" năm="""" vi'="""">TỔNG QUAN DỰ ÁN TECCO DIAMOND Vị trí Dự án:  Nằm trong KĐT Tứ Hiệp,Thanh Trì- Hà Nội, ngay đối diện Công An Thanh Trì, chỉ 5phút đến trường THCS Chu Văn An (Trường điểm) và trường Tiểu Học Ngô Sĩ Kiện Vài bước chân tới Công viên Hồ điều hòa Yên Sở, Linh Đàm xanh mát – “lá phổi xanh” của khu vực.  Chủ Đầu Tư: Tổng công ty Tecco Hà Nội-Tecco Group Đơn vị thi công: Công ty cổ phần Địa ốc Tân Phát Tư vấn thiết kế, giám sát: Công ty cổ phần tư vấn đầu tư Tín Minh Tổng diện tích đất: 7.525,8m2 (665 căn hộ) Quy mô: 2 toà tháp A (25 tầng), B (25 tầng), và 2 tầng hầm, +Tầng 1 và Tầng 2 là TTTM, +Tầng 3: Phòng sinh hoạt cộng động đồng và phòng tiện ích khác +Pháp lý minh bạch, sổ hồng lâu  ·        Liên hệ phòng kinh doanh để được tư vấn về sản phâm LH Hotline 0972832051 (Ms. Dịu) "",serif;="""" mso-ansi-language:="""" vi'="""" span="""" p="""" class=""MsoNormalSPAN"" vi'span="""" spanspantimes="""" roman"",serif'="""">",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824056.0036693, 14, 2, 2,, 1
"5,6 tỷ VNĐ","Ngô Gia Tự, Long Biên", 75m2,"+ Nhà cách MP Ngô Gia Tự 70m, trước nhà ô tô tránh, không gian thoáng sáng, giá trị tương lai sáng ngời, chủ thiện chí bán + Khu vực đang phát triển nhanh chóng, khách đầu tư đập đi xây nhà cao tầng thì đẹp, nhà cũ chủ xác định bán đất + Thiết kế: Tầng 1: để xe + khách Tầng 2: 2 ngủ + Sổ đỏ cất két, chính chủ, pháp lý chuẩn, giao dịch ngay.",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824057.2642965, 2,,, 4,
"4,25 tỷ VNĐ","Ngũ Nhạc, Hoàng Mai, Hà Nội", 64m2,"NHÀ ĐẸP - CÔNG NĂNG - Ở NGAY - TẦM TIỀN Ngũ Nhạc 64M 5T 5MT Nhỉnh 4 tỷ Hoàng Mai - 0902.224.699  Mô tả : Nhà đẹp chủ tự xây tâm huyết. Diện tích : 64m , thiết kế hiện đại : Tầng 1: Phòng khách + vệ sinh. Tầng 2: bếp + phòng ăn + vệ sinh + phòng ngủ. Tầng 3: 2 phòng ngủ + vệ sinh. Tầng 4: 1 phòng ngủ + phòng thờ Tầng 5: sân phơi rộng Sổ đỏ đẹp, riêng biệt, sẵn sàng giao dịch.  ** Liên hệ Mis Hồng Anh – 0902.224.699. Chuyên gia Bất động sản Thổ cư Hà Nội. *Miễn phí dịch vụ xem nhà; tư vấn, hỗ trợ sang tên chuyển nhượng, quy hoạch, GPXD, các vấn đề pháp lý trên toàn địa bàn Hà Nội. *Sản phẩm đa dạng, phong phú; giao dịch trực tiếp KHÁCH – CHỦ không qua Môi giới, trung gian và quảng cáo. Cảm ơn quý anh/chị đã đọc tin đăng.",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824058.3952734, 5, 4, 4, 5,
"6,4 tỷ VNĐ",Đường Hoàng Mai phường Hoàng Văn Thụ, 40m2,"Nhà thiết kế: Tầng 3,4,5: 3 ngủ, thờ, phơi ",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824059.4504476, 5, 3, 4, 4, 6
"5,25 tỷ VNĐ",Đường Trần Thái Tông phường Dịch Vọng, 40m2,""",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'bán="""" nhà="""" trần="""" thái="""" tông="""" ngõ="""" thông="""" sang="""" trương="""" công="""" giai="""" 40m2="""" x="""" 5="""" tầng="""" 5.25="""" tỷ="""" tl="""" span="""" p="""" pspan="""" initial'-="""" thuộc="""" phố="""" tông,="""" khu="""" sầm="""" uất,="""" trung="""" tâm="""" cầu="""" giấy,="""" tiện="""" ích="""" không="""" thiếu="""" thứ="""" gì.="""" initial'=""""> Ngõ thông Phố Trương Công Giai, hơn 100m ra phố.  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" nhà="""" đẹp,="""" chắc="""" chắn="""" dân="""" xây,="""" 5="""" tầng="""" còn="""" mới="""" đủ="""" công="""" năng="""" cho="""" 1="""" đại="""" gia="""" đình="""" 3="""" thế="""" hệ.="""" span="""" p="""" pspan="""" sổ="""" đỏ="""" vuông="""" không="""" lỗi="""" phong="""" thủy,="""" pháp="""" lý="""" sạch="""" sẵn="""" sàng="""" giao="""" dịch="""" initial'="""">Liên hệ Anh Hữu: 08.33.44.8885",20/05/2022,Tin thường,batdongsan_so_com_vn_1673824060.6153398, 5, 4, 4, 3, 3
