price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"3,5 tỷ VNĐ/m2",Khương ĐÌnh, 40m2, 5, 4, 3,"Bán nhà KHƯƠNG ĐÌNH  40m 5T MT 4m giá 3.5 tỷ nội thất lung linh gần ô tô - Nhà cách mặt phố KHƯƠNG ĐÌNH vài phút đi bộ, nhà thuộc dẫy PHÂN LÔ, ở yên tĩnh, dân trí cao + Ngõ rộng thoáng,  nông thông nhiều ngả, gần chợ, trường học các cấp. + Giao thông đi lại thuận tiện, gần phố Bùi Xương Trạch, Vũ Tông Phan, Khương Hạ, Nguyễn Trãi…. + Nhà thiết kế 5 tầng, 4 ngủ đủ công năng + Chủ tặng lại toàn bộ nội thất, nhà đẹp chủ mới chỉ việc về ở. + Sổ đỏ chính chủ, sẵn sàng giao dịch. Liên hệ: Ms THU 0886981095 ( THU THỔ)liên hệ ngay với THU THỔ để được tư vấn mua được căn nhà ưng ý nhất. Dịch vụ miễn phí 24/7! “Khách hàng mua được nhà là niềm vui của tôi!”",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825925.5875313, 4, 3,
"2,05 tỷ VNĐ/m2",Vũ tông phan, 42m2, 4, 4, 3,"VŨ TÔNG PHAN  ngõ nông thông thoáng gần ô tô 42m, 4 tầng,  giá 2.050 tỷ + Nhà thiết kế hiện đại  4 tầng, 4 ngủ đủ công năng. + Nhà cách mặt đường lớn 30m, Ngõ ba gác, thông sang Khương ĐÌnh, Khương Hạ… + gần trường học các cấp, chợ trung tâm + Hàng xóm thân thiện, gia đình trẻ, sống văn minh, lịch sự. + Pháp lý: nhà đang chờ cấp sổ, giao dịch viết tay. Giá 2.050  Tỷ ( có thương lượng) Liên hệ: Ms THU 0886981095 ( THU THỔ)liên hệ ngay với THU THỔ để được tư vấn mua được căn nhà ưng ý nhất. Dịch vụ miễn phí 24/7! “Khách hàng mua được nhà là niềm vui của tôi!” ",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825926.660618, 4, 2,
"8,25 tỷ VNĐ",Phường Quan Hoa, 40m2,,,," Hot.Hot..Lô Góc 2 mặt thoáng sáng, ô tô tránh, xe 7 chỗ vào nhà, 6 tầng MT 4,5m .Giá nhỉnh 200tr/m2.+ Nhà lô góc đường Dương Quảng Hàm 2 mặt thoáng sáng,6 tầng MT 4,5m, 40m2.+ Thông sàn garage để xe ô tô, kinh doanh đỉnh hoặc cho thuê văn phòng. 6 phòng ngủ,WC khép kín, tầng thượng café, sân phơi tiện ích + Nhà xây chắc chắn, thiết kế mặt tiền đẹp,nội thất cao cấp công năng đầy đủ, tiện ích.+  Đường ô tô tránh đỗ trước cửa. Đường thông ra 3 tuyến phố lớn và nội đô.+ Sổ đỏ chính chủ vuông vắn sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7.    ",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825927.5432563,,,
"4,2 tỷ VNĐ",ngõ 203 Kim Ngưu, 38m2, 4, 4, 3,"Bán nhà ngõ 454 Minh Khai, Vĩnh Tuy Hai Bà Trưng, Hà Nôị .DT 33mx4T , ô tô đỗ cách nhà 5m. được thiết kế bao gồm:- Tầng 1: Bếp+ khách+ wc khép kín-Tầng 2: tầng lửng 1 phòng ngủ -Tầng 3: 2 phòng ngủ vệ sinh giữa -Tàng 4: tum , sân phơiTrước nhà 2 xe máy tránh nhau thoải mái cách đường ô tô 5m gần Times city, sát Greenpeal, cách cụm các trường đại học lớn như ĐH Bách Khoa, ĐH Xây Dựng, KTQD, bệnh viện tuyến đầu như Bạch Mai chỉ 1 km - Sổ đỏ chính chủ, pháp lý rõ ràng.Giá chào 3.4 tỷ ( Có thương lượng cho khách thiện chí) liên hệ chị yến ĐT:0702138238",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825928.776956, 3, 3, Tây
"6,5 tỷ VNĐ",ngõ an sơn Đại La, 60m2, 5, 6, 4,"Bán nhà Đại La Trần Đại Nghĩa Hai Bà Trưng.Hà Nội.Nhà nằm vị trí trung tâm quận HBT gần nhiều trường ĐH Bách Khoa, Xây Dựng, Kinh Tế Quốc Dân. Gần TTTM Vincom Bà Triệu, bệnh viện Bạch Mai, Việt Pháp. Nhà xây mới đẹp long lanh, lô góc 2 mặt thoáng, cách mặt phố 20m, khung bê tông cốt thép, móng bè. Diện tích 60m2, mặt tiền gần 4m, lô góc, 5 tầng mới đẹp. Thiết kế hiện đại, tối ưu hóa diện tích sử dụng. Các phòng đều có ánh sáng tự nhiên và không khí trong lành. Tầng 1 là phòng khách sang trọng, bếp và phòng ăn. Tầng 2,3,4 thiết kế mỗi tầng 2 phòng ngủ lớn, vệ sinh giữa. Tầng 5 là phòng thờ và sân phơi. - Nội thất hiện đại: Cầu thang gỗ Lim, cửa gỗ Lim, trần nhà thạch cao, sàn nhà lát gỗ nhập khẩu LB Đức, tủ bếp gỗ sồi, Thiết bị vệ sinh ToTo, vách tắm kính, sen cây đèn quạt...- Sổ đỏ chính chủ, giấy phép đầy đủ.Giá bán 6,5 tỷ (có thương lượng mạnh – bao sang tên). liên hệ chị Yến ĐT:0702138238",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825929.9278774, 4, 2, Nam
"9,5 tỷ VNĐ",ngõ 2 phố Bạch Mai, 80m2, 5, 10, 6,"Chuyển đổi cần bán căn nhà ngõ 2 Bạch mai HBT, Hà Nội DT 80mx5T có thang máy. giá 9.5 tỷNhà xây khung cột bê tông chắc chắc, kinh doanh ,ô tô chạy qua nhà . Thiết kế hiện đại bao gồm: T1:Sân , phòng khách, bếp, phòng ăn, vệ sinh.T2,3,4 mỗi tầng 3 phòng ngủ vệ sinh .các phòng đều mở cửa sổ.T5 1 phòng thờ, 1 phòng ngủ,1 vệ sinh, sân phơi.Nhà hoàn thiện nội thất cao cấp sàn gỗ , tủ bếp, tay vịn cầu thang, cửa thông phòng làm toàn bằng gỗ tự nhiên , thiết bị vệ sinh nhập khẩu. gia chủ để lại toàn bộ nội thất cho người mua Gồm 10 Điều Hòa, Giường Tủ, Bình nóng lạnh.Vị Trí đẹp ngõ thông kinh doanh, ô tô chạy qua nhà sát Bạch Mai, phố Huế , phía sau là ủy ban nhân dân quậ HBT sát trường tiểu học Tô Hoàng, gần trường cấp 3 Thăng Long , gần công viên thống nhất, nhiều trường ĐH, Bệnh viện mua đầu tư cho thuê hiệu suất cao sổ đỏ chính chủ giá 9.5 tỷ có thương lượng.liên hệ chị Yến ĐT:0702138238",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825931.00001,, 5, Nam
"15,9 tỷ VNĐ",75, 75m2,,,,"Bán nhà giá rẻ đường Nguyễn Ngọc Nại, kinh doanh đỉnh. - Liên hệ xem nhà 24/7: 0366 555 258. - Phân lô quân đội cấp cao, trung tâm Hà Nội, tiện kinh doanh, dân cư văn minh, an ninh tuyệt đối.Giao thông đi lại thuận tiện Lê Trọng Tấn, Vương Thừa Vũ, Hoàng Văn Thái, Trường Chinh, Ngã Tư Sở, Nguyễn Ngọc Nại, Tô Vĩnh Diện, Cù Chính Lan...  - Diện tích 75 m2, 6 tầng thang máy, chắc chắn, gara ô tô, ngõ rộng ô tô tránh. - Sổ đỏ chính chủ. - Giá chào chỉ 15.9 tỷ thương lượng mạnh. - Liên hệ Ms Thanh ngay để biết thêm thông tin chi tiết  - 0366 555 258.",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825932.1998537,,,
"7,5 tỷ VNĐ",Đường Nguyễn Phúc Lai phường Ô Chợ Dừa, 55m2, 5, 4, 4,"+ Vị trí tuyệt đẹp, trung tâm quận Đống Đa. Ngõ thẳng rộng, ô tô đỗ cửa. Khu vực dân trí cao, an ninh tốt.+ Tiện ích bạt ngàn không thiếu thứ gì. Gần chợ, gần Hồ, trường học, bệnh viện, TTTM, siêu thị quanh nhà.+ Phố Nguyễn Phúc Lai tiếp giáp phố Hoàng Cầu, Đê La Thành, Mai Anh Tuấn, Láng Hạ, Thái Hà, gần Ô Chợ Dừa, Hào Nam, Xã Đàn - đi đâu cũng tiện.+ Thiết kế đẹp, chắc chắn, đầy đủ công năng:- Tầng 1: Bếp, phòng ăn, sân để xe, WC.- Tầng 2: Phòng khách, WC.- Tầng 3,4: Mỗi tầng 2 phòng ngủ, WC.- Tầng 5: Phòng thờ, sân phơi.+ Giá: 7.5 tỷ ( có thương lượng )+ Sổ đỏ chính chủ sẵn sàng giao dịch.Liên hệ 0926891993 ( Liệu ) để được xem nhà miễn phí, làm việc trực tiếp chính chủ, miễn trung gian. ",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825933.241014, 5, 4,
4 tỷ VNĐ,Đường Khương Đình - Thanh Xuân, 36m2, 5,,,"+ Chính chủ cần bán gấp nhà tại Khương Đình – Thanh Xuân, 36M2, MẶT TIỀN 7M,5 Tầng, Ô TÔ, Nhỉnh 4 Tỷ, nội thất đầy đủ, tiện nghi đặc biệt chủ tặng toàn bộ nội thất cho khách.+ Căn nhà với vị trí đắc địa, thông ra nhiều tuyến đường lớn như: Nguyễn Trãi, Khương Đình, Nguyễn Xiển. Đặc biệt gần với trường Tiểu học Nguyễn Trãi, trường THCS và THPT Khương Đình, bệnh viện Thanh Xuân, khu tập gym, chợ Kim Giang và bãi gửi xe ô tô.+ Chủ là dân thiết kế nên căn nhà được chủ xây rất tâm huyết cùng với thiết kế hiện đại, nội thất cao cấp, xây dựng kiên cố, chắc chắn, đầy đủ công năng sử dụng.+ khu dân cư hiện hữu: An ninh tốt, dân trí cao, hàng xóm hiền lành, thân thiện, không ngập nước, không ô nhiễm, không khí thoáng mát trong lành. Thích hợp cho hộ gia đình ở và cho thuê phòng kinh doanh mỗi tháng mang lại thu nhập cao.+ Giá thỏa thuận.+ Pháp lý chuẩn, sổ đỏ vuông đẹp, sang tên nhanh, sẵn sàng dao dịch.+ Liên hệ: Mr. Hoan – chuyên thổ cư Hà Nội, 0925088355, tư vấn hỗ trợ pháp lý, vay vốn, miễn phí xem nhà 24/7.",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825934.332095, 7,,
"10,9 tỷ VNĐ","Hồng Mai, Hai Bà Trưng, Hà Nội", 60m2, 4, 4,,"PHẢI NHANH MỚI CÒN, HÀNG HIẾM, DÂN KINH DOANH KHÔNG THỂ BỎ QUAS = 60m2, 4 tầng,  giá 10.9 tỷ + Khu vực kinh doanh sầm uất, Đường ô tô tránh đỗ ngày đêm, vỉa hè.  + Quanh nhà là trường học các cấp, dân cư đông đúc, kinh doanh đỉnh cao mọi ngành nghề. + Chủ nhà thiện chí, cần bán gấp. + Thiết kế: 4 tầng, 4 phòng, tầng 1 thông sàn kinh doanh. + Nhà khung cột bê tông chắc chắn, cực đẹp, ở ngay, kinh doanh hay cho thuê đều tuyệt vời. + Giao thông: Bạch Mai, Chùa Quỳnh, Lê Thanh Nghị, Thanh Nhàn, Minh Khai, Ngõ Quỳnh,… * Sổ đỏ chính chủ, giao dịch ngay. * Liên hệ em Bình, chỉ bán nhà đẹp giá tốt, tư vấn và xem nhà nhiệt tình, miễn phí. * Không tiếp môi giới.",06/05/2022,Tin thường,batdongsan_so_com_vn_1673825935.585744, 4,,
