price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Mặt tiền,Lộ giới,Số toilet,Hướng
,nguyễn xiển thanh xuân ha noi, 50m2,"+Khu nhà p/lô liền kề.ô tô tránh,dừng đỗ. +Vị trí rất đẹp: trước nhà sân chung cư rộng,sáng, thoáng. +Phù hợp vừa ở vừa kinh doanh,làm VP rất đẹp. +Nhà xây,4tầng,4 ngủ đẹp.Đầy đủ công năng sử dụng. +Nhà ở rất có lộc,chủ mở rộng kinh doanh nên bán. +Hàngg xóm quan chức,môi trường sống văn minh dân trí cao +Vị trí cực kỳ thuận tiện về giao thông : sát vành đai 3,ngã tư Nguyễn Trãi Khuất Duy Tiến.di chuyển các ngả vào TT thành phố. +Sổ đỏ đẹp chuẩn pháp lý. +Gía 6.9 tỷ ( có thương lượng) ạ +LH Mr Phúc.0978.895.889zalo-0912.338.038. ",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829847.4226954,,,,,,
"4,8 tỷ VNĐ",Bùi Xương Trạch, 52m2,"BÁN NHÀ THANH XUÂN, 52M2, LÔ GÓC, 3 TẦNG, MT 5M, Ô TÔ VÀO NHÀ, 4.X TỶ + NHÀ ĐẸP NHƯ PHÂN LÔ, SỔ VUÔNG, GẦN PHỐ. + DIỆN TÍCH 52M2, 3 TẦNG, MẶT TIỀN 5M, LÔ GÓC, 4.X TỶ --------------------------------------------------------- + Nhà công năng sử dụng còn rất tốt, sửa cửa ô tô vào nhà. + Vị trí gần phố, có thể làm văn phòng, ở, bán hàng online. + Sổ đỏ vuông như A4, pháp lý chuẩn. + Liên hê: Đỗ Phong - 0929641121",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829848.6783366, 3, 3, 5, 4, 3,
"9,5 tỷ VNĐ","Chùa Láng, Đống Đa, Hà Nội", 60m2,"Bán nhà phân lô ngõ 31 phố Chùa Láng, Đống Đa 60m2, 4 tầng, giá chào 9.5 tỷ có thương lượng.PHÂN LÔ GARA Ô TÔ 7 CHỖ - 30M MẶT PHỐ - THOÁNG TRƯỚC SAU - VĂN PHÒNG - KINH DOANH - CHUNG CƯ MINI.+ Khu phân lô hiếm của phố Chùa Láng, gara ô tô 7 chỗ, nhà cũ chủ mới sơn sửa lại chút là đẹp long lanh.+ Thiết kế 3 tầng chắc chắn, tổng 4 phòng ngủ, khách bếp, sân đầy đủ, thoáng trước sau, phòng nào cũng mở cửa sổ sáng choang.+ Cách mặt phố Chùa Láng 30m, cách Bệnh viện Nhi TW 80m, cạnh nhà có sân Ký túc xá cực rộng, ở sướng.+ Sổ đỏ chính chủ, vuông đẹp.+ Sổ đỏ vuông vắn, chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb (Hoan biệt thự, liền kề, mặt phố, khách sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829850.383773,,,,,,
10 tỷ VNĐ,Văn Phú Phú Lương, 90m2,"- Chính chủ bán LK Văn Phú , Phú La Hà Đông. Nhà 4 tầng rộng 90m2, đường 13m có gara ô tô. Giá 10 tỷ. - Hướng ĐÔng Tứ Trạch, mặt tiền 4.5 m - Vị trí ngôi nhà năm trong khu Văn Phú cực kì sầm uất, dân trí cực cao, có đầy đủ tiện ích. Gần Công viên Văn Phú, đầy đủ trường cấp 1 cấp 2 Văn Phú, trường cấp 3 Quang Trung, Lê Lợi... xung quanh có siêu thị Vinmart..- Giáp với đường Lê Trọng Tấn Hà Đông, Victoria Hà Đông, Metro Hà Đông, khu Đồng Hồ Lacasta...- Nhà 4 Tầng. Xây Dựng kiên cố+ Tầng 1: Gara ô tô, phòng khách, bêp vệ sinh.+ Tầng 2 + 3 : Phòng ngủ + vệ sinh+ Tầng 4; Phòng thờ sân phơi. sân thượng .- Giá có có thể thương lượng nếu khách nhiệt tình- Liên Hệ Mr.Khắc Anh để biết thêm thông tin.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829851.6733224, 4, 4, 5,, 4, Nam
"5,65 tỷ VNĐ","Ngõ Phố Đông Ngạc, Bắc Từ Liêm, Hà Nội", 50m2,"✅  Bán nhà thiết kế mới tuyệt đẹp, ngõ thông 2 đầu tại đất “Học” Đông Ngạc, Bắc Từ Liêm. Nhà ngõ thông phố chợ Kẻ Vẽ, vị trí kinh doanh đắc địa, ôtô 16 chỗ đậu cửa. Gần Trường mầm non, cấp 1, cấp 2 Đông Ngạc, ĐH Y Tế Công Cộng, UBND phường,… ------------------------------------------------------------------------------------- ✔️  Nhà thiết kế Tân Cổ Điển sang trọng, đẳng cấp: - Diện tích 50m2, 6 tầng mới đẹp, 6 phòng ngủ. - Tầng 1: Kinh doanh, buôn bán. Phòng bếp + Ăn. - Tâng Lửng: Phòng Khách Master, Phòng sinh hoạt chung. - Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ, vệ sinh. - Tầng 5: Phòng thờ lớn. Kho, sân phơi, tiệc ngoài trời. ✔️  Nội thất: - Nội thất sử dụng hàng nhập: Sàn gỗ, cầu thang, cửa thông phòng được sử dụng ngỗ Lim Nam Phi. Tủ âm tường, bếp điện từ, hút mùi, bình nóng lanh, điều hòa,… - Thiết bị vệ sinh sử dụng hãng ToTo cao cấp, dây điện Trần Phú. ✔️  Vị Trí: - Nhà nằm vị trí đắc địa, mặt ngõ thông. Ô tô đỗ cửa ngày đêm. Cạnh phố chợ Kẻ Vẽ, Trường mầm non, cấp 1, 2. UBND phường,..Cạnh khu vui chơi trẻ em. - Nhà rất thuận tiện cho việc kinh doanh, đi lại và sinh hoạt. Thuộc vị trí đất “Học”, đất “Quan’ Đông Ngạc. ✔️  Pháp lý: Cam kết sổ đổ chính chủ, giấy phép xây dựng. ✔️  Giá chỉ có: 5.65 tỷ (có thương lượng, bao sang tên). ✔️  Liên hệ trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG, MG).",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829853.4575496, 6, 6, 4, 4, 4,
"14,8 tỷ VNĐ","Thái Hà, Đống Đa, Hà Nội", 52m2,"Bán nhà phân lô ngõ 163 Thái Hà, Đống Đa 52m2, 7 tầng thang máy, mặt tiền 6.4m, giá chào 14.8 tỷ.MẶT NGÕ 163 PHỐ THÁI HÀ 6 TẦNG THANG MÁY - GARA Ô TÔ TRÁNH - KINH DOANH - LÔ GÓC 2 MẶT TIỀN.+ Hướng Đông Nam+ Vị trí đẹp nhất ngõ phân lô, lô góc hai mặt tiền thoáng.+ Thiết kế 7 tầng đang hoàn thiện, gồm 5 phòng ngủ Master rộng thoáng.+ Giao thông thuận tiện, các vài bước chân là ra phố Thái Hà sầm uất.+ Sổ đỏ vuông vắn, chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829854.5675795,,,,,,
18 tỷ VNĐ,Hà Nội, 75m2,"Chính chủ gửi bán gấp nhà phố Đại Cồ Việt, trung tâm quận Hai Bà Trưng - LH: 0856 968 656. + Vị trí vàng nhà nằm trong khu phân lô, gần phố, ngõ thông, vỉa hè ô tô tránh. + Diện tích 75 m2, mặt tiền 6 m, chủ tự xây 7 tầng, trang bị thang máy cực êm. + Giá chào chỉ 18 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn. - Thiết kế đẹp, xây dựng kiên cố, phòng nào cũng có ánh sáng tự nhiên. - Tầng 1: Gara và bếp, WC. - Tầng 2 + 3 + 4 + 5 + 6: Các phòng, WC. - Tầng 7: Phòng thờ và sân phơi. + Khu vực quy hoạch ổn định, xung quanh toàn nhà cao tầng từ 7 đến 10 tầng. + Nhà sổ đỏ chính chủ, sổ vuông vắn. Khách yên tâm về vấn đề pháp lý. + Khách mua miễn phí dịch vụ 100%. + Khách chủ gặp nhau thương lượng. + Liên hệ ngay để tôi giúp bạn tìm nhà phù hợp nhất. + Cảm quý khách đã đọc tin.Quý khách vui lòng liên hệ Mr Bình - 0856 968 656, để xem nhà thực tế hoặc tìm được nhà ưng ý với kho hàng khổng lồ.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829855.6646454,,,,,,
"24,9 tỷ VNĐ","Hoàng Quốc Việt, Nghĩa Tân", 85m2,"BÁN CCMN HOÀNG QUỐC VIỆT 85M2, 8 TẦNG, MT 6M, Ô TÔ VÀO NHÀ NHÀ PHÂN LÔ, 2 MẶT NGÕ, SỔ ĐỎ VUÔNG ĐẸP. ĐANG CHO THUÊ KÍN PHÒNG. Thiết kế: + Chuẩn Chung cư mini hiện đại. + Tầng 1 thông sàn, Gara ô tô, xe máy. + Tổng 14 phòng: 7 phòng đơn và 7 phòng đôi, doanh thu 100 triệu/ tháng. + Thang máy tiện lợi, thang bộ, lối thoát hiểm, thiết bị PCCC đầy đủ. Vị trí: + Cách MP chỉ 20m, ngõ trước nhà phân lô, ô tô vào nhà. + Khu vực Hoàng Quốc Việt tập trung tất cả các trường ĐH lớn, VP đông đúc. + Vị trí đắc địa, khu vực Tây Hà Nội 5 năm tới phát triển vượt trội. Liên hê: Đỗ Phong - 0944084866",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829856.8026001, 8, 10, 6, 5, 10,
"4,5 tỷ VNĐ","Khương Hạ, Thanh Xuân", 40m2,"BÁN CĂN LÔ GÓC DUY NHẤT Ở KHƯƠNG HẠ, THANH XUÂN-DIỆN TÍCH 40M2-MẶT TIỀN 4,5M-NGÕ THÔNG THOÁNG-KHU DÂN TRÍ CAO. + Thiết kế: Nhà 5 tầng Châu Âu, khung cột bê tông kiên cố, khu vực đầy đủ tiện ích, an ninh tốt và lối sống văn minh hiện đại. - Tầng 1: Phòng khách-bếp-vê sinh. - Tầng 2: Phòng ngủ víp-vệ sinh khép kín. - Tầng 3,4: Phòng ngủ-vệ sinh. - Tầng 5: Phòng thờ-sân phơi. + Nội thất đẹp, khách mua về ở ngay. + Sổ đỏ chính chủ, vuông đẹp, sang tên ngay. + Liên hệ em Thái tư vấn tận tâm-nâng tầm giá trị. + CAM KẾT ẢNH THẬT 100%.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829857.9265964,,,,,,
"4,37 tỷ VNĐ",đường Trương Định- Hai Bà Trưng, 46m2,"*Cần bán gấp nhà phố Trương Định cạnh ô tô 2 thoáng, diện tích sử dụng thực tế siêu to 78m2 ,mới đẹp ở ngay. 0345752279 *Mô tả: +Diện tích : sổ 46 m2 , diện tích sử dụng thực tế cực lớn 78m2. +Giá thương lượng 4.370 tỷ. +Sổ đỏ vuông đẹp sẵn sàng giao dịch. *Gọi ngay em Bình để được tư vấn, xem nhà miễn phí 24/24. *Lưu ý: Không tiếp môi giới.",18/03/2022,Tin thường,batdongsan_so_com_vn_1673829864.4129562, 5, 4, 4,,,
