price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Hướng,Lộ giới
"21,2 tỷ VNĐ","Khuất Duy Tiến, Nhân Chính, Thanh Xuân", 88m2,"BÁN NHÀ MẶT PHỐ KHUẤT DUY TIẾN – 2 MẶT TIỀN – KINH DOANH – VỈA HÈ – 21.2 tỷ 2 Mặt Tiền – 1 Mặt Phố - Kinh Doanh  Đỉnh – Vỉa Hè Đá Bóng  - 1 MẶT NGÕ 20 Ô TÔ ĐỖ NGÀY ĐÊM + Nhà nằm vị trí trung tâm của trung tâm, tiếp giáp các quận lớn Thanh Xuân, Hoàng Mai, Đống Đa, Cầu Giấy, Từ Liêm, Hà Đông. Di chuyển qua lại các quận chỉ mất vài phút chạy xe. + Nhà mặt phố lớn, vỉa hè rộng thênh thang, kinh doanh đẳng cấp, ô tô đỗ vài chiếc. Một mặt ngõ rộng, kinh doanh tốt, 20 ô tô dừng đỗ ngày đêm thoải mái. + Nhà 6 tầng chủ tự xây cực kỳ chắc chắn còn rất mới + Diện tích: 88m + Giá: 21.2 tỷ có thương lượng + Sổ đỏ chính chủ sẵn sàng giao dịch + Liên hệ: em Phượng: 0362368485",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817025.7825122,,,,,,
11 tỷ VNĐ,"Tô Hiệu, Hà Đông, Hà Nội", 60m2,"Nhà Phố Tô Hiệu, trung tâm Ha Đông, gần chợ, vỉa hè, kinh doanh cực đỉnh 60m2  chỉ 11 tỷ. Vị Trí: Nhà mặt phố Tô Hiệu, kinh doanh buôn bán tấp nập,khu trung tâm của Quận Hà Đông, gần nhiều trường học các cấp từ mầm non tới THPT, gần chợ Hà Đông, tuyến đường kết nối các phố như Phùng Hưng, 19/5, Lê Lợi, Quang Trung… Thiết kế:- Xây dựng 4 tầng kiên cố cực chắc chắn. Có thể nâng tầng nếu chủ nhà muốn. - Công năng sử dụng tầng 1 cho thuê kinh doanh. Tầng 2-3-4 để ở với rất nhiều phòng ngủ. Tha hồ chọn. - Nếu cho thuê cả nhà thì quá được giá luôn. - Tuyến phố kinh doanh xe cộ đông đúc ngày đêm mọi mặt hàng. Ô tô đỗ đường thoải mái Pháp Lý: Sổ đỏ chính chủ chờ giao dịch. Liên hệ: Mr Luyện thổ cư 0911779569 xem nhà miễn phí 24/7. “TRAO GỬI NIỀM TIN _ NHẬN LẠI YÊU THƯƠNG”",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817029.1625483, 3, 4, 3, 3,, 20
20 tỷ VNĐ,Đường Hoàng Như Tiếp phường Bồ Đề, 190m2,"-Rất gần trường MN,C1,C2,C3 Không lo việc đưa con cái đi học. Gọi Hoàn nhà đẹp xem ngay miễn phí 0868246333 ",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817030.2496035, 9,,,,,
"4,5 tỷ VNĐ",Phố Thượng Đình, 43m2," Cần bán căn nhà Lô Góc tại Phố Thượng Đình - Thanh Xuân: - Mặt tiền đẹp: 43m2, 4 Tầng dân xây. - Ô TÔ đỗ gân, giao thông thuận tiện. - Giá: 4.5 Tỷ ( Còn thương lượng nhiều). Nhà chủ tự tay xây dựng nên cực kỳ tâm huyết, nội thất xịn xò, khách mua xách vali về ở ngay.   Sổ đỏ vuông vắn, sang tên nhanh, pháp lý chuẩn.LH: Em Hoan, 0925088355, miễn phí xem nhà 24/7.",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817031.3915515, 4, 4, 4,,,
"2,15 tỷ VNĐ",Đường Quốc lộ 5 phường Đa Tốn, 70m2,"🍀🍀🍀 CHÍNH CHỦ BÁN CĂN HỘ 2PN+1 2WC FULL NỘI THẤT TẠI VINHOMES OCEAN PARK  ☃️ Chỉ 2.150tr . Sở hửu ngay căn hộ chung cý cao cấp + cuộc sống　 tinh tế, sang trọng và trọn vẹn yêu thýõng, tại vinhomes ocean park   🧭 Vị trí kết nối thuận tiện. 👉 Đi lại di chuyển bằng vinbus ko lo khói bụi ko ôi nhiễm.  👉 Nằm trong đại đô thị đẳng cấp thế giới. 👉 Hýởng thụ không gian xanh mát của tp biển hồ. 👉 Hệ thống công viên theo chủ đề dành cho cý dân nhí thoã sức vui chõi.  👉 Dịch vụ tiện ích từ đầy đủ từ A => Z đẳng cấp 5⭐️ phục vụ cý dân.  👉 Không khí trong lành môi trýõng luôn sạch sẽ.  👉 An ninh cực tốt có hệ thống camera phủ kín KĐT. ",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817032.559425, 7, 3, 2, 2,, 40
"4,5 tỷ VNĐ",Phố Khương Đình, 42m2,"+ Trung tâm Phố Khương Đình - Thanh Xuân, tiện ích vây quanh.+ Vị trí nhà cách phố 60m, ngõ nông rộng thông thoáng, Ô TÔ đỗ cách 30m.+ Nhà mới đẹp, LÔ GÓC thoáng sáng, đầy đủ công năng sử dụng.+ Sổ đỏ chính chủ, pháp lý chuẩn, sang tên nhanh.LH: Em Hoan, 0925088355, miễn phí xem nhà 24/7.",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817033.6795382, 3, 5, 4,,,
"13,5 tỷ VNĐ",Đường Xuân Phương phường Xuân Phương, 110m2,"





Căn nhà Phương Canh cách Trường cao đẳng FPT 150m, quận Nam Từ Liêm đẹp, có thể để ở và kinh doanh. Ô tô tránh nhau thoải mái.

+ Diện tích 110,5 m2, 3 tầng, mặt tiền 8,5 m, giá 13,5 tỷ.

+ Thiết kế:

- Nhà thiết kế đẹp, xây dựng chắc chắn, nội thất xịn, cầu thang gỗ, vệ sinh cao cấp, hệ thống điện thông minh. Nhà 3 tầng có 6 phòng, Wc.

+ Vị trí: - Vị trí gần Trường cao đẳng FPT, ra Mỹ Đình vài phút, giao thông thuận tiện, nhu cầu thuê nhà cho sinh viên và người đi làm rất cao.

- Khu vực tập trung nhiều người đến mua nhà ở và sinh sống do gần đường Trinh Văn Bô lối ra Mỹ Đình rất gần, lên Quốc Lộ 32 chỉ vài phút, tiện ích vô vàn.

- Trường học nhiều, chợ gần nhà, dân cư hòa thuận, quy hoạch ổn định.

- Ngõ to ô tô tránh nhau thoải mái.

+ Sổ đỏ vuông đẹp, giao dịch 24/7.",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817034.870352, 8, 3, 6, 3,, 7
"1,6789 tỷ VNĐ",Đường Quốc lộ 39B phường Đông Dư, 38m2,"Chính chủ cần bán GẤP gửi lô đất trong đê tại xã Đông Dư, huyện Gia Lâm, tp. Hà Nội. Diện tích đất: 38m2. Mặt tiền gần 4m, nở hậu 10cm cực đẹp về khuôn đất cũng như phong thủy. Đường ô tô vào nhà, cách trục chính thôn tầm hơn 30m. Chỉ từ 300m là kết nối các trục chính của khu vực như đường 39 (379), đê Xuân Quan – Bát Tràng, Quốc lộ 1A lối lên chân cầu Thanh Trì … Đi Nội Thành Hà Nội chỉ mất tầm 12 – 15 phút. 5 phút đi bộ là chạm chân vào đất phân khu Thành phố Ven Sông. Bán gấp giá rẻ. Thông tin liên hệ: Trần Danh Vỹ - 0989894845.",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817036.0202756, 3,,,,,
"13,6 tỷ VNĐ","Nguyễn Khuyễn, Hà Đông, Hà Nội", 96m2," # CC cần bán nhà  KĐT Văn Quán quận Hà Đông, phân lô, ô tô tránh, nhà tự xây chắc, về ở ngay, thiết kế cầu thang giữa, mỗi tầng 2 phòng rộng, chuẩn công năng, phù hợp ở, cho thuê hay làm Văn phòng đỉnh. + DT 96m, 5T, mt 4.2m, giá 13.6 tỷ. + Vị trí: thoáng đẹp, gần chợ, trường, hồ Văn Quán, 300m ra ngã tư giao Nguyễn Khuyến, Trần Phú, Vũ Trọng Khánh, giao thông thuận lợi, tiện ích khu Đô thị. + Sổ vuông đỏ chính chủ, pháp lý chuẩn, giao dịch nhanh. # nhanh tay LH: 0983858722 Tình nhà phố ( chuyên mua, bán, nhận ký gửi, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ). ",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817037.1193352, 4, 5, 4,,, 8
"6,3 tỷ VNĐ",Đường Thái Hà phường Ô Chợ Dừa, 40m2,"- Sổ đỏ chính chủ, sẵn sàng giao dịch ngay. Miễn trung gian, môi giới và báo mạng làm phiền.",01/07/2022,Tin thường,batdongsan_so_com_vn_1673817038.2134092,, 4, 4, 3,, 3
