price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"4,6 tỷ VNĐ",Hoàng Như Tiếp, 51m2,,"💥 BÙM 💥💥 BÙM - 51m x 4 tầng mặt tiền Siêu đẹp Nằm ở Hoàng Như Tiếp, trung tâm quận Long Biên nên rất tiện đi lại. Sang Hoàn Kiếm 5 phút, gần các chợ và trường học có tiếng Q.Long Biên. NHÀ DÂN XÂY - Ở CỰC LỘC - GẦN PHỐ - NGÕ THÔNG 🌺🌺🌺🌺🌺 Mô tả: Tầng 1: Để xe + Khách + Bếp Tầng 2: 2 Phòng + VS Giữa Tầng 3: 2 Phòng + VS Giữa Tầng 4: 2 sân phơi + trồng cây Để biết thêm chi tiết xin vui lòng liên hệ: E.Thắng BĐS: 0904641279 để được tư vấn và xem nhà 24/24 miễn phí",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783165.4117923,,,,
"1,7 tỷ VNĐ",Cự Khối, 33m2,,"🆘🆘🆘TIN ĐƯỢC KHÔNG🆘 🆘🆘 CHỈ HƠN 1.x Tỷ mà sở hữu ngay nhà Long Biên, mặt Ngõ 2 Ô TÔ tránh 🥰🥰🥰 Diện tích: 33m x 4 tầng Cách AoenMall 10 phút Không gian thoáng đãng có 102 -Tầng 1: khách, Bếp, Vs -Tầng 2: Ngủ + vs -Tầng 3: Ngủ +P.Thờ + Sân Phơi Nhanh tay để sở hữu căn nhà cực hiếm !!! Để biết thêm chi tiết vui lòng liên hệ: Thắng BĐS: 0904641279 để được tư vấn 24/24 miễn phí",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783166.6833873,,,,
5 tỷ VNĐ,108 Nguyễn Trãi, 125m2,,"ĐỘC QUYỀN BÁN – King Palace, Quỹ căn ngoại giao cuối cùng ký trực tiếp, giá tốt nhất từ CĐT, CAM KẾT RẺ HƠN 700Tr – 1TỶ ,TẶNG MAZDA – TẶNG LỐT OTO – DỌN LUÔN VÀO Ở. Bài toán đầu tư đây rồi, nhanh tay lên ạ: + 8 căn 3PN: 123m2-125m2__________giảm____________#6tỉ234 (từ 7tỉ085)+ 8 căn 3PN: 112m2-114m2_________giảm___________#5tỉ670 (từ 6tỉ430)+ 2 căn 3PN: 107m2____________giảm______________#5tỉ992 (từ 6tỉ810)+ 2 căn 2PN: 94m2_________giảm________________#5tỉ059 (từ 5tỉ749)Full nội thất: thiết bị vệ sinh TOTO, cửa gỗ cách âm cách nhiệt, điều hoà hai chiều âm trần, hệ tủ bếp gỗ MDF, bề mặt phủ sơn thông minh Ales Shiquy của Kansai Paint có chức năng kháng khuẩn, diệt virus, làm sạch không khí, duy trì độ ẩm, hấp thụ khí nhà kính cacbon dioxit, mang lại môi trường sống tốt cho sức khỏe cho cả gia đình. + Phí dv 12K, đã có BQT, phòng sinh hoạt cộng đồng, lễ tân, điều hòa sảnh/hành lang 24/24.ƯU ĐÃI GIỚI HẠN. Gọi ngay 0912388305 (gặp Yến) để có nhà đón Tết. King Palace,108 Nguyễn Trãi, vị trí đắc địa liền kề KĐT Royal City, Ngã Tư Sở, Thanh Xuân, Hà Nội.",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783168.3319757,,, 3, 2
4 tỷ VNĐ,Kim Ngưu - Hà Nội, 46m2,,"Bán nhà riêng Trần Khát Chân, Kim Ngưu, gần phố, Ô tô đỗ ngày đêm vào ra nhà như cơm bữa,   Nhà nằm vị trí trung tâm quận Hai Bà Trưng Nhà cách trung tâm Bờ Hồ Phố Cổ chỉ vài phút chạy bộ, cách mặt phố Trần Khát Chân Ngã tư Kim Ngưu chỉ vài bước chân.  Gần các trường Đh Bách Khoa, Kinh Tế, Xây Dựng. Tiện ích xung quanh vô vàn: công viên như Tuổi Trẻ, Thanh Nhàn, Thống Nhất…. xung quanh là các trường Tiểu học, THCS, vài phú đi xe là qua Time, chợ điện đường trường trạm đủ cả chả thiếu thứ gì.  Nhà chủ tự xây vô cùng chắc chắn, thiết kế đẹp, hợp lý . Chủ làm ăn có lộc đổi ra mặt phố to rộng. nên cực kỳ thiện trí giá chỉ 4 tỷ. Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà. ",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783171.3641093,,,,
"4,35 tỷ VNĐ","Đường Cầu Đơ, Quang Trung, Hà Đông", 35m2, 6,"+ Nhà thuộc Trung tâm Hà Đông, nằm giữa khu vực các phố cổ Lê Lợi, Lê Hồng Phong, Quang Trung, Tô Hiệu, Ô tô tránh nhau đầu ngõ. vài phút ra TTTM MELINHPLAZA, chợ Hà Đông. Trường học Lê Lợi Nguyễn Trãi… + Nhà đẹp thiết kế 5 tầng hiện đại, KCBT chắc chắn đủ công năng sử dụng. + Sổ đỏ vuông đẹp chờ sang tên.* LH Trần Duyên Chuyên thổ cư Hà Nội với kho hàng đến 20000 căn để lựa được nhà ưng ý.",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783172.7376113, 2, 5, 3, 4
"7,45 tỷ VNĐ","Đường Thái Thịnh 1, Thịnh Quang, Đống Đa", 34m2, 4,"
    💥 Bán nhà phố Thái Thịnh, Ô tô vào nhà, 34m2 5T MT 4m, Chỉ 7.45 Tỷ 💥⭕️ LH NGAY 0982833366 ---------------------------- BÁN NHÀ NGÕ PHỐ THÁI THỊNH - Ô TÔ ĐỖ CỬA, VÀO NHÀ- Nhà 5 tầng ngõ ô tô vào nhà, kinh doanh, lô góc - Nhà xây chắc chắn còn mới khách vừa ở vừa kinh doanh. - Nhà có lắp hệ thống Thái Dương Năng nên quanh năm có nước nóng dùng.- Thiết kế : 5 tầng cầu thang cuối.+ Tầng 1: thông sàn kinh doanh, vệ sinh + Tầng 2: khách, bếp, phòng ăn, vệ sinh + Tầng 3, 4: mỗi tầng 2 phòng, vệ sinh + Tầng 5: Tum và sân phơi - Sổ đỏ vuông vắn chính chủ sẵn sàng giao dịch ---------------------------- 🚀 GIÁ BÁN CHỈ: 7.45 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ   0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783173.7679415, 10, 5, 4, 4
17 tỷ VNĐ,"Đường Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy", 65m2, 5,"-Cần bán nhà phố Nguyễn Ngọc Vũ quận Cầu Giấy. Diện tích 65m2, tòa nhà 7 tầng thang máy, phù hợp cho thuê kinh doanh: spa, salon, tòa nhà giáo dục, phòng khám, văn phòng, trụ sở công ty hoặc vừa ở vừa cho thuê kinh doanh. -Phố Nguyễn Ngọc Vũ trung tâm quận Cầu Giấy, thông các tuyến phố huyết mạch quận Cầu Giấy như Trần Duy Hưng, Láng Hạ, Nguyễn Khang, Nguyễn Khánh Toàn, giao quận Đống Đa, Hai Bà Trưng. -Giá: 17 tỷ, sổ đỏ vuông vắn, sang tên thuận tiện dễ dàng. -Liên hệ: Ms Oanh: 0989558524 (các bạn MG, đăng tin quảng cáo xin phép không làm phiền) Bán nhà mặt phố Cầu Giấy, bán nhà mặt phố Trần Duy Hưng, bán nhà mặt phố Láng Hạ, bán nhà mặt phố Nguyễn Khánh Toàn, bán nhà mặt phố Trung Kính ",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783174.7187133, 10, 7, 9, 9
"4,5 tỷ VNĐ","Vạn Phúc, phường Vạn Phúc, Hà Đông, Hà Nội", 35m2,,"-Chủ nhà là giáo viên về hưu, tính tình hiền lành tốt bụng cần bán để chuyển về ở cùng con cái. -Bán nhà Phố Vạn Phúc, Phường Vạn Phúc , Hà Đông, Hà Nội ngay gần Bưu Điện Hà Đông, 5 phút đi xe là ra đến Viện 103,Viện Bỏng Quốc Gia,Bệnh Viện Đa Khoa Hà Đông, Chợ Hà Đông,Trường Học Viện An Ninh, Trường Học Viện Bưu Chính Viễn Thông. Vị trí nhà rất thuận tiện di chuyển ra phố Tố Hữu, Ngô Thì Sỹ, Phố Lụa, Ngô Quyền, Quang Trung,Phùng Hưng. -Nhà được thiết kế 5 tầng rất hiện đại chắc chắn, nội thất đẹp lung linh toàn hàng nhập khẩu Châu Âu. -Phù hợp để ở/ kinh doanh/ cho thuê  đều được tài chính  trên 4 tỷ dưới 5 tỷ. -Pháp lý sạch , sẵn sàng giao dịch giá 4.5  tỷ ( có thương lượng) -Liên hệ : Mr Diệu (24/7) 0944052268- Nhà đẹp pháp lý chuẩn khu vực Hà Nôi ( nhận ký gửi nhà , đất khu vực Hà Nội )",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783175.8298268,,,,
"9,8 tỷ VNĐ",Trần Thái Tông Cầu Giấy Hà Nội, 56m2, 4,"- Diện tích 56m2 X6 Tầng. Mặt tiền 4.5m Giá 9.8 tỷ ( có thương lượng )  - Vị trí đẹp trung tâm Cầu Giấy, xung quanh tiện ích đầy đủ!- Ngõ rộng ô tô 7 chỗ đỗ cửa.  - Thiết kế 6 Tầng Tổng 17 phòng cho thuê’ Hiệu suất 80tr mỗi tháng. - Nội thất khép kín gồm giường, tủ, nóng lạnh, điều hoà, giặt xấy!  - Khu vực tập trung nhiều trường đại học, nhu cầu cho thuê cực cao!  - Khu vực dân trí cao, hàng xóm thân thiện, an ninh đảm bảo tuyệt đối. - Giao thông kết nối : Cầu Giấy, Xuân Thuỷ, KĐT Yên Hoà!  - Sổ chính chủ, vuông vắn, sẵn sàng giao dịch.Liên hệ em Quân để được tư vấn và xem nhà! 0385 94 1802 Miễn ( TG Quảng Cáo )",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783177.0116658,, 6,,
"6,1 tỷ VNĐ","Thanh Xuân, Hà Nội", 45m2, 5,"Chủ đã mua nhà mặt phố cần bán gấp trước Tết nhà phó Hoàng Văn Thái, Thanh Xuân:+ Diện tích: 45 m².+ Mặt tiền: 5 m.+ Sổ đỏ chính chủ, giao dịch ngay.+ Giá trước Tết: 6,1 tỷ. - Thiết kế:+ Nhà mặt tiền rộng thiết kế phòng nào cũng nắng gió chan hòa.+ Phong cách hiện đại tối ưu hóa công năng sử dụng có ô chờ thang máy.+ Tầng 1: Phòng khách, bếp, wc.+ Tầng 2: Phòng ngủ Master khép kín.+ Tầng 3: 2 phòng ngủ, wc.+ Tầng 4: 1 phòng ngủ, phòng thờ.+ Tầng 5: Phòng giặt, sân phơi, khu tiểu cảnh Nhật bản. - Vị trí:+ Nhà nằm trong khu phân lô quân đội, ngõ dải nhựa ô tô thông, gần phố Hoàng Văn Thái vỉa hè kinh doanh sầm uất..+ Vài bước chân ra đường ô tô tránh, ô tô dừng đỗ ngày đêm.+ Gần khu chung cư nhiều tiện ích dịch vụ đường trường trạm, siêu thị, sân bóng, sân chơi, bãi gửi xe... - Khu vực:+ Giáp ranh Thanh Xuân - Đống Đa - Hai Bà Trưng - Hoàng Mai di chuyển các quận lân cận rất dễ dàng.+ Cơ sở hạ tầng quy hoạch đồng bộ.+ Hàng xóm toàn Tướng, Tá, an sinh cực tốt. - Nội thất: + Đồ gỗ giường tủ bàn ghế.+ Trang thiết bị gắn tường điều hòa nóng lạnh, tranh ảnh.+ Bếp nấu, hút mùi… - Nhà phù hợp nhiều đối tượng khách hàng:+ Mua về ở ngay đón Tết.+ Mua kết hợp vừa ở vừa kinh doanh.. - Liên hệ: Mr Hải, 0946 921 974, chuyên gia tư vấn, mua bán bất động sản khu vực, Cù Chính Lan, Hà Kế Tấn, Hồ Rùa, Hoàng Văn Thái, Lê Trọng Tấn, Nguyễn Lân, Nguyễn Ngọc Nại, Nguyễn Trãi, Nguyễn Văn Trỗi, Nguyễn Viết Xuân, Phương Liệt, Tô Vĩnh Diện, Trần Điền, Trịnh Đình Cửu, Trường Chinh, Đường Vành Đai 2, Đường Vành Đai 3, Vũ Tông Phan, Vương Thừa Vũ,...",16/12/2022,Tin thường,batdongsan_so_com_vn_1673783177.9970295, 3, 5, 5, 6
