price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet
"7,4 tỷ VNĐ",xã đàn, 40m2,,,,"Xã Đàn, Phân lô, Oto, , An ninh đỉnh, dân trí cao, 40m2, hơn 7 tỷ Mô tả: Gia đình cần bán gấp nhà Xã Đàn, thuộc khu phân lô, ngõ oto, gần đường chính, an ninh đỉnh nhất, dân trí cao, 40m2, 7,4 tỷ. + Gần các trường Đại học lớn: Bách Khoa, Xây dựng, Kinh tế, Ngân hàng,… + Gần các bệnh viện lớn: Bạch Mai, Việt Pháp, Đại học Y,… + Là khu phân lô đặc biệt như ốc đảo, an ninh cực tốt, các gia đình để xe ngoài đường buổi tối yên tâm. Ngõ thông nhiều phố lớn như: Phạm Ngọc Thạch. Nằm trên phố sầm uất nhất thuộc Đống Đa nên ra khỏi nhà thì có rất nhiều tiện ích từ các cửa hàng ăn uống, thời trang,… Chợ dân sinh phục vụ ngay sát nhà. + Các trường từ mầm non, tiểu học, trung học cơ sở, THPT nổi tiếng thành phố thuộc quận Đống Đa: THPT Kim Liên, THPT Đống Đa,…. + Sổ đỏ chính chủ, cất két, sãn sang giao dịch ngay. Gọi ngay để được xem nhà, tư vấn miễn phí: 0868181683 – Mr Nghĩa (Miễn môi giới, trung gian).",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806372.972654,,
"6,6 tỷ VNĐ",la khê, 48m2, 4, 4, 4," Bán Nhà, Phan Đình Giót . Hà Đông. Ô Tô Kinh Doanh 48m2 x 4 tầng. Mặt Tiền 4.2m Giá 6.6 Tỷ.    MẶT PHỐ - KINH DOANH ĐA DẠNG  – Ô TÔ    + Nhà mặt phố Phan Đình Giót đường rộng ô tô đỗ ngày đêm, cách đường Quang Trung vài chục mét giao với các đường Nguyễn Trãi, Ngã Tư Sở, Yên Ngĩa, Ngả đi các hướng nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần trường học các cấp, cách Uỷ Ban và Công An phường La Khê vài vài trăm mét, gần Bệnh Đa Khoa Hà Đông, ga tàu điện trên cao, gần Trung Tâm Thương mại AON, Siêu Thị Mêtro Hà Đông, siêu thị coop max, hàng xóm Pack CiTy, gần Thiên Đường Bảo Sơn cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an ninh an toàn. + Nhà nằm trên khu phố sầm uất nhất khu vực Hà Đông, Nhà mặt phố, kinh doanh, văn phòng các loại hình dịch vụ rất đa dạng.  + Nhà thiết kế 4 tầng:                                                                                                          - - - Tầng 1: Phòng khách, Bếp, wc  - Tầng 2,3: Mỗi tầng 2 phòng ngủ và wc - Tầng 4 : Phòng thờ, sân phơi. + Nhà khung cột bê tông chắc chắn.  Sổ đỏ chính chủ, sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806374.2871375,, 3
"4,8 tỷ VNĐ","Ngô Quyền, Hà Đông, Hà Nội", 40m2, 5, 4, 4," # Bán nhà quận Hà Đông đường Ngô Quyền LH: Tình Nhà Đất 0983858722. + Tuyệt đẹp không có căn thứ 2, nhà căn góc, xây mới, full đầy đủ nội thất như hình đường Ngô Quyền, ô tô đỗ cửa, ô tô vào nhà, trước nhà thoáng sáng wiem công viên, DT 40m tầng 1, 4T, mt 4.8, nở hậu đẹp, giá chỉ trên 4 tỷ. nhanh tay LH thương lượng trực tiếp để sở hữu ngay căn nhà tuyệt đẹp này. + Vị Trí: trước nhà thoáng sáng, tương lai wiem công viên, cạnh KĐT Văn Khê, thuận lợi di chuyển Ngô Quyền – Nguyễn Thanh Bình ( Tố Hữu ) – Vạn Phúc – Ngô Thì Nhậm – Quang Trung. + Nhà xây chắc, thiết kế hiện đại, tặng fuii nội thất như hình, tổng 4 ngủ rộng, chuẩn công năng, về ở ngay. + Sổ hồng nở hậu đẹp chính chủ, pháp lý chuẩn, sẵn sàng sang tên. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn hỗ trợ 24/7 ). ",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806375.449028, 5,
4 tỷ VNĐ,Đường Lê Ngọc Hân phường Ngô Thì Nhậm, 35m2, 5,,,"
    CHÍNH CHỦ BÁN NHÀ LÊ NGỌC HÂN, HAI BÀ TRƯNG 35M2, MT5M CHỈ 4 TỶ.                                                                                                        + Nhà nằm ngay trung tâm thủ đô, vài phút xe máy lên đến Bờ Hồ, vài bước chân ra phố là chợ, TTTM, xung quanh các trường cấp 1, 2, 3 và các BV 108, BV Việt Đức, BV Việt Xô....                                                                                                                                                                            + Chủ nhà rất cẩn thận giữ gìn nhà đẹp lung linh, đầy đủ công năng, khách, ngủ, bếp, thờ, phơi. Nội thất rất mới chủ tặng lại cho Khách hữu duyên.                                                                                                                                                                                                                                               + Sổ đỏ vuông vắn sẵn sàng bay.                                                                                                                                                                                                  LH: Vạn Lộc Hưng 0913215721, 0969576525 ( Bằng ĐHBK, IELTS, nguồn nhà hơn 2000 căn, UY TÍN VÀ TẬN TÂM)
",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806376.6797369, 1,
"5,15 tỷ VNĐ","tương mai, hoàng mai, hà nội.", 56m2,, 3, 2,"+Nhà phố nguyễn an ninh ,quận hoàng mai.lô góc-ôtô đỗ cửa, giao với các đường Tân Mai, phố Vọng, Trương Định, Nguyễn Đức Cảnh…Gần nhà rất nhiều tiện ích như; Hồ Đền Lừ, Bến xe giáp bát, Đại học Xây Dựng, Kinh Tế Quốc Dân, Bách Khoa,bệnh viện Bạch Mai,khu vui chơi và nhiều tiện ích khác… +Nhà còn mới, khách mua về ở ngay, thiết kế hiện đại, tối ưu hóa công năng sử dụng, di chuyển 10 ra hồ Đền Lừ, 20 phút đến Bờ Hồ. Phù hợp cho 2 hoặc 3 thế hệ để ở. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Mr Quân – 0911303899 (zalo-messenger). Để được tư vẫn miễn phí, còn rất nhiều căn nhà cùng khu vực với tài chính từ 3-10 tỷ.",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806377.9267998,, 2
76 tỷ VNĐ,Phùng Chí Kiên Cầu Giấy, 184m2, 8, 4, 4," Diện tích 184m2 x4 tầng Mặt tiền 8.4m giá 76 tỷ có thương lượng!  - Nằm tại trung tâm quận Cầu Giấy gần Hồ Tây, Không khí thoáng mát. - Thiết kế 3 tầng nổi 1 tầng hầm : + Tầng hầm : Hầm rượu có 3 bàn ăn có quầy ba có đầy đủ thiết bị nhà bếp cho bữa tiệc 20 người. - Giao thông thuận tiện với tuyến đường Hoàng Quốc Việt, Hoàng Hoa Thám, đường Bưởi.  - Chủ thuê thiết kế trong Sài Gòn thiết kế nội thất mang nét đặc trưng riêng biệt.   Chủ tặng lại toàn bộ nội thất trong nhà cả đồ trang trí chỉ sách vali và đồ kỷ niệm đi.  Sổ đỏ chính chủ pháp lý chuẩn Liên hệ ngay với em  Miễn TG Quảng Cáo! ",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806383.585852,, 4
"12,5 tỷ VNĐ",Long Biên Hà Nội, 100m2, 4, 3, 3,"+ Vị trí cực đẹp, mặt Phố kinh doanh siêu sầm uất. 👉 Phố Hoa Lâm thông thương các tuyến phố Ngô Gia Tự, Vũ Đức Thận, Ô Cách, Việt Hưng...Giao thông vô cùng thuận lợi. + Nhà gần ngay UBND Phường Đức Giang, ngay đầu phố giáp phố Ngô Gia Tự (40m), xung quanh hàng xóm kinh doanh tấp nập. + Hiện trạng nhà 3 tầng, chủ xác định bán đất tặng nhà. - Tầng 1: Chỗ để xe, phòng khách, 1 phòng ngủ, bếp, nhà vệ sinh. - Tầng 2: Chia hai phòng ngủ và có gác lửng. - Tầng 3: Sân phơi rộng, kéo dài hết diện tích nhà. Khách mua về đập đi xây tòa nhà văn phòng 8 tầng thang máy quá tuyệt vời. 👉 Sổ đỏ siêu đẹp, pháp lý rõ ràng + LH: 0987353408(zalo) Mr Quân: hỗ trợ, tư vấn và dẫn xem nhà miễn phí 24/24.",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806384.856798, 7,
"6,1 tỷ VNĐ","Trần Phú, Hà Đông, Hà Nội", 70m2, 7, 2, 3," # Bán nhà quận Hà Đông phường Văn Quán đường Trần Phú LH Tình Nhà Đất 0983858722. + CC cần bán gấp nhà mặt ngõ đường Trần Phú, diện tích lớn, mặt tiền rộng, đường 3m, thông xe chạy vòng quanh, phù hợp ở hay đầu tư xây 5 – 7 tầng thang máy, tòa CCMN dòng tiền đỉnh. DT 70m, 2T, mt 7m, giá bán gấp chỉ trên 80 triệu/m. nhanh tay liên hệ thương lượng trực tiếp để sở hữu ngay, khi giá cả nhà đất ít thời gian tới sẽ không còn giá này nữa.. + Vị trí: tiện chợ, gần trường C1,2, cạnh hồ sinh thái, gần nhiều trường Đại Học: Học viện An Ninh, Đại Học Kiến Trúc, Học viện Công Nghệ Bưu Chính ViễnThông...Thông đường Vũ Trọng Khánh, Thanh Bình ra Tố Hữu đường Trần Phú, vị trí tuyệt vời, giao thông thuận tiện, tiên ích trung tâm. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806385.9947534, 3,
"8,6 tỷ VNĐ",văn quán, 50m2, 4, 5, 6,"Bán Nhà, Chiến Thắng . Hà Đông. Ô Tô Kinh Doanh 50m2 x 5 tầng. Mặt Tiền 4.2m Giá 8.6 Tỷ.    MẶT PHỐ - KINH DOANH ĐA DẠNG  – Ô TÔ ĐỖ NGÀY ĐÊM  + Nhà mặt phố Chiến Thắng đường rộng ô tô đỗ ngày đêm, cách đường Trần Phú vài chục mét giao với các đường Nguyễn Trãi, Ngã Tư Sở, Quang Trung, Ngả đi các hướng nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần các trường Đại Học lớn như Đại Học Kiến Trúc, Học viện bưu chính viễn thông, học viện mật mã, gần Bệnh Đa Khoa Hà Đông, gần ga tàu điện trên cao, gần Trung Tâm Thương mại Roal Anl CiTy, Siêu Thị BigC Hà Đông, siêu thị coop max, cách Hồ Văn Quán vài trăm mét cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an ninh an toàn. + Nhà nằm trên khu phố sầm uất nhất khu vực Hà Đông, Nhà mặt phố, kinh doanh, văn phòng các loại hình dịch vụ rất đa dạng.  + Nhà thiết kế 5 tầng:                                                                                                          - - - Tầng 1: Phòng khách, Bếp, wc  - Tầng 2,3,4: Mỗi tầng 2 phòng ngủ và wc - Tầng 5 : Phòng thờ, sân phơi. + Nhà khung cột bê tông chắc chắn. Chủ bán để về quê ở.  Sổ đỏ chính chủ, sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806387.0724323,, 4
"4,8 tỷ VNĐ",Đường Trần Thái Tông phường Dịch Vọng Hậu, 65m2, 4, 2, 2,"- Nhà view là khu biệt thự cực kỳ thoáng và đẳng cấp. Khu Dịch Vọng Hậu cực kỳ sầm uất, đa dạng mọi tiện ích.  ",25/08/2022,Tin thường,batdongsan_so_com_vn_1673806388.5175672, 2, 2
