price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet
18 tỷ VNĐ,Hà Nội, 75m2,,"Bán gấp toà nhà mặt hồ Phương Mai, đường rộng 18 mét, vỉa hè to, kinh doanh tốt - LH: 0856 968 656.Nhà siêu phẩm hiếm có cho giới tinh hoa.Diện tích 75m2, 8 tầng, thang máy trang bị toàn bộ nội thất cao cấp.Mô tả: + Thiết kế:   - Tầng 1, 2, 3, 4, 5, 6, 7, 8 các phòng đẹp.   Đầy đủ công năng vào nội thất rất cao cấp. + Nhà trước là hồ rộng, vỉa hè rộng ô tô đỗ cửa suốt ngày đêm, thoáng sau ánh sáng ngập tràn. + Nhà ngay trung tâm quận Đống Đa, quận VIP nhiều văn phòng nhất Hà Nội.Giá bán gấp chỉ 18 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịnLiên hệ 24/7, miễn phí 100%: Thanh Bình Land giáo sư thổ cư - 0856 968 656.",14/02/2022,Tin thường,batdongsan_so_com_vn_1673832263.8081331,,,,
"4,5 tỷ VNĐ",Cầu Am- Hà Đông, 45m2, 5,"Bán nhà dân xây, lô góc, ngõ thông, ô tô gần, Cầu Am, Hà Đông, 45mx5 tầng Cần bán gấp nhà trong tháng, nhà tự mua đất xây đẹp long linh với 5 tầng thoáng sáng, lô góc, ngõ thông tứ tung, tổng 6 phòng ngủ rộng, nội thất xịn toàn gỗ lim Lào, chủ nhà dân chuyển xây dựng, nhà còn mới, ở có vài năm, chỉ việc xách vali đến ở, chủ tặng toàn bộ nội thất. Xung quanh đầy đủ tiện ích: trường học các cấp, ngân hàng, chợ, vài bước chân ra phố, hàng xóm văn minh, môi trường trong lành tĩnh. Giao thông di chuyển thuận lợi: Ngô Quyền, Chu Văn An, Yết Kiêu, Thanh Bình, Văn Quán, Nguyễn Trãi, Phùng Hưng, Quang Trung,... Chủ nhà con cháu đuề hòe, nhiều lộc nhiều của muốn chuyển nhà rộng hơn. Giá: 4.5 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian).",10/02/2022,Tin thường,batdongsan_so_com_vn_1673832264.8185513,,,,
"4,6 tỷ VNĐ",Hà Cầu- Hà Đông, 46m2, 5,"Bán nhà trước rằm tháng giêng, 46mx5T, lô góc, ngõ thông, nội thất Vip, Hà Cầu, Hà Đông Chính chủ gửi bán nhà đẹp, vị trí đắc địa nhiều lộc, gia chủ làm ăn thịnh vượng có nhiều tài sản cần bán bớt để mở rộng kinh doanh. Ngõ rộng thông muôn nơi, nhà tự mua đất xây vượng khí tài lộc với 5 tầng thoáng sáng, đầy đủ công năng sử dụng, phòng nào cũng có cửa sổ ban công đón nắng giói, nhà đẹp nhất khu, ô tô đỗ rất gần, vài bước ra phố. Xung quanh vô vàn tiện ích: chợ, siêu thị, ngân hàng, bệnh viện...khu vực dân trí cao, quanh năm sầm uất. Giao thông tỏa các hướng: Lê Lợi, Tô Hiệu, Bà Triệu, Văn Quán, Nhuệ Giang, Phùng Hưng, Đa Sỹ,... Chủ nhà thành đạt, con cái đuề huề rất có lộc, thiện chí bán nhanh có gia lộc. Giá: 4.6 tỷ ( có thương lượng). Sổ vuông như tờ A4, sẵn sàng giao dịch. Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian). ",10/02/2022,Tin thường,batdongsan_so_com_vn_1673832265.978448,,,,
"6,28 tỷ VNĐ",Tô Hiệu- Hà Đông, 60m2, 5,"Bán nhà trong tháng giêng , 60mx5T, kinh doanh, ô tô tránh gần bệnh viện 103, Hà Đông Căn nhà nằm vị trí đắc địa trung tâm Quận Hà Đông gần các bệnh viện lớn, Nhà bán rất đẹp chủ tự xây khung cột chắc chắn, 3 mặt thoáng, các tầng cửa sổ ban công rất đẹp, phong cách hiện đại, khu vực không có căn thứ 2, đường trước nhà ô tô tránh, kinh doanh- ở, cho thuê văn phòng rất đẹp. Dân cư đông đúc, phù hợp đủ các loại hình kinh doanh. Giao thông thuận lợi di chuyển các phố: Văn Quán, Quang Trung,Lương Ngọc Quyến, An Hòa, Ao Sen, Thanh Bình..., gần bến xe bus, bệnh viện lớn, ngân hàng, trường học các cấp... Giá: 6.28 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ: Em Huyền ( Cháu gái chủ nhà) 0965472910- 0363703491- Miễn trung gian. ",08/02/2022,Tin thường,batdongsan_so_com_vn_1673832266.9358876,,,,
"17,1 tỷ VNĐ",Hà Nội, 65m2,," - Mua nhà mặt hồ không khí trong lành tốt cho sức khỏe. - Nhà hiếm, lô góc, ô tô vỉa hè to, thang máy xịn, mặt hồ Kim Liên, không khí trong lành, kinh doanh siêu tốt. - Diện tích: 65m2 vuông đẹp, 6 tầng.    + Tầng 1 + 2 quán cafe.   + Tầng 3 - 6 chủ đang ở.CĂN NHÀ MẶT HỒ KIM LIÊN ĐỐNG ĐA mà chỉ có 17.1 tỷ, nhanh chân đón nhà vị trí cực đẹpMọi chi tiết xin liên hệ 24/7, miễn phí 100% - 0366 555 258.",13/02/2022,Tin thường,batdongsan_so_com_vn_1673832268.048911,,,,
15 tỷ VNĐ,Hà Nội, 70m2,,"Bán gấp nhà Pháo Đài Láng - 70m2x5t -  Mặt tiền 5.5 m - Ô tô tránh nhau.Nhà đẹp mê ly lô góc - Ô tô tránh - Vỉa hè rộng - Thang máy xịn - Kinh doanh ngày đêm. - Vị trí đắc địa. Căn nhà 5 tầng đồ sộ, nội thất cao cấp, nằm trên con phố kinh doanh nhộn nhịp cả ngày đêm. - Thuận tiện đi lại các phố: Nguyễn Chí Thanh, Cầu Giấy, Huỳnh Thúc Kháng, Nguyên Hồng, Láng… - Nhà xây chắc chắn, thiết kế hiện đại, thang máy Nhật. - Thiết kế:  + T1: Kinh doanh (Gara ô tô) + Bếp ăn + WC.  + T2, 3, 4: Các phòng đẹp + WC.  + T5: Phòng thờ + Sân phơi.Sổ vuông vắn, sẵn giao dịch, nở hậu vuông vắn.Giá chào 15 tỷ thương lượng mạnh.Mọi chi tiết xin liên hệ 24/7, miễn phí 100% - 0366 555 258.",13/02/2022,Tin thường,batdongsan_so_com_vn_1673832269.111067,,,,
17 tỷ VNĐ,Hà Nội, 144m2,,"Bán gấp toà building, kinh doanh đỉnh, vỉa hè to, đường ô tô tránh phố Huỳnh Thúc Kháng, Đống Đa - LH: 0856 968 656.Nhà mới thiết kế đẹp, thang máy nhập khẩu, trang bị toàn bộ nội thất cao cấp. + Ở hoặc làm văn phòng, kinh doanh các loại hình cực kỳ tốt, có thể đầu tư tăng giá lên gấp đôi sau một năm. + Không gian sáng thoáng. + Hai mặt ngõ rộng thông 2 chiều, ô tô tránh nhau. + Mặt tiền 10 m diện tích 144m2, 6 tầng, ô tô 16 chỗ vào nhà được. + Cách đường lớn chỉ 50 m, đỗ xe 45 chỗ được, ngõ thông 2 đầu, đi lại cực kỳ thuận tiện, hạ tầng siêu hiện đại đang dần hoàn thiện, đầu tư tăng giá nhanh. + Cách trường học và khu vui chơi như công viên 70m, tiện làm văn phòng hoặc gia đình ở kết hợp thuê, kinh doanh...Liên hệ 24/7, miễn phí 100%: Thanh Bình Land giáo sư thổ cư - 0856 968 656.Miễn trung gian, miễn quảng cáo.",13/02/2022,Tin thường,batdongsan_so_com_vn_1673832270.2500553,,,,
15 tỷ VNĐ,Hà Nội, 89m2,,"Siêu hiếm bán gấp nhà phố Láng Hạ - LH: 0856 968 656.Vị trí vàng quận Đống Đa - Ngõ to như phố - Vỉa hè khủng - Kinh doanh tốt - Giá rẻ đầu tư.Mô tả: + Nhà phân lô phố Láng Hạ, mặt ngõ to như mặt phố, vỉa hè to, 3 ô tô tránh, kinh doanh tốt đủ loại hình. + Nhà 2 mặt thoáng, phía sau nhà còn 1 ngõ đã mở cửa thông.  + Diện tích 89 m2, mặt tiền 8 m, 7 tầng tuyệt đẹp, trang bị thang máy nhập khẩu, toàn bộ nội thất xịn. + Vị trí vàng, trung tâm, đắt đỏ bậc nhất quận Đống Đa. + Sổ đỏ vuông đẹp. + Giá bán chỉ 15 tỷ = SIÊU RẺ, bao sang tên, tặng full nội thất xịn.Liên hệ 24/7, miễn phí 100%: Thanh Bình Land giáo sư thổ cư - 0856 968 656.",13/02/2022,Tin thường,batdongsan_so_com_vn_1673832271.4188936,,,,
26 tỷ VNĐ,Lạc Long Quân, 130m2, 7,"CHủ chuyển đổi hình thức đầu tư, nhờ bán nhà 7 tầng lô góc, thang máy. Đường trước nhà rộng thoáng oto tải tránh nhau hoặc dừng đỗ thoải mái.Nhà thiết kế thông sàn toàn bộ. 3 thoáng vĩnh viễnDiện tích: 130m2 x 7 tầng, mặt tiền 6mGiá: 26 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)TOÀ VĂN PHÒNG - THÔNG SÀN - OTO TẢI DỪNG ĐỖ - PHỐ TRUNG TÂMLiên hệ xem nhà và nhận thông tin chi tiết:0981367887 - Thửa đất vuông đẹp, sổ pháp lý chuẩn cất két sẵn sàng giao dịch",13/02/2022,Tin thường,batdongsan_so_com_vn_1673832272.6246672, 6, 11,,
22 tỷ VNĐ,"Tân Mai, Hoàng Mai, Hà Nội.", 130m2, 7,"NHÀ MẶT PHỐ , VỈA HÈ RỘNG , KINH DOANH SẦM UẤT. +DIỆN TÍCH: 130m2 7 4 22 tỷ +Nhà nằm trong khu vực dân cư đông đúc, dân trí cao, gần các trường đại học, và đầy đủ tiện ích, nhà mặt phố kinh doanh sầm uất. +Nhà thiết kế 7, khung cột rất chắc chắn, sổ đỏ chính chủ, pháp lý sạch sẽ, sẵn sàng giao dịch. Phía sau có sân, có hệ thống PCCC, thoát hiểm đầy đủ. -Tầng 1 là ga ra ô tô, để xe máy, vệ sinh và cầu thang ở giữa. Mỗi tầng 4 phòng (2 đôi, 2 đơn.) -Tổng là 23 phòng ( trong đó là 2 phòng  VIP, 10 phòng đôi, 10 phòng đơn, 1 phòng thờ) +Trang thiết bị nội thất, thang máy sịn sò, Chủ đang kinh doanh tháng 150 tr/th. +Nhà phù hơp kinh doanh Khách sạn,  văn phong, nhà trẻ, phòng khám.... và để ở rất tuyệt. +Giá: 22tỷ có thương lượng giữa chủ nhà với khách hàng. +Thông tin liên hệ: Anh Quyến số ĐT 0399101066/0392668416 để được tư vấn, xem nhà miễn phí",01/02/2022,Tin thường,batdongsan_so_com_vn_1673832274.2693613, 4, 1, 10, 10
