price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
250 tỷ VNĐ,"Phố Tràng Tiền, quận Hoàn Kiếm, Hà Nội", 268m2, 5,"CỰC HIẾM! MẶT PHỐ CỔ TRÀNG TIỀN- KIẾN TRÚC PHÁP- TRUNG TÂM QUẬN HOÀN KIẾM. DIỆN TÍCH SIÊU KHỦNG 268M2. MT ĐỈNH. VỈA HÈ RỘNG RÃI- Ô TÔ 2 CHIỀU DỪNG ĐỖ- KINH DOANH NHÀ HÀNG THƯƠNG HIỆU- KHÁCH SẠN 5 SAO- HỘI NHẬP GIỚI THƯỢNG LƯU HÀ NỘI- GIỮ TIỀN PHÁT TÀI. + Vị trí tuyệt đẹp nhà mặt phố cổ Tràng Tiền trung tâm quận Hoàn Kiếm. Kề cận điểm đến du lịch nổi tiếng Hồ Hoàn Kiếm (300m). Khu vực cực hiếm nhà bán. Diện tích siêu khủng 268m2- Mặt tiền đẳng cấp 5m- độc nhất vô nhị. Kinh doanh phía ngoài nhà hàng Tây đặc sản thương hiệu, phía trong khách sạn 5 sao sang trọng. + Khi đã sở hữu ngôi nhà 250 tỷ, khi đã là chủ tổ hợp nhà hàng khách sạn danh tiếng, khi bạn đã quyết định hội nhập vào giới thượng lưu Thủ Đô- bạn sẽ có thêm nhiều bạn hàng đại tài chủ và nhiều cơ hội kỳ lạ cho sự nghiệp của bạn. + Bạn cũng có thể chỉ đến với ngôi nhà này với mục tiêu duy nhất là giữ tiền. Bạn sẽ rất vui lòng khi Bất động sản này là phương tiện giữ tiền- sinh lời 1 chiều cực chắc chắn, ổn định. Đặc biệt là khi thế giới chìm trong chiến tranh, lạm phát phi mã, đồng tiền mất giá, ngân hàng đang rất xao động và thị trường chứng khoán thê thảm như hiện nay. + Nhà 3 tầng cũ chủ không sử dụng, chủ xác định BÁN ĐẤT tặng nhà. Nhà đã có Giấy phép xây dựng. + Sổ đỏ chính chủ vuông vắn cực đẹp, nở hậu 10 phân rất lộc. Sổ đỏ riêng đứng tên 1 chủ duy nhất, pháp lý sạch. Sổ chủ để trong két sắt, sẵn sàng giao dịch.  + Chủ nhà là Chủ tịch 1 công ty lớn có số má ở Hà Nội, chủ cần bán lấy vốn đầu tư Dự án Nghỉ dưỡng. + Giá: 250 tỷ. _ LH: 0901985688 Phan Ước (Zalo cùng số) + Miễn Trung gian, Môi giới.",20/10/2022,Tin thường,batdongsan_so_com_vn_1673793027.5574045, 12, 3, 4, 5
"12,9 tỷ VNĐ",Đường Trịnh Công Sơn phường Quảng An, 100m2, 7,"
               bước chân ra mặt phố lớn, 2p ra Hồ Tây lộng gió - Tòa nhà bề thế, doanh thu tháng không dưới 1.5 tỷ / năm,chưa kể phụ phí. ",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793028.7342954, 5, 7, 25, 25
"13,9 tỷ VNĐ",Đường Trịnh Công Sơn phường Thụy Khuê, 100m2, 7,"
               bước chân ra mặt phố lớn, 2p ra Hồ Tây lộng gió - Tòa nhà bề thế, doanh thu tháng không dưới 1.5 tỷ / năm,chưa kể phụ phí. ",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793029.9300961, 5, 7, 24, 24
"6,2 tỷ VNĐ","Phố Đại Từ, Hoàng Mai, Hà Nội.", 55m2, 4,"Mô tả. + Nhà Mới Đẹp! Phố Đại Từ, Hoàng Mai, Ngõ Ô Tô, 55m 4Tầng 6.2Tỷ. +Nhà Thiết kế chuẩn đẹp, ánh sáng ngập tràn, nội thất đầy đủ, khách mua về ở luôn. Khu vực an ninh tốt, ngõ nông rộng vài bước ra phố. + Giao thông đi lại thuận tiện. Chạy ra Giải Phóng, Đại Kim, Kim Giang, Vũ Tông Phan…   + Khu vực dân cư đông đúc kinh doanh sầm uất. Di chuyển 5 phút Hồ Linh Đàm, đi bộ hưởng thụ không khí trong lành. 10 phút đến Royal City, có nhiều khu vui chơi giải trí cho gia đình trong các ngày cuối tuần. + Giá 6.2Tỷ ( có thương lượng) + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Mr Quân-0911303899. Tư vấn, xem nhà, miễn phí. Hỗ trợ cùng khách mua nhà với giá tốt nhất.",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793034.105734,, 4, 4, 3
4 tỷ VNĐ,Đường Ngọc Thụy phường Ngọc Thụy, 62m2, 3,"Bán nhà Phố Ngọc Thụy cách vài bước chân, Dt 62m, 2 Tầng, giá hơn 4 tỷ.+ Nhà thiết kế đẹp: + Sổ đỏ sẵn sàng giao dịch.
LH: Giang Bất động sản: Chuyên thổ cư , Đất nền, Chung cư, Tư vấn phong thủy, Hỗ trợ ngân hàng. Hỗ trợ thiết kế nhà.  Tuyển dụng đào tạo Bất Động Sản chuyên nghiệp. Zalo: 0934035888 https://t.me/batdongsantc https://www.facebook.com/lehaigiang77 https://www.facebook.com/groups/batdongsantc3mien",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793036.6826746, 3, 2, 2, 1
3 tỷ VNĐ,Đường Xuân Đỉnh phường Xuân Đỉnh, 37m2, 4,"- Nhà bán nằm trong ngõ 205 Xuân đỉnh, ngõ thông sang khu ngoại giao đoàn. Giao thông thuận tiện các hướng đi Võ Chí Công, Xuân La, Xuân Đỉnh, Lạc Long Quân. Đi bộ vài bước chân ra công viên Hòa Bình.- Nhà bán có diện tích 37m x 5 tầng xây mới, Thiết kế cầu thang cuối, tổng 4 Phòng ngủ. Nhà xây khung cột chắc chắn, cửa sổ ban công, nội thất cơ bản.- Tiện ích xung quanh đầy đủ từ trường, chợ, mua sắm, vui chơi. Bán kính 200km là tổ hợp Trung tâm thương mại Staleck đang hình thành, an ninh tốt.- Sổ đỏ vuông đẹp- Giá chào bán: 3.95 tỷ- LH Lê Hà 0977704018XĐ213",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793037.577752, 4, 5, 4, 4
55 tỷ VNĐ,Đường Võ Chí Công phường Xuân La, 176m2, 8,"- CHO THUÊ TÒA NHÀ CĂN HỘ CAO CẤP, DÒNG TIỀN 400TR/TH-Nhà gồm 80 căn hộ khép kín.-Thiết kế - Hầm để xe + bảo vệ- T1 Văn phòng- T2_t8 mỗi tầng 10p + vệ sinh kép kín- T9 sân phơi.* Đường vào ô tô tránh phù hợp cho thuê ccmn hoặc ks kết hợp để ở.* Khu vực sầm uất tiện ích an sinh đỉnh cao, khách mua đầu tư giữ tiền tuyệt vời.* Sổ cực đẹp nở hậu sẵn sàng giao dịch.",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793038.5900452, 1, 9, 85, 81
"13,5 tỷ VNĐ",Đường Tố Hữu phường Dương Nội, 83m2, 5,""",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'liỀn="""" kỀ="""" an="""" hƯng="""" -="""" phÂn="""" lÔ="""" vỈa="""" hÈ="""" rỘng="""" thÊnh="""" thang="""" Ô="""" tÔ="""" trÁnh="""" kinh="""" doanh="""" vĂn="""" phÒng="""" Ở="""" sƯỚng.="""" span="""" p="""" class=""MsoNormalSPAN"" vi'+="""" bán="""" liền="""" kề="""" kĐt="""" hưng,="""" phường="""" dương="""" nội,="""" hà="""" Đông.="""" vi'="""">+ Diện tích: 83m, Nhà 4 tầng, Mặt tiền 5m. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" giá="""" chào:="""" 13.5="""" tỷ="""" span="""" p="""" class=""MsoNormalSPAN"" khu="""" đô="""" thị="""" an="""" hưng="""" có="""" quy="""" mô="""" diện="""" tích="""" 29,4ha,="""" nằm="""" trong="""" ranh="""" giới="""" quản="""" lý="""" hành="""" chính="""" phường="""" la="""" khê="""" và="""" xã="""" dương="""" nội.="""" phía="""" bắc="""" giáp="""" đất="""" nông="""" nghiệp="""" nội,="""" nam="""" dân="""" cư="""" văn="""" khê,="""" tây="""" sông="""" Đông="""" khê.="""" vi'="""">+ Nhà mình bán 4 tầng, hiện đang cho thuê 30 triệu/ tháng. Khu vực kinh doanh, văn phòng sầm uất.  "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" thiết="""" kế:="""" span="""" p="""" class=""MsoNormalSPAN"" vi'-="""" tầng="""" 1:="""" sân="""" để="""" xe,="""" sảnh="""" văn="""" phòng,="""" vệ="""" sinh,="""" khe="""" thoáng="""" tiểu="""" cảnh="""" phía="""" sau.="""" vi'="""">- Tầng 2,3,4: Mỗi tầng 2 phòng vệ sinh giữa. Phòng bên ngoài có ban công và 1 phòng kho khép kín chủ mới làm thành nhà vệ sinh hay thang máy đều phù hợp. Phòng phía sau đón ánh sáng tự nhiên với khe thoáng rộng.  "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" sổ="""" đỏ="""" phân="""" lô="""" siêu="""" đẹp.="""" span="""" p="""" class=""MsoNormalSPAN"" liên="""" hệ="""" xem="""" nhà:="""" 0902.083.139="""" vi'="""">Miễn phí xem nhà – Nguồn nhà phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793039.7678952, 12, 4, 4, 4
"4,4 tỷ VNĐ",Đường Hoàng Quốc Việt phường Nghĩa Đô, 46m2, 7,"
    
Hiếm. Cầu Giấy chưa đến 100tr/m. Hoàng Quốc Việt 46m, 4T, MT7m. 100m ra ô tô. Giá: 4.4 tỷ. 

Vị trí: Hoàng Quốc Việt nơi tiếp giáp các quận Tây Hồ, Ba Đình, Cầu Giấy. Hoàng Quốc Việt thông các tuyến đường Võ Chí Công, Bưởi, Nguyễn Đình Hoàn, Nguyễn Văn Huyên, Trần Cung, Phạm Văn Đồng, Nghĩa Đô, Nghĩa Tân, Đặng Thùy Trâm, Nguyễn Phong Sắc....

Nhà dân xây 4 tầng, rộng, còn rất mới, khung cột bê tông chắc chắn. Thiết kế đầy đủ công năng: Sân để xe, khách, bếp, phòng ngủ, phòng làm việc, phòng thơi, sân phơi....

Sổ đỏ: Sẵn sàng giao dịch.

LH: Ngọc Duyên
",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793040.8519938, 2, 4, 5, 3
"9,3 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 45m2, 4," đắc địa+ Phù hợp kinh doanh cửa hàng, online, tạp hoá, tiệm làm tóc móng, hàng ăn uống, văn phòng Công ty... - Tầng 2: Thông sàn, Bếp, phòng khách, WC. - Tầng 6: Kho chứa đồ, sân chơi.  Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",23/10/2022,Tin thường,batdongsan_so_com_vn_1673793042.100682, 4, 6, 8,
