price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet
"9,2 tỷ VNĐ","Văn La, Hà Đông, Hà Nội.", 55m2, 5,"  * Cực đẹp nhà xây mới cứng, full đồ nội thất, đường 3 ô tô tránh, ô tô vào nhà, vỉa hè 2 bên, nhà Văn La quận Hà Đông. nhà xây chắc, thiết kế đẹp, thông sàn T1,2 kinh doanh, ngay cạnh chợ Văn La, gần sát đường Quang Trung, cạnh KĐT Văn Phú, khu an ninh tốt, dân trí cao, ở thích, an sinh đỉnh, kinh doanh nhiều loại hình. DT 50/55mT2, 5 T, mt 4.5m, giá chỉ xíu trên 9 tỷ. LH nhanh thương lượng trực tiếp, Chủ đang rất cần bán gấp giá chốt bất ngờ. + Sổ vuông đỏ đẹp, pháp lý chuẩn, sẵn sàng giao dịch. * nhanh tay LH: 0983858722 Tình nhà phố ( chuyên bán, nhận ký gửi nhà đất Thổ cư, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811843.917017, 4, 10, 4, 4
"7,9 tỷ VNĐ",láng, 55m2,,"Mô tả: Bán nhà siêu phẩm Phân lô, Lô góc, ngõ nông, thông tứ tung, ngõ to rộng, hiếm, đẹp khu vực Đường Láng, Yên Hoà, Yên Lãng, Hoàng Cầu , Thái Thịnh, Thái Hà, trung tâm quận Đống Đa , diện tích 55m2x 5 tầng. + Nhà mới chủ xây tâm huyết để ở được vài năm, thiết kế không gian đẹp với 4 phòng ngủ sáng, thoáng đãng, tối ưu công năng sử dụng. Nội thất cao cấp, chủ để lại cho khách mua thiện chí. + Nhà thiết kế tầng 1 thoáng rộng, thông sàn để kinh doanh, 2 mặt tiền nên chủ nhà đang kinh doanh về Spa, rất có lộc, đông khách. + Ngõ nhà nông, 3 gác chạy thoải mái, 5 bước chân ra ngoài đường lớn, phố chính tiếp cận nhanh nhất với các nút giao thông chính như Thái Hà, Thái Thịnh, Đường Láng, Hoàng Cầu,… + Gần các trường học chất lượng các cấp, đi vào trung tâm hoặc đi sang các quận Hai Bà Trưng, Hoàn Kiếm, Ba Đình, Cầu Giấy, đều tiện. + Sổ đỏ chính chủ, vuông vắn đẹp. + Giá bán: 7.8 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7 ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811845.446924,,,,
"4,5 tỷ VNĐ","Tây Nam hồ Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội", 100m2,,"BÙNG NỔ CHUNG CƯ MELODY LINH ĐÀM HƯNG THỊNH - HOT CHỈ VỚI 900 TR VỐN BAN ĐẦU BẠN SỞ HỮU NGAY CH 2 PN 68M2 - 90M2 FULL NỘI THẤT CAO CẤP - VAY 0% TRONG 24 THÁNG - KHÔNG GIAN SỐNG LÝ TƯỞNG TẠI TRUNG TÂM HÀ NỘI. VIEW HỒ LINH ĐÀM QUẬN HOÀNG MAI - Cạnh Trường Chu Văn An CĐT Hưng Thịnh - Dự án khởi công GĐ1------------------------------CHÍNH SÁCH Bán hàng siêu khủngCk 3% cho 100 KH ký hđ sớm nhấtCk 2% cho KH ký HĐ từ căn 100-200Ck 1% cho KH ký HĐ từ căn 200-300Ck 3% cho KH không tham gia vay 0%Ck 1% KH ở hoặc làm việc quận Hoàng maiCk 15%/năm Thanh toán nhanh dòng tiền.Hỗ trợ vay bank 0%/24 tháng từ quý 1/2023.Hỗ trợ phí quản lý vận hành 50% trong 24 thángMua Căn Hộ Cao Cấp Nhất Linh Đàm quá dễ dàng-------------------------------HÃY TÌM HIỂU CHUNG CƯ HƯNG THỊNH LINH ĐÀM CÓ GÌ HOT1 MẬT ĐỘ SIÊU THOÁNGVới 100% Căn hộ có 2 LOGIA đón nắng gió và ánh sáng tự nhiênQuy mô 4 Block ~ hơn 1800 căn hộ mật độ xây dựng chỉ 41%2 CHỦ ĐẦU TƯ UY TÍNTập đoàn Hưng Thịnh - Top 10 Chủ Đầu Tư uy tín nhất Việt NamGiấy tờ pháp lý rõ ràng, minh bạch sở hữu lâu dài3 NỘI THẤT SANG TRỌNGThiết kế SANG CHẢNH không góc chếtCăn hộ có nội thất cao cấp nhập khẩu từ Châu Âu4 VỊ TRÍ THUẬN LỢIMảnh đất ""KIM CƯƠNG"" cuối cùng tại Khu Đô Thị Tây Nam Linh Đàm, Hoàng MaiHệ thống giao thông đồng bộ, hiện đại, kết nối nhanh chóng với các khu vực lân cậnLiền kề trường Tiểu học Chu Văn An10 phút đến Công viên Yên Sở15 phút đến Bệnh Viện Bạch Mai10 phút Metro Hoàng Mai10 phút đến BX Giáp Bát, Nước Ngầm20 phút Hồ Gươm, trung tâm thủ đô5 TIỆN ÍCH NỘI KHU CHUẨN QUỐC TẾ:Hơn 200 Tiện ích nổi bật: Siêu thị, trung tâm thương mại, Gym, spa, nhà hàng, nhà trẻ, khu thể thao phức hợp, bể bơi vô cực,Hồ bơi, vườn dạo bộ, khu vui chơi trẻ em khu TDTT (tennis, bóng rổ, bơi...) Khu BBQ ngoài trời. Khu TTTM, nhà trẻ, Gym, Spa...... An ninh đảm bảo 24/76 Diện tích đa dạngCăn 2PN : 68m 76m - 82m 89mCăn 3PN : 92m 95m 107mCăn 4PN : 147m7 ƯU ĐÃI KHI THANH TOÁN - HỖ TRỢ ĐẾN 70% GIÁ TRỊ CĂN HỘ Thanh toán vô cùng hấp dẫn: 15-20 đợt (mỗi đợt 3 - 5%)Nhanh chóng liên hệ để có quỹ căn đẹp nhất, nhận chiết khấu tốt nhất",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811847.0725756,,, 3, 2
"4,16 tỷ VNĐ",Đường A phường Kim Sơn, 80m2,,"Đất siêu đẹp giá đầu tư ở khu TĐC Keo , Kim Sơn, Gia Lâm . -Diện tích : 80m2, mặt tiền 4.5m đường rộng 15m thoáng mát. -Nằm ngay vị trí trung tâm , sát chợ Keo, ủy ban, trường học, trạm y tế…Học viện Tòa án chỉ vài bước chân. xung quanh đầy đủ tiện ích. Giao thông kết nối đi lại rất thuận tiện. -Giá đầu tư đẹp chỉ 4.16 tỷ Lh:0346996426 để đi xem ngay và chốt. ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811848.8358572, 4,,,
14 tỷ VNĐ,"Phố Cát Linh, Cát Linh, Đống Đa, Hà Nội.", 39m2, 3,"Bán nhà MẶT PHỐ quận Đống Đa LÔ GÓC, SĐCC, 39m2, 3 tầng, mt 3.3, vỉa hè 5m. + Nhà 1 mặt phố, 1 mặt ngõ + Lô góc thoáng sáng vô cùng, vị trí tuyệt đẹp. + Giao thông thuận tiện. + Sổ đỏ chính chủ sẵn sàng giao dịch. Giá: Thoả thuận. 0️⃣3️⃣5️⃣6️⃣5️⃣5️⃣1️⃣0️⃣9️⃣1️⃣   = 0️⃣9️⃣4️⃣4️⃣1️⃣8️⃣5️⃣3️⃣5️⃣4️⃣ ☎️ Liên hệ 0356551091 – 0944185354. Em Vân Anh - xem nhà miễn phí.",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811850.4266503, 3,, 3, 2
"7,8 tỷ VNĐ",thai thịnh, 50m2,,"Mô tả: Bán nhà Phân lô, Lô góc, ngõ nông, thông tứ tung, ngõ to rộng, hiếm, đẹp khu vực Yên Lãng, Hoàng Cầu , Thái Thịnh, Thái Hà, trung tâm quận Đống Đa , diện tích 50m2x 5 tầng. + Ngõ nhà nông, 3 gác chạy thoải mái, 5 bước chân ra ngoài đường lớn, phố chính tiếp cận nhanh nhất với các nút giao thông chính như Thái Hà, Thái Thịnh, Đường Láng, Hoàng Cầu,… + Nhà mới chủ xây tâm huyết để ở được vài năm, thiết kế không gian đẹp với 4 phòng ngủ sáng, thoáng đãng, tối ưu công năng sử dụng. Nội thất cao cấp, chủ để lại cho khách mua thiện chí. + Nhà thiết kế tầng 1 thoáng rộng, thông sàn để kinh doanh, 2 mặt tiền nên chủ nhà đang kinh doanh về Spa, rất có lộc, đông khách. + Gần các trường học chất lượng các cấp, đi vào trung tâm hoặc đi sang các quận Hai Bà Trưng, Hoàn Kiếm, Ba Đình, Cầu Giấy, đều tiện. + Sổ đỏ chính chủ, vuông vắn đẹp. + Giá bán: 7.8 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811851.6582723,,,,
,"Thanh Liệt, Thanh Trì, Hà Nội", 70m2,,"Dự án khu nhà ở thương mại dịch vụ HDB Thanh Trì. Địa điểm: Từ Cầu Tó đi xuống 600m, nằm ngay mặt đường Quốc Lộ 70 (xã Thanh Liệt, Thanh Trì, Hà Nội). Giá đất đợt 1: 65 - 70 tr/m2, S = 71 - 73 - 78 - 81 m2 (quy mô 4 tầng). Dự án nằm tại vị trí đắc địa của huyện Thanh Trì cách bệnh viện K 2km, bệnh viện 09 1,5km. Cách khu đô thị Đại Thanh 1,2km. Một trong những khu nhà ở tiềm năng tại Hà Nội khi Thanh Trì sắp đổi mình thành Quận Thanh Trì ô tô vào trong 1 trong những khu nhà ở hiếm tại Hà Nội, khu công viên Chu Văn An nằm ngay đằng sau tại dự án đã được thành phố Hà Nội phê duyệt rất nhiều tiện ích trường học, khu vui chơi giải trí... Có giá bán buôn. Hãy là người đầu tiên sở hữu ngay sản phẩm. Hotline: 0975607865",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811853.2569947,,,,
"4,4 tỷ VNĐ",Đường Phan Đình Giót phường Phương Liệt, 36m2, 3,,29/07/2022,Tin thường,batdongsan_so_com_vn_1673811854.5896587, 3, 2, 3, 3
"3,5 tỷ VNĐ","lê đức thọ, mỹ đình 2, nam từ liêm", 42m2,,"Lê Đức Thọ, 42m2 x 4T, giá 3.5 tỷ, nhà đẹp, ở ngay + Vị trí đẹp, nằm ở ngõ 63 Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm + Nhà 4 tầng, 4 phòng ngủ, thiết kế chắc chắn hiện đại, nhà mới, đẹp + Chủ nhà thiện chí bán Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ Mr Tùng 0969541111( Chuyên Thổ Cư Hà Nội) ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811856.1285536,,,,
"7,4 tỷ VNĐ","Văn Quán, Hà Đông, Hà Nội", 45m2, 5,"  * Tuyệt đẹp nhà xây mới cứng, full đồ nội thất, ngõ ô tô tránh, ô tô vào nhà, Văn Quán quận Hà Đông. nhà xây chắc, thiết kế đẹp, thông sàn T1 kinh doanh, khu an ninh tốt, dân trí cao, ở thích, an sinh đỉnh, ở hay kinh doanh cho thuê văn phòng, tạp hóa, hàng ăn, Spa, nall toc... đều đẹp. DT 45, 5 T, mt 4m, giá chỉ xíu trên 7 tỷ. LH nhanh thương lượng trực tiếp, Chủ đang rất cần bán gấp giá chốt bất ngờ. + Sổ vuông đỏ đẹp, pháp lý chuẩn, sẵn sàng giao dịch. * nhanh tay LH: 0983858722 Tình nhà phố ( chuyên bán, nhận ký gửi nhà đất Thổ cư, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811858.9753094, 4, 5, 4,
