price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet
"1,4 tỷ VNĐ",xã Bình Yên - huyện Thạch Thất - Hà Nội, 70m2,, 5, 8,"Siêu phẩm Bình YênLiên hệ ngay em Nhật hoặc add zalo em để biết thêm thông tin và nhận ngay 2 chỉ vàng* Vị trí:- Nằm ở trung tâm xã* Tiện ích :- Chợ , Trường Tiểu học, THCS, THPT , Bệnh viện- Dân cư đông đúc* Giao thông:- Đường liên xã 8mLiện hệ ngay với em Nhật hoặc add zalo em để biết thêm thông tin và nhận ngay 2 chỉ vàng",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830374.5229125,,,
15 tỷ VNĐ,Hà Nội, 66m2,,,,"Bán nhà phố Xã Đàn, phường Ô Chợ Dừa, Đống Đa - SĐT: 0366 555 258. - Vị trí đẹp đường trước nhà 10 m, cách mặt phố chỉ 30m. - Diện tích 66 m2, 5 tầng, mặt tiền 6 m. - Nhà xây khung cột chắc chắn, thiết kế cực kì đẹp. - Nội thất toàn hàng hiệu, thang máy nhập khẩu, chỉ việc ở luôn. - Nhà thuộc khu văn minh, dân trí cao, nhiều tiện ích, rất sạch sẽ... - Giao thông thuận tiện thông sang các tuyến đường Nam Đồng, Tôn Đức Thắng, Phạm Ngọc Thạch, Hồ ba mẫu, Lê Duẩn, Hoàng Cầu, Hào Nam, Hoàng Cầu... - Sổ đỏ đẹp, vuông vắn, sẵn sàng sang nhượng. - Giá chỉ 15 tỷ thương lượng mạnh. - LH miễn phí 24/7: 0366 555 258.",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830375.8074803,,,
70 triệu VNĐ/m2,Số 25 Lê Văn Lương - Nhân Chính - Thanh Xuân - Hà Nội, 106m2, Đông nam, 2,,"Mở bán Dự án BRG Diamond Residence - Số 25, Đường Lê Văn Lương♦ Tọa lạc tại vị trí đắc địa với 2 mặt tiền quý giá Lê Văn Lương và Hoàng Đạo Thúy.♦ BRG Diamond Residence tổ hợp căn hộ cao cấp và TTTM hiện đại bậc nhất phí Tây Hà Nội với tiện ích vượt trội như: TTTM hạng A, vườn thượng uyển trên cao, bể bơi thông minh trên cao, trường học, thang máy tốc độ cao......♦ Tổng quan dự án:* Tổng diện tích đất : 8.004 m2 với mật độ XD: 46%* Tổng số căn hộ: 662 căn trong đó:+ Diện tích căn hộ từ: 62m-275m2+Căn 2PN: Diện tích 61,8 - 103,7m+Căn 3PN: Diện tích 106m-144m+Căn 4PN: Diện tích 203m+ 35 tầng nổi và 5.5 tầng hầm+ Với 753 chỗ để xe ô tô và 1155 chỗ để xe máy♦ Với chính sách bán hàng ưu việt :* Hỗ trợ lãi suất 0% trong vòng 18 tháng (Tối đa 65%)* Khách hàng TTS 95% chiết khấu lên tới 7% giá bán* Khách hàng TTS 70% chiết khấu 5% giá bán* Giảm trừ nhận bàn giao thô* Tiến độ thanh toán linh hoạt: chia thành 6 đợt♦ Tiêu chuẩn bàn giao: hoàn thiện đồ liền tường cao cấp và bàn giao không gian sáng tạoLH:0327375585",07/03/2022,Tin thường,batdongsan_so_com_vn_1673830376.9554474,, 3, 2
"3,9 tỷ VNĐ",Thanh Bình Mỗ Lao, 34m2, Đông bắc, 4,,"- Chính chủ bán nhà Thanh Bình Mỗ Lao Hà Đông.- Nhà nằm ngay mặt đường chính, ô tô vào nhà, ngõ thông thoáng có thể kinh doanh nhỏ lẻ.- Gần trường cấp 1 cấp 2 Mỗ Lao. Gần chợ , Big c Hà Đông, sân bóng Vinmart 100m. Khu vực có dân trí cao người dân thân thiện. Giáp với KĐT Vạn Phúc nên hưởng toàn bộ tiện ích của KĐT...- Nhà 5 tầng được xây dựng kiên cố.+ Tầng 1: Để xe phòng khách bếp vệ sinh.+ Tầng 2 + 3 + 4: 2 Phòng ngủ + vệ sinh.+ Tầng 5: Phòng thờ sân phơi.- Nhà đầy đủ nội thất cao cấp, trần thạch cao, tủ bếp tủ tường, cầu thang và cửa thông phòng đều bằng gỗ lim... Đá cầu thang làm bằng đá Kim sa mặt đen cổ trắng mang đến cảm giác sang trọng cho ngôi nhà. Thiết kế tỉ mỉ chỉ cần về ở.- Liên hệ chính chủ để biết thêm thông tin: Mr. Khắc Anh.",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830378.36767, 5, 3, 3
14 tỷ VNĐ,Hà Nội, 66m2,,,,"Chính chủ gửi bán gấp nhà phố Tây Sơn, quận Đống Đa - LH: 0856 968 656.Khu phân lô ô tô tránh, vỉa hè to, kinh doanh đỉnh mọi loại hình, doanh thu cực khủng. + Diện tích 66m2, mặt tiền rộng 6 m, quá lý tưởng, sổ đỏ phân lô vuông đét.  + Nhà chủ tự xây mới được 3 năm. + Trang bị toàn bộ nội thất cao cấp, thang máy nhập khẩu. - Tầng 1 là gara ô tô, kinh doanh, WC. - Tầng 2, 3, 4, 5, 6 Các phòng đẹp, WC. - Tầng 7 là phòng thờ và sân phơi.Ngõ thông rộng, khu dân trí cao, an ninh tốt, nhiều tiện ích.Giá chào chỉ 14 tỷ thương lượng sâu, bao sang tên, tặng nội thất.Liên hệ 24/7 em Bình để xem nhà: 0856 968 656.",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830379.445787,,,
"9,477 tỷ VNĐ",25 lê văn lương, 158m2, Đông nam,,,"BRG Diamond Residence 25 Lê Văn Lương.- Chung cư hạng sang duy nhất tại nội đô có sự xuất hiện của các căn hộ 3pn - 3wc & 4pn - 3wc với 3 ban công rộng rãi, giúp gia chủ tận hưởng không gian sống như resort nghỉ dưỡng quanh năm.- Vị trí đắt giá, ngay góc ngã tư Hoàng Đạo Thúy & Lê Văn Lương, trái tim của KĐT Trung Hòa Nhân Chính, giao điểm của 3 quận Cầu Giấy, Đống Đa, Thanh Xuân - trung tâm tài chính của Hà Nội, nơi sinh sống của cộng đồng người nước ngoài và doanh nhân thành đạt.- Dự án rộng 8004m2 với 4 mặt thoáng và 2 lối vào từ 2 đường lớn, đảm bảo tính thanh khoản cực cao do vị trí mang lại.- Quy hoạch đường Vành đai 2,5 là yếu tố quan trọng về hạ tầng và tiềm năng tăng giá của dự án và cả khu vực.- Những con số ấn tượng không thể bắt gặp tại bất kỳ chung cư cao cấp nào khác.+ Hành lang rộng 2,1m được ốp đá và trang bị điều hòa, đạt tiêu chuẩn khách sạn 5*.+ Trần nhà cao 3,6m tạo sự phóng khoáng và sang trọng cho căn hộ.5,5 tầng hầm cung cấp 753 chỗ để ô tô/ 662 căn hộ.+ Mật độ cực thấp, chỉ 11 - 12 căn/sàn với 5 thang máy mỗi tòa.30% số căn hộ sở hữu tới 3 ban công rộng như một khu vườn.+ Chính sách bán hàng hấp dẫn, có lợi cho nhà đầu tư.+ Chiết khấu 2% nếu thanh toán theo tiến độ.+ Chiết khấu tới 6% nếu thanh toán sớm 95%.+ Hỗ trợ vay miễn lãi 65% và ân hạn nợ gốc tới 31.6.2023.+ Miễn 1 năm phí dịch vụ và phí gửi xe ô tô.- Quy mô khu cao tầng: 2 tòa D01 và D02 chung 1 khối đế cao 35 tầng.* Diện tích căn hộ bao gồm:+ Căn hộ 2PN: 61m2 giá từ 3.7- 4.2 tỷ (chưa tính chiết khấu).+ Căn hộ 3PN: 103m2 - 120m2 - 144m2 giá từ 6,2 - 8,5 tỷ (chưa tính chiết khấu).+ Căn hộ 4PN: 160m2 - 201m2, giá từ 8.6 - 12.5 tỷ (chưa tính chiết khấu).- Tiện ích căn hộ BRG 25 Lê Văn Lương:+ Khối đế trung tâm thương mại 5 tầng với nhiều thương hiệu thời trang và ẩm thực quốc tế, sảnh coffe Starbucks với diện tích 5002m2.+ Bể bơi, vườn dạo bộ, sky bar, BBQ, khu vui chơi trẻ em, gym, spa tại tầng 5M.+ Vườn thiền, khu đá massage, khu tâm linh, vườn yoga, sky coffe tại tầng mái.+ Dịch vụ 5* cho giới thượng lưu như: Đỗ và lấy xe cho cư dân, bác sĩ gia đình, giặt ủi, quản gia, siêu thị giao hàng tận cửa căn hộ.Cùng hàng ngàn ưu đãi khác...",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830380.7443128, 8, 4,
15 tỷ VNĐ,Hà Nội, 57m2,,,,"LÕI ĐỐNG ĐA - OTO THANG MÁY - VỈA HÈ - KINH DOANH ĐỈNH - LH: 0856 968 656. - Nhà 5 tầng, chủ tự xây rất chắc chắn năm 2020 xác định ở lâu dài. - Trang bị nội thất cao cấp, thang máy nhập khẩu - Thiết kế đẹp phong thuỷ tốt mua về ở luôn - Trước nhà hai oto tránh nhau, vỉa hè rộng để xe ngày đêm. - Giao thuông thuận tiện đi lại. - Sổ đỏ vuông đẹp thông số vàng. - Diện tích 57 m2, 5 tầng, mặt tiền 5 m. - Giá chào bán chỉ 15 tỷ thương lượng sâu, bao sang tên, tặng nội thất xịn.Liên hệ miễn phí 24/7 Mr. Bình - 0856 968 656.",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830381.919169,,,
9 tỷ VNĐ,"Bế Văn Đàn, Hà Đông, Hà Nội.", 38m2,,, 10," # Bán nhà  mặt phố Bế Văn Đàn, Hà Đông, đẹp nhất phố, đường ô tô tránh, vỉa hè thênh thang kinh doanh khủng khiếp, DT 34/38m, 2T, Giá chỉ có 9 tỷ. + Vị trí số 1 vô địch đắc địa kinh doanh phù hợp làm phòng khám, nhà thuốc, hàng ăn... tại đường Bế Văn Đàn, phường Quang Trung, quận Hà Đông. + Gần Bệnh viện Đa Khoa Hà Đông, song song mặt phố Quang Trung, gần ngay chợ Vồ, trung tâm phố tiện ích. + Vỉa hè thênh thang, đường ô bàn cờ 2 xe tải tránh chạy thông khắp quận, giao thông vô cùng thuận lợi. + Hiên trạng nhà 2 tầng vẫn sử dụng tốt chủ mới mua về giữ tiền mà vẫn có đều dòng tiền khủng, hoặc xây mới lên thông sàn 5 tầng, giá trị không tưởng. + Giá chỉ 9 tỷ không có căn thứ 2. + Sổ vuông đỏ đẹp, chính chủ pháp lý chuẩn. + Để tham khảo thêm hàng 100 ngôi nhà mặt phố, vị trí kinh doanh, lô góc, đẹp độc lạ, những khu đất vượng khí đón tài lộc giá từ 3 đến 40 # LH SĐT: Tình nhà phố 0906113879 ( chuyên nhà đẹp, nhà phố, nhà tiềm năng, dòng tiền, có uy tín trong giới nhà đất quận Hà Đông, Hà Nội ).",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830383.5888515, 2, 2,
"2,85 tỷ VNĐ",đường Lĩnh Nam, 36m2,, 4, 4,"*Cần bán gấp nhà Lĩnh Nam- Hoàng Mai nên giá cực đẹp. Tặng nội thất cao cấp. Xách đồ về ở ngay. LH 0345752279 Mô tả: +Vị trí: Đường Lĩnh Nam, ngõ ô tô. Thuận lợi di chuyển ra đường Vành Đai 3, Nam Dư, tiện ích trường , chợ quanh nhà không thiếu thứ gì. +Thiết kế : Nhà mới đẹp, bê tông cốt thép chắc chắn. diện tích 36 m2, 4 tầng, 3 ngủ bố trí hợp lý. +Sổ đỏ đẹp sẵn sàng giao dịch. +Giá chào bán 2.85 tỷ ( Giá chốt bất ngờ) * Liên hệ ngay em Bình để được tư vấn và xem nhà miễn phí mọi khung giờ! *Môi giới xin bỏ qua bài viết.",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830385.2454455, 4, 3,
"4,75 tỷ VNĐ","Phan Đình Giót, Hà Đông, Hà Nội.", 36m2,, 4, 8," # Không rễ kiếm nhà mặt phố Phan Đình Giót, Hà Đông, đường ô tô tránh, căn góc, kinh doanh khủng khiếp, DT 36m, C4, Giá chỉ có 4.75 tỷ. + Vị trí vô địch, đắc địa kinh doanh nhiều loại hình tại đường Phan Đình Giót, phường La Khê, quận Hà Đông. + Gần chợ Bông Đỏ, canh KĐT Ngô Thì Nhậm, trong tíc tắc ra đường Quang Trung, thông sang Ngô Thì Nhậm, chạy tới đường Lê Trọng Tấn, đường Tố Hữu, Lê Văn Lương giao thông thuận tiện. + Hiên trạng nhà C4 chủ mới mua về phù hợp đầu tư giữ tiền, cho thuê, hay xây tòa 5 tầng vừa ở vừa kinh doanh thì đẹp lắm. + Khu vực: dân cư đông đúc, buôn bán tấp nập qua lại nhộn nhịp. + Giá đầu tư 4.75 tỷ. + Sổ vuông đỏ đẹp, chính chủ sẵn sàng giao dịch. + Để tham khảo thêm hàng 100 ngôi nhà mặt phố, vị trí kinh doanh, lô góc, đẹp độc lạ, những khu đất vượng khí đón tài lộc giá từ 3 đến 40 # LH SĐT: Tình nhà phố 0906113879 ( chuyên nhà đẹp, nhà phố, nhà tiềm năng, dòng tiền, có uy tín trong giới nhà đất quận Hà Đông, Hà Nội ).",12/03/2022,Tin thường,batdongsan_so_com_vn_1673830391.374374, 1, 2,
