price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet
"2,98 tỷ VNĐ",Đường Ngô Gia Tự phường Việt Hưng, 36m2, 4, 1," Vị trí đẹp gần phố, ô tô đỗ cổng, tránh cách nhà vài bước chân, Gần chợ, Siêu thị, trường học cấp 1,2 Việt Hưng, Lê Văn Thiêm, BVĐK, -Nhà dân xây được vài năm vẫn còn đẹp long lanh diện tích 36m2x4 tầng thiết kếhợp lý nhiều phòng ngủ và các phòng chức năng khác - Sổ đỏ chính chủ sẵn sàng giao dịch ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814914.4810057, 4, 4, 4
"7,8 tỷ VNĐ",Phố Lạc Trung, 50m2,,," -Bán nhà trên phố Lạc Trung, gần những tuyến phố KD lõi, huyết mạch quận Hai Bà Trưng như : Minh Khai, Kim Ngưu… -Gần BV Thanh Nhàn, Time City, Siêu Thị và rất nhiều trường học các cấp xung quanh. -Nhà trong khu phân lô cán bộ, an ninh tuyệt đối, dân trí cao. - Nhà mới xây, thang máy, thiết kế hiện đại, chủ xây rất tâm huyết. - DT : 50m2 x 6 tầng , Mt : 4m  Giá 7tỷ800  Liên hệ : em Dũng 094 567 6597",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814916.531988,,,
"10,5 triệu VNĐ",Đường Xã Đàn 2 phường Nam Đồng, 60m2, 6, 2,"Mô Tả. + HIẾM: 60m2/70m2 5 tầng mặt tiền 6m, phố XÃ ĐÀN 2  Quận Đống Đa, cách phố 10m, gần Hồ,  + Nhà thiết kế 5 tầng khung cột, hiện đại, có để ô chờ thang máy, trước nhà chủ để 10 m2 làm sân, nên nhà lúc nào cũng tràn gập ánh sáng. + Tiện ích: Trung tâm Đống Đa, xung quanh 500m trường học, bệnh viện, khu hành chính, chung cư cao cấp, siêu thị, nhà hàng. + Phù hợp vừa ở, vừa làm văn phòng, gia chủ có tuổi thiện chí bán chia tài sản cho các con, giá ( có thương lượng cho khách thiện chí ). Pháp lý sạch, sổ đỏ cất két, giao dịch ngay. + LH: Mr Kiên chuyên đất thổ cư, nhà phố, uy tín chất lượng. Hỗ trợ khách 24,7 tất cả các ngày trong tuần. ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814917.9701397, 5, 6, 5
5 tỷ VNĐ,Thái Thịnh, 42m2,,,"+ Bán gấp Phố Thái Thịnh – Đống Đa, 42m2, 5 Tầng, Mặt tiền 3.8m, Ô TÔ gần, Nhỉnh 5 Tỷ.+ Trung tâm Quận Đống Đa, thông sang Tây Sơn, Thịnh Quang, Vĩnh Hồ.+ Vài phút ra Ngã Tư Sở, gần nhiều trường Đại học lớn, TTTM, bệnh viện, chợ và bãi xe Ô TÔ.+ Vị trí nhà cách đường lớn 60m, ngõ rộng thông thoáng.+ Nhà chủ xây tâm huyết để ở, nội thất cao cấp, đầy đủ công năng sử dụng.+ Giá: 5.5 Tỷ ( Còn thương lượng nhiều).+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sang tên nhanh.LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7.",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814919.6027725, 5,,
"11,2 tỷ VNĐ",Đường Quang Trung phường Quang Trung, 90m2, 6, 7,"CHÍNH CHỦ NHỜ BÁN GẤP NHÀ HÀNG XÓM METRO HÀ ĐÔNG: - Vị trí: Nhà thuộcphố Quang Trung giao Trần Đăng Ninh, Hà Đông. Ngay sau Metro Hà Đông - VỈA HÈ rộng 3m; Ô TÔ tránh - Diện tích sử dụng cả vỉa hè 90m2; Mặt tiền 6m - Thiết kế: Dân xây 7 tầng còn rất mới. + Tầng 1: Gara, Lễ tân, wc + Tầng 2: Phòng khách cực rộng (cho công ty) , 1 phòng khép kín + Tầng 3,4,6: Tổng 6 phòng ngủ lớn khép kín + Tầng 5: Phòng khách gia đình, bếp, phòng ăn, WC + Tầng 7: phòng thờ, sân phơi, khu tiêu cảnh - Khách mua về ở ngay, cho thuê văn phòng tầng dưới TUYỆT ĐỈNH. - Sổ đỏ vuông như bao diêm, không lỗi phong thủy",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814920.8753679, 7, 10, 7
"2,4 tỷ VNĐ","Ngô Gia Tự, Đức Giang, Long Biên", 30m2, 5, 5," Nhà gần phố, vài nhà ra ô tô đỗ, Gần chợ Ô Cách. Trường cấp 1,2 Việt Hưng,Lê Văn Thêm, dân cư đông đúc -Nhà dân xây 5 tầng x 30m2 được vài năm còn chắc chắn, đẹp, tiện nghi với nhiều phòng ngủ và các phòng sinh hoạt khác - Sổ đẹp sẵn sàng giao dịch - Hãy gọi ngay : 0983311014. Em Quyết để được tư vấn xem nhiều nhà đẹp ( Miễn phí môi giới và trung gian)",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814922.4322038, 5, 5, 5
5 tỷ VNĐ,Đường Láng, 44m2, 3,,"+ Bán gấp Đường Láng – Đống Đa, 44m2, 5 Tầng, Mặt tiền 3.8m, Ô TÔ gần, Nhỉnh 5 Tỷ.+ Trung tâm Quận Đống Đa, thông sang Tây Sơn, Thịnh Quang, Trường Chinh.+ Đi bộ vài phút ra Ngã Tư Sở, gần nhiều trường Đại học lớn, TTTM, bệnh viện, chợ, bãi xe Ô TÔ cách 30m.+  Ngõ nông rộng, đường trước nhà rộng thông thoáng, cách đường lớn 60m.+ Nhà chủ xây để ở, nội thất cao cấp, đầy đủ công năng sử dụng.+ Giá: 5.5 Tỷ ( Còn thương lượng nhiều).+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sang tên nhanh.LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7.",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814924.0129757, 5, 4,
4 tỷ VNĐ,Đường 19 tháng 5 phường Văn Quán, 35m2, 4, 6,"BÁN NHÀ 5 TẦNG VĂN QUÁN HÀ ĐÔNG-SÁT PHỐ-Ô TÔ CÁCH 25M-NHÀ ĐẸP Ở LUÔN-35M-GIÁ 4 TỶ +Vị trí Văn Quán trung tâm phát triển quận Hà Đông, mật độ cây xanh tốt, cở sở hạ tầng giao thông thuận tiện di chuyển ra các quận trung tâm +Tiện ích bậc nhất Hà Đông: Trung tâm thương mại Hồ Gươm Plaza, Hồ Văn Quán, bệnh viện Hà Đông, Viện Bỏng, Đại học Kiến Trúc, Học viện Mật Mã, Học Viện An Ninh, Chợ Hà Đông,… +Nhà 5 tầng mới như hoa hậu, 4 phòng đầy đủ công năng tiện nghi sử dụng. Nhà thiết kế sang trọng hiện đại, sạch sẽ thoáng mát không lỗi phong thủy +Chủ nhà thành đạt có gia lộc cho khách thiện trí (Giá cả còn thương lượng) +Sổ đỏ chính chủ vuông đét A4-đầy đủ pháp lý +Cam kết văn bản không thu bất kì loại phí nào kể cả khi giao dịch thành công +Miễn tiếp trung gian, môi giới Liên hệ em Đạt tận tình, chuyên nghiệp để xem nhà ngay",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814925.178861, 4, 4, 3
"3,75 tỷ VNĐ",Đường Định Công Thượng phường Định Công, 35m2, 45, 3,"Nhà Mới -Khu Định Công Thượng -ô tô gần nhà -nội thất đầy đủ -vào ở luôn. + Diện tích ;35 mét , 4 tầng , mặt tiền :4,5 mét. + Tầng 1 ,phòng khách ,bếp ,wc  + Tầng 2,3,4 ,phòng ngủ  rộng ,wc  + Tầng 4 ,phòng thờ ,sân phơi , + Sổ đỏ chính chủ  + Giá ;3,75 tỷ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814926.8184683, 4, 3, 4
"1,97 tỷ VNĐ",Đường Tả Thanh Oai phường Tả Thanh Oai, 47m2, 3, 3,"
    Cần bán nhà tại Tả Thanh Oai Thanh Trì, DT 47m2x4 tầng, giá 1.97 tỷ, ô tô đỗ cách 15m.- Tầng 1: Phòng khách + bếp + wc- Tầng 2,3: Mỗi Tầng 2 Phòng ngủ khép kín- Tầng 4: Phòng thờ + sân phơi rộngSỔ ĐỎ CHÍNH CHỦ - KHÔNG TRANH CHẤP.GIÁ 1,97 TỶ ( Có thương lượng )Liên hệ em Huy 0364844886 để được tư vấn và xem nhà.(ĐỂ CÓ GIÁ GỐC VÀ MIỄN PHÍ SANG TÊN SỔ )…..CAM KẾT ẢNH THẬT 100% ….
",12/07/2022,Tin thường,batdongsan_so_com_vn_1673814929.0150132, 4, 4, 3
