price,address,Diện tích,Hướng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Lộ giới
"1,7 tỷ VNĐ","Tổ 25 Thị Trấn Đông Anh, H Đông Anh", 46m2,,,," -Chính chủ cần bán nhanh lô đất thôn Đản Mỗ, huyện Đông Anh, lô góc 2 mặt thoáng, đường ô tô tránh cực thoáng, 46m. - Vị trí đẹp gần các siêu thị lớn Lan Chi, Điện Máy , HC, Thế Giới Điện máy Xanh  tại trung tâm huyện Đông Anh, tương lai sáng lạn. -Gần BV Bắc Thăng Long, BV Đông Anh và các cơ quan hành chính huyện Đông Anh, trường học vv.. -Phù hợp mua xây nhà ở hoặc đầu tư giữ tiền, tiềm năng tăng giá cực cao khi tuyến đường rộng 40m gần đó được xây dựng xong. -Pháp lý chuẩn, sổ đỏ chính chủ, sẵn sàng chuyển nhượng. -Liên hệ : Nguyễn Sơn 0915126183 để được xem đất và chốt giao dịch.",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829640.9764178, 5,,
28 tỷ VNĐ,"p.Quỳnh Mai, Hai Bà Trưng, Hà Nội", 200m2,, 6, 4,"Tặng full nội thất xịn xò,vừa ở vừa kinh doanh đều được + Nhà mới xây  2 năm,còn mới toe, diện tích sử dụng thực tế là 200m, + Mặt tiền 7.2m, diện tích xây dựng 147m + 8 tầng thang máy. + Phần diện tích phía ngoài (đang cho thuê làm cửa hàng) sau khi mở làm đường + vỉa hè sẽ bàn giao lại cho nhà nước. Phố khi đó sẽ càng thêm to đẹp, giá trị tăng gấp nhiều lần. + THIẾT KẾ - T1: gara để 3 oto + vô số xe máy + cho thuê cửa hàng. - T2+3+4: thiết kế văn phòng công ty( đang cho thuê ) - T5: bếp ăn + 2 PN + 2WC. - T6: 4 phòng ngủ rộng rãi + 2WC. - T7: phòng thờ + sân phơi + sân vườn trồng cây + bàn trà + nướng BBQ. - T8: tum + sân đã lợp tôn, có thể để đồ tùy thích. + Nhà xây dựng chắc chắn, thiết kế tỉ mỉ, nội thất xịn xò...tặng lại hết cho chủ mới. + Khu phố dân trí cao, kinh doanh tốt, an ninh, tiện ích đầy đủ. + Sổ đỏ chính chủ, vuông đẹp. Gía cả thương lượng ✅ Ib để xem chi tiết full căn hộ A/C quan tâm liên hệ E Long 0904190066 để được tư vấn nhiệt tình từ A-Z ",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829641.8999949, 7, 8,
"3,6 tỷ VNĐ","Bạch Mai, Thanh  nhàn, Hai  Bà Trưng", 28m2,,,,"
    
Cần bán nhà Bạch Mai gần chợ Mơ, Tạ Quang Bửu.
DT 28m2, giá 3,6 tỷ.
Trung tâm của quận Hai Bà Trưng, nhà cách phố 30m, ngõ 2m, xe ba gác tránh xe máy Giao thông cực kì thuận tiện, thông các ngả, ra Ngõ Quỳnh, Ngõ 295 Bạch mai, thông cả ra phố Hồng mai.
Vị trí đẹp gần Trung tâm thương mại Chợ Mơ, Các Trường ĐH lớn, Các Bệnh viện lớn, xung quanh tiện ích không thiếu thứ gì ..!
 Thiết kế:
+ Tầng 1: Phòng Khách + Bếp + wc
+ Tầng lửng thiết kế bắt mắt.
+ Tầng 2: Phòng Ngủ + wc.
+ Tầng 3: Phòng Ngủ+ Phòng thờ + sân phơi


Sổ đỏ chính chủ, sẵn sàng giao dịch
Liên hệ: 0962987228 Thành Nhà Phố
Trân Trọng.

",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829643.1826015,,,
,"Nhỉnh 100 Tr/m2 có ngay nhà đẹp giáp ranh P.Thanh Xuân Nam thiết kế hiện đại, 0904688770", 36m2,,,,"Nhỉnh 100 Tr/m2 có ngay nhà đẹp giáp ranh P.Thanh Xuân Nam có ngay nhà đẹp thiết kế hiện đại, 0904688770  - Vị trí: Cách mặt ngõ 98 Tân Triều 300m  - Diện tích: 36m2  Công năng: 5 tầng - 3 ngủ - 4 WC (Full đồ như ảnh, mặt tiền thiết kế phong cách hiện đại)  Hướng nhà: Đông Nam, ngõ thông rộng  Pháp lý: Sổ đỏ chính chủ (không tranh chấp, không quy hoạch công chứng phút mốt)  Nhà xây mới theo phong cách hiện đại (nhìn là mê)  - Nhận nhà ở ngay sẵn các thiết bị Hotline: 0904688770      http://www.sanbatdongsanviet.com.vn",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829644.2347867,,,
"2,95 tỷ VNĐ","Lĩnh Nam, Hoàng Mai, Hà Nội", 37m2,, 5, 4," BÁN NHÀ LĨNH NAM 37M2 – 5 TẦNG – MT 4M  - 2.95 TỶ + Nhà mới nguyên, nội thất hoàn thiện, phòng nào cũng có cửa sổ. + Thiết kế: 1 ngủ rộng và 4 ngủ nhỏ, 1 phòng thờ, sân phơi. + Ngõ thoáng, sạch, dân trí cao. 50m ra ô tô + Sổ đỏ đẹp, pháp lý chuẩn. Chào 2.95 (Gia lộc) + Liên hê: Đỗ Phong - 0929641121",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829645.3704154, 4, 5, 2
"2,56 tỷ VNĐ",Hà Cầu- Hà Đông, 36m2,,,,"SOS! Bán nhà 36mx 4 tầng, gần chợ Hà Đông, ngõ thoáng, ô tô gần Bán nhà vị trí trung tâm giáp chợ lớn Hà Đông gần các bệnh viện lớn, khu vực tiện ích sầm uất, bán kính xung quanh là trường , chợ, ngân hàng, siêu thị không thiếu thứ gì. Chủ nhà xây tâm huyết khung cột bê tông chắc chắn, phong cách mới thoáng sáng, đầy đủ công năng sử dụng, nội thất xịn. Nhà mới chỉ việc xách vali đến ở. An ninh tuyệt đối, môi trường trong lành, hàng xóm thân thiện, khu văn minh đáng sống, nhà rất có lộc, gia chủ thành đạt. Giao thông vô cùng thuận lợi di chuyển các phố trung tâm: Mậu Lương, Đa Sỹ, Tô Hiệu, Bà Triệu, Văn Quán, Nhuệ Giang, Phùng Hưng, Mỗ Lao, Yên Xá., Lê Lợi... Sổ đỏ vuông, pháp lý sạch. Giá: 2.56 tỷ ( có thương lượng). Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian).",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829646.338826,, 4,
"2,56 tỷ VNĐ",Hà Cầu- Hà Đông, 36m2,,,,"SOS! Bán nhà 36mx 4 tầng, gần chợ Hà Đông, ngõ thoáng, ô tô gần Bán nhà vị trí trung tâm giáp chợ lớn Hà Đông gần các bệnh viện lớn, khu vực tiện ích sầm uất, bán kính xung quanh là trường , chợ, ngân hàng, siêu thị không thiếu thứ gì. Chủ nhà xây tâm huyết khung cột bê tông chắc chắn, phong cách mới thoáng sáng, đầy đủ công năng sử dụng, nội thất xịn. Nhà mới chỉ việc xách vali đến ở. An ninh tuyệt đối, môi trường trong lành, hàng xóm thân thiện, khu văn minh đáng sống, nhà rất có lộc, gia chủ thành đạt. Giao thông vô cùng thuận lợi di chuyển các phố trung tâm: Mậu Lương, Đa Sỹ, Tô Hiệu, Bà Triệu, Văn Quán, Nhuệ Giang, Phùng Hưng, Mỗ Lao, Yên Xá., Lê Lợi... Sổ đỏ vuông, pháp lý sạch. Giá: 2.56 tỷ ( có thương lượng). Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian).",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829647.3441336,, 4,
,"đấu giá Vân Nội, Đông Anh, Hà Nội (Rìa làng thôn Thố Bảo)", 105m2,,,,"Bán đất đấu giá Vân Nội Đông Anh, rìa làng thôn Thố Bảo, nhìn ra đường quy hoạch rộng 50m. Giáp ranh Thành Phố Thông Minh. Cách đường gom Võ Nguyên Giáp, đường quốc lộ 23b, chợ rau sạch Vân Nội lớn nhất Miền Bắc: 200m. Cách Trung Tâm Triển Lãm Quốc Gia và Công viên Phần Mềm Vintech: 800m, cách đường Võ Văn Kiệt và Ga Bắc Hồng 1,5km. Dt 105m2, MT 5,2m, vuông vắn. Sổ đỏ chính chủ. Giá thỏa thuận. LH C Phương 0906232318   Nguồn:  http://nhadathanoi.net.vn/dat-tho-cu/ban-dat-dau-gia-van-noi-dong-anh-ha-noi-ria-lang-thon-tho-bao-3563.html",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829648.9728837, 5,,
"5,5 tỷ VNĐ","Cần bán nhà 2 tầng tại P.Quang Trung, Hà Đông, 5,5tỷ; 0353024607", 92m2,,,,"Cần bán nhà 2 tầng tại P.Quang Trung, Hà Đông, 5,5tỷ; 0353024607 – Diện tích : 92m2– Vị trí đắc địa, nằm trong khu vực an sinh đỉnh cao. Ngõ rộng ô tô vào tận cửa.– Từ nhà ra phố Quang Trung tầm 100m, 2 ô tô tránh nhau.– Chủ nhà xác định bán đất tặng nhà 2 tầng sơn đi ở tạm được 7 – 10 năm.– Chủ mới mua về có thể đập đi xây tòa chung cư mini nhiều tầng thang máy vừa ở vừa cho thuê thì không khác gì máy in tiền.– Giao thông thuận tiện di chuyển các hướng, tiện ích không thiếu thứ gì, gần các trường đại học…– Sổ đỏ chính chủ, sẵn sàng giao dịch. – Gía : 5,5 tỷ– Thông tin liên hệ anh Minh: 0353024607       http://www.sanbatdongsanviet.com.vn",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829649.9632337,,,
"1,85 tỷ VNĐ","Ngõ 65 Vạn Bảo, Ba Đình, Hà Nội", 50m2,, 2,,"Bán căn hộ tập thể tầng 3 đầu hồi, ngõ 65 Vạn Bảo, Ba Đình, Hà Nội.- Diện tích sổ đỏ: 27m2- Diện tích sử dụng hơn 50m2- Căn hộ thiết kế hợp lý gồm có: 1 khách rộng, 2 ngủ, 1 thờ, 1 bếp và Vệ sinh.- Đường trước và sau rộng 5 m, toà nhà ở giữa, khu vực rất yên tĩnh, suốt ngày được nghe tiếng chim hót.- Vị trí đẹp, giao thông thuận tiện, khu dân trí cao, an ninh rất tốt+ Gần các trường đại học lớn, trung tâm của quận Ba Đình.+ Nằm ngay khu ngoại giao đoàn Vạn Phúc, các Đại Sứ Quán, Lotte Mart, Metropolis.- Gia đình có nhu cầu chuyển sang căn hộ lớn hơn nên cần bán.Giá bán: 1,85 tỷ - Có thương lượngChính chủ:  Anh Hoàng 0904159259 ( Miễn trung gian, môi giới và quảng cáo  Nguồn:  http://nhadathanoi.net.vn/chung-cu-can-ho-2/ban-can-ho-tap-the-tang-3-dau-hoi-ngo-65-van-bao-ba-dinh-ha-noi-3560.html",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829650.9645548,, 3,
