price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"8,5 tỷ VNĐ",Lê Trọng Tấn, 50m2, 5, 5, 4,"- Chính chủ cần bán nhà Lê Trọng Tấn - La Khê Hà Đông. Nhà mới 5 tầng. Mặt tiền rộng 3.6m. Diện tích 50m2. 8.5 tỷ ô tô vào nhà.- Kinh doanh được.- Hướng nhà Tây Tứ Trạch. - Khu vực đông dân cư, giao thông cực kì thuận tiện đường Lê Trọng Tấn thông thẳng sang Thiên Đường Bảo Sơn. giao nhau với đường Tố Hữu, đường Quang Trung Hà Đông. Gần chùa Bia Bà công an Phường, UBND phường La Khê- Khu vực đầy đủ tiện ích với trường học cấp 1 cấp 2, chợ La Khê, Vinmart ... Điểm đón xe bus 50m - Nhà 5 tầng mới. Thiết kệ hiện đại thời thượng với trần thạch cao hệ thống đèn hiện đại , cửa thông phòng gỗ lim, cầu thang gỗ lim, thiết bị vệ sinh Inax vòi tắm sen, sàn gỗ . . .. + Tầng 1: Thông phòng để xe kinh doanh được+ Tầng 2: Phòng khách bếp vệ sinh+ Tầng 3+4: Phòng ngủ + vệ sinh+ Tầng 5: Phòng thờ sân phơi- Giá cả có thương lượng ( bao phí sang tên sang sổ miễn phí hoàn toàn cho khách hàng )- Liên hệ Mr. Khắc Anh. 0968608331",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821244.4778967, 4,, Tây bắc
15 tỷ VNĐ,Hà Nội, 68m2,,,,"Nhà phân lô, lô góc xây cực tâm huyết, diện tích 68m2, 5 tầng, mặt tiền 5.3 m. Nhà thiết kế hiện đại, trang bị nội thất cao cấp nhập khẩu châu Âu, xin tặng lại toàn bộ. Khu vực văn minh, dân trí cao, an sinh tốt, an ninh đảm bảo.Sổ đỏ chính chủ.Cần bán rất gấp giá chỉ 15 tỷ có thương lượng sâu.Liên hệ 24/7: 0366 555 258.",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821245.4203734,,,
300 triệu VNĐ/m2,"Cần bán đất thổ cư mặt đường 39 Trần Điền, P.Định Công, Hoàng Mai, 300tr/m2; 0983093989", 95m2,,,,"Cần bán đất thổ cư mặt đường 39 Trần Điền, P.Định Công, Hoàng Mai, 300tr/m2; 0983093989  Diện tích: ~ 95m2. Mặt tiền 8m, nở hậu. Giá : 300 triệu/1m2Vị trí đẹp khu trung tâm đông dân cư, kinh doanh buôn bán sầm uất, gần Bệnh Viện Bưu Điện, giao thông thuận tiện.Địa chỉ 39 Trần Điền Phường Định Công, Quận Hoàng Mai, Hà NộiLHCC: C Nga 0983093989 (Miền TG)       http://www.sanbatdongsanviet.com.vn",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821246.5084713,,,
"4,25 tỷ VNĐ",Phố Đại Mỗ, 45m2, 3, 4, 3,"ĐƯỜNG ĐẠI MỖ - NỘI THẤT ĐẸP - 4 NGỦ Ở LUÔN - NGÕ TO – Ô TÔ ĐỖ CỬA - AN NINH, AN SINH ĐỈNH - Ở LỘC LẮM LUÔN!  - Bán nhà phố Đại Mỗ, Quận Nam Từ Liêm với diện tích 45m, nhà xây 3 tầng, mặt tiền rộng 3.5m, giá 4.25 tỷ - Vị trí rất đẹp, ô tô đỗ cửa, nhà cách mặt phố Đại Mỗ 50m, cách ngã tư Vạn Phúc 200m, ngõ rộng, thoáng đãng, an ninh tốt, an sinh đỉnh. Giao thông thuận tiện. - Nhà chủ tự xây tâm huyết để ở, nay đã mua nhà to trên phố không dùng đến nên bán đi. - Thiết kế: 3 tầng hợp lý, từ tầng 2 lên mỗi tầng 2 phòng, nội thất xịn xò chủ để lại cho khách, khách mua dọn vào ở luôn không phải sửa sang gì. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Liên hệ xem nhà: 0902.08.31.39 ",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821247.7302005, 3,,
"8,71 tỷ VNĐ",Văn Quán - Hà Đông, 55m2, 5, 4, 4,"VĂN QUÁN – HÀ ĐÔNG, MẶT PHỐ - LÔ GÓC NGÕ THÔNG Ô TÔ, 55 M2 – 8.71 TỶ Khu vực Văn Quán – Hà Đông, vị trí cực đẹp, mặt phố - lô góc – ngõ thông – kinh doanh – ô tô tránh, kinh doanh các loại hình Nhà 5 tầng 55m2 mặt tiền 4,5m được xây dựng chắc chắn, hiện đại, chủ mới ở được vài năm. Khu vực đô thị đáng sống, văn minh, hang xóm thân thiện. Ngõ thông Trần Phú, Chiến Thắng, gần kề Viện 103, thuận tiện di chuyển khắp mọi nơi. Gần kề các trường Kiến Trúc, Bưu Chính viễn thông, Học Viện An ninh … Sổ đỏ chính chủ, sẵn sàng giao dịch. Thương lượng trực tiếp chủ nhà. Liên hệ: KS. Phương - 0918120568",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821253.981716, 4,,
900 triệu VNĐ,"Cổ Đông,Sơn Tây,Hà Nội", 60m2, 1, 1, 2,"-QL21A được mở rộng 180 met,là điểm kết nối giữa 3 vệ tinh :Xuân Mai,Sóc Sơn,Hòa Lạc-Đường nội khu thông 7 hướng,sát cạnh lô đất là đường liên trường C1,C2.C3 có quy hoạch mở rộng ra 15m-Đối diện mảnh đất là sân gofl Đồng Mô,Đảo Đồng Mô và khu Đô Thị Thiên Mã-Bên cạnh là bệnh viện Bảo Ngọc được nhà nước cấp quỹ đất lên đến hơn 2Ha và được  công ty Bảo Sơn nhận thầu xây dựng thành bện viện cấp Quốc Gia-đi lên 700m là khu du lịch tâm linh chùa Khai Nguyên(nổi tiếng gần đây với tượng phật to nhất Đông Nam Á)-Cách CNC và làng ĐHQG chỉ 3km-Chính chủ có sổ đỏ có thể sang tên luôn ngay trong ngàyQuan tâm liên hệ : 0855216669/0387507522(có zalo)",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821255.0478165, 6, 8,
38 tỷ VNĐ,Đường Đàm Quang Trung phường Long Biên, 245m2, 6, 7, 7,"+ Sổ vuông đét, nở hậu chút, mặt tiền lớn, phù hợp vừa ở vừa cho thuê văn phòng công ty.+ Gọi ngay để tư vấn & xem miễn phí: Đức Ánh (làm việc chính chủ)
",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821256.1688604, 12, 5,
14 tỷ VNĐ,Hà Nội, 67m2,,,,"Chính chủ định cư nước ngoài gửi bán nhà ngõ 107 Nguyễn Chí Thanh. Diện tích 67 m2.Mặt tiền 6.4 m.Giá chào chỉ 14 tỷ thương lượng cực mạnh, bao sang tên, tặng full nội thất xịn.Nhà đẹp thiết kế đầy đủ công năng, nội thất chủ trang bị cầu kỳ cao cấp.Khu vực nhiều người yêu thích và săn lùng, thuận tiện đi lại.Tiện để ở hoặc làm văn phòng, cho thuê, kinh doanh đa dạng…Sổ đỏ chính chủ, cất két chờ giao dịchLiên hệ ngay để xem nhà và tư vấn pháp lý miễn phí: Mr. Bình - 0856 968 656.",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821257.089398,,,
7 ngàn VNĐ,Đường Phan Đình Giót phường La Khê, 66m2, 5, 4, 4,"- Hàng xóm thân thiện, công chức nhà nước, khu dân cư văn hóa.- Hiện tại là nhà 5 tầng rất đẹp, chỉ việc về ở luôn.MIỄN TRUNG GIAN.",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821258.1924744, 5, 5,
15 tỷ VNĐ,Hà Nội, 62m2,,,,"Bán nhà phố Giảng Võ Ba Đình, kinh doanh an sinh cực đỉnh. + Diện tích: 62 m2. + Xây dựng: 5 tầng. + Mặt tiền: 5.1 m.Mô tả:Vị trí cực kỳ đắc địa, vỉa hè to, đường ô tô tải tránh.Khu vực đáng sống bậc nhất, cây cối rợp bóng mát, hiếm nhà bán.Nhà chủ xây cực kỳ tâm huyết, nội thất cao cấp từng chi tiết đều rất đẹp.Nhà trang bị hệ thống điện thông minh, hệ thống tưới cây tự động cực chất.Sổ đỏ lô góc cất két sẵn sàng giao dịch.Chủ là quan chức, bán nhà kín đáo và rất thiện trí giá chào chỉ 15 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ gấp: 0856 968 656.",07/06/2022,Tin thường,batdongsan_so_com_vn_1673821259.2945,,,
