price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Hướng
"7,3 tỷ VNĐ","Đường Nguyễn Như Đổ, Quốc Tử Giám, Đống Đa", 45m2, 7, 3,"Nhà thuộc trung tâm quận Đống Đa, vị trí đẹp, ngõ thông, cư dân văn hóa, gần trường chợ và các tiện ích quan trọng khác. + Nhà xây 5 tầng mới tinh, 3 mặt thoáng, mặt tiền rộng, đã trang bị đầy đủ nội thất hiện đại. Các phòng thiết kế sang trọng và hợp lý, luôn đầy ánh nắng và gió.+ Nhà cách mặt phố 10m,  vị trí mặt ngõ nên có thể kinh doanh tốt, ngõ trước nhà rộng và thoáng, thông ra nhiều hướng khác, khách mua chỉ việc dọn về ở. Thiết kế căn nhà: + Tầng 1 là phòng khách, bếp và vệ sinh. + Tầng 2,3,4: mỗi tầng 1 phòng ngủ, vệ sinh khép kín, ban công 2 mặt nhà. + Tầng 5 : 1 phòng ngủ nhỏ, phòng thờ, sân phơi. + Pháp lý: sổ đỏ chính chủ, vuông vắn, giao dịch nhanh gọn. Liên hệ ngay em Hương, chuyên nhà đất thổ cư quận Đống Đa để được hỗ trợ mua nhà đất với giá tốt nhất",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789911.716884, 4, 5,,
"3,1 tỷ VNĐ","Xóm Lò, Thanh Am", 38m2,,,"+ Vị trí đẹp, nhỏ tiền, ôtô vào tận nhà. + Phù hợp với mọi nhu cầu của nhiều khách hàng. - Khu vực còn tiếp tục lên giá, Đường Thanh Am nối Nam Đuống với Đức Giang KĐT Gaden City điểm nhấn về vị trí an sinh tiện tích cho khu vực. - Gần chợ, BV Đức Giang, trường C1,2,3, 1-2km. An sinh tuyệt vời. - Khu vực phát triển từng ngày, vị trí đẹp còn tiếp tục lên giá + Hiện trạng là đất trống không nên xây ở được luôn ạ + Sổ đỏ cất két giao dịch ngay. - Lh Mr Trác: 0965 492 571 ( để được biết thêm chi tiết )   ",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789912.84885,,,,
"4,1 tỷ VNĐ","Bán nhà đất tập thể Kim Liên; Đống Đa, 4,1 tỷ; 0329326828", 127m2,,,"Bán nhà đất tập thể Kim Liên; Đống Đa, 4,1 tỷ; 0329326828  Bán nhà đất tập thể Kim Liên – Phạm Ngọc Thạch – Đống Đa.  - Tầng 1, mở cửa được 2 mặt. Kinh doanh mọi mặt hàng.  - Đất ở vị trí đẹp, khu trung tâm đầy đủ các dịch vụ: nhiều quán ăn đủ các món, nhiều quán cà phê ngon và giá cả hợp lý, chợ lớn bé, siêu thị , sân chơi cho ngưới lớn và trẻ em đủ cả…  - Ngõ to ô tô đỗ cách 50 mét  - Gần trường học điểm của các cấp: như trường mẫu giáo, tiểu học Kim Liên, THCS Kim Liên, THPT Kim Liên, THPT Ngô Gia Tự…, các bệnh viện lớn như Bạch Mai, Việt Pháp, Lão Khoa…  - Diện tích trên sổ 34m2 sử dụng thực tế 100m2  - Khách mua về ở kết hợp kinh doanh các mặt hàng như hàng tiêu dùng, đồ ăn, cà phê thì càng hợp lý vì sát đó có rất nhiều tòa nhà văn phòng và chợ, siêu thị, trường học…  - Khu vực dân trí cao, an sinh, tiện ích không thiếu gì.  - Sổ đỏ chính chủ   Giá: 4.1 tỷ; Diện tích: 127m2 Liên hệ chính chủ: 0329326828

Địa chỉ: 101, Ngõ 43 Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa , Hà Nội
     http://www.sanbatdongsanviet.com.vn",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789914.4495683,,,,
12 tỷ VNĐ,"Tố Hữu, La Khê, Hà  Đông.", 60m2, 4,,"+ Cần bán nhà mặt đường Tố Hữu - Hà Đông, Ô tô đỗ cửa, Kinh Doanh Siêu Đỉnh, Văn Phòng Tiện Lợi. + Vị trí đáng sống, tiện ích ngập tràn, gần khu vui chơi, nhà văn hoá, trường học các cấp, 1km đến Aeon Hà Đông. Hàng xóm KĐT Dương Nội + An Hưng, Park City. + Di chuyển thuận tiện ra các phố Vạn Phúc, Quang Trung … + Sổ vuông, Nhà xây mới DT 60 M2, 4 tầng. + Tầng 1: Thông sàn Kinh Doanh. - Tầng 2,3: 4 Phòng + WC. - Tầng 4: Phòng thờ + sân phơi. + Giá chào 12 tỷ ( Có thương lượng ). Tiềm năng lên giá cực nhanh khi Vành đai 4 xong. + Sổ đỏ sẵn sàng giao dịch, pháp lý chuẩn. Chủ nhà và mình là anh em chơi thân. --------------------------------------------------- Ngôi nhà mới của bạn là HẠNH PHÚC của tôi. Thuận ( Nhà Đẹp ) - Tư vấn BDS miễn phí, tận tâm. Số Hotline/Zalo : 0986.581.285. + Miễn phí 100% dịch vụ , Khách chủ tự đàm phán giá, hô trợ tư vấn pháp lý, phong thuỷ, quy hoạch… + Khách quan tâm vui lòng gọi hoặc inbox trực tiếp, miễn trung gian môi giới. + Hỗ trợ vay vốn ngân hàng 75% giá trị tài sản.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789915.7820032, 4, 4, 4,
"24,5 tỷ VNĐ","Đường Nguyễn Thị Định, Trung Hòa, Cầu Giấy", 85m2, 15, 5,"BÁN GẤP TÒA NHÀ 8 TẦNG THANG MÁY, NGUYỄN THỊ ĐỊNH, CẦU GIẤY, VỊ TRÍ ĐẸP, DT X 80M X MT 5,5M, Ô TÔ KINH DOANH, VỪA MẮT VỬA TÚI TIỀN, RỘNG MÀ KO ĐẮT- Diện tích: 85m2.- Thiết kế: 8 tầng.- Mặt tiền: 5,5m. Mô tả:- Vị trí đắc địa phố Nguyễn Thị Định, giao thương các tuyến phố Đỗ Quang, Trần Duy Hưng, Hoàng Ngân, Lê Văn Lương, Nguyễn Thị Thập, Hoàng Ngân.- Diện tích sử dụng lớn, bạn sẽ có được sử thoải mái khi là chủ nhân của ngôi nhà- Tiện ích xung quanh đầy đủ gần trường học, TTTM, siêu thị, chợ, bể bơi, gyms, tuyến đường huyết mạch nối Lê Văn Lương với Trần Duy Hưng làm nổi bất Giá trị của căn nhà với cái Giá làm hài lòng bất cứ ai- Đẹp, gọn gàng, kinh tế, nội thất thơm mùi gỗ quý hiếm, chủ nhà tặng lại hết cho chủ nhân mới của ngôi nhà tâm huyết Thiết kế:- Tầng 1,2,3,4,5 thông sàn.- Tầng 6,7 thiết kế ngủ, bếp, phòng ăn.- Tầng 8 sân tiểu cảnh. - Sổ đỏ vuông đẹp, nở hậu, pháp lý rõ ràng. - Liên hệ Mr Sơn 0919592299 để xem nhà chi tiết miễn phí mọi lúc.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789917.078534, 8, 5, 8,
"2,5 tỷ VNĐ","Đường Quốc lộ 6, Phụng Châu, Chương Mỹ", 40m2, 4, 7,"Cần bán căn nhà Lô góc 4 tầng tại xã Phụng Châu, Chương Mỹ, Hà Nội. Vị trí gần cầu Mai Lĩnh, bến xe Yên Nghĩa, trường Thể dục thể thao, ngay đường Quốc lộ 6. Nhà nằm trong ngõ rộng, ô tô thông và quay đầu được. Trước nhà ô tô để thoải mái. Nhà Lô góc 3 mặt thoáng, xây 4 tầng, tổng 3 phòng ngủ. Nhà xây mới đầy đủ đồ cơ bản, cửa cuốn oto vào nhà. Diện tích: 40m2, Mặt tiền 4.1m Sổ vuông đẹp không lỗi lầm. Giá bán 2.5 tỷ Liên hệ: 0836385191 Xin cảm ơn!",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789918.2503998, 4, 3, 2,
"3,25 tỷ VNĐ",Phố Giáp Nhị quận Hai Bà Trưng Hà Nội, 65m2, 6,,"Thông tin chi tiết: Nhà nằm ở vị trí đắc địa nơi kết nối với các con phố như: Tân Mai, Trương Định, Giải Phóng. Gần trường học các cấp 1,2 Thịnh liệt, mầm non; chợ, trung tâm mua sắm. Khu vực an ninh, dân trí tốt. Nhà thiết kế đầy đủ tối ưu hóa công năng sử dụng. Với mức giá chỉ 3.25 tỷ không có căn thứ 2. Liên hệ: Đức Kiệt 0386826403 Miễn phí xem nhà -  Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24g.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789919.427251,,,,
29 tỷ VNĐ,Tô Hiến Thành, 188m2, 12,,"Ô TÔ TẢI TRÁNH ĐẦU TƯ - PHÙNG HƯNG HÀ ĐÔNG Bán Đất 188m2 x MT 12m. Giá 29,5 tỷ.  ✅ Thông số: DT 188m2 x MT 12m. Mảnh đất sinh lời ngay sau khi đặt cọc. Giá 29,5 tỷ có thương lượng. Với diện tích và mặt tiền rộng tọa lạc ngay ngã tư Phùng Hưng có rất nhiều lựa chọn theo ý khách hàng để xây dựng. ✅ Phùng Hưng là con đường nối Trần Phú hướng đi Giải Phóng và các tỉnh phía tây. Các Bệnh viện 103, Viện Bỏng Quôc Gia, Viện K Tân Triều, Học Viện Quân Y… Các hàng thuốc, quán ăn mọc lên như nấm. ✅ Sổ đỏ chính chủ cất két, giao dịch ngay.Chủ cực thiện chí bán. ☎️ Liên Hệ: NGỌC SƠN 0812316789 ( Thổ Cư HÀ ĐÔNG ). + Miễn phí xem nhà, hỗ trợ vay vốn ngân hàng, hỗ trợ pháp lý 24/7, thủ tục nhanh gọn…  Xin cám ơn quý khách đã xem bài đăng!",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789920.6270418,,,,
"2,5 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 35m2, 5,,"Vị trí siêu đẹp, giá siêu tốt.  Gần KĐT Khai Sơn, trường quốc tế Pháp... Tiện ích đa dạng, khu dân cư dân trí cao, an ninh tốt. + Nhà xác định bán đất. Gia chủ đã chia đôi mảnh đất của nhà để bán.  + Ngõ thông, ô tô chạy vòng quanh. +  Sang Mipec, cầu long biên chỉ 10 phút. Vào phố gần. Xem đất - Liên hệ Mrs. Hương.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789921.7420597,,,,
"3,7 tỷ VNĐ","Đường Quang Trung, Yết Kiêu, Hà Đông", 100m2, 7, 2,"Căn hộ chung cư, Tòa tháp thiên niên kỉ, Yết Kiêu, Hà Đông Căn hộ tầng thấp. lên xuốn thang máy thuận tiện. Diện tích căn hộ : 90,2m2 thông thủy. Căn hộ có 2 phòng ngủ, 2 WC. Ban công căn hộ hướng tây bắc, cửa vào căn hộ hướng đông nam. Nội thất gắn tường ko bao gồm đồ điện tử.  Giá bán căn hộ là+ 3,7 tỷ bao full phí. Căn hộ đang đóng tiến độ chưa nhận sổ. Xin liên hệ Trung / O3571 8 bảy bảy bảy 8 Xin Cảm ơn!",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789922.873034,, 2, 2,
