price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới
"5,2 tỷ VNĐ","Chính chủ bán nhà 2 tầng mặt phố 251 Quang Trung, Hà Đông, 5,2 tỷ; 0948812086", 47m2,,,,,"Chính chủ bán nhà 2 tầng mặt phố 251 Quang Trung, Hà Đông, 5,2 tỷ; 0948812086DIỆN TÍCH: 47m2 (mặt tiền 3,1m)GIÁ BÁN: 5,2 tỷ TIỆN ÍCH XUNG QUANH ĐẦY ĐỦ Khu an ninh tốt, giao thông đi lại thuận tiện, dân trí caoGần nhiều chung cư cao tầng, trường học, bệnh viện, TTTM  GIÁ BÁN: 5,2 tỷ LIÊN HÊ CHÍNH CHỦ: 0948812086       http://www.sanbatdongsanviet.com.vn",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811892.896812,
5 tỷ VNĐ,Đường Chiến Thắng phường Văn Quán, 50m2, 1, 5, 6,,"Chính chủ cần bán nhà phân lô Chiến Thắng, ô tô đỗ cửa, ngõ rộng thoáng kinh doanh online hay văn phòng công ty: Lh 0986353662 -Nhà ngõ 96 Chiến Thắng, Hà Đông, diện tích 48m2-5 tầng-giá 5,65 tỷ. -Vị trí nhà nằm khu phân lô ngõ 96 Chiến Thắng, tập thể H18 Bộ Công An, sát Học Viện An Ninh, mặt ngõ rộng, cực thoáng, Ô tô đỗ cửả. -Nhà 2 mặt thoáng trước ngõ rộng, sau khoảng trống cơ quan, khu vực dân trí cao,an ninh tốt, hàng xóm thân thiện, xung quanh tiện ích gì cũng có: Chợ, siêu thị tiện ích, trường mần non,TH, THCS, Đại Học… -Nhà dân tự xây rất kiên cố và chắc chắn. + Sổ đỏ nở hậu, pháp lý sạch, chính chủ, sẵn sàng giao dịch. Quýkhách có nhu cầu liên hê 0986353662 để xem nhà trực tiếp miễn phí.",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811894.176388, 4
"2,1 tỷ VNĐ",Đường A phường Trâu Quỳ, 70m2, 7, 5, 2, 2,"VINHOMES OCEAN PARK GIA LÂM 🌈 CĂN HỘ 2PN2WC+1 CĂN GÓC ĐÃ HOÀN THIỆN NỘI THẤT THIẾT KẾ THÀNH 3PN CẦN BÁN LẠI 2 TỶ 150 TRIỆU  💥 chủ nhà gửi bán căn hộ 2PN2WC đã hoàn thiện nội thất giá chỉ 2.150 tỷ.  🧭Nàm giữa trung tâm đại đô thị kết nối 5 tp phí bắc trong vòng 30p  Là tp singapore thu nhỏ  🎁Hýởng trọn dịch vụ tiện ich đẳng cấp 5 sao dành cho cý dân  👉 Trýờng Học Liên Cấp  👉 Trýờng Đại Học VINUNI 👉 Bệnh Viện Đa Khoa Quốc Tế VINMEC 👉 Trung Tâm Thýõng Mại VINCOM MEGA MALL 👉 Sân Tập Thể Thao Ngoài Trời  👉 Výờn Nýớng BBQ  👉 Sân Chõi Theo Chủ Đề Cý Dân Nhí. 🧰 sổ đỏ trao tay ngay và luôn.  💎💎💎 NGOÀI RA E CÒN QUỸ CĂN BIỆT THỰ, SONG LẬP, ĐƠN LẬP, LIỀN KỀ THÝÕNG MẠI DỊCH VỤ, SHOPHOUSE, Giá Cực Tốt. ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811899.4719112, 50
"19,5 tỷ VNĐ",Đường Phú Diễn, 118m2,,,,,"Chủ gửi bán căn Ccmn Phường Phú Diễn Quận Bắc Từ Liêm hiện đưa vào kinh doanh tốt. Căn hộ được thiết kế 7 tầng, ngõ rộng thông thoáng, ô tô vào nhà. Cách mặt đường chính ô tô chỉ vài chục mét, khu vực nhiều trường Đại Học, vì vậy lúc nào cũng full phòng.  + Thiết kế & diện tích: Nhà 118m2, mặt tiền 7.3m, 7 tầng. + Tổng 30 phòng full nội thất. + Doanh số ước tính thu 120tr/1 tháng + Nhà phù hợp an sinh, kết hợp kinh doanh, giữ tiền...Sổ đỏ đẹp, sẵn sàng giao dịch. Liên hệ Mr Chính 079 212 2918 xem, đặt cọc, mua nhà. ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811901.551613,
"5,25 tỷ VNĐ",Tô Hiệu, 34m2,, 5, 4, 4,"+ Cần bán căn lô góc phố Tô Hiệu, ngõ ô tô thông sang phố Lê Lai, đường trước nhà ô tô tránh xe máy,  3 bước ra chợ Hà Đông, trường cấp 3 Lê Lợi, phù hợp kinh doanh Spa, quầy thuốc.....  Thiết kế:  + Tầng 1: Kinh doanh + Bếp + Wc. + Tầng 2: Khách + Phòng ngủ + Wc. + Tầng 3,4: Tầng 2 phòng + Wc. + Tầng 5: Phòng thờ + Sân phơi.  Sổ đỏ phân lô, sẵn sàng giao dịch.",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811902.975898,
"7,3 tỷ VNĐ",Đường Thanh Bình phường Mộ Lao, 56m2, 5, 5, 7, 4,"Bán nhà Gấp LÀNG VIỆT KIỀU Euroland - phường Mộ Lao - Hà Đông* Ô TÔ TRÁNH - CÁN BỘ, DÂN TRÍ CAO - Giáp Liền Kề Bộ Công An  +Diện tích 56m2 x 5 tầng - 7 phòng ngủ+Mặt tiền 5m+Đường rộng 8m +Cách Phố 20m+Sổ đỏ chính chủ 50m2+Giá bán 7.3 tỷ  *Đặc điểm: Khu nhà ở Cán bộ cao cấp; Giáp Liền Kề Bộ Công An - Nguyễn Văn Lộc - Làng Việt Kiều châu Âu  Cô bác liên hệ: 09654.02.653 - để được xem nhà và tư vấn đầy đủ (Pháp lý, thị trường, cách tránh rủi ro, cải tạo kiến trúc...) 🏡🍁🍀",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811904.3719084, 8
"4,5 tỷ VNĐ","mỹ đình, nam từ liêm", 42m2,,,,,"Mỹ Đình, 42m2 x 4T, giá 4.5 tỷ, nhà mới, oto đỗ + Vị trí đẹp, nằm ở ngõ 394 Mỹ Đình, Nam Từ Liêm + Nhà 4 tầng, 4 phòng ngủ, thiết kế chắc chắn hiện đại, nhà mới, oto đỗ cửa + Chủ nhà thiện chí bán Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ Mr Tùng 0969541111( Chuyên Thổ Cư Hà Nội) ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811905.4560063,
"8,7 tỷ VNĐ",Đường Nguyễn Sơn phường Gia Thụy, 65m2, 4, 3, 3, 3,"+ Vị trí rất đẹp ngõ thông thoáng ô tô tránh, phố Nguyễn Sơn, Long Biên , khu phố sầm uất buôn bán kinh doanh ngày đêm, khu vực dân trí cao toàn cán bộ cấp cao . + Diện tích 65M MT4 thiết kế đầy đủ , nhà vẫn đep, chủ thiện trí bán đất tặng nhà. + Sổ đỏ chính chủ sẵn giao dịch . Liên hệ : Xuân Thủy 0971879199 chuyên bđs thổ cư Long Biên .",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811906.8672311, 7
"4,95 tỷ VNĐ",Đường Hào Nam phường Cát Linh, 50m2,,,,,""";="""" mso-bidi-font-family:="""" ""times="""" mso-font-kerning:="""" 18.0pt;="""" mso-bidi-font-weight:="""" bold'+="""" bán="""" nhà="""" cát="""" linh,="""" trung="""" tâm="""" quận="""" Đống="""" Đa,="""" tiện="""" ích,="""" thông="""" thoáng,="""" pháp="""" lý,="""" nhá="""" Đẹp.="""" span="""" p="""" class=""MsoNormalSPAN"" regular"",serif;="""" border-right:="""" windowtext="""" 1pt;="""" border-bottom:="""" color:="""" #2c2c2c;="""" padding-bottom:="""" 0cm;="""" padding-top:="""" padding-left:="""" border-left:="""" padding-right:="""" mso-fareast-font-family:="""" mso-border-alt:="""" none="""" 0cm'thông="""" tin="""" mô="""" tả="""" spanspan="""" black;="""" roman""'=""""> "",serif;="""" color:="""" black;="""" mso-fareast-font-family:="""" ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" roman""'-="""" vị="""" trí:="""" ngõ="""" trước="""" nhà="""" rộng="""" 2.0m="""" (2="""" xe="""" máy="""" tránh="""" nhau="""" rất="""" thoải="""" mái)="""" đi="""" 5m="""" là="""" ra="""" mặt="""" 4m,="""" bãi="""" ô="""" tô="""" và="""" đường="""" 2="""" cách="""" chỉ="""" 20m,="""" bộ="""" 1="""" phút="""" đến="""" ga="""" cát="""" linh.="""" span="""" p="""" class=""MsoNormalSPAN"" ui="""" historic"",sans-serif;="""" background:="""" #0084ff;="""" white;="""" line-height:="""" 107%'+span="""" spanthi="""" spanspan="""" 107%'="""">t kế"",sans-serif;="""" background:="""" #0084ff;="""" color:="""" white;="""" line-height:="""" 107%'span="""" spant="""" spanspan="""" 107%'ng,="""" t="""" 107%'="""">i đ"",sans-serif;="""" background:="""" #0084ff;="""" color:="""" white;="""" line-height:="""" 107%'a="""" công="""" n="""" spanspan="""" 107%'ng="""" s="""" 107%'=""""> dụ"",sans-serif;="""" background:="""" #0084ff;="""" color:="""" white;="""" line-height:="""" 107%'ng,="""" có="""" ban="""" công="""" thoáng.="""" span="""" p="""" class=""MsoNormalSPAN"" lh:="""" vượng="""" -="""" 0912949598.="""" bất="""" Động="""" sản="""" Đống="""" đa,="""" còn="""" 20="""" căn="""" tương="""" tự.="""" sổ="""" Đỏ="""" chính="""" chủ="""" sẵn="""" sàng="""" giao="""" dịch,="""" spanspan="""" #444444;="""" 107%;="""" mso-fareast-font-family:="""" ""times="""" new="""" roman""'4,9="""" tỷ="""" ra="""" lộc="""" cho="""" khách="""" hữu="""" duyên.br="""" span+="""" hỗ="""" trợ="""" tư="""" vấn="""" pháp="""" lý,="""" Đàm="""" phán,="""" 70%="""" ngân="""" hang.="""" #006e13;="""" roman"";="""" mso-font-kerning:="""" 18.0pt;="""" mso-bidi-font-weight:="""" bold'="""">#bannhathaiha#  ""times="""" new="""" roman"";="""" mso-font-kerning:="""" 18.0pt;="""" mso-bidi-font-weight:="""" bold'#bannhadongda#="""" span="""" p="""" class=""MsoNormalSPAN"" bold'#bannhatayson#="""" bold'="""">#bannhadelathanh#",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811908.0930345, 1
"5,35 tỷ VNĐ",68 nguyễn văn linh, 50m2,,,,,"Nhà mới koong- 68 Nguyễn Văn Linh ( Thạch Bàn) 50m2- 5Tầng -  Nhỉnh 5 tỷ. Long Biên   +Nhà 5 tầng đẹp xây mới, thiết kế tân cổ điển. Nội thất đẹp, sang trọng, thoáng trước, thoáng sau, 4 phòng ngủ.  + Tầng 1: Gara ô tô, bếp, wc. + Tầng 2: Phòng khách + không gian vui chơi, wc. + Tầng 3 + 4 : Mỗi tầng 2 phòng ngủ, wc.+ Tầng 5 : Phòng thờ, sân phơi.  Ngõ thông tứ phía ô tô tránh, ô tô 7 chỗ vào nhà thoải mái  . Tiện ích gần trường học, chợ, trung tâm thương mại Aeon mall, cầu Vĩnh Tuy. ",29/07/2022,Tin thường,batdongsan_so_com_vn_1673811909.910173,
