price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"3,1 tỷ VNĐ","Tương Mai, Hoàng Mai, Hà Nội", 47m2, 5,"+ Cấu trúc nhà hiện đại, có ban công + Căn nhà đẹp đường Nguyễn An Ninh diện tích 47m2, 5 tầng thông thoáng. Phòng khách đầy đủ tiện nghi được chủ nhà tặng. 6 phòng ngủ, bếp, 5WC +Vị trí: Nằm trong quận Hoàng Mai di chuyển thuận lợi chỉ mất 10 phút đến Trung tâm bờ hồ, ngõ thông các ngả + Ngõ trước cửa 2,5m và chỉ 20m ra đường 5m. Gần Bến xe, chợ dân sinh, trường Đại Học, khu vui chơi và nhiều tiện ích khác…. + Sổ đỏ chính chủ sẵn sàng giao dịch đặc biệt có rất nhiều ưu đãi khi giao dịch trong tháng 8 + Gọi ngay Mr Quân 0911303899 Chuyên khu vực Hoàng Mai, Hai Bà Trưng để được tư vấn miễn phí, còn rất nhiều căn nhà cùng khu vực với tài chính từ 3-10 tỷ.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808860.3198414, 4,, 6, 4, Đông bắc
8 tỷ VNĐ,Đường Ngọc Thụy phường Ngọc Thụy, 119m2,,""",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(255,255,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'="""" bán="""" gấp="""" lô="""" đất="""" tại="""" ngõ="""" 268="""" ngọc="""" thụy,="""" long="""" biên,="""" hà="""" nội,="""" dt="""" 119m2,="""" mt="""" 6="""" m.="""" nhỉnh="""" 8="""" tỷ.="""" span="""" p="""" pspan="""" +="""" Đường="""" trước="""" nhà="""" Ôtô="""" tránh="""" .="""" giáp="""" chợ,="""" hàng="""" xóm="""" khu="""" đô="""" thị="""" khai="""" sơn="""" hill,="""" trường="""" pháp.="""" mần="""" non="""" gia="""" thượng,="""" cấp="""" 1="""" 2="""" lý="""" thường="""" kiệt,="""" tái="""" định="""" thụy.="""">+ Cách TTTM Mipec chỉ 3p di chuyển. Cách  phố ẩm thực Ngọc lâm chỉ 5p. Cách  Phố Cổ chỉ 8P.   "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(255,255,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'+="""" vị="""" trí="""" trung="""" tâm="""" phường="""" ngọc="""" thụy="""" thông="""" ngõ="""" 532,="""" 604,="""" 606="""" 264="""" thụy,="""" 55="""" gia="""" thượng="""" ,="""" lý="""" sơn.="""" span="""" p="""" pspan="""" initial'="""" +="""" thửa="""" đất="""" vuông,="""" đầu="""" tư="""" tiềm="""" năng="""" tặng="""" giá="""" cao.="""" cở="""" sở="""" hạ="""" tâng="""" các="""" tiện="""" ích="""" hiện="""" hữu="""" đã="""" đi="""" vào="""" sử="""" dụng.="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(255,255,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'+="""" sổ="""" đỏ="""" chính="""" chủ,="""" cất="""" két="""" sẵn="""" sàng="""" giao="""" dịch.="""" span="""" p="""" pspan="""" initial'span="""" initial'="""">Quý khách vui lòng liên hệ Em Thu 0916488589
",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808862.132996, 6,,,,
"15,8 tỷ VNĐ",Phố Vọng Hai Bà Trưng Hà Nội, 80m2, 6,"+ Bán nhà Phố Vọng, ô tô tránh, ô tô thông Phố Trần Đại Nghĩa, phân lô, cực hiếm. + Vị trí không thể nào đẹp hơn, cực hiếm có căn thứ 2, nhà mình nằm trong khu phân lô VÍP trung tâm quận Hai Bà Trưng, an ninh tốt, dân trí cao, an sinh tuyệt đỉnh, xung quanh bạt ngàn tiện ích. + Diện tích 80m2 xây 6 tầng, mặt tiền 5m. + Nhà thiết kế mỗi tầng 2 phòng, giếng trời, lắp được thang máy cực kỳ tiện lợi. + Sổ đỏ chính chủ, rất đẹp tại nhà. + Tài chính 15.8 tỷ ( Thương lượng ) Quan tâm xin liên hệ: Minh Quang 0327085656 ( Anh chị em môi giới vui lòng không gọi điện. Xin cảm ơn )",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808863.4923937, 5,, 8,,
"19,8 tỷ VNĐ",Hoàng Hoa Thám Ba Đình Hà Nội, 126m2, 5,"+ Vị trí trung tâm Ba Đình, ô tô tránh kinh doanh đỉnh, hiếm tìm thấy căn thứ 2. + Lô góc cho nên nhà luôn tràn ngập ánh sáng tự nhiên. + Nhà tự xây được vài năm cực kỳ tầm huyết, thiết kế mỗi tầng 3 ngủ khách về ở kinh doanh ngay. + Khu vực dân trí cao, an ninh tốt, hàng xóm toàn cán bộ quân đội, bác sĩ, nghệ sĩ, giáo viên… + Diện tích 126m2, mặt tiền 4m - sổ đỏ đẹp. + Tài chính 19.8 Tỷ ( Thương lượng ) Quan tâm xin liên hệ: Minh Quang 0327085656 ( Anh chị em môi giới vui lòng không gọi điện. Xin cảm ơn )",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808865.1401374, 4,, 9,,
55 tỷ VNĐ,Đường Bát Khối phường Long Biên, 480m2, 3,⚡💖☎http://www.facebook.com/DangHoaBatDongSan,13/08/2022,Tin thường,batdongsan_so_com_vn_1673808866.4426126, 12, 10, 5, 5,
6 tỷ VNĐ,Thượng Đình, 49m2, 5,"Siêu Phẩm! Phố Thượng Đình, Thanh Xuân, Ô TÔ qua, KINH DOANH, 48m2, 5 Tầng, Nhỉnh 6 Tỷ. + Gần Ngã Tư Sở, Royal City, trường học các Cấp. Thông sang Khương Đình, Nguyễn Trãi, Tây Sơn. + Thiết kế nhà hiện đại, nội thất cao cấp, chủ tặng lại hết cho khách. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sắn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Thanh Xuân, Đống Đa với nguồn nhà hơn 13 000 căn, miễn phí xem nhà 24/7.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808868.0682635,,,,,
100 triệu VNĐ/m2,QUẬN CẦU GIẤY, 100m2,,"NHÀ ĐẸP CẦU GIẤY Ô TÔ VÀO NHÀ CỬA KINH DOANH 100M2, MT 5.5M NHỈNH 10TỶ 0962745289 + Vị trí mặt tiền ngõ thông rộng kinh doanh , khu vực hiếm nhà bán. Trung tâm Quận Cầu Giấy. Tiện ích nhất khu vực.+ Nhà cực đẹp, khu vực trung tâm sầm uất, tiềm năng tăng giá cao mỗi ngày.+ Thiết kế sang trọng, đầy đủ công năng, full nội thất ở ngay: + + Sổ đỏ nở hậu sẵn sàng giao dịch.+ Giá:Thỏa thuận. + Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn. + Tư vấn 24/7. ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808869.223175,,,,,
"3,5 tỷ VNĐ",phố Minh Khai, 39m2,,"+ Nhà năm tại phố Minh Khai , gần các tuyến phố chính như Kim Ngưu,Bạch Mai, Trương Định, Lạc Trung. + Nhiều tiện ích : Time City, Cầu Vĩnh Tuy… + Nhà trong khu phân lô, dân trí cao, an ninh tuyệt đối. + Ngõ thông,to, 50m ra đường oto + Diện tích sổ đỏ 40  x 5 tầng. + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Chủ TẶNG TOÀN BỘ NỘI THẤT. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3 Tỷ500  Liên hệ: em Dũng chính chủ  - 094 567 6597",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808870.3431785,,,,,
"1,6 tỷ VNĐ","Thôn Mộc, Minh Quang, Ba Vì, Hà Nội", 302m2,,"- Lô đất 10 mét mặt tiền, giáp chợ Mộc.- Dt: 303 m2, sẵn 1 sổ đỏ, công chứng trong ngày.- Địa chỉ: Chợ Mộc, Minh Quang, Ba Vì, Hà Nội.- Vị trí đẹp, hiếm, khu vực kinh doanh sầm uất, đường ô tô tránh nhau.- Cách chợ Mộc, trường THCS Minh Quang, bệnh viện Minh Quang, trường mầm non Minh Quang, nhà văn hóa thôn Mộc: Bán kính 30 - 50m. Cách cây xăng và Tỉnh Lộ 414: 300m.- Xung quanh đất các bác Hà Nội đã về xây nhà nghỉ dưỡng cuối tuần cho gia đình.- View đẹp. Khu đông dân cư. Kinh doanh buôn bán được luôn.- LH chính chủ: 0975349726, để đàm phán trực tiếp.- Giá ban đầu: 1.6 tỷ.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808871.7190146, 10,,,,
"1,4 tỷ VNĐ",Đường Thắng Trí phường Minh Trí, 100m2,,"+ Cách đường nhựa khoảng 50m.+ Giá bao rẻ - nhất thị trường - nhất khu vực (bao phí sang tên).
",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808873.2569804, 5,,,,
