price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới
136 tỷ VNĐ,Đường Lê Đức Thọ phường Mỹ Đình, 313m2, 15, 4, 5, 7,"
    Tổng thể dự án rộng: 6.8haHướng Tây Nam, căn góc đường 13m và đường đôi nội khuBiệt thự The Zei thực sự quá đẹp, phù hợp với khách hàng thích ở nội đô để tiện đi lại công việc, nhưng vẫn đảm bảo được cuộc sống trong trẻo, không xô bồ tấp nập. Cách nhà 150m là Công viên hồ điều hòa Mai Dịch rộng 17.7haThanh toán sớm nhận nhà ngay chiết khấu 8%0907 023 278
",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796037.3320243, 25
"14,5 tỷ VNĐ",100 Cầu Giấy, 50m2, 4, 9, 6, 8,"TRUNG TÂM CẦU GIẤY, 9 TẦNG  THANG MÁY 50M2, 14.5 TỶ - Nhà mới, hoàn thiện full nội thất xịn xò, thang máy hiện đại. Khu vực trung tâm phù hợp vừa ở vừa làm văn phòng - Xây dựng 9 tầng trên diện tích 50m2. Thiết kế: Tầng 1: Gara 2 ô tô. Tầng 2: Phòng khách. - Tầng 3,4: 2 Phòng. - Tầng 5: Bếp + Phòng ăn. - Tầng 6: 2 phòng. - Tầng 7: Phòng thờ + Sân phơi. - Tầng 8: Thông sàn. - Tầng 9: Tum + Tiểu cảnh sân vườn... - Sổ đỏ vuông đẹp, sẵn sàng giao dịch. - Liên hệ: K.S Phương – 0918120568 để được tư vấn về ngôi nhà và gặp chủ đàm phán trực tiếp.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796039.3282187,
"3,1 tỷ VNĐ",Đường Ngọc Hồi phường Hoàng Liệt, 35m2, 3, 5, 6, 6,"Nhà Đẹp Mê Ly , Trung Tâm Đường Ngọc Hồi, KĐT Pháp Vân, Hoàng Liệt , Hoàng Mai , Ô Tô Đỗ Cổng , Kinh Doanh Văn Phòng, Online , An Sinh Cực Đỉnh. LH : Mr Tiến - Diện Tích : 35m2 x 5 tầng, MT 3.5m( Giá iu luôn : 3 tị 100 trịu ) - Vị trí siêu đẹp, tọa lạc trên con đường Ngọc Hồi, Khu Đô Thị Pháp Vân, Hoàng Liệt Hoàng Mai, tiên ích bạt ngàn , đường ô tô đỗ cổng, quay đầu tít mù, giao thông thuận tiện , 500m tới bến xe nước ngầm, hồ linh đàm, đường vành đai 3, Giải Phóng... - Nhà đẹp long lanh, chính chủ tự tay thiết kế và xây dựng năm 2018, địa thế an cư lạc nghiệp, chủ nhà ở cực kỳ có lộc, sau 5 năm chủ làm ăn phất lên và đã mua biệt thự BT1 Khu đô thị pháp vân, thiện trí nhượng lại cho chủ mới có duyên và may mắn. - Sổ đỏ chính chủ.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796042.0298822, 9
48 tỷ VNĐ,Đường Trần Hưng Đạo phường Trần Hưng Đạo, 150m2, 6, 2, 4, 3,"TRẦN HƯNG ĐẠO – HOÀN KIẾM – LÔ GÓC – 2 MẶT TIỀN – 3 MẶT THOÁNG - VỈA HÈ - Ô TÔ TRÁNH - GIÁ TỐT NHẤT THỊ TRƯỜNG. - HOÀNG HƯNG - 0916.113.179 – BÁN NHÀ BẰNG SỰ TỬ TẾ. + Vị trí Đắc Địa đoạn phố trung tâm giao Trần Hưng Đạo, Yết Kiêu, Trần Bình Trọng, Yết Kiêu, Quán Sứ, Lê Duẩn, Phan Bội Châu.... giao thông vô cùng thuận lợi, tiện ích bạt ngàn. + Lô Góc, 2 Mặt tiền, 3 Thoáng, mặt tiền 6m, Vỉa Hè, Ô tô tránh, hiện trạng nhà cũ xác định mua Vị trí xây Tòa Building 8 Tầng làm:: KHÁCH SẠN, NHÀ HÀNG, APARTMENT, TRUNG TÂM NGOẠI NGỮ, TÒA NHÀ VĂN PHÒNG...  + Sổ đỏ chính chủ, sẵn sàng giao dịch. + Giá bán: 48 tỷ ( Có thương lượng ). Liên hệ trực tiếp 24/7 để được đi xem nhà miễn phí:  - Hoàng Hưng - 0916.113.179. - Chuyên Nhà đất Hoàn Kiếm, Ba Đình, Tây Hồ. - Miễn trung gian, quảng cáo.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796045.2662168, 10
,Đường Cầu Giấy phường Quan Hoa, 43m2, 3, 5, 6, 5,"+ Phố Cầu Giấy trung tâm thương mại xầm uất, nâng tầm tiện ích, giao thông cực thuận tiện. + Nhà 5 tầng thiết kế công năng hoàn hảo, tổng 6 ngủ khép kín, khách, bếp, phòng thờ và sân phơi đầy đủ. em tư vấn và dẫn xem nhà.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796046.2950184, 3
13 tỷ VNĐ,đường Trung Kính, 50m2, 5, 4, 4,,"Khu phân lô cán bộ cấp cao Trung Kính, Cầu Giấy, trước nhà ô tô tránh, vỉa hè rộng, kinh doanh văn phòng. S = 50m2, 4 tầng, mặt tiền 5m, giá 13 tỷ + Trung tâm giao thông: Trần Duy Hưng, Vũ Phạm Hàm, Mạc Thái Tông, Mạc Thái Tổ, Nguyễn Chánh, Vành Đai 3, Phạm Văn Bạch, Yên Hoà, Trần Kim xuyến,... + Khu vực VIP, tiện ích không thiếu thứ gì, gần các trường đại học, cao đẳng lớn: Đại học Công nghệ Đông á, Đại học Phương đông, Đại học Lao động Xã hội,… + Thiết kê: 4 phòng ngủ, cầu thang giữa. * Sổ đỏ đẹp, chủ rất thiện chí. * Liên hệ ngay để xem nhà miễn phí, không tiếp môi giới.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796047.9244397, 5
"4,1 tỷ VNĐ",Quận Cầu Giấy, 35m2,,,,," CỰC HIẾM BÁN NHÀ LÔ GÓC PHÂN LÔ HỒ TÙNG MẬU CẦU GIẤY 35M2*5 GIÁ CHỈ 4.1 TỶ 0962745289 + VỊ TRÍ LÔ GÓC thoáng sáng 20m ra mặt phố Phạm Văn Đồng thông ngã tư Hồ Tùng Mậu - Xuân Thủy - Phạm Văn Đồng, di chuyển cực kỳ thuận tiện các hướng, xung quanh vô vàn tiện ích, gần ĐH Quốc Gia, ĐH Thương Mại, HV Báo Chí và Tuyên Truyền. Tiện ích miễn bàn.+ Nhà thiết kế 5 tầng, cầu thang cuối, mỗi tầng một phòng + wc, tổng có 3 phòng ngủ.+ Nhà đẹp long lanh, chủ tặng full nội thất, khách chỉ việc vác vali vào ở. + Sổ đỏ vuông đét A4 sẵn sàng giao dịch. + Giá thương lượng. + Liên hệ: Anh Đoàn:0962745289.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, sang tên thủ tục nhanh gọn. + Tư vấn 24/7.  ",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796049.570779,
6 tỷ VNĐ,"nhuyễn văn trỗi, thanh xuân, hà nội.", 54m2, 3, 3, 3, 3,"Mô tả. + Bán Nhà Phố Nguyễn Văn Trỗi, Thanh Xuân, Ngõ Rộng Như Phố , 54m 3Tầng 6Tỷ. +Nhà vị trí đẹp 3 thoáng, thiết kế móng cột chắc chắn, có thể thêm 3 tầng nữa. Khu vực an ninh tốt, hàng xóm thân thiện. + Giao thông đi lại thuận tiện. Chạy ra Giải Phóng, Nuyễn Lân, Lê Trọng Tấn, Định Công…Đặc biệt gần bến xe và nhiều trường Đại Học. + Khu vực dân cư đông đúc kinh doanh sầm uất. Di chuyển 10 phút Hồ Linh Đàm, đi bộ hưởng thụ không khí trong lành. 15 phút đến Royal City, có nhiều khu vui chơi giải trí cho gia đình trong các ngày cuối tuần. + Giá 6 Tỷ ( có thương lượng) + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Mr Quân-0911303899. Tư vấn, xem nhà, miễn phí. Hỗ trợ cùng khách mua nhà với giá tốt nhất.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796051.1645942,
"12,4 tỷ VNĐ",đường Hoàng Quốc Việt, 80m2, 16, 4, 6,,"Bán nhà riêng phân lô Hoàng Quốc Việt, Bắc Từ Liêm, lô góc 3 mặt ngõ ( đều là ngõ ô tô tránh), vỉa hè rộng, kinh doanh. DT: 80m2, mặt tiền 16m, giá 12.4 tỷ. + Vị trí đắc địa, xung quanh là vô vàn tiện ích, trường học các cấp, trường đại học, cao đẳng lớn: Đại học Ngoại ngữ, Đại học Sư phạm, Cao đẳng Du lịch, Học viện chính trị, Học viện Công nghệ Bưu chính Viễn thông, Viện khoa học Công nghệ Xây dựng, Cao đẳng Y dược,… + Giao thông: Phạm Văn Đồng, Cổ Nhuế, Cầu Giấy, Hồ Tùng Mậu, Bến xe Mỹ Đình, Xuân Thủy, Trần Cung,… * Thiết kế: 4 tầng, 6 phòng ngủ ( có thể cải tạo thêm phòng) Sổ đỏ rất đẹp, chủ nhà thiện chí. * Liên hệ ngay để xem nhà miễn phí, không tiếp môi giới.",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796053.167235, 5
5 tỷ VNĐ,Đường Mỹ Đình phường Mỹ Đình 1, 45m2, 4, 5, 5, 4,"
    Duy nhất 1 căn tại Mỹ Đình Nam Từ Liêm nhà đẹp ở ngay chỉ 5 tỷ LH 0845681666Nhà mới ngõ rộng thoáng mát sạch đẹp, chỉ việc ở, thiết kế hiện đại, mang lại sự tiện nghi cho người sử dụng, không có căn nhà nào Mỹ Đình tốt hơn trong tầm giáVị trí gần trường học mầm non 10M cấp 1, 2 Phú Đô đi bộ tới trường, Bệnh Viên Hồng NgọcGiao thông thuận tiện sân bóng Mỹ Đình, Lê Quang Đạo, Đại Lộ Thăng Long...Với nguồn hang 5000 căn nhà quanh các Quân Cầu Giấy , Nam Bắc Từ Liêm có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/7
",09/10/2022,Tin thường,batdongsan_so_com_vn_1673796054.6151147, 3
