price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet,Hướng
"1,85 tỷ VNĐ",the pride tố hữu hà đông, 73m2,, 10, 2,"Do chuyển đổi căn to rộng hơn nên gia đình cần bán căn hộ The Pride Tố Hữu, La Khê, Hà Đông vì đã tìm được nhà mới mong muốn người mua đến ở giữ gìn sạch sẽ cẩn thận. Thông tin như sau: Diện tích 73m2 gồm 2 ngủ, 2 vệ sinh, ban công thoáng mát. Nội thất để lại đầy đủ Tiện ích đầy đủ siêu thị Đức Thành, trường mầm non, nhà hàng, trung tâm thương mại, khuôn viên chơi, kios, bể bơi, gym, spa,... Giá 1,x tỷ Có thương lượng Ai quan tâm vui lòng liên hệ Mr. Luân 0962.626.796",08/08/2022,Tin thường,batdongsan_so_com_vn_1673810166.5745764, 5, 2, Tây nam
"1,85 tỷ VNĐ",the pride tố hữu hà đông, 72.9m2,, 10, 2,"Vị trí đẹp căn góc. Tiện ích xung quanh: Gần trường Quốc tế Nhật Bản, đối diện bến xe bus BRT, liền kề khu đô thị Văn Khê, cách Công viên Thiên Văn Học 1km, gần chợ, có khuôn viên chơi, trung tâm thương mại, siêu thị Đức Thành. Diện tích 72.9m2 thiết kế 2 phòng ngủ 2 vệ sinh. Nội thất bàn giao nguyên bản của chủ đầu tư: Tủ quần áo, điều hòa, tủ bếp, bếp từ, hút mùi, sàn gỗ, trần thạch cao... Nhà ở giữ gìn sạch sẽ. Pháp lý rõ ràng, sổ đỏ chính chủ. Giá 1,x tỷ Có thương lượng. Ai quan tâm vui lòng liên hệ Anh Luân 0962.626.796",08/08/2022,Tin thường,batdongsan_so_com_vn_1673810170.027155, 5, 2, Đông nam
"5,2 tỷ VNĐ",Đường Tạ Quang Bửu phường Bạch Mai, 42m2, 5, 5, 3,,08/08/2022,Tin thường,batdongsan_so_com_vn_1673810171.3716867, 1, 4,
"4,6 tỷ VNĐ",Đường Ngô Quyền phường Quang Trung, 47m2, 3, 4, 4,"Nhà nằm trong khu vực phân lô , Quân Đội , chung cư Học Viện Chính Trị an ninh tốt, dân trí cao , nằm sát KĐT Văn Khê..  Nhà dân xây , chắc chắn thoáng đãng . thiết kế 4 tầng với đầy đủ công năng  Ngõ trước nhà 2,5m . 7 m ra ô tô . 50 m ra đường Ngô Quyền thuận tiện di chuyển đi các hướng  thuận tiện đủ đường .. Chủ nhà thiện chí để lại nội thất Chủ mới chỉ việc xách va li về ở.  Sổ đỏ cất két . sẵn sàng sang tên đổi chủ liên Hệ Thân Ngọc để khai mục sở thị ",07/08/2022,Tin thường,batdongsan_so_com_vn_1673810172.9845486, 3,,
"13,2 tỷ VNĐ","Khu đô thị mới Văn Khê, LA KHÊ, HÀ ĐÔNG", 83m2, 5, 4, 4,"Bán Nhà Văn Khê, La Khê Kinh Doanh, Vỉa Hè, Phân Lô, Ô Tô Nội Thất Xịn Xò, DT 83m2 x 4T, Chỉ 13,2 Tỷ. Vị Trí: Nhà khu liền kề đô thị văn khê, La Khê, Hà Đông, đường trước nhà 7m, vỉa hè rộng, kinh doanh hay làm văn phòng đều tuyệt vời, nhà nằm ngay gần trường Tiểu học, Mầm non Chu Văn An, gần chợ xung quanh buôn bán tấp nập, chủ nhà là doanh nhân trẻ thành đạt nay muốn bán để vào ở  khu vinhome. Thiết kế: Tầng 1 thông sàn, ga ra ô tô, bếp + WC. + Tổng 4 phòng ngủ +3 phòng tắm Nội thất xịn xò, toàn là gỗ đẹp Pháp lý: Sổ đỏ phân lô sẵn sàng giao dịch Giá bán: 13.2 tỷ ( có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                           - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",07/08/2022,Tin thường,batdongsan_so_com_vn_1673810174.5408354, 7, 3, Đông nam
"8,9 tỷ VNĐ",Cầu Giấy, 60m2,,,,"BÁN CCMN CẦU GIẤY 60M 6T THANG MÁY NHỈNH 8 TỶ + Trung tâm Cầu giấy , đường như bàn cờ.+ Gần các Trường Đại Học Giao Thông Vận Tải, Học Viện Báo Chí Tuyên Truyền, ĐH Ngoại Thương, ... Rất đông Sinh viên, người đi làm..+ Sổ CC,sang tên nhanh gọn.+ Giá thương lượng+ Xem nhà gọi Mr Đức 812212525.",07/08/2022,Tin thường,batdongsan_so_com_vn_1673810176.1103523,,,
"5,4 tỷ VNĐ",Đường Nguyễn Sơn phường Gia Thụy, 48m2, 4, 4, 4,"
    Bán nhà Phố Nguyễn Sơn, Quận Long Biên 48M2 Nhỉnh 5 tỷ.+ Vị trí đắc địa, nằm trong khu phân lô Vip Nguyễn Sơn, dân trí cực cao, tiện ích không thiếu thứ gì.
Gần các phố Nguyễn Văn Cừ, Hồng Tiến, Cổ Linh, Ngọc Lâm, Lâm Hạ.Khu vực tiện ích vô vàn, TTTM AEON, BỆNH VIỆN QUỐC TẾ TÂM ANH, BẮC HÀ, Trung tâm cầu Trần Hưng Đạo và Cầu Chương Dương chỉ 5p sang phố cổ, không thiếu thứ gì.Đặc biệt NHÀ DÂN TỰ XÂY ĐẺ Ở thiết kế chắc chắn đầy đủ công năng phù hợp gia đình nhiều thế hệ.SỔ ĐỎ ĐẸP, SẴN SÀNG GIAO DỊCH.Chủ cực kì thiện chí đối với tôn trọng khách mua.Giá bán: 5.4 tỷ ( Có thương lượng) Liên hệ: Tôi Lâm 0976262952 ( Gọi hoặc inbox 24/24h) Miên trung gian, Môi giới làm phiền.-Miễn phí xem nhà
",07/08/2022,Tin thường,batdongsan_so_com_vn_1673810177.2562857, 5, 4,
25 tỷ VNĐ,Hồ Tùng Mậu, 61m2, 5, 5, 6,DÒNG TIỀN 800TR/NĂM- VỈA HÈ ĐÁ BÓNG-2 THOÁNG,07/08/2022,Tin thường,batdongsan_so_com_vn_1673810178.9558592,, 5,
"7,95 tỷ VNĐ",tôn thất tùng, 45m2,,,,"Mô tả Bán nhà ngõ 10 Tôn Thất Tùng, ngõ thông, kinh doanh, ngõ rộng 2.5m, 45m2, 6 tầng xây mới có thang máy.- Vị trí: Lô góc, Nhà cách mặt phố Tam Khương chỉ 50M, ngõ thông rộng 2.5m.- Diện tích: 45 m2.- Mặt tiền: Mặt tiền 4.6 m.- Xây dựng: Nhà xây mới, 6 tầng thang máy khung cột kiên cố.- Thiết kế: Nhà thiết kế hiện đại; trước nhà có ban công và cửa kính lớn, sau nhà có giếng trời nên lấy được rất nhiều ánh sáng và không khí tự nhiên cho ngôi nhà.- Tầng 1: Phòng khách (KD).- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ, 1 wc khép kín.- Tầng 5: Phòng Bếp + Sinh hoạt chung.- Tầng 6: Phòng thờ, sân phơi.- Nội Thất: Toàn bộ nhà được sơn màu trắng sứ, tạo cho không gian sang trọng và cảm giác rộng rãi hơn. Cửa chính là cửa cuốn, cửa các phòng và tay vịn cầu thang làm từ gỗ Lim Lam Phi, sàn gỗ Đức nhập, trần thạch cao Vĩnh Tường kết hợp hệ thống đèn led chiều sáng, tủ bếp gỗ An Cường, full thiết bị vệ sinh Toto cao cấp...- Pháp lý: Sổ đỏ chính chủ.- Giá: 7.95 tỷ (có thương lượng). Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",07/08/2022,Tin thường,batdongsan_so_com_vn_1673810181.078335,,,
"3,6 tỷ VNĐ",xã Ngọc Hồi, 45m2,,,,"+ Bán nhà Ngọc Hồi, Thanh Trì, Hà Nội+ Nhà cách đường Ngọc Hồi 20m, đối diện KIA Giải Phóng, Trường tiểu học B thị trấn Văn Điển 100m, Chung cư Rose Town Ngọc Hồi 250m, Trường mầm non C thị trấn Văn Điển 300m, + Nhà xây đẹp, hiện đại. Để lại toàn bộ nội thất. Có sân để xe máy riêng. Miễn TG. ",07/08/2022,Tin thường,batdongsan_so_com_vn_1673810182.4077783,,,
