price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"1,05 tỷ VNĐ","Xã Thuỷ Xuân Tiên, huyện Chương Mỹ, Hà nội", 60m2, 6, 6,,,"Chính chủ cần bán nhanh 60m2 nỏ hậu đất xã Thuỷ Xuân Tiên huyện Chương Mỹ Hà Nội giá chỉ 1 tỷ.- Diện tích 60m2 mặt tiền 6m phân lô quân đội. Đất vuông vắn ô tô tránh.- Thị trường mua bán nhà đất huyện Chương Mỹ Hà Nội đang thu hút nhiều vốn đầu tư trong và ngoài nước với nhiều trọng tâm phát triển kinh tế trong kđt vệ tinh Xuân Mai, đường tránh kết nối giao thông giữa quốc lộ 6 và quốc lộ 21A được trải nhựa Apphal.- Tiềm năng đất Chương Mỹ sẽ tạo đột phá trong đầu tư, phát triển hạ tầng kinh tế-xã hội.- Nằm cạnh dòng sông Bùi xanh mát hiền hoà, không khí trong lành. Là 1 nơi đáng sống ngay tại trung tâm xã Thuỷ Xuân Tiên huyện Chương Mỹ Hà Nội.- Chính chủ gửi bán. Không bán chênh.- Sổ đỏ chính chủ, pháp lý rõ ràng.Liên hệ ngay em Dương sđt: 0914450004.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822527.9070048,,
495 triệu VNĐ,0969272960, 55m2,,,,,"CHỈ VỚI 495TR SỞ HỮU CĂN HỘ 2PN+1 CAO CẤP với thiết kế tinh tế, thông minh, tối ưu công năng sử dụng. --- - LOẠI HÌNH CĂN HỘ ĐA DẠNG: Từ 1,3 Tỷ - Căn hộ Studio: 28 - 32m2 - Căn hộ 1PN+1 khu đa năng: 43m2 - Căn hộ 2PN+1 khu đa năng, 1WC: 55m2 - Căn hộ 2PN+1 khu đa năng, 2WC: 64m2 - Căn hộ 3PN, 2WC: 76m2 --- VỊ TRÍ ĐẮC ĐỊA - Nằm tại vị trí đẹp nhất trong KĐT VINHOMES SMART CITY TÂY MỖ - ĐẠI MỖ- HÀ NỘI - Tầm view hướng ra biển hồ trung tâm, hưởng trọn không khí mát lành. - Thiết kế tối ưu, các phòng ngủ đều có cửa sổ đón ánh sáng. - Thêm không gian + 1 giúp ra tăng số phòng ngủ hoặc phòng đọc sách. --- TIỆN ÍCH ĐẲNG CẤP - 3 đại công viên theo phong cách nghỉ dưỡng resort - TTTM Vincom Megamall lớn nhất hệ thống Vincom - Hệ thống máy tập gym ngoài trời lớn nhất Đông Nam Á: 1000 máy - Công viên BBQ với hơn 100 điểm nướng - Hệ thống trường học liên cấp từ công lập đến dân lập. --- CHÍNH SÁCH CỰC CHẤT: - Tổng chiết khấu lên tới 16% - Vay 80% miễn lãi 2 năm - Chỉ 10% ký ngay HĐMB - Miễn phí QLVH trong 5 năm đầu --- Liên hệ em Lâm tư vấn chọn căn : 0969272960",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822529.2613828,,
"3,85 tỷ VNĐ",Đường Tân Triều phường Tân Triều, 30m2, 5, 2, 6, 4,"
    Tôi chính chủ bán nhà riêng tại Tân Triều Thanh Trì, MT 5.13m, Nhà xây 6 tầng, giá 3.85 tỷ, ô tô tránh 30m.Nhà đẹp, DT 30m2, 6 tầng, mặt tiền 5.13m, lô góc, ô tô tránh 30m.Mô tả:Vị trí đẹp bậc nhất Tân Triều.Gần sát bên 4-5 trường Đại học và Cao đẳng lớn nhỏ của thành phố, nhu cầu thuê ở cực lớn, luôn luôn kín phòng, tầm tiền nhỏ cực hiếm không có căn thứ 2 có vị trí và hiệu suất tương đương.Thiết kế 6 tầng, tổng 4 phòng.Tiềm năng tăng trưởng giá trị đất trong khu vực phát triển nhanh chóng theo thời gian.Sổ đỏ vuông đẹp sẵn sàng giao dịch.Giá 3.85 tỷ có thương lượng.Liên hệ em Huy 0364844886.
",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822530.427884, 3,
"10,95 tỷ VNĐ",Yên Xá Tân Triều, 100m2, 5,, 8, 10,"Sốc ,rẻ nhất Yên Xã CCMN 100m2 8 tầng 24P KK giá 10.95 tỷ 800m2 sàn , 78 triệu/ tháng     Sốc ,rẻ nhất Yên Xã  Tân Triều  Sát KĐT Văn Quán CCMN 100m2 8 tầng 24P KK giá 10.9 tỷ 800m2 sàn , 78 triệu/ tháng chưa tính thêm tiền dịch vụ lên tầm 86 đến 100 triệu, Có tháng máy nhập khẩu đi 5 6 người -    Diện tích : gần 100m2 , 8 tầng  .-    Mặt tiền 4.6m , Hướng :  Thuộc tây tứ trạch  , đường trước nhà 3 m -    Nhà được thiết kế chuẩn cho hộ gia đình ở hay người đi làm ăn cư lập nghiệp , và sinh viên con nhà đại gia có điều kiện .-     Tầng 1 : Thông sàn để xe máy thoải mãi cho đủ số người ở , có cửa sổ thoáng ở sau  -    Tầng 2, tầng 3 đến tầng 8 : Mỗi tầng có 3 phòng cho thuê kép kín , full đồ dung , điều hòa nóng lạnh , giường tủ , đồng hồ điện nước , trần thạch cao -    Nhà xây dựng 8 tầng, thang máy nhập khẩu xịn ,khép kín, trang bị full nội thất , đang vận hành cho thuê kín phòng. Thu nhập hàng tháng lên tới 78 triệu/tháng. ô tô đỗ cách nhà 50m. -    Cách KĐT Văn Quán 300m , tổng cục 5 Tân Triều 150m, chợ Yên xã 180m , Bệnh Viện K , Viện 108 600m , Nhà gần nhiều trường đại học: Đại học An Ninh, Đại học Kiến trúc, Đại học Sư phạm Nghệ thuật TW, Đại học Hà Nội, Học viện mật mã, Học viện Y học cổ truyền, Học viện bưu chính viễn thông... tập trung nhiều sinh viên thuê trọ và thầy cô giáo -    Sổ đỏ chính chủ, hồ sơ bản vẽ kỹ thuật, giấy phép xây dựng đầy đủ. -    Giá bán 10.95 tỷ (có thương lượng và bao sang tên sổ, hỗ trợ vay vốn ngân hàng) -    Liên hệ để đi xem nhà và đàm phán trực tiếp chính chủ  0968608331",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822531.6967132, 10, Tây bắc
18 tỷ VNĐ,Hà Nội, 79m2,,,,," - Chủ gửi bán nhà Đỗ Quang 79 m2 x 7 tầng, mặt tiền rộng 6.5m. Thiết kế mới đẹp, chắc chắn, nội thất thang máy hiện đại.Vị trí đắc địa đường ô tô tránh, vỉa hè rộng, hiếm nhà bán, an ninh dân trí cao.Kinh doanh văn phòng đỉnh, giao thông kết nối đi lại thuận tiện.Sổ đỏ chuẩn chính chủ.Giá chỉ 18 tỷ chủ thiện chí thương lượng nhiều. Quý khách vui lòng liên hệ ngay: 0366 555 258. ",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822532.8293786,,
,Cầu Giấy, 51m2, 5,, 5,,"+ Chuyển nhà bán gấp nhà quận Cầu Giấy, S: 51m2, mặt tiền 5m, 5 tầng.+ Vị trí: Nằm trung tâm quận Cầu Giấy, gần nhiều trường Đại học, công viên, Bệnh viện, tiện ích đầy đủ.+ Nhà 5 tầng mới đẹp, để lại toàn bộ nội thất, điều hòa…+ sổ đỏ chính chủ.+ Liên hệ em Đức Anh để xem nhà - 0975517689",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822533.922759,,
5 tỷ VNĐ,"THÁI THỊNH, DỐNG ĐA", 35m2,,,,,"GẤP GẤP: CHÍNH CHỦ BÁN NHÀ THÁI THỊNH, DT 35M2, MT 4,5M, NGÕ BA GÁC, Ô TÔ GẦN NHÀ. + Vị trí trung tâm ĐỐNG ĐA dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 5 tầng, nội thất cực đẹp mặt ngõ nông rộng. Cách chỗ để ô tô chỉ vài bước chân. + Sổ đỏ chính chủ, pháp lý sạch. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822535.1375086,,
"4,7 tỷ VNĐ",Đường Phạm Văn Đồng phường Xuân Đỉnh, 40m2, 4, 2, 6, 4," + Nhà có vị trí rất gần phố, đi lại thuận tiện. Nhà xây được vài năm, như mới. Chủ thuê thiết kế nên nhà rất đẹp, hiện đại, đồ dùng thì xịn lắm luôn. chủ làm rất tâm huyết, xác định để ở. - T1: Khách, bếp, WC. - T6:. Tum, trồng rau....",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822536.3866863, 5,
"1,95 tỷ VNĐ",Đường Tả Thanh Oai phường Tả Thanh Oai, 54m2, 3, 2, 4, 4,"
    Tôi chính chủ bán nhà riêng tại Tả Thanh Oai Thanh Trì, DT 54m2, Nhà xây 4 tầng 1.95 tỷ.Nhà cách ô tô tránh 15m, ngõ nông, nhà mới, thiết kế hiện đại,Khu vực an sinh tốt, nhà thiết kế hiện đại- nhà mình gần khu Đô thị Đại thanh và Khu đô thị linh Đàm tầm 20 phút đi xe.. tiện ích đầy đủ, giá đất Thanh trì đang lên, vì sắp lên Quận.Thiết kế- Tầng 1: bếp + khách- Tầng 2, 3: mỗi tầng 2 phòng- Tầng 4: phòng thờ, sân phơiSổ chính chủ sẵn sàng giao dịchGiá 1.95 tỷ có thương lượng.Liên hệ em Huy 0364844886 để được tư vấn và xem nhà.
",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822539.2295434, 3,
"5,58 tỷ VNĐ",Đường Thái Hà phường Trung Liệt, 37m2,, 1, 4, 4,"
    - Bán nhà ngõ 117 Thái Hà vị trí trung tâm thuận tiện di chuyển.- Ngõ trước nhà thoáng rộng gần phố.- Nhà trang trí rất đẹp cho con trai nhưng lại không về quyết định cư tại nước ngoài lên bán.- Xung quanh rất nhiều tiện ích gần trường đại học Thủy Lọi, Công Đoàn...- Nhà thiết 4 tầng, tổng có 4pn.Tầng 1: pk+bếp.Tầng 2: 1phòng ngủ rộng.Tầng 3: 2pn.Tầng 4: 1pn + sân phơi rộng.- Sổ đỏ chính chủ giao dịch ngay.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822541.4750245, 1,
