price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"9,9 tỷ VNĐ","Đường Hoàng Đạo Thành, Kim Giang, Thanh Xuân", 45m2, 3,"PHÂN LÔ – Ô TÔ TRÁNH – THANG MÁY – KINH DOANH – TẶNG FULL NỘI THẤT XỊN SÒ – NHÀ ĐẸP LONG LANH + Chính chủ cần tiền bán gấp nhà phân lô ô tô tránh tại phố Hoàng Đạo Thành, Thanh Xuân. + Diện tích: 45m, Nhà 6 tầng, Mặt tiền 3.4m + Giá chào để bán: 9.9 tỷ + Nhà nằm trong khu phân lô, trước nhà ô tô tránh, ngõ kinh doanh sầm uất. Hàng xóm toàn cán bộ về hưu, dân trí cao, an ninh tốt. + Nhà chủ mới ở được vài năm còn khá mới, nội thất cực đẹp. Khách mua về chỉ việc ở luôn. Tầng 1: Gara ô tô ( hoặc cửa hàng) Tầng 2: Phòng khách. Tầng 345: Mỗi tầng 1 ngủ + vệ sinh. Tầng 6: Bếp + phòng thờ + sân phơi. + Sổ đỏ vuông đẹp, chính chủ sẵn sàng giao dịch. + Liên hệ xem nhà: 0902.083.139 Miễn phí xem nhà – Nguồn nhà phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24 ",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786977.9090817,, 8, 6, 4, 4
"9,3 tỷ VNĐ","Đường Cầu Giấy, Quan Hoa, Cầu Giấy", 50m2, 5,"+ Nhà xây mới diện tích 50 m2 x 6 tầng giá 9,3 tỷ, nhà trung tâm Quận Cầu Giấy kết giao cùng nhiều Quận, Quận Nam Từ Liêm, Quận Bắc Từ Liêm, Quận Đống Đa, Quận Tây Hồ, Ngõ Ô TÔ.  + Vị trí nằm ngay mặt ngay Mặt Ngõ Cầu Giấy huyền thoại, kinh doanh sầm uất ngày đêm, gần ngay Quận Uỷ Cầu Giấy, khu vực trung tâm, ở, kinh doanh hoặc cho thuê đều tuyệt vời.  + Thiết kế 6 tầng, tổng 6 phòng khép kín. + Sổ đỏ vuông vắn, sẵn sàng giao dịch. + LH;Hoàng Bắcchuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786979.0350714,, 8, 6, 6,
"10,9 tỷ VNĐ","Thanh Xuân, Hà Nội", 48m2,,"- Diện tích: 48 m2 X 8 tầng - Mặt tiền: 6 m. - Sổ đỏ phân lô chính chủ. - Giá bán: 10,9 tỷ   - Nhà đẹp, hiện đại khách mua chỉ cần xách Vali về ăn Tết: + Tầng 1: Gara ô tô, WC. + Tầng 2, 3, 4, 5, 6: Mỗi tầng hai phòng ngủ rộng WC khép kín. + Tầng 7: Phòng khách, bếp ăn, sân nướng BBQ, WC. + Tầng 8: Phòng thờ, sân phơi, tiểu cảnh.  - Vị trí:  + Nhà khu phân lô Quân đội, ô góc hai thoáng. + Đường trước nhà ô tô tránh, thông, vài chục mét ra phố Hoàng Văn Thái, Cù Chính Lan.  - Khu vực: + Giáp ranh ba quận Thanh Xuân - Hoàng Mai - Đống Đa đi lại đễ dàng chỉ 20 phút đi sân bay Nội Bài hay Hồ Hoàn Kiếm. + Cơ sở hạ tầng đầy đủ đường trường trạm. + Tiềm năng phát triển mạnh, giá trị nhà đất tăng cao.  - Thiết kế: + Tầng 1: Gara ô tô, WC. + Tầng 2, 3, 4, 5, 6: Mỗi tầng hai phòng ngủ rộng WC khép kín. + Tầng 7: Phòng khách, bếp ăn, sân nướng BBQ, WC. + Tầng 8: Phòng thờ, sân phơi, tiểu cảnh.  - Nhà phù hợp nhiều đối tượng khách hàng: + Khách mua xách vali về ở luôn, đón Tết. + Khách mua cho thuê dòng tiền. + Khách mua vừa ở vừa kinh doanh.   - Chủ làm ăn nhiều nhà, thiện chí bán thương lượng nhẹ.  - Liên hệ: Mr hải, 0946 921 974, Chuyên gia tư vấn, mua bán Bất động sản khu vực Bắc Hồng, Bùi Xương Trạch, Cầu Lủ, Chính Kinh, Cù Chính Lan, Cự Lộc, Định Công, Định Công Thượng, Giải Phóng, Giáp Nhất, Hạ Đình, Hà Kế Tấn, Hồ Mễ Trì, Hồ Rùa, Hoàng Đạo Thành, Hoàng Đạo Thúy, Hoàng Minh Giám, Hoàng Ngân, Hoàng Văn Thái, Hồng Liên, Khuất Duy Tiến, Khương Đình, Khương Đình 2, Khương Hạ, Khương Hạ Mới, Khương Trung, Khương Trung mới, Kim Giang, Lạc Hồng, Lê Trọng Tấn, Lê Văn Lương, Lê Văn Thiêm, Lương Thế Vinh, Nam Hồng, Ngụy Như Kon Tum, Nguyễn Huy Tưởng, Nguyễn Lân, Nguyễn Ngọc Nại, Nguyễn Ngọc Vũ, Nguyễn Quý Đức, Nguyễn Thị Định, Nguyễn Thị Thập, Nguyễn Trãi, Nguyễn Tuân, Nguyễn Văn Trỗi, Nguyễn Viết Xuân, Nguyễn Xiển, Nguyễn Xuân Linh, Nhân Hòa, Phan Đình Giót, Phố Vọng, Phùng Khoang, Phương Liệt, Quan Nhân, Tân Hồng, Thượng Đình, Tố Hữu, Tô Vĩnh Diện, Trần Điền, Triều Khúc, Trịnh Đình Cửu, Trường Chinh,Đường Vành Đai 2, Đường Vành Đai 3, Vũ Hữu, Vũ Tông Phan, Vũ Trọng Phụng, Vương Thừa Vũ, Xuân Hồng... (Anh, chị, em Môi giới, QC xin không làm phiền).",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786980.0104592,,,,,
"3,75 tỷ VNĐ","Đường Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm", 128m2,,"💥 CHỈ 3.75 TỶ - CĂN HỘ CHUNG CƯ TÒA B 18 PHẠM HÙNG 128M2 3PN + 2WC - SĐCC 💥 ⭕️ LH NGAY 0982833366 (KHU VỰC TẦM GIÁ CHỈ CÓ MỘT CĂN-NHANH MỚI CÒN)----------------------------TÒA B CHUNG CƯ 18 PHẠM HÙNG, MỸ ĐÌNH, NAM TỪ LIÊM 128M2 3PN + 2WCTRUNG TÂM MỸ ĐÌNH -  TOÀ CHUNG CƯ  THẤP TẦNG HIẾM - ĐẲNG CẤP Ở SANG CHẢNH.- Nhà gần bến xe Mỹ Đình, mặt đường Phạm Hùng, gần ĐH Sư Phạm, ĐH Ngoại ngữ+  Phòng khách rộng mênh mông                                         + Khu bếp biệt lập, thiết bị nhập khẩu hiện đại.                       + 3 Phòng ngủ rộng mênh mông, 2 WC.                                    - Mỗi tầng có 2 thang máy mà có 4 hộ, mật độ siêu thấp                                                       - Sổ đỏ chính chủ cất két, sang tên nhanh chóng.  ----------------------------🚀 GIÁ BÁN CHỈ: 3.75 TỶ (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)----------------------------☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên nhà chung cư, nhà tập thể Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%... ----------------------------DÀNH CHO ACE TÌM NHÀ HÀ NỘI - MIỄN PHÍ LỌC VÀ XEM NHÀ 100%LH: Mr. Phương_Nhà_Phố (1981) CALL 0982833366 - ZALO 0902223785 (FB/ZALO - 24/7)   - Tiếp khách có nhu cầu thực, khách xem cho vui hoặc không có quyền quyết xin phép không tương tác vì CV mình rất bận.- Phương_Nhà_Phố có thông tin hàng ngàn căn nhà với đủ phân khúc từ vài tỷ đến vài trăm tỷ, thông tin hình ảnh thật mô tả kỹ không làm mất thời gian công sức của ACE CÁC LĨNH VỰC BĐS ĐANG HOẠT ĐỘNG1. Biệt thự, nhà ở đẳng cấp, yên tĩnh, sân vườn2. Nhà mặt phố , tòa nhà văn phòng3. Nhà dòng tiền: Khách sạn, Nhà hàng, Apartment, Homestay, Chung cư Mini cho thuê4. Nhà mặt ngõ ô tô, Nhà phân lô, Nhà liền kề5. Chung cư, tập thể, nhà ở theo từng phân khúc tài chínhLiên hệ ngay để được tư vấn và tham khảo BĐS phù hợp nhất. Xin cảm ơn!!!!!!!!!",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786981.085586,, 30, 1, 3, 2
3 tỷ VNĐ,"Đường Kim Đồng, Giáp Bát, Hoàng Mai", 47m2, 41,"_ Nhà tọa lạc tại trung tâm Giáp Bát, quận Hoàng Mai . Khu vực sầm uất, giao thông thuận lợi. _ Đi 5 phút ra Bệnh viện Bạch Mai, ĐH Xây Dựng, Bách Khoa, bến xe Giáp Bát,UB phường, ... _ Chủ nhà xây vô cùng tâm huyết căn nhà quá đẹp với 4 tầng cao, sáng , thoáng mát. _ Chủ nhà thiện chí bán nhanh, giá rất tốt so với thị trường. _ Giá nhỉnh 3 tỷ cho căn nhà 47m2, siêu đẹp. ***Liên hệ Ms Phòng 0382787723. Tiết kiệm công sức, thời gian để tìm kiếm ngôi nhà như mong muốn. 100% miễn phí và nhận điện thoại 24/7.",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786982.046055,, 3, 4,,
"4,5 tỷ VNĐ","Đường Đội cấn, Đội Cấn, Ba Đình", 40m2, 5,"
    
Bán nhà đẹp 5tầng mt 5m nhỉnh 4tỷ ngõ ôtô 260 Phố Đội Cấn Ba Đình(1)

GẦN OTO - TRUNG TÂM -THOÁNG TRƯỚC SAU

- Nhà thuộc ngõ VIP ôtô tránh 279 Đội Cấn thông 173 Hoàng Hoa Thám lõi Ba Đình giao thông thuận lợi, tiện ích phong phú, khu dân trí cao, an ninh, khách nước ngoài cực kỳ ưa thích tìm kiếm thuê ở và làm việc...
Thiết kế:
- Tầng 1:phòng khách +bếp
- Tầng 2+3+4: 3 phòng ngủ
- Tầng 5: phòng thờ + sân phơi
- Sổ đẹp, vuông vắn, sẵn sàng giao dịch.
Chú ý:
1. LH: A. Hoàng Anh 0934266313 (xem nhà miễn phí)
2. Giá niêm yết có thương lượng cho khách hàng thiện chí.
3. Hỗ trợ tài chính cho vay mua nhà đến 70% giá trị căn nhà, lãi suất thấp nhất thị trường.
4. Hỗ trợ BHNT Chubblife kế hoạch tài chính, an sinh, bảo vệ trọn đời đến 99 tuổi.
5. Môi giới, trung gian, quảng cáo mạng miễn làm phiền dưới mọi hình thức xin chân thành cảm ơn!
",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786983.211937,, 4, 5, 3, 4
"5,9 tỷ VNĐ",phường mai dịch, 40m2,,"NHÀ ĐẸP ĐÓN TẾT CẦU GIẤY LÔ GÓC 2 THOÁNG DT 40M2*6 TẦNG MT 4.5M NHỈNH 5 TỶ LH 0962745289+ Vị trí lô góc 2 thoáng 10m ra ô tô. Trung tâm Quận Cầu Giấy. Tiện ích miễn bàn.+ Nhà thiết kế 6 tầngchắc chắn, nội thất tỷ mỉ, 4 ngủ đầy đủ công năng sử dụng.+ Ngõ thông kinh doanh, gần nhiều trường Đại Học Giao thông Vận Tải, Luật, đại học Quốc Gia, học viện Báo Chí, Học Viện Hành chính Quốc Gia.+ Sổ đỏ phân lô A4 cất két sẵn sàng giao dịch.+ Giá thương lượng. + Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn. + Tư vấn 24/7. ",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786984.378818,,,,,
"2,5 tỷ VNĐ","Đường Nhân Hòa, Nhân Chính, Thanh Xuân", 26m2,,"
    NHÀ ĐẸP GIÁ RẺ NHẤT HIỆN NAY - NGÕ VÀO THOÁNG YÊN TĨNH DÂN CƯ AN NINH - KHÔNG CÓ CĂN RẺ THỨ 2
Diện tích 26m2, 3 tầng + 1 gác xép, mặt tiền 4,4m, gia chỉ 2.5 tỷ-LH-0936206176
+ Hai bãi đỗ xe lớn cách nhà đi bộ đúng 2 phút.
+ Khu vực dân trí cao, tiện ích cực kỳ thuận lợi. Rất phù hợp cho hộ gia đình trẻ. Bán kính 200m là trường mẫu giáo, tiểu học, trung học, chợ, hồ điều hòa.
- Thiết Kế:
+ Tầng 1: phòng khách + bếp + WC.
+ Tầng lửng 1 phòng ngủ.
+ Tầng 2: phòng ngủ, vs khép kín.
+ Tầng 3: 1 phòng + gác xép.
- Sổ đỏ đẹp sẵn sàng giao dịch
LH-0936206176
",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786985.3701634,, 2,,,
"1,45 tỷ VNĐ","HUỲNH VẰN NGHỆ, SÀI ĐỒNG,", 68m2,,"BÁN CĂN HỘ 68M2 TẠI KĐT SÀI ĐỒNG_ HUỲNH VĂN NGHỆ. CĂN HỘ TẦNG 10, HOÀN THIỆN CƠ BẢN BAO GỒM TRẦN THẠCH CAO, SÀN GỖ, TỦ BẾP, BỒN BỆT, VÒI TẮM VÀ THIẾT BỊ VỆ SINH. NẰM TRONG KHU BIỆT THỰ VINHOME RIVERSIDE VÀ TỔ HỢP THƯƠNG MẠI DỊCH VỤ LEGRAND JARDIN. SỔ ĐỎ CHÍNH CHỦ CHỜ SANG TÊN. GIÁ BÁN : 1,45 TỶ. LH : 0904.979.521",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786986.3465524, Đông,, 10, 2, 2
6 tỷ VNĐ,phường phú đô, 50m2,,"CHÍNH CHỦ CẦN BÁN GẤP NHÀ ĐẸP PHÚ ĐÔ TẶNG HẾT NỘI THẤT Ở NGAY ĐÓN TẾT GIÁ CHỈ 6 TỶ LH 0962745289+ DT. 50M2*4 TẦNG – MẶT TIỀN 4M GIÁ 6 TỶ CÓ THƯƠNG LƯỢNG.+ Vị trí cực đẹp nhà phân lô sổ vuông nét căng A4, ô tô đỗ gần nhà xây dựng chắc chắn gồm 4 phòng ngủ đầy đủ công năng, tặng hết nội thất.+ Khu đông dân cư, gần sân vận động Mỹ Đình, đường đua F1, đại lộ Thăng Long... Bệnh viện hồng ngọc, quận ủy.+ Sổ đỏ cất két giao dịch ngay.+ Giá có thương lượng.+ Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, thủ tục sang tên nhanh gọn.+ Tư vấn 24/7. ",19/11/2022,Tin thường,batdongsan_so_com_vn_1673786990.7226896,,,,,
