price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet
"5,5 tỷ VNĐ",Đường Duy Tân phường Dịch Vọng, 45m2,, 3, 3,"
    Chỉ 5.5 tỷ Đập hôp nhà mới DUY TÂN CẦU GIẤY hai thoáng 45MxMT4MNhà mời ngay trung tâm TRẦN THÁI TÔNG, DỊCH VỌNGPhân khúc hiếm nhà bán khu vực CẦU GIẤYVơi rất nhiều phân khúc từ 4 đến 20 tỷ cho khách hàng chọn lụaTiện ích quá nhiều công viên trung tâm thương mại trường họcGiao thông quà thuận tiện mấy phut gi chuyển ra DUY TÂN, CẦU GIẤY, XUÂN THUỶ, PHẠM HÙNGSổ đỏ săn sàng dao dịch ngayLH Trần Hảo để có giá tốt tư vấn xem nhà miễn phí 24/7.Luôn mang lại Giá Tri - Uy - Tín Niềm Tin tới khách hàng
",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805317.4184363, 5, 4, 4
1 tỷ VNĐ,"135 Trần Phú, Hà Đông, Hà Nội", 98m2,,,,"Thông tin mô tả - Sở hữu 2 mặt tiền Trần Phú và Nguyễn Khuyến.- 3 phút đến Ga Văn Quán (Đường sắt Cát Linh - Hà Đông).- 15 phút đến Trung tâm thành phố Hà Nội.- View 2 hồ điều hòa Hồ Than Thở - Hồ Văn Quán.Vị trí:- Bán kính 2km có hệ thống giáo dục đầy đủ với 3 trường Mầm non, 2 trường Tiểu học, 2 trường THCS, 2 trường THPT và nhiều trường Đại học.- Bán kính 2km có hệ thống cơ sở y tế cấp quận, cấp thành phố như bệnh viện 103, bệnh viện đa khoa Hà Đông,...- Bán kính 2km có hệ thống Ngân hàng đa dạng, cơ quan hành chính Nhà nước từ cấp phường tới thành phố.- Bán kính 2km có hệ thống siêu thị, trung tâm thương mại, chợ dân sinh đa dạng, phong phú, tiện lợi.- Bán 2km có 4 sân bóng, có đường đi bộ quan hồ,... Thích hợp rèn luyện thể dục thể thao.Quy mô:- Tổng diện tích: 21.294m2 bao gồm:+ 2 tòa nhà văn phòng 16 tầng.+ Khu biệt thự cao cấp.+ 1 tháp căn hộ cao cấp 45 tầng.+ 1 tháp đôi căn hộ cao cấp 50 tầng.Loại hình sản phẩm:+ Căn hộ 2 PN diện tích từ: 69-98m2+ Căn hộ 3 PN diện tích từ: 110-120m2Bàn giao.+ Dự kiến hoàn thiện bàn giao năm 2024.",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805318.69706,, 2, 2
46 tỷ VNĐ,Lạc Long Quân Tây Hồ, 276m2,, 17,,"276m2 x4 tầng. Mặt tiền 17m Giá bán 46 tỷ có thương lượng!   • Vị trí quá đẹp, ngõ đẹp nhất phố, ngõ ô tô tránh vỉa hè thông các ngả. xe ô tô tải vào nhà. • Căn nhà xây dựng biệt thự đẳng cấp, 3 mặt siêu thoáng, vài bước ra Hồ Tây thơ mộng.  • Thiết kế:  - Tầng 1 : sân để nhiều ô tô, phòng khách, bếp!    - Tầng 2,3 Phòng ngủ ban công thoáng mát!    - Tầng 4: phòng thờ, sân phơi. - Sổ đỏ đẹp sẵn sàng giao dịch!  Alo ngay cho em  Miễn ( TG Quảng Cáo ) ",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805321.6838326, 4, 6, 6
"6,5 tỷ VNĐ",Đường Lương Nỗ phường Tiên Dương, 100m2,, 5,,""",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'bìa="""" làng="""" trải="""" nhựa="""" ô="""" tô="""" tránh="""" nhau="""" thoải="""" mái="""" tại="""" lương="""" nỗ-tiên="""" dương="""" giá="""" đẹp="""" span="""" p="""" pspan="""" initial'-="""" diện="""" tích:="""" 100m2="""" initial'=""""> - Mặt tiền 5m vuông vắn  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'-="""" Đường="""" trước="""" đất="""" 6m="""" có="""" vỉa="""" hè,="""" bìa="""" làng="""" trải="""" nhựa="""" bóng="""" bẩy="""" span="""" p="""" pspan="""" cách="""" đường="""" ql3="""" chỉ="""" 100m="""" initial'="""">- Bán kính 2km đầy đủ tiện ích ( trường học các cấp mầm non- 1-2-3,bệnh viện,trường CĐ nghề,chợ lớn,nhà máy và kcn….)  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'-="""" cách="""" trung="""" tâm="""" huyện="""" chỉ="""" với="""" 5p="""" lái="""" xe="""" span="""" p="""" pspan="""" initial'="""" -="""" đường="""" gom="""" võ="""" nguyên="""" giáp="""" 3km="""" và="""" tới="""" sân="""" bay="""" nội="""" bài="""" cực="""" nhanh="""" 10p="""">- Giao thông thuận tiện vô cùng. Dân trí phát triển văn minh  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'-="""" vị="""" trí="""" lên="""" quận="""" cực="""" tiềm="""" năng="""" phát="""" triển="""" phù="""" hợp="""" đầu="""" tư="""" và="""" sinh="""" lời="""" cao="""" span="""" p="""" pspan="""" initial'anh="""" chị="""" quan="""" tâm="""" liên="""" hệ="""" trực="""" tiếp="""" em="""" spanspan="""" initial'=""""> để xem đất và có giá đẹp",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805325.1775706,,,
"6,9 tỷ VNĐ",Xuân La, 45m2,,,,"Mô tả : - Nhà ở vị trí đắc địa 3 mặt thoáng. Ngõ rộng sạch sẽ chỉ 3 bước ra mặt phố  Xuân La - Nhà xây để ở nên rất chắc chắn với thiết kế 5 tầng 6pn, OTO đỗ cổng có thể vừa ở vừa kinh doanh dòng tiền. -  Khu vực dân cư đông đúc tiện ích ngập tràn : Bán kính 200m trường cấp 1,2,3 Xuân La , Khu Liên Cơ Tây Hồ , LoTTe Lạc Long Quân , UBND Phường, Ngân Hàng ….- Chủ nhà hiểu chuyện. Cả 2 vợ chồng đều chuyển công tác nên thiện chí bán nhà. - Diện tích : 45m2- Giá : 6.9 tỷ có thương lượng với khách mua thiện chí- Sổ đẹp cất két chờ giao dịch- Miễn tiếp trung gian vs môi giới- LH : 0972861569 để xem nhà",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805326.1112027, 5, 6,
139 triệu VNĐ/m2,thành trung, 75m2, Đông nam, 5, 5,"Nằm tại trung tâm hành chính quận gia lâm cách ocaen parkMặt tiền 5 m có thể mở cửa hàng kinh doanh+ Liền kề, shophouse:75 - 127m2, cao 5 tầng, mật độ xây 82.5%.Chính sách bán hàng siêu ưu đãi.- Thanh toán sớm chiết khấu 6.5% giá trị đất.- Thanh toán theo tiến độ chiết khấu 3% giá trị đất.- KH được vay tối đa 70% tổng giá trị đất tới 20 năm.- CĐT hỗ trợ vay 60% với LS 0%/12 tháng.Tổng quan dự án Highway5 Residences:- Vị trí: Lô đất TQ5 Đ. Nguyễn Mậu Tài, Trâu Quỳ, Gia Lâm.- CĐT: Công ty cổ phần Tập Đoàn Thiên Minh Đức.- Quy mô: 8.3 ha.- Sản phẩm: 163 lô nhà ở thấp tầng bao gồm LK, shophouse 5 tầng.- Diện tích: 75 - 196 m2.- Hình thức sở hữu: Sổ đỏ lâu dài.",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805327.2581346, 5, 6, 7
"6,9 tỷ VNĐ",Lạc Long Quân, 42m2,,,,"Mô tả : -  Nhà nằm ở vị trí trung tâm, khu dân cư đông đúc , tiện ích xung quanh ngập tràn không thiếu gì .Ngõ thông tứ tung , Oto vào nhà , 3p đi bộ ra Hồ Tây hóng gió.- Nhà xây mới thiết kế 5 tầng 4 ngủ . Khung cột chắc chắn, Khách mua về tự setup  ngôi nhà mơ ước theo ý mình - Khu Vực dân trí cao toàn cán bộ và nhà giàu nên ở sướng .- Diện tích : 42m2- Giá : 6.8 tỷ có thương lượng với khách thiện chí- Sổ đẹp cất két chờ bàn giao chủ mới- Miễn tiếp Trung gian và Môi giới- LH : 0972861569 để xem nhà",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805328.3721642, 5, 4,
20 tỷ VNĐ,Đường Nguyễn Cảnh Dị phường Đại Kim, 85m2,,, 10,,30/08/2022,Tin thường,batdongsan_so_com_vn_1673805329.5001915, 7, 5, 6
866 triệu VNĐ,mê linh hà nội, 80m2,, 5, 6,"☣️ Cơ hội đầu tư ngay tại dự án Khu dân cư mới tự xây Tân Phúc giá rẻ chỉ 866 triệu/ lô. 🔰 Tọa lạc ngay nối vào Nút giao Cao tốc 5B, nằm bên cạnh đường Quy hoạch rộng 66m, trong lòng Khu công nghiệp lớn nhất tại Hưng Yên. 🗾 Diện tích đa dang từ 70- 90m2, đường nhựa 2 ô tô tránh nhau. 🎁 Tặng quà tri ân lên tới 3% giá trị lô 💯Đã có Sổ đỏ riêng từng lô, Công chứng Sang tên trong ngày. 💎 Sở hữu vị trí vô cùng đắc địa nằm trong vùng kinh tế trọng điểm theo trục hành lang kết nối Đông Tây cùng sở hữu hệ thống giao thông tốt bậc nhất với nhiều tuyến Quốc lộ và Tỉnh lộ cực kỳ quan trọng, thúc đẩy giao thương kinh tế Vùng, Quốc gia cũng như thuận lợi cho Xuất nhập khẩu. ♻️ Liền kề hàng trăm héc ta Khu đô thị và hàng nghìn héc ta khu công nghiệp đang dần dần hiện hữu ♻️Dân cư khu vực đông đúc, sầm uất với hàng loạt hộ kinh doanh, Chợ dân sinh, Trường học các cấp, ủy ban, Ngân hàng, Y tế xung quanh chỉ vài phút di chuyển. ♻️Hạ tầng đồng bộ với mốc giới rõ ràng, mặt đường trải nhựa theo tiêu chuẩn đô thị mới. ♻️ Đã có sổ đỏ riêng từng lô, đất ở lâu dài, ký công chứng chuyển nhượng trong ngày, nhanh chóng và không mất thêm thời gian và chi phí. ♻️Nơi thích hợp cho các nhà đầu tư khó tính nhất, tài chính đầu tư không quá lớn, cũng là nơi an cư cho các cặp vợ chồng trẻ, công nhân viên các Cụm công nghiệp, Khu công nghiệp ở địa phương. 💯Đầu tư ngay hôm nay sẽ là quyết định đúng đắn và an toàn nhất của bạn!",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805330.6850219,,,
"4,85 tỷ VNĐ","Chính Kinh, Thanh Xuân", 48m2, Đông nam, 3, 3,"Nhà Sổ Đỏ Chính Chủ Chính Kinh, Thanh Xuân, Lô Góc, DT 48m2x4T, Ở Luôn, Chỉ 4.85 Tỷ. Vị trí: Ngôi nhà nằm trung tâm quận Thanh Xuân, gần trường tiểu học, THCS, gần ngã Tư Sở xung quanh tiện ích không thiếu gì, hàng xóm thân thiện. Dân trí cao, an sinh tuyệt vời, đi lại thuận tiện, căn góc thoáng vĩnh viễn. - Nhà gần chợ,ngõ nông rộng an ninh tốt, hàng xóm thân thiện, an sinh tuyệt vời. - Thiết Kế: + T1 phòng khách, bếp + wc. + T2,3: Mỗi tầng 2 phòng ngủ + wc. + T4:  Phòng thờ + Sân phơi đồ. Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch Giá bán: 4.85 tỷ ( Có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                          - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805331.87786, 4, 4, 3
