price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet,Hướng
7 tỷ VNĐ,Đường Lai Xá phường Kim Chung, 90m2,,,"
    Cần bán dự án Hinode Royal Park phố đi bộ Diện tích: 90m2 Mặt tiền 5mBàn giao thô, đã có người về ởLiên hệ tôi để có giá tốt nhất 76tr/m2
",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804248.4041383, 5,,,
,"Xuân Phương, Nam Từ Liêm, Hà Nội", 45m2, 5, 4,"Chính chủ Bán Nhà Xuân Phương - 45m2 x 5 Tầng, MT rộng, Gần oto 2.95 tỷ. Tôi chính chủ cần bán: - Gần chợ, trung tâm thương mại, trường mầm non, cấp 1, cấp 2,… - Vị trí ngõ nằm trong khu trung tâm, thuận tiện đi lại nhiều nơi - Nhà tôi xây còn mới tâm huyết KCBT chắc chắn, có thể lên thêm tầng. - Tôi cần việc gấp cần bán nhanh trong tuần. (Giá thương lượng). - Sổ đỏ đẹp không lỗi phong thuỷ. Liên hệ tôi để xem nhà (Tuấn): 0389001010                                ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804250.3479395,,,,
"1,9 tỷ VNĐ",Đường Cẩm Văn phường Cát Linh, 140m2,,,"-Vị trí lõi trung tâm hành chính Đông Hòa - Phú Yên, đất ở đô thị -Sổ đỏ sang tên trong ngày -Hiện trạng xung quanh dân cư đã hiện hữu, tiện ích bán kính 2km không thiếu gì -Giá cực nhẹ chỉ từ 14tr/m2.  -Liên hệ: 0384002345 để công chứng ngay trong ngày",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804251.9346933, 5,,,
"25,3 tỷ VNĐ",Đường Thi Sách phường Ngô Thì Nhậm, 88m2, 3, 4,"
    
+ MẢNH ĐẤT VÀNG - TRUNG TÂM PHỐ CỔ - Ô TÔ KINH DOANH - 30M RA PHỐ - DOANH THU 1700 USD/ THÁNG.

Mô tả: 

CHỦ NHÀ ĐÃ ĐỒNG Ý BÁN CẢ 2 CĂN SỐ 6 và SỐ 8
Giá chào như nhau tổng 2 căn chào : 52,6 tỷ 

- Một siêu phẩm giữa lòng phố cổ, vị trí vàng chỉ 30m ra mặt phố lớn. Ngõ ô tô, đi bộ 5 phút lên bờ hồ.
- Nhà 3 tầng hiện đang cho người Nhật thuê 1700 USD/ tháng.
- Thiết kế mỗi tầng 2 phòng, cầu thang giữa. Khách mua vị trí sử dụng: Xây toà nhà văn phòng, khách sạn, căn hộ dịch vụ,...Kinh doanh tập trung chủ yếu người nước ngoài.

- NHÀ không chung móng và tường, 
+  nhà xây cao tầng thoải mái nhé 

+  Sổ đỏ vuông đẹp, pháp lý chuẩn mực.
AC quan tâm alo e Đỗ Hạnh : 0911 206 189 hoặc 0845 790 555 thanks AC.
",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804253.7239068, 4, 7, 4,
"6,55 tỷ VNĐ",Đường Nguyễn Sơn phường Long Biên, 55m2, 5, 4,"+ Vị trí đắc địa, nằm trong khu phân lô Vip Nguyễn Sơn, dân trí cực cao, tiện ích không thiếu thứ gì.+ Đường vào rộng thoáng, ngõ thông, ô tô đỗ cửa, cách ô tô tránh 5m.+ Nhà đẹp lô góc 2 mặt thoáng, mặt tiền rộng, xây dựng chắc chắn với thiết kế tầng 2 phòng ngủ +1 vệ sinh. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch ngay.  + Giá chào: chỉ với 6,55TỶ (Có thương lượng).* Liên hệ: đồng chí Chung 0962.482.09MỘT để được hỗ trợ tốt nhất.CHÚC QUÝ KHÁCH SỚM TÌM ĐƯỢC CĂN NHÀ ƯỚC MƠ.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804256.2631145, 6, 5, 4,
866 triệu VNĐ,"Tân Phúc, Ân Thi , Hưng Yên", 75m2,,,"🎊Chào đón mở bán khu dân cư mới tự xây Tân Phúc, hứa hẹn là điểm sáng đi đầu khu vực đầu tư sinh lời hiệu quả.👉Nằm cạnh nút giao cao tốc Hà Nội- Hải Phòng- Quảng Ninh nơi kết nối vùng kinh tế trọng điểm 4 tỉnh.👉Tiếp giáp các trục quốc lộ như: quốc lộ 5B, quốc lộ 38, đặc biệt tuyến đường mới đang được triển khai nhằm kết nối khu công nghiệp, giao thương, buôn bán.👉Nằm giáp ranh với hàng loạt các khu công nghiệp có diện tích 300- 500 héc ta. Thu hút hàng chục ngàn lao động sinh sống, làm việc .👉Nằm giáp tuyến đường lưu thông hàng hóa qua các Cụm công nghiệp, khu công nghiệp như: Tân Phúc, Quang Vinh, Hoàng Hoa Thám, Văn Nhuệ, Bãi Sậy.👉Diện tích đất rộng từ 70- 90m2.👉Đường trải rộng 5- 7m, cơ sở hạ tầng đồng bộ.👉Giá chỉ từ 866 triệu/ lô.👉Chiết khấu lên tới 3% khi mua từ 2 lô trở lên.🎯Khẳng định lợi thế đầu tư:🌟Tự hào là những người đi đầu, khai phá đánh dấu thời kỳ vàng son thịnh vượng cho dự án bất động sản.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804257.6843126, 5, 7,, Đông bắc
"45,9 tỷ VNĐ",Đường Hào Nam phường Ô Chợ Dừa, 111m2, 4, 6,"- Giá 45.9 tỉ còn thương lượng Miễn trung gian, môi giới và báo mạng làm phiền.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804263.6076534, 7, 5, 5,
"5,8 tỷ VNĐ","liễu giai,ba đình ,hà nội", 64m2,,,"Diện tích 64m sử dụng  Mặt tiền 4.3m Cách ô tô 10m, Cách Đường Văn Cao 30m Nằm trong khu dân trí cao ngay Sân vận động Quần Ngựa,viện phổi,UBND phường Liễu Giai An ninh tốt, giao thông đi lại thuận tiện nằm trên trục chính Liễu Giai, Văn Cao, cách sân Quần Ngựa 500m, cách Hồ Tây 300m. Rất gần các trường THPT (trường Quốc Tế Thực Nghiệm, trường PTCS Thăng Long, trường PTTH Phạm Hồng Thái), cách TTTM Lotte 500m.Sổ đỏ chính chủ, Vị trí đắc địa có tiềm năng sinh lời về giá trị sau này Liên hệ em Bình 0374375441 để xem nhà miễn phí",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804265.5724003,,,,
"5,9 tỷ VNĐ",Đường Hoàng Văn Thái phường Thanh Xuân Nam, 37m2, 4, 4,"+ Vị trí đắc địa, ngay cạnh Đại học Khoa học Tự Nhiên. - Tầng 2: Gác lửng thiết kế tuyệt đẹp kinh doanh. + LH, Hoàng Bắc ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804268.4427197, 5, 3, 4,
"3,8 tỷ VNĐ",Đường Trần Quang Diệu  phường Quang Trung, 42m2, 4, 3," +Nhà chủ làm phòng khám, gia đình thành đạt.
+ Nhà hiện còn mới đẹp, khách mua về ở được ngay:
- Tầng 1: phòng khách + bếp
- Tầng 2,3 : thông sàn
- Tầng 4: 2 ngủ
- Tầng 5: phòng thờ + sân phơi.

+ Khu vực trung tâm, ít nhà bán… đầy đủ tiện ích an sinh.

+ Sổ đỏ, chính chủ, sang tên nhanh.
",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804270.6558068, 4, 15, 4,
