price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Lộ giới
"7,5 tỷ VNĐ",Phường Mỹ Đình, 55m2,"Cần bán nhanh trong tuần, nhà Mỹ Đình - Nam Từ Liêm. 4 tầng, 55m2. Giá nhỉnh 100tr/m2.+ Nhà đẹp long lanh.Công năng đầy đủ, tiện ích dọn về ở ngay.+ Ô tô đỗ cửa, Đường trước nhà 3m thông ra ngã tư Trần Bình, Bến xe Mỹ Đình, Phạm Hùng, Nguyễn Hoàng Lê Đức Thọ…  + Gần Trường CĐ Y Hà Nội.Trường học các cấp, dân cư đông đúc tập trung nhiều sinh viên, kinh doanh buôn bán nhộn nhịp.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá: 7.5tỷLiên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn 24/7.",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827245.2249165,,,,,
15 tỷ VNĐ,Trích Sài, 50m2,"Cần bán gấp nhà Trích Sài mặt phố, kinh doanh đang cho thuê 35tr/1 tháng, mỗi tháng tăng thêm 1tr, view hồ cực đẹp 50m2 5 tầng 15 tỷ, kinh doanh sầm uất, khu vực nhiều người thích LH:0962370591-Mr Lộc ",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827246.5942535,, 5, 4, 4,
"5,6 tỷ VNĐ","đường Phương Mai, Đống Đa, Hà Nội", 46m2,"SỔ ĐỎ CHÍNH CHỦ VUÔNG ĐẸP – KHU VIP – GIÁ RẺ GIẬT MÌNHS = 46m2, mặt tiền 4.1m, giá 5.6 tỷ - Nhà cựu thứ trưởng bộ nội vụ nên xây cực chắc chắn, tâm huyết. - Vị trí quá đẹp, ở sướng, ô tô đỗ cửa, 50m ra ô tô tránh, dừng đỗ ngày đêm. - Giao thông: Giải Phóng, Lương Định Của, Đông Tác, Chùa Bộc, bệnh viện Bạch Mai, ĐH Bách Khoa, ĐH Xây Dựng, ĐH Kinh Tế Quốc Dân, hồ Phương Mai,...  Nhà 4 tầng:- T1: Khách, bếp, vệ sinh.- T2: 2 ngủ + vệ sinh.- T3: 02 ngủ + vệ sinh.- T4: Phòng thờ, sân phơi rộng. * Liên hệ: Tôi Bình, 0345752279 để được tư vấn và xem nhà miễn phí.* Lưu ý: Không tiếp Môi giới. ",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827247.8788173, 4, 4, 4,,
4 tỷ VNĐ,HỒ TÙNG MẬU, 35m2,"+ Bán nhà 6 tầng mới đẹp lung linh tại Dương Khuê, Cầu Giấy, 35m2, 3.5m mặt tiền, ngõ thông thoáng đi lại thuận tiện.+ Nhà 6 tầng thiết kế đẹp, 200m ra trục đường sắt trên cao, gần chợ, siêu thị, trường Đại học, đang cho thuê 14tr/tháng. Nhà vị trí rất thoáng cách mặt đường Hồ Tùng Mậu 100m vài bước chân ra ga đường sắt trên cao.+ Sổ đẹp sẵn giao dịch.+ Liên hệ Đức Anh để được xem nhà: 0975517689",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827248.9519465, 3, 6,,,
"6,6 tỷ VNĐ",Phường Mỹ Đình, 42m2,"Bán gấp nhà Mỹ Đình - Nam Từ Liêm. 5 tầng, ô tô tránh, MT kinh doanh đỉnh. Giá nhỉnh  100 tr/m2.+ Công năng đầy đủ, tiện ích.+ Đường lớn thông ra Bến xe Mỹ Đình, Phạm Hùng, Nguyễn Hoàng Lê Đức Thọ…  + Gần Trường học các cấp, dân cư đông đúc tập trung nhiều sinh viên, kinh doanh buôn bán nhộn nhịp.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá: 6.6 tỷLiên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn 24/7. ",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827250.75317,,,,,
"5,5 tỷ VNĐ",Văn Cao, 33m2,"Bán gấp nhà Văn Cao gần phố, có thang máy, mặt ngõ, vị trí cực đẹp gần chợ +Nhà còn mới, đẹp, thiết kế thông sàn mỗi tầng 1 phòng + vệ sinh +Có thể ở kết hợp kinh doanh cho thuê cực kỳ tốt LH:0962370591-Mr Lộc",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827251.7993305,, 5, 3, 3,
"9,5 tỷ VNĐ",Phương Mỹ Đình, 145m2,"Bán gấp mảnh đất siêu hiếm tại Mỹ Đình. Giá nhỉnh 60tr/m2. Đầu tư chia lô, xây tòa nhà văn phòng hay chung cư mini tuyệt đẹp.+ Vị Trí Đắc địa. Trục đường chính ô tô tránh nhau, thông ra đường Phạm Hùng, Bến xe Mỹ Đình, Nguyễn Hoàng…. + Phù hợp xây Tòa nhà văn phòng, cửa hàng kinh doanh…. + Gần khu Đô thị, Doanh trại Quân đội, An ninh cao, dân cư đông đúc tập trung nhiều sinh viên, kinh doanh buôn bán nhộn nhịp.+ Sổ đỏ chính chủ sẵn sàng giao dịch.Giá: 9.5 TỷLiên hệ: Anh Đoàn:0962745289.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn 24/7.   ",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827252.9602227,,,,,
12 tỷ VNĐ,Đội cấn, 80m2,"Nhà cách mặt phố 10M, ngõ rộng 6m, 2 oto tránh nhau được. Ngõ có cổng riêng và phía trong là công ty xây dựng của bộ quốc phòng nên an ninh tuyệt đối bảo đảm. Lưng nhà áp với khu biệt thự công vụ của Quốc Hội, hàng xóm là các cựu lãnh đạo của bệnh viện Quân y nên dân trí cực cao, mở rộng quan hệ tốt. Phía sau là khe lưu thông tiếp giáp với khu biệt thự công vụ nên rất thông thoáng. Nhà chất lượng còn rất mới Nhà 5 tầng, 4 tầng dùng để ở chia 2 phòng, trên cùng là 2 sân thượng trước và sau nhà. Tiện ích quanh nhà như: Chợ, Lotte, các khu đô thị lớn. Giao thông thuận tiện sang các con phố lớn như Hồ Tây, Phố Cổ, Phố đi bộ,.... Sổ đỏ chính chủ, pháp lý rõ ràng, chủ nhà thiện chí. LH:0962370591-Nguyễn Phúc Lộc",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827254.2009962,,,,,
"17,08 tỷ VNĐ",Khu đấu giá 31ha Trâu Quỳ - Gia Lâm - Hà Nội, 140m2,"- Cần bán nhanh thửa đất tại khu đấu giá 31ha trung tâm TT Trâu Quỳ - Gia Lâm – Hà Nội. - Diện tích đất 140m2, mặt tiền 7.03m, vỉa hè 3m, đường nhựa 13m, tiếp giáp dãy Shophouse nhà phố thương mại Hải Phát, UBND huyện và trục Cửu Việt 22m. - Kinh doanh vô đối đặc biệt về mảng dịch vụ ăn uống và giải trí, dân cư sầm uất, nhiều nhà hàng, café, quán bia,.. nơi tiếp khách trong và ngoài huyện. - Khu vực trung tâm đang có rất nhiều dư địa tốt như: các dự án nhà phố thương mại và biệt thự đang được triển khai Euro Windows, Hải Phát, Sông Hồng, Vinhomes Ocean Park…đặc biệt là công viên trung tâm và 2 hồ 9 và 19ha sắp được thi công. - Sổ đỏ chính chủ, thiện trí bán sẵn sang giao dịch, giá chỉ 122tr/m2. Liên hệ xem đất và biết thêm thông tin chi tiết 0982852808, 0948584888",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827255.4426742, 7,,,, 13
12 tỷ VNĐ,Lạc Long Quân - Tây Hồ- Hà Nội, 51m2,"Đi bộ 5p ra Hồ Tây, nhà nằm mặt ngõ kinh doanh sầm uất, ngõ rộng ô tô ra vào thoải mái, vừa ở vừa kinh doanh rất tốt Sổ đỏ 51m2 mặt tiền 6,5m rất đẹp và bề thế, có gara ô tô, cách mặt phố chỉ 1 nhà Mô tả: Tầng 1: Kinh doanh, gara Tầng 2,3,4: Mỗi tầng chia 2 phòng + vệ sinh Tầng 5: Phòng thờ + sân phơi Sổ đỏ vuông vắn, sẵn sàng giao dịch Lh: E Quân – 0964875503",19/04/2022,Tin thường,batdongsan_so_com_vn_1673827256.5417333, 6, 5, 5, 3,
