price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
11 tỷ VNĐ,Quang Trung- Hà Đông, 60m2,,"Mặt phố Quang Trung, Hà Đông, 60mx5T kinh doanh vỉa hè chỉ 11 tỷ Bán nhà mặt phố Vip Quang Trung, Hà Đông kinh doanh sầm uất, vỉa hè rộng thênh thang đoạn đẹp nhất phố, phù hợp kinh doanh đa dạng loại hình. Giao thông trục chính đi khắp các phố Văn Phú sang Lê Trọng Tấn xuôi xuống Vạn Phúc qua văn Quán đối diện Mỗ Lao. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 11 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805599.8974159,, 5,,,
"6,35 tỷ VNĐ",Đường Kim Mã phường Kim Mã, 43m2, 3,"
    BÁN NHÀ KIM MÃ - OTO ĐỖ CỬA - NGÕ THÔNG KINH DOANH- Ngõ thông kinh doanh cực tốt, nhà đẹp xây mới đầy đủ nội thất chủ để lại toàn bộ nội thất cho khách thiện trí, tiện ích không thiếu thứ gì.- Nhà nằm trên con phố VIP bậc nhất Ba Đình quận, kết nối các tuyến phố hot khác như Đội Cấn, Liễu Giai, Giảng Võ, Giang Văn Minh, .... thuận tiện giao thông đi các quận.- Nhà dân xây hơn 40 m2, thiết kế 4 tầng hiện đại, nội thất nhập khẩu, chủ mới chỉ cần xách vali về ở ngay.- Sổ đỏ chính chủ, sẵn sàng giao dịch.- Cam kết thông tin chuẩn 100%- Liên hệ em Phương chuyên thổ cư Ba Đình để xem nhà miễn phí.
",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805601.116155, 3, 4, 4,,
"4,2 tỷ VNĐ","Văn Quán, Hà Đông, Hà Nội", 30m2, 4," # Bán nhà quận Hà Đông phường Văn Quán đường Trần Phú LH Tình Nhà Đất 0983858722. + CC cần bán gấp nhà mặt ngõ, lô góc, xát đường Trần Phú, phường Văn Quán, DT 30m tầng 1, 4T, mt 4.8m, đường rộng ô tô qua, thông chạy vòng quanh, giá cần bán gấp, nhanh tay LH thương lượng trực tiếp, để sở hữu ngay căn nhà thoáng đẹp này. + Vị trí: thông thoáng, tiện ích, thuận tiện, Cạnh KĐT Văn Quán, gần Big C Hà Đông, tiện chợ, gần trường C1,2, gần nhiều trường Đại Học: Học viện An Ninh, Đại Học Kiến Trúc, Học viện Công Nghệ Bưu Chính ViễnThông... + Nhà tự xây, móng kiên cố vô cùng chắc, cần thiết lên thêm tầng vô tư, tổng có 3 phòng ngủ rộng + ws, phòng khách, bếp, sân phơi riêng, công năng đầy đủ về ở ngay. + Sổ đỏ vuông đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805603.3731182, 3, 4, 3,,
"3,85 tỷ VNĐ",Đường Hàng Đẫy phường Ô Chợ Dừa, 35m2, 3,"- Khu vực kết nối giao thông thuận tiện với các tuyến phố Cát Linh, Hoàng Cầu, Ô Chợ Dừa, Tôn Đức Thắng…… - Cam kết thông tin chuẩn 100%. ",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805606.1377223, 3, 4, 4,,
"5,25 tỷ VNĐ","Phố Vương Thừa Vũ, Phường Khương Mai", 40m2, 6,"♧ Nhà đẹp, sau 1 nhà là ra mặt phố, ô tô dừng đỗ.♧ DT: 40m.♧ Sổ đỏ chính chủ, sẵn giao dịch.♧ Giá: 5.25 tỷ, có thương lượng.♧ Mặt tiền rộng, thiết kế 5 tầng thoáng sáng.- Tầng 1 : Phòng khách + Bếp + WC.- Tầng 2,3 : Mỗi tầng 1 phòng rộng + WC.- Tầng 4: Có 02 phòng+ WC.- Tầng 5: phòng thờ + sân phơi.♧ Gần chợ dân sinh.♧ Khu vực Ngã tư sở, đi lại giữa các Quận, Thanh Xuân, Hai Bà Trưng, Hoàng Mai, Hoàn Kiếm... rất thuận lợi.♧ Gần Đại học Thủy lợi, Học Viện Ngân Hàng, Đại học Y.♧ 5 phút ra Bệnh viện Đại Học Y, 10 phút ra bệnh viện Bạch Mai...♧ Vừa ở vừa kinh doanh quá tuyệt vời.♧ Liên hệ: Nguyễn Dương - 0825920555.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805608.126402, 2, 5, 4, 4,
"3,4 tỷ VNĐ",Đường Văn phú phường Quang Trung, 40m2,,"+ Gần chợ đầu mối 365, chợ Hà Đông, xung quanh bán kính 1km: Trường chuyên Nguyễn Huệ, cấp 1, 2 Văn Phú, khu trung tâm hành chính Quận Hà Đông, Bệnh viện đa khoa Hà Đông, bến xe Yên Nghĩa, bưu điện Hà Đông, gần đường sắt Cát Linh - Hà Đông, tuyến bus BRT và bus vào Trung tâm Hà Nội, di chuyển thuận tiện đi Quang Trung, Lê Trọng Tấn, Ba La, khu đô thị Văn Phú, Thanh Hà... + Liên hệ: Thắng Thổ cư – 0914645597 – Chuyên Bất động sản Thổ cư khắp Hà Nội. Gọi ngay để mua được TỔ ẤM ưng ý, tư vấn hoàn toàn miễn phí.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805612.5318754, 3, 4, 4, 5,
"4,15 tỷ VNĐ",xã Thanh Liệt, 38m2,,"+ Bán nhà Kim Giang, Thanh Liệt, Hà Nội+ 15m ra trục ô tô tránh, vị trí đẹp, ngõ thông lung tung. Ngõ trước mặt nhà thoáng vĩnh viễn.+ Nhà mình tiện đường, tiện chợ Thanh Liệt, cầu Bắc Linh Đàm, đường Bằng Liệt, sân tenis CT3BX2 Bắc Linh Đàm, thứ gì cũng có. Dân trí cao, an ninh tốt.+ Nhà xây 4 tầng kiên cố. Long lanh lóng lánh, cây cối tài lộc xanh mướt mát.+ Sổ đỏ vuông đét",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805616.6735373,,,,,
"7,5 tỷ VNĐ",Trần Phú - Hà Đông - Hà Nội, 42m2, 3,"Bán nhà riêng Trần Phú-Hà Đông, Dt 42m2x4T,nhà xây mới, ngõ thông ôtô vào, vị trí KD. Lh 0984672007 + Mặt tiền: 3,6m2, 2 mặt thoáng. + Nhà được thiết kế 4 tầng: Tầng 1: thông sàn kinh doanh và wc Tầng 2: phòng khách, bếp ăn. Tâng 3: 2 phòng ngủ, 1 wc Tầng 4: phòng thờ và sân phơi rộng. + Nhà thiết kế chắc chắn, thiết kế ga ra ô tô, hoặc kinh doanh, cách đg Trần Phú 10m, ngõ thông, vị trí đẹp. + Phù hợp với hộ gia đình nhiều thế hệ sinh hoạt, khu vực yên tĩnh dân cư hòa đồng.+ Phố Trần Phú gần KĐT Văn Quán, KĐT Mỗ Lao, gần trường Học Viện An Ninh, ngay cạnh Siêu thị BigC, thông sang khu Làng Việt kiều Châu Âu. Giao thông kết nối với các trục đường chính như: Nguyễn Trãi, Trần Phú, Quang Trung, Tố Hữu, Vũ Trọng Khánh, Khu vực trung tâm của các trường đại học, học viện. Kinh doanh sầm uất, mọi loại hình.+ Sổ đỏ phân lô vuông vắn, cất két sẵn sàng giao dịch ngay.+ Giá bán: 7,5 tỷ có thương lượng Gọi ngay: Mr Hưng 0984672007 xem nhà và tư vấn miễn phí.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805619.8459651, 4, 4, 3, 3, Đông bắc
"2,3 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Tây Mỗ, 46m2, 5,"SỞ HỮU CĂN HỘ MANG PHONG CÁCH NHẬT BẢN NGAY TẠI VINHOMES SMART CITY- Vị trí: + Gần đường 52m trục chính của dự án+ Đối diện ga Metro+ Gần trường học Vinschool+ Gần văn phòng The Valley+ Gần bệnh viện Vinmec- Diện tích 46m- Hướng Đông Nam- View công viên Nhật Bản, cổng Nguyệt Môn, hồ bể bơi bốn mùa Metrolines...- Qùa tặng:+ Mùa Thu Vàng 100 triệu+ Miễn phí dịch vụ 5 năm (quy đổi 700k/m2 trừ trực tiếp vào giá)- HTLS 70% GTCH đến 15/12/2023- Tháng 1/2023 bàn giao nhà=> Liên hệ tôi số: 0971998868",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805624.4736335, 1, 19, 2, 1,
32 tỷ VNĐ,Đường Phố Kim Mã phường Kim Mã, 70m2, 5,"
    CHÍNH CHỦ CẦN BÁN NHÀ  MẶT PHỐ KIM MÃ QUẬN BA ĐÌNH HÀ NỘI,Khu vip nhất quận Ba Đình, xung quanh tập trung nhiều người Nhật, Hàn sinh sống và làm việc, gần Vinhome Metropolis, Lotte, tiếp giao Đào Tấn, Liễu Giai, Vạn Bảo, Nguyễn Chí Thanh, Cầu Giấy....Mặt phố lớn, vỉa hè rộng, phù hợp hiều loại hình kinh doanh, nhất là làm nhà hàng ẩm thực Nhật, Hàn.Diện tích 70m2, mặt tiền 5m, Giá 32 tỷ có thương lượng.Sổ rất đẹp, nở hậu nhẹ, sẵn sàng giao dịch.Liên hệ xem nhà trực tiếp Nguyễn Anh 0936162225. Miễn trung gian, Môi giới.
",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805627.8728995, 10, 4, 4, 5,
